Date,EM (EMERGING MARKETS) MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1037.8594149621638
1999-01-05,1057.8708182644782
1999-01-06,1083.3187867334402
1999-01-07,1127.0161811366686
1999-01-08,1120.6252917313725
1999-01-11,1116.9660405241834
1999-01-12,1095.7327270671035
1999-01-13,1042.2768534449972
1999-01-14,1027.4319810460875
1999-01-15,1044.1160777251455
1999-01-18,1070.2845038272096
1999-01-19,1068.7129504343395
1999-01-20,1087.1583145407037
1999-01-21,1067.7583291095846
1999-01-22,1034.4162229827716
1999-01-25,1017.8847911107588
1999-01-26,1031.4588417165885
1999-01-27,1061.1557076638505
1999-01-28,1071.0274790991618
1999-01-29,1078.6208129392605
1999-02-01,1098.5150403859684
1999-02-02,1093.971476895454
1999-02-03,1085.7112353817542
1999-02-04,1079.3727643739535
1999-02-05,1075.799285425487
1999-02-08,1076.843076442662
1999-02-09,1048.5618256253476
1999-02-10,1049.353554616537
1999-02-11,1062.3363982910967
1999-02-12,1089.4110976778563
1999-02-15,1092.0280835123524
1999-02-16,1092.0250397206173
1999-02-17,1083.8984312046498
1999-02-18,1066.003677651701
1999-02-19,1052.0878546248584
1999-02-22,1055.4221189670525
1999-02-23,1039.8219219540458
1999-02-24,1060.8764639052026
1999-02-25,1063.5804384954038
1999-02-26,1080.2773982611623
1999-03-01,1094.6732804554038
1999-03-02,1093.6950416376478
1999-03-03,1101.5999473340685
1999-03-04,1095.03327238062
1999-03-05,1098.020433369809
1999-03-08,1131.7786610638684
1999-03-09,1145.1443253952975
1999-03-10,1138.3534334431338
1999-03-11,1155.835548788718
1999-03-12,1159.0746534212421
1999-03-15,1178.8277385626222
1999-03-16,1187.7871064928677
1999-03-17,1181.8548476204696
1999-03-18,1179.2722215648248
1999-03-19,1214.3155203027204
1999-03-22,1220.6613637411726
1999-03-23,1209.5470185492698
1999-03-24,1182.9655424744235
1999-03-25,1189.401520967673
1999-03-26,1204.5917305439934
1999-03-29,1196.0787862591158
1999-03-30,1210.1947906656524
1999-03-31,1194.5381846737127
1999-04-01,1190.0532324733992
1999-04-02,1219.9918506687002
1999-04-05,1216.2637226722009
1999-04-06,1231.046236955403
1999-04-07,1259.007240844481
1999-04-08,1273.1736560577192
1999-04-09,1284.417539697351
1999-04-12,1276.5803410985873
1999-04-13,1294.4784305040719
1999-04-14,1300.163842799308
1999-04-15,1326.2315149549959
1999-04-16,1353.9674326005686
1999-04-19,1393.3939066952737
1999-04-20,1385.0739883686456
1999-04-21,1364.112105928842
1999-04-22,1357.2836664439278
1999-04-23,1372.7270243814644
1999-04-26,1390.979464916165
1999-04-27,1414.4066379225658
1999-04-28,1419.7378211886976
1999-04-29,1385.201626363141
1999-04-30,1394.588687122492
1999-05-03,1405.437933020616
1999-05-04,1430.2867283565115
1999-05-05,1425.8410261158715
1999-05-06,1466.3786879252548
1999-05-07,1459.7158354020683
1999-05-10,1458.1322960577597
1999-05-11,1454.7176440894789
1999-05-12,1447.7514989656288
1999-05-13,1424.181638865004
1999-05-14,1428.6464527029234
1999-05-17,1409.6522316302558
1999-05-18,1435.742959228367
1999-05-19,1438.2730681254316
1999-05-20,1425.514822884521
1999-05-21,1440.4836564891355
1999-05-24,1432.6925854585402
1999-05-25,1422.4202262590964
1999-05-26,1431.1093064982792
1999-05-27,1428.6036186144522
1999-05-28,1419.0350368090105
1999-05-31,1431.0734409170336
1999-06-01,1447.6237689792847
1999-06-02,1485.1559153607639
1999-06-03,1492.4172484752366
1999-06-04,1517.1953288120546
1999-06-07,1569.3329225249843
1999-06-08,1572.2988389739953
1999-06-09,1532.5037865640143
1999-06-10,1576.5608937348773
1999-06-11,1566.0724238813011
1999-06-14,1544.1011509106413
1999-06-15,1540.1152194436595
1999-06-16,1586.211046298699
1999-06-17,1600.1087930645278
1999-06-18,1598.3527983661165
1999-06-21,1648.8671052638335
1999-06-22,1658.9259975382352
1999-06-23,1658.6333419465805
1999-06-24,1639.7001218867895
1999-06-25,1628.1765912794583
1999-06-28,1669.068165963496
1999-06-29,1670.2258939600126
1999-06-30,1662.3546760546405
1999-07-01,1714.5857176137574
1999-07-02,1739.6537255287792
1999-07-05,1781.3663553558888
1999-07-06,1784.24111422417
1999-07-07,1793.9539638070505
1999-07-08,1776.5022778279642
1999-07-09,1797.725309567981
1999-07-12,1781.437555182916
1999-07-13,1758.621617173565
1999-07-14,1722.2561264236645
1999-07-15,1754.2934637911235
1999-07-16,1800.9441664188548
1999-07-19,1826.0138674419552
1999-07-20,1753.4238055845829
1999-07-21,1709.0429574709365
1999-07-22,1711.6316549722264
1999-07-23,1642.0285663357047
1999-07-26,1583.4594999502979
1999-07-27,1626.8891013632397
1999-07-28,1652.9681867672273
1999-07-29,1671.0188293548895
1999-07-30,1635.5078824551829
1999-08-02,1618.6604369127401
