Date,BRAZIL SMALL GROWTH
1994-05-31,216.0575072339493
1994-06-30,229.01372298131852
1994-07-29,262.08123179988866
1994-08-31,330.84476507026346
1994-09-30,365.0197346296651
1994-10-31,368.5915790184694
1994-11-30,381.97740852525567
1994-12-30,356.76622005811606
1995-01-31,316.67158135028546
1995-02-28,283.60812141099444
1995-03-31,255.2267856493816
1995-04-28,266.1474873214122
1995-05-31,247.8750993020389
1995-06-30,227.60012480148046
1995-07-31,220.18735500368217
1995-08-31,231.87270079865473
1995-09-29,237.75020101499757
1995-10-31,219.18426423957303
1995-11-30,207.67082386288294
1995-12-29,197.32845807222432
1996-01-31,224.37721999484745
1996-02-29,227.07524478873034
1996-03-29,219.82389529862465
1996-04-30,222.2839672108335
1996-05-31,243.1941539594739
1996-06-28,258.7744199310685
1996-07-31,253.01622154779125
1996-08-30,251.3437655387599
1996-09-30,259.94186118483873
1996-10-31,265.9370864021094
1996-11-29,262.6206677836757
1996-12-31,263.4074985385782
1997-01-01,262.7788508343877
1997-01-02,263.1401690815977
1997-01-03,261.53462725135824
1997-01-06,260.00262540896375
1997-01-07,263.19370680051145
1997-01-08,259.1491197156499
1997-01-09,261.7291548847515
1997-01-10,263.72058325900025
1997-01-13,265.33155804572016
1997-01-14,267.1152451227912
1997-01-15,275.33034267843755
1997-01-16,274.50370984815896
1997-01-17,275.53962800438
1997-01-20,277.74190938518313
1997-01-21,280.8967204466602
1997-01-22,280.026224455346
1997-01-23,280.97443070360777
1997-01-24,285.1974917851112
1997-01-27,280.6604126416397
1997-01-28,283.573290137909
1997-01-29,282.8882361937194
1997-01-30,282.33931705070705
1997-01-31,286.65809308533267
1997-02-03,287.0171734605492
1997-02-04,288.80294149511406
1997-02-05,289.527598108913
1997-02-06,290.40821927700625
1997-02-07,294.4803118097153
1997-02-10,294.4803118097153
1997-02-11,294.81749047310456
1997-02-12,304.2628850469264
1997-02-13,301.1675930640424
1997-02-14,300.7780842695488
1997-02-17,303.00873797527953
1997-02-18,303.69483795551065
1997-02-19,303.8812557932155
1997-02-20,301.9454882832768
1997-02-21,308.32473306459264
1997-02-24,309.7535645379257
1997-02-25,313.18822797475036
1997-02-26,313.28630322813484
1997-02-27,311.9278222250633
1997-02-28,315.4860811239197
1997-03-03,316.35558557040565
1997-03-04,315.2458825165797
1997-03-05,316.28730256926093
1997-03-06,318.4667481633334
1997-03-07,321.8961135558905
1997-03-10,325.41933475110227
1997-03-11,325.1032123003982
1997-03-12,321.78484511509777
1997-03-13,318.5422913488296
1997-03-14,319.5350926022896
1997-03-17,317.3318780826431
1997-03-18,315.9448447172934
1997-03-19,313.9537747749493
1997-03-20,312.3566827521962
1997-03-21,311.24773628873396
1997-03-24,311.09921468573117
1997-03-25,312.7928081271403
1997-03-26,315.58493522615026
1997-03-27,315.58493522615026
1997-03-28,315.47909929063115
1997-03-31,312.28497563695805
1997-04-01,315.4405432660712
1997-04-02,312.846684045739
1997-04-03,315.24533567954586
1997-04-04,318.1725492269583
1997-04-07,321.13240985554273
1997-04-08,321.72606104100885
1997-04-09,319.75128129402384
1997-04-10,320.71384935678543
1997-04-11,324.6052724007932
1997-04-14,321.1181749748488
1997-04-15,317.9328277484315
1997-04-16,318.63945832875953
1997-04-17,317.0029439407863
1997-04-18,319.97508860827014
1997-04-21,319.87071262269103
1997-04-22,320.01191007543247
1997-04-23,322.2885284649297
1997-04-24,324.4864811167099
1997-04-25,326.19312578996727
1997-04-28,326.8116906442932
1997-04-29,329.61778832424983
1997-04-30,332.5813221671898
1997-05-01,332.4755307959617
1997-05-02,333.09591224609943
