Date,CHINA SMALL GROWTH
1994-05-31,378.35602367010273
1994-06-30,373.9804514733119
1994-07-29,367.0305716231897
1994-08-31,391.2816299805155
1994-09-30,373.7127802990102
1994-10-31,361.2968136022249
1994-11-30,333.71650521242174
1994-12-30,273.32370090724095
1995-01-31,241.24842192170576
1995-02-28,261.0737236241458
1995-03-31,235.90523311593054
1995-04-28,218.36423991410467
1995-05-31,268.9824915997836
1995-06-30,263.6555226448488
1995-07-31,283.6585184114922
1995-08-31,264.8194055414634
1995-09-29,264.8767607959394
1995-10-31,245.68979230349893
1995-11-30,216.48630559591578
1995-12-29,219.13131726746693
1996-01-31,245.93321225877983
1996-02-29,257.96854641834153
1996-03-29,238.89104842921293
1996-04-30,238.1750931092106
1996-05-31,244.24635691693706
1996-06-28,234.646436116492
1996-07-31,228.10842685255642
1996-08-30,247.28740322043316
1996-09-30,237.64697121507461
1996-10-31,224.50709171328802
1996-11-29,258.73563369131944
1996-12-31,270.00681788108324
1997-01-01,270.00681788108324
1997-01-02,278.6559667299632
1997-01-03,279.35062511443635
1997-01-06,279.27607108957665
1997-01-07,287.0642626978172
1997-01-08,277.2780889300949
1997-01-09,274.9740143253432
1997-01-10,278.5520918849852
1997-01-13,275.120488497427
1997-01-14,278.51905872426636
1997-01-15,283.63569656751895
1997-01-16,286.9195886844466
1997-01-17,286.6931738377498
1997-01-20,291.0873005963032
1997-01-21,282.16843727277904
1997-01-22,279.81928307191976
1997-01-23,277.9784531741538
1997-01-24,275.81490133028376
1997-01-27,281.2097055251092
1997-01-28,278.87389478560914
1997-01-29,277.29311227220165
1997-01-30,277.50644890796434
1997-01-31,279.56208748113266
1997-02-03,279.69277433805826
1997-02-04,282.914742647574
1997-02-05,283.1097501125876
1997-02-06,283.1181450850335
1997-02-07,280.9973497046492
1997-02-10,281.65834130367637
1997-02-11,276.8486651264016
1997-02-12,280.2446624073673
1997-02-13,279.276719745254
1997-02-14,276.32517692089965
1997-02-17,272.74216813150264
1997-02-18,266.2167415914125
1997-02-19,270.3759713172632
1997-02-20,264.54192410231013
1997-02-21,273.92758481674383
1997-02-24,277.51266902311886
1997-02-25,279.02071657684945
1997-02-26,280.59311826303986
1997-02-27,281.35046828750677
1997-02-28,280.9008081627854
1997-03-03,288.5011857973298
1997-03-04,288.06337133869636
1997-03-05,285.39951046605444
1997-03-06,289.06257739088585
1997-03-07,284.86593222293476
1997-03-10,285.14214671823447
1997-03-11,286.50562897323584
1997-03-12,290.55103705323967
1997-03-13,295.16638284558195
1997-03-14,291.816808909957
1997-03-17,298.32573020529765
1997-03-18,297.9571458306787
1997-03-19,295.8076405602879
1997-03-20,287.9171667101401
1997-03-21,285.0185896407878
1997-03-24,288.41093502841005
1997-03-25,285.6545227902203
1997-03-26,286.4121434536658
1997-03-27,285.384868256783
1997-03-28,285.1082555981665
1997-03-31,285.11377660944555
1997-04-01,283.6456312541856
1997-04-02,282.3326473307835
1997-04-03,277.79822386010756
1997-04-04,276.5945174276765
1997-04-07,277.50377570094855
1997-04-08,279.82511736601145
1997-04-09,281.47377904002525
1997-04-10,284.998817963365
1997-04-11,285.1444273159666
1997-04-14,273.3798237619014
1997-04-15,279.77456436097833
1997-04-16,281.8347783555128
1997-04-17,287.02563713895506
1997-04-18,290.7869861533785
1997-04-21,289.7155104534823
1997-04-22,286.8185618421773
1997-04-23,287.8177817006615
1997-04-24,287.99342912004045
1997-04-25,289.7445827841897
1997-04-28,293.9569935221661
1997-04-29,290.6585964244613
1997-04-30,289.0729942087944
1997-05-01,285.8414934950982
1997-05-02,287.6907328911499
1997-05-05,288.08488302750055
1997-05-06,287.5521502470981
1997-05-07,299.6509306200303
1997-05-08,296.78782103016414
1997-05-09,296.07578029447353
1997-05-12,292.1569176874459
1997-05-13,292.0736324992123
1997-05-14,289.8013033470344
1997-05-15,290.36224052971704
1997-05-16,276.47228065330836
1997-05-19,287.55954115073644
1997-05-20,288.9308930172423
1997-05-21,298.9697658034983
1997-05-22,292.17029231870816
1997-05-23,291.26597875526187
1997-05-26,288.00337497176946
1997-05-27,288.66594590845494
1997-05-28,289.1516372634444
1997-05-29,287.5278348541005
1997-05-30,291.63693280061443
1997-06-02,297.1294589591423
1997-06-03,321.41678531215433
1997-06-04,313.4844130386605
1997-06-05,326.3179258051476
1997-06-06,318.2421029716182
1997-06-09,317.7736445082029
1997-06-10,316.73507999206214
1997-06-11,313.366246822495
1997-06-12,304.5654970904541
1997-06-13,307.0000616006095
1997-06-16,317.24555309845607
1997-06-17,328.80870303749333
1997-06-18,333.7249809029996
1997-06-19,349.26719585155195
1997-06-20,356.092520844777
1997-06-23,347.25954659623847
1997-06-24,340.157857557836
1997-06-25,356.52258675852664
1997-06-26,366.4859153137208
1997-06-27,385.42147709702954
1997-06-30,385.1343218958649
1997-07-01,382.83078506846545
1997-07-02,383.2772393503493
1997-07-03,395.20136956544826
1997-07-04,394.02807230106936
1997-07-07,398.5409254223812
1997-07-08,380.1705322596976
1997-07-09,366.58830443090676
1997-07-10,369.65831338309823
1997-07-11,393.6172406565784
1997-07-14,395.9350308824349
1997-07-15,433.2439681626402
1997-07-16,427.75589767493386
1997-07-17,417.91346350328257
1997-07-18,432.700844932639
1997-07-21,428.32322886478465
1997-07-22,418.1829614324524
1997-07-23,420.83707932317236
1997-07-24,425.10726372552296
1997-07-25,421.45166848489356
1997-07-28,426.22602071453656
1997-07-29,414.85645979542875
1997-07-30,419.4497710930277
1997-07-31,419.5746286308108
1997-08-01,424.247827094987
1997-08-04,448.83699400894017
1997-08-05,462.74734470115095
1997-08-06,459.50603898421065
1997-08-07,459.83904325251285
1997-08-08,460.7885208580678
1997-08-11,470.9589237394498
1997-08-12,481.47137341666024
1997-08-13,505.97043361504967
1997-08-14,512.6425261733481
1997-08-15,507.3238822545174
1997-08-18,507.37384096152374
1997-08-19,477.45132476203577
1997-08-20,524.8403157257543
1997-08-21,527.4009431159773
1997-08-22,532.4748478940942
1997-08-25,557.7969218893674
1997-08-26,538.8050976696129
1997-08-27,519.2762191628286
1997-08-28,510.0497368645603
1997-08-29,495.7226052637045
1997-09-01,497.8269247974122
1997-09-02,479.3980294185598
1997-09-03,515.0328582383963
1997-09-04,518.4831791282134
1997-09-05,516.3454039661201
1997-09-08,520.0656627296679
1997-09-09,525.1462014872517
1997-09-10,521.869610949084
1997-09-11,516.0120520447567
1997-09-12,505.78839802839434
1997-09-15,508.7543294404616
1997-09-16,503.93673934655726
1997-09-17,509.0357863448692
1997-09-18,507.67440702085645
1997-09-19,504.90591200951866
1997-09-22,502.576553789287
1997-09-23,501.4931100312605
1997-09-24,500.1044072194997
1997-09-25,504.72441962391883
1997-09-26,514.4281171015394
1997-09-29,511.9015292514391
1997-09-30,506.2320821325522
1997-10-01,503.7448474509216
1997-10-02,501.00090614476534
1997-10-03,495.74138817257386
1997-10-06,499.11126613973084
1997-10-07,490.3899093667262
1997-10-08,494.74352660498806
1997-10-09,489.95749288617645
1997-10-10,489.63450383256793
1997-10-13,474.477435742084
1997-10-14,469.84692272772674
1997-10-15,476.8258278225402
1997-10-16,467.9445400953992
1997-10-17,464.72082803948194
1997-10-20,454.9270312857917
1997-10-21,465.73991296145095
1997-10-22,451.87630035593963
1997-10-23,428.93713772354084
1997-10-24,419.40871000938733
1997-10-27,414.3959657142779
1997-10-28,381.5619837647515
1997-10-29,403.17219718075364
1997-10-30,411.7093359334297
1997-10-31,416.40647992081887
1997-11-03,425.3566295622029
1997-11-04,445.21604938247583
1997-11-05,448.2733615578155
1997-11-06,455.3212711620019
1997-11-07,441.55147477078805
1997-11-10,428.90566879295574
1997-11-11,435.31271985400394
1997-11-12,427.18444324146714
1997-11-13,416.38762160776264
1997-11-14,413.9362963383503
1997-11-17,413.58566624250824
1997-11-18,416.3278713426918
1997-11-19,409.02546936691704
1997-11-20,405.31011060152156
1997-11-21,397.3820966072002
1997-11-24,388.59794153862225
1997-11-25,378.7186630947113
1997-11-26,376.240693027281
1997-11-27,373.1649682975611
1997-11-28,372.6079359606838
1997-12-01,367.3011531231791
1997-12-02,375.4079709787324
1997-12-03,371.23077809763566
1997-12-04,379.1689887047771
1997-12-05,405.86086387160344
1997-12-08,413.29704392804103
1997-12-09,415.00429559206907
1997-12-10,396.0812855333216
1997-12-11,385.8963265710154
1997-12-12,388.5197326833309
1997-12-15,377.37355013135533
1997-12-16,375.1329608642853
1997-12-17,373.76280704644296
1997-12-18,378.9824583900699
1997-12-19,377.00192506695066
1997-12-22,360.0210219252725
1997-12-23,354.2362021500546
1997-12-24,352.20493581165795
1997-12-25,352.20493581165795
1997-12-26,352.825463810517
1997-12-29,353.6427971430705
1997-12-30,360.6565102839979
1997-12-31,365.94937109782717
1998-01-01,365.94937109782717
1998-01-02,370.3169519601636
1998-01-05,364.6720436629994
1998-01-06,356.4545102658784
1998-01-07,330.6866088306004
1998-01-08,309.35607582393453
1998-01-09,297.5124560623395
1998-01-12,252.8153884705276
1998-01-13,256.33155625482465
1998-01-14,273.035351160368
1998-01-15,264.1496931022924
1998-01-16,262.6463160492294
1998-01-19,277.5234864746848
1998-01-20,276.53746849808135
1998-01-21,280.5728830246123
1998-01-22,270.7120304550722
1998-01-23,267.6259997949408
1998-01-26,263.3481102887337
1998-01-27,267.40062591248346
1998-01-28,267.41663603846473
1998-01-29,267.0017427163828
1998-01-30,267.3867535683118
1998-02-02,307.31757837954143
1998-02-03,328.27937656006515
1998-02-04,328.46953728117063
1998-02-05,330.88369100247706
1998-02-06,346.35630851446
1998-02-09,374.58223105167065
1998-02-10,373.3300631520001
1998-02-11,373.33418705237455
1998-02-12,372.47069992569914
1998-02-13,358.9599069694883
1998-02-16,348.8493682849333
1998-02-17,350.70707534042447
1998-02-18,349.8447120825098
1998-02-19,352.84075454874016
1998-02-20,355.5277022603189
1998-02-23,352.34044713225364
1998-02-24,375.9671689862719
1998-02-25,380.26648514476204
1998-02-26,385.91258545695337
1998-02-27,402.8803028479752
1998-03-02,386.5146288674862
1998-03-03,394.0614523722795
1998-03-04,400.6047347328056
1998-03-05,375.1356000759338
1998-03-06,380.3473989272326
1998-03-09,376.99550005653657
1998-03-10,377.2304076944173
1998-03-11,382.83481142108633
1998-03-12,379.2569790496179
1998-03-13,387.9895516844611
1998-03-16,398.51032949133804
1998-03-17,409.8091426146982
1998-03-18,410.42540415803967
1998-03-19,429.837901447595
1998-03-20,425.8989004329861
1998-03-23,436.9783462543855
1998-03-24,440.0664504102177
1998-03-25,460.39364603195224
1998-03-26,454.6235747585527
1998-03-27,450.2075132260988
1998-03-30,440.113592062798
1998-03-31,437.6294383616536
1998-04-01,430.68818785516027
1998-04-02,425.80656072427206
1998-04-03,412.30525582950344
1998-04-06,412.4565797749245
1998-04-07,411.16743710623524
1998-04-08,424.1798933817132
1998-04-09,428.81008546461555
1998-04-10,429.0018893841358
1998-04-13,429.09107089124575
1998-04-14,425.16457641573584
1998-04-15,441.3846697549756
1998-04-16,440.5600600772545
1998-04-17,442.74813789741813
1998-04-20,443.44035272866944
1998-04-21,429.5652545321806
1998-04-22,426.5507015257281
1998-04-23,420.11313113311024
1998-04-24,427.44272620549975
1998-04-27,429.4951241940255
1998-04-28,429.3249991108975
1998-04-29,423.792804487411
1998-04-30,421.09273572534
1998-05-01,420.87439133499504
1998-05-04,413.9948697382143
1998-05-05,402.7187556257152
1998-05-06,393.5183366613324
1998-05-07,393.1097307955206
1998-05-08,404.8168908509165
1998-05-11,410.56607881644396
1998-05-12,405.07950514924323
1998-05-13,385.1266490618554
1998-05-14,396.6404024538522
1998-05-15,413.93424898418823
1998-05-18,404.37643634555957
1998-05-19,404.10085379578265
1998-05-20,408.14520808227786
1998-05-21,412.8246109266389
1998-05-22,408.14555284158143
1998-05-25,407.4242699446335
1998-05-26,402.7019080194554
1998-05-27,383.7353537825782
1998-05-28,367.8304222891908
1998-05-29,367.7996596015785
1998-06-01,356.7272400291079
1998-06-02,350.2286239338111
1998-06-03,362.9212767319345
1998-06-04,353.6941297653338
1998-06-05,353.16579202909264
1998-06-08,343.3937189144988
1998-06-09,324.07278851748026
1998-06-10,304.7388173461067
1998-06-11,299.6453956357818
1998-06-12,300.31136229451056
1998-06-15,287.2375143512483
1998-06-16,284.21441107120796
1998-06-17,301.030587249648
1998-06-18,323.7847878653775
1998-06-19,330.7937518704252
1998-06-22,315.48024262403186
1998-06-23,312.3955956187801
1998-06-24,317.74329990308263
1998-06-25,325.25008994567213
1998-06-26,318.89711951157375
1998-06-29,312.0625066419454
1998-06-30,309.96892095061696
1998-07-01,310.6883421204242
1998-07-02,319.1760720172679
1998-07-03,314.2193825481568
1998-07-06,310.18798401078726
1998-07-07,304.29981280841105
1998-07-08,305.0136386702068
1998-07-09,298.8921193208896
1998-07-10,298.8836914066138
1998-07-13,291.23924680995384
1998-07-14,285.9614182120936
1998-07-15,289.50837094068504
1998-07-16,294.4138207042748
1998-07-17,296.59304130473464
1998-07-20,295.6777280793144
1998-07-21,297.76524875566685
1998-07-22,289.04768034641023
1998-07-23,270.28276979397947
1998-07-24,274.80611463940676
1998-07-27,263.48827288973155
1998-07-28,255.15793706020142
1998-07-29,239.59900262206205
1998-07-30,247.86791329870533
1998-07-31,256.8827085828725
1998-08-03,242.6786725416239
1998-08-04,243.12912868266008
1998-08-05,238.79804649157836
1998-08-06,220.63909457347046
1998-08-07,214.59428243313263
1998-08-10,210.00956948308794
1998-08-11,206.96045814698175
