Date,KOREA SMALL GROWTH
1994-05-31,1788.40033670235
1994-06-30,1849.1948769913286
1994-07-29,1881.052125293586
1994-08-31,1814.2079435169949
1994-09-30,1913.1688641181972
1994-10-31,2248.7705739753933
1994-11-30,2265.667276957948
1994-12-30,2393.850157596059
1995-01-31,2111.8942319465114
1995-02-28,1921.9061660255666
1995-03-31,2048.112731173589
1995-04-28,1932.044277654596
1995-05-31,1899.3665410368947
1995-06-30,1924.0119545326243
1995-07-31,2007.2505821203852
1995-08-31,1903.697450162877
1995-09-29,2047.849659037023
1995-10-31,2025.3102644068108
1995-11-30,1944.1916418917717
1995-12-29,1767.9310820404814
1996-01-31,1757.4180115477686
1996-02-29,1682.8942938644184
1996-03-29,1679.8848340900054
1996-04-30,1971.0996693619597
1996-05-31,1934.537778594869
1996-06-28,1723.2323614284396
1996-07-31,1820.375541076697
1996-08-30,1709.981803727927
1996-09-30,1771.2003322392059
1996-10-31,1762.7886211421633
1996-11-29,1681.2559080759465
1996-12-31,1441.425309047126
1997-01-01,1441.978152580077
1997-01-02,1444.7706660919805
1997-01-03,1480.331699605798
1997-01-06,1397.048777246582
1997-01-07,1338.8217745401257
1997-01-08,1335.5263991682482
1997-01-09,1367.047219137649
1997-01-10,1379.4830999490603
1997-01-13,1413.4641732935534
1997-01-14,1459.2708632671076
1997-01-15,1500.6769530098265
1997-01-16,1559.3166959495763
1997-01-17,1537.269508686277
1997-01-20,1593.7026202108325
1997-01-21,1532.307072051317
1997-01-22,1513.0259972061965
1997-01-23,1509.7534385355339
1997-01-24,1515.2079861255015
1997-01-27,1506.2942331336537
1997-01-28,1475.9170834988638
1997-01-29,1461.8108726774637
1997-01-30,1484.675477107754
1997-01-31,1519.673190874495
1997-02-03,1508.8688480320864
1997-02-04,1525.6432072790071
1997-02-05,1528.967429126693
1997-02-06,1540.0375486858798
1997-02-07,1542.7042803719162
1997-02-10,1581.6735273065085
1997-02-11,1597.0556798289592
1997-02-12,1585.4217884288496
1997-02-13,1585.114873621013
1997-02-14,1572.0632483963468
1997-02-17,1563.03391581008
1997-02-18,1574.949241169883
1997-02-19,1619.4252683350069
1997-02-20,1628.4973285618
1997-02-21,1578.2592110526055
1997-02-24,1532.5709831306565
1997-02-25,1536.4234299781792
1997-02-26,1527.9963935585376
1997-02-27,1514.571094085858
1997-02-28,1553.9640278116708
1997-03-03,1563.6577047905507
1997-03-04,1573.4845838760382
1997-03-05,1581.0380549845222
1997-03-06,1584.6962487856952
1997-03-07,1605.589467521213
1997-03-10,1563.2018229656762
1997-03-11,1528.5649042095708
1997-03-12,1534.7404319027805
1997-03-13,1517.527471819968
1997-03-14,1468.3809190896602
1997-03-17,1496.948282791945
1997-03-18,1496.4155730789487
1997-03-19,1471.755807119665
1997-03-20,1462.48035081491
1997-03-21,1426.5501900937115
1997-03-24,1335.8111006745291
1997-03-25,1382.5012659433744
1997-03-26,1415.6019896286998
1997-03-27,1424.6941787655167
1997-03-28,1420.0353496291
1997-03-31,1478.3336316716084
1997-04-01,1465.4451891182032
1997-04-02,1469.2805705072294
1997-04-03,1458.2796628614565
1997-04-04,1476.988847753623
1997-04-07,1478.352949278859
1997-04-08,1484.5372013093668
1997-04-09,1510.2639183855401
1997-04-10,1493.6845696868777
1997-04-11,1516.7721447822557
1997-04-14,1529.511179947247
1997-04-15,1526.5666316485992
1997-04-16,1546.151655244133
1997-04-17,1549.9965163699655
1997-04-18,1557.5498681690895
1997-04-21,1546.282420839181
1997-04-22,1519.45437257986
1997-04-23,1531.5425528789578
1997-04-24,1538.3444709095834
1997-04-25,1557.3803234015506
1997-04-28,1564.9260219991781
1997-04-29,1568.2718009720988
1997-04-30,1570.5827827626351
1997-05-01,1569.7029044529643
1997-05-02,1579.340611688188
1997-05-05,1580.4713353475522
1997-05-06,1582.5611394536243
1997-05-07,1557.8752940871796
1997-05-08,1557.4231591635687
1997-05-09,1567.2055147047647
1997-05-12,1497.6427946440415
1997-05-13,1519.8389112632592
1997-05-14,1520.2646364484872
1997-05-15,1543.057947760398
1997-05-16,1542.9478228213445
1997-05-19,1604.0991688203976
1997-05-20,1614.4507591236609
1997-05-21,1607.3348532319844
1997-05-22,1582.471691901155
1997-05-23,1602.210857358173
1997-05-26,1590.7733934292937
1997-05-27,1601.2796370866633
1997-05-28,1598.6506254041476
1997-05-29,1574.6206738101585
1997-05-30,1575.579308619594
1997-06-02,1591.1811566804206
1997-06-03,1598.0491528039495
1997-06-04,1583.382992850995
1997-06-05,1584.949421227962
1997-06-06,1584.949421227962
1997-06-09,1603.1000476708195
1997-06-10,1603.970585261554
1997-06-11,1602.104300126611
1997-06-12,1610.3032253668532
1997-06-13,1606.4282633128742
1997-06-16,1575.54281372001
1997-06-17,1560.8571687283272
1997-06-18,1537.774216287186
1997-06-19,1548.7586274906344
1997-06-20,1569.4406059083615
1997-06-23,1535.8676913136003
1997-06-24,1534.41311766722
1997-06-25,1535.2868307186543
1997-06-26,1534.4563306130156
1997-06-27,1521.1428390807455
1997-06-30,1525.2960988434763
1997-07-01,1527.452883176065
1997-07-02,1552.0589536377802
1997-07-03,1554.598575864491
1997-07-04,1558.0009217631302
1997-07-07,1562.8783741550471
1997-07-08,1560.271666003584
1997-07-09,1569.080770473487
1997-07-10,1567.700038525057
1997-07-11,1570.4674442321361
1997-07-14,1561.5267666974837
1997-07-15,1527.3627106745591
1997-07-16,1499.2502191678968
1997-07-17,1499.2502191678968
1997-07-18,1499.1210972760318
1997-07-21,1470.850184207289
1997-07-22,1423.5020789701643
1997-07-23,1433.8381972440227
1997-07-24,1466.920627154539
1997-07-25,1455.9419221697835
1997-07-28,1469.347288849046
1997-07-29,1460.5700008128904
1997-07-30,1453.376223388481
1997-07-31,1463.1833068771516
1997-08-01,1476.7361336409938
1997-08-04,1477.2634774496496
1997-08-05,1484.5733289760292
1997-08-06,1485.0768741665536
1997-08-07,1487.8355470710849
1997-08-08,1490.2224917281562
1997-08-11,1502.1286780983016
1997-08-12,1501.1564312184212
1997-08-13,1493.1748838843787
1997-08-14,1499.5825919968004
1997-08-15,1499.5825919968004
1997-08-18,1481.6409290640634
1997-08-19,1468.1533755321018
1997-08-20,1468.6871571849667
1997-08-21,1457.9459210445607
1997-08-22,1441.8708234635985
1997-08-25,1440.5153245603717
1997-08-26,1443.610077276301
1997-08-27,1424.6028307870815
1997-08-28,1397.5383801594198
1997-08-29,1378.1246144796005
1997-09-01,1335.4098926753097
1997-09-02,1346.9894289997035
1997-09-03,1346.556261788032
1997-09-04,1342.8580279137868
1997-09-05,1359.8372248862045
1997-09-08,1349.6494857973803
1997-09-09,1331.76054545349
1997-09-10,1335.5444340107915
1997-09-11,1344.5259822877263
1997-09-12,1355.7847851058345
1997-09-15,1356.4896580258637
1997-09-16,1356.4896580258637
1997-09-17,1356.4896580258637
1997-09-18,1356.1298153475955
1997-09-19,1341.6428993004045
1997-09-22,1327.7980791429559
1997-09-23,1314.693971409006
1997-09-24,1324.2208352324164
1997-09-25,1306.7686757075016
1997-09-26,1283.4586350926845
1997-09-29,1218.1480511303716
1997-09-30,1262.1466546177803
1997-10-01,1263.2569323839766
1997-10-02,1252.6177910374267
1997-10-03,1252.6177910374267
1997-10-06,1266.9960781252453
1997-10-07,1250.3397040795703
1997-10-08,1225.332533333864
1997-10-09,1224.563591509741
1997-10-10,1231.752924301448
1997-10-13,1233.813725148187
1997-10-14,1242.150110190566
1997-10-15,1210.1768997813897
1997-10-16,1168.9771821250313
1997-10-17,1183.7896997376629
1997-10-20,1102.8182850510052
1997-10-21,1102.6203780742821
1997-10-22,1173.7864264116884
1997-10-23,1178.1637471053427
1997-10-24,1113.282533356846
1997-10-27,1020.005907959175
1997-10-28,939.4684037400583
1997-10-29,938.8454098271187
1997-10-30,896.1183703560121
1997-10-31,869.330964996966
1997-11-03,946.5407792141494
1997-11-04,1004.3625513559033
1997-11-05,1028.8385253108947
1997-11-06,1041.2274972782839
1997-11-07,977.7909321639257
1997-11-10,983.3424715227053
1997-11-11,994.3421395666145
1997-11-12,996.7715930451568
1997-11-13,1007.239217287564
1997-11-14,1022.1647771626023
1997-11-17,949.2840346590859
1997-11-18,933.7713149588348
1997-11-19,914.7542787184955
1997-11-20,796.4671330754961
1997-11-21,855.9238994027245
1997-11-24,726.5090538183663
1997-11-25,660.0025645891727
1997-11-26,649.7856457094756
1997-11-27,643.0098575633293
1997-11-28,586.3428177378142
1997-12-01,538.798455042861
1997-12-02,491.16330193683183
1997-12-03,480.5743554142299
1997-12-04,519.3127108187118
1997-12-05,516.2575828629876
1997-12-08,442.9604911836921
1997-12-09,381.8799627382989
1997-12-10,352.454528243823
1997-12-11,302.6118752311269
1997-12-12,286.03424715162726
1997-12-15,326.22037189187614
1997-12-16,371.7214220429478
1997-12-17,374.6256972845712
1997-12-18,374.6256972845712
1997-12-19,348.3437593430548
1997-12-22,319.19129411550404
1997-12-23,259.33768025169917
