Date,CHILE SMALL GROWTH
1994-05-31,138.86926710861175
1994-06-30,134.80430496431072
1994-07-29,133.5819337343203
1994-08-31,155.66033317652398
1994-09-30,180.22009724026935
1994-10-31,202.43187907090802
1994-11-30,212.3243792306134
1994-12-30,206.36552104067007
1995-01-31,202.06094386901464
1995-02-28,202.36745053746944
1995-03-31,205.60052248550193
1995-04-28,224.95438013683332
1995-05-31,268.9245623310729
1995-06-30,288.7092890062063
1995-07-31,292.18105505978417
1995-08-31,286.8860086321471
1995-09-29,301.86297698506866
1995-10-31,280.4960290149484
1995-11-30,262.1139749673766
1995-12-29,272.158771428618
1996-01-31,281.73536708933693
1996-02-29,274.3429367246375
1996-03-29,258.9905585310191
1996-04-30,267.03805620414806
1996-05-31,253.32879028906
1996-06-28,240.2476002471527
1996-07-31,238.14510919302762
1996-08-30,226.8521008225142
1996-09-30,228.90436767676505
1996-10-31,220.7761933144421
1996-11-29,213.4360428309502
1996-12-31,208.5740549424766
1997-01-01,208.61556629869548
1997-01-02,209.36978446304147
1997-01-03,210.09421110531616
1997-01-06,210.7382270274571
1997-01-07,211.3248397169515
1997-01-08,211.38074236358804
1997-01-09,212.22046387088304
1997-01-10,211.6566672632534
1997-01-13,211.3193835341456
1997-01-14,211.8914122718356
1997-01-15,212.7747546832302
1997-01-16,212.3608371734804
1997-01-17,212.4379006762315
1997-01-20,213.51501441583378
1997-01-21,213.37933890012775
1997-01-22,212.39997697453933
1997-01-23,214.02107495961812
1997-01-24,212.0859240484185
1997-01-27,210.71093108611353
1997-01-28,212.01436979498604
1997-01-29,211.61292848787437
1997-01-30,212.50355098974396
1997-01-31,212.33915303420017
1997-02-03,212.82798874267147
1997-02-04,211.94124496189843
1997-02-05,212.10419779528428
1997-02-06,213.20623454942518
1997-02-07,214.8586368048868
1997-02-10,214.44156567044413
1997-02-11,213.75987224408968
1997-02-12,214.80225701363952
1997-02-13,215.7699997353711
1997-02-14,215.4632665739511
1997-02-17,214.7548863756744
1997-02-18,214.70697857827557
1997-02-19,215.28023630198433
1997-02-20,215.9836488625773
1997-02-21,215.3590109382385
1997-02-24,215.5186860152823
1997-02-25,215.31441552723282
1997-02-26,215.42410817908288
1997-02-27,215.03272665522857
1997-02-28,214.0908994468152
1997-03-03,212.77531163991625
1997-03-04,210.20194891569025
1997-03-05,208.85828829603577
1997-03-06,209.4723992262042
1997-03-07,209.99027454774145
1997-03-10,209.15234234019542
1997-03-11,208.82120061476195
1997-03-12,208.70445516775223
1997-03-13,208.0344144418511
1997-03-14,207.62745531272438
1997-03-17,207.18662037264653
1997-03-18,205.41115701795758
1997-03-19,205.17222401378706
1997-03-20,204.03821271911337
1997-03-21,203.58377602141968
1997-03-24,203.52605151161373
1997-03-25,203.1813516097431
1997-03-26,203.71717046918926
1997-03-27,205.89226870117227
1997-03-28,205.9247458714798
1997-03-31,205.0727351192453
1997-04-01,203.95046100757102
1997-04-02,203.8801913977707
1997-04-03,205.1356647109089
1997-04-04,204.20969028950657
1997-04-07,204.31395589647553
1997-04-08,205.19097498214907
1997-04-09,204.9199084590158
1997-04-10,205.92791039103676
1997-04-11,205.17396978985732
1997-04-14,204.5871546945041
1997-04-15,204.3189381282738
1997-04-16,204.87891266708817
1997-04-17,206.21134178110205
1997-04-18,206.38604561092401
1997-04-21,205.91997505724754
1997-04-22,205.95723167729852
1997-04-23,206.4023898739531
1997-04-24,206.68279327261027
1997-04-25,207.08145834514698
1997-04-28,206.40855268117136
1997-04-29,207.67189411186448
1997-04-30,206.83281670565154
1997-05-01,206.83281670565154
1997-05-02,207.01341937170096
1997-05-05,206.00072335116292
1997-05-06,206.57054182022117
1997-05-07,205.8226367015053
1997-05-08,206.2885413857876
1997-05-09,207.38762110706585
1997-05-12,207.34080261460198
1997-05-13,207.65345379640115
1997-05-14,206.91430290460713
1997-05-15,207.28810084337567
1997-05-16,207.28138360361416
1997-05-19,208.29205280890358
1997-05-20,208.48923499631894
1997-05-21,208.515234012569
1997-05-22,209.4101873586775
1997-05-23,209.20398462873675
1997-05-26,208.29229918470605
1997-05-27,208.6649479393186
1997-05-28,208.00871018910811
1997-05-29,207.7854990235238
1997-05-30,212.0044272215658
1997-06-02,212.8109294348666
1997-06-03,211.4117168351115
1997-06-04,212.83233582171673
1997-06-05,212.5611926537214
1997-06-06,212.7516072679371
1997-06-09,213.26705136453748
1997-06-10,213.9104884868914
1997-06-11,215.70716165825633
1997-06-12,217.9748847603403
1997-06-13,218.60339789443373
1997-06-16,217.81558363864494
1997-06-17,216.95213438797282
1997-06-18,215.8233385519957
1997-06-19,215.41870698604288
1997-06-20,215.8454080987232
1997-06-23,214.77760505977417
1997-06-24,213.3434013835353
1997-06-25,213.39869743616407
1997-06-26,213.75175071994087
1997-06-27,213.93261464397568
1997-06-30,214.38754603599295
1997-07-01,215.49307024396776
1997-07-02,218.1254346622116
1997-07-03,218.84532170733576
1997-07-04,219.59079035671596
1997-07-07,219.04741480695128
1997-07-08,218.42857337316514
1997-07-09,217.59384325265202
1997-07-10,217.31251703090535
1997-07-11,216.74986192537878
1997-07-14,216.91908389702292
1997-07-15,215.4068820584456
1997-07-16,215.95061400093434
1997-07-17,215.64533130332958
1997-07-18,213.55365337424084
1997-07-21,212.55920830127596
1997-07-22,212.47989853925705
1997-07-23,212.9680841467053
1997-07-24,213.75218727792017
1997-07-25,213.50598842382163
1997-07-28,213.39425150174839
1997-07-29,213.76675441212146
1997-07-30,213.87223044304884
1997-07-31,214.44544629967524
1997-08-01,219.29001427321322
1997-08-04,219.66190493194688
1997-08-05,218.00434051026843
1997-08-06,218.5211479343696
1997-08-07,218.2703427835072
1997-08-08,218.09693458729677
1997-08-11,216.61303990196123
1997-08-12,214.8184722033289
1997-08-13,213.62126848106507
1997-08-14,215.54181359293585
1997-08-15,215.54181359293585
1997-08-18,214.73842200043634
1997-08-19,214.60357819877362
1997-08-20,215.0561855732504
1997-08-21,213.79047634031335
1997-08-22,213.43797728875842
1997-08-25,211.5321312399281
1997-08-26,211.48479812727996
1997-08-27,210.92907293027451
1997-08-28,209.00321156085937
1997-08-29,209.5435234519279
1997-09-01,207.40229473188336
1997-09-02,207.2234842603123
1997-09-03,208.60276066535963
1997-09-04,206.2600988188919
1997-09-05,206.31019211597228
1997-09-08,207.21751049743432
1997-09-09,206.43682053222093
1997-09-10,207.5228350094396
1997-09-11,207.5228350094396
1997-09-12,208.08307511875626
1997-09-15,207.13725144702212
1997-09-16,207.33414579457005
1997-09-17,206.92018712780532
1997-09-18,206.92018712780532
1997-09-19,206.92018712780532
1997-09-22,207.64272891319646
1997-09-23,208.62454833445113
1997-09-24,207.63215470581778
1997-09-25,207.33283006608676
1997-09-26,206.00150615556464
