Date,PHILIPPINES SMALL GROWTH
2001-05-31,406.9321753207492
2001-06-01,409.09531747552154
2001-06-04,418.0414848920662
2001-06-05,423.01733142375133
2001-06-06,415.39054125732497
2001-06-07,419.00712872664974
2001-06-08,414.766894374479
2001-06-11,418.32668484324387
2001-06-12,417.9185612482749
2001-06-13,421.6966794925397
2001-06-14,429.73708124692615
2001-06-15,431.90690073908644
2001-06-18,418.933090053624
2001-06-19,405.7015094332311
2001-06-20,406.99192126705344
2001-06-21,405.8495182141253
2001-06-22,405.51683392929016
2001-06-25,394.93528591704376
2001-06-26,396.15486951893376
2001-06-27,394.7790614917635
2001-06-28,394.3896613454009
2001-06-29,400.1271733236917
2001-07-02,395.85030872218084
2001-07-03,396.12356746104086
2001-07-04,395.39587275304035
2001-07-05,402.6509807333114
2001-07-06,411.0073720546317
2001-07-09,414.33654657340037
2001-07-10,407.07599870998075
2001-07-11,401.3003829043321
2001-07-12,411.6746836733368
2001-07-13,415.1012403710367
2001-07-16,410.15943314319895
2001-07-17,400.91436483482397
2001-07-18,398.5980565464828
2001-07-19,398.57442087507434
2001-07-20,394.6829208032062
2001-07-23,392.226654133827
2001-07-24,391.33110724716624
2001-07-25,388.73189444849675
2001-07-26,388.2663582695367
2001-07-27,386.89855196087854
2001-07-30,386.5655303162595
2001-07-31,386.4925875609584
2001-08-01,381.21667448217306
2001-08-02,378.03017144742057
2001-08-03,385.7439900829849
2001-08-06,379.46278754976976
2001-08-07,380.14767127781937
2001-08-08,375.26157260776915
2001-08-09,373.6002990032368
2001-08-10,383.8795830371654
2001-08-13,386.9048333181971
2001-08-14,389.1836759614337
2001-08-15,396.13949765492475
2001-08-16,394.60528133205355
2001-08-17,392.02105069099326
2001-08-20,389.76210746711064
2001-08-21,390.3518311364175
2001-08-22,387.05048467984517
2001-08-23,387.7794756191099
2001-08-24,381.1056177977115
2001-08-27,373.4894036236758
2001-08-28,375.28351502137804
2001-08-29,378.7229475279688
2001-08-30,369.83314612921356
2001-08-31,376.2079491231241
2001-09-03,375.3783699682705
2001-09-04,372.5274000314024
2001-09-05,368.50846516866415
2001-09-06,370.4208993387998
2001-09-07,367.7389096917498
2001-09-10,367.3949517755988
2001-09-11,362.34741611935493
2001-09-12,358.43199114995673
2001-09-13,355.0419383287344
2001-09-14,352.64930117790004
2001-09-17,338.25268581489513
2001-09-18,345.2649737806503
2001-09-19,339.88378053649893
2001-09-20,334.1355804118187
2001-09-21,329.5562900144579
2001-09-24,324.6546882133354
2001-09-25,326.3781146108118
2001-09-26,319.678631567314
2001-09-27,314.67091808093267
2001-09-28,311.3775966955946
2001-10-01,294.8173301904432
2001-10-02,292.08697781947853
2001-10-03,295.48512792772624
2001-10-04,295.2319260282437
2001-10-05,303.13486044847934
2001-10-08,295.20821525278615
2001-10-09,294.6496077362173
2001-10-10,280.6557338425475
2001-10-11,283.54006887736745
2001-10-12,288.32681220101404
2001-10-15,290.60039294640455
2001-10-16,289.589764239274
2001-10-17,292.3871173537433
2001-10-18,285.5955303845707
2001-10-19,286.6450084212506
2001-10-22,286.1341444645279
2001-10-23,282.6081853509597
2001-10-24,279.7703836801643
2001-10-25,290.3330133577286
2001-10-26,280.770211030578
2001-10-29,276.64901543215785
2001-10-30,277.0033803381858
2001-10-31,273.6545705234779
2001-11-01,273.52294254342814
2001-11-02,273.6545705234779
2001-11-05,277.9632674686769
2001-11-06,275.16304638078395
2001-11-07,276.38208856373734
2001-11-08,271.0999052602557
2001-11-09,275.28194015442256
2001-11-12,270.6975259834313
2001-11-13,269.7827531752281
2001-11-14,268.6932463245565
2001-11-15,272.1775910501812
2001-11-16,270.11237738780665
2001-11-19,268.97470383605827
2001-11-20,262.8995921878719
2001-11-21,269.8509167590956
2001-11-22,282.7184257636019
2001-11-23,289.1117640376673
2001-11-26,293.31052242728725
2001-11-27,297.7794818443926
2001-11-28,305.3614128480776
2001-11-29,308.42966430039485
2001-11-30,308.42966430039485
2001-12-03,301.7808910120239
2001-12-04,300.8041777682054
2001-12-05,311.3319960993522
2001-12-06,313.0959938286399
2001-12-07,315.44208838512475
2001-12-10,318.515208908432
2001-12-11,313.29265491380545
2001-12-12,311.12738362557224
2001-12-13,301.26854011183195
2001-12-14,308.33835630253327
2001-12-17,308.33835630253327
2001-12-18,312.97348650610024
2001-12-19,321.21947370928353
2001-12-20,325.4266666217924
2001-12-21,324.61985107964915
2001-12-24,324.61985107964915
2001-12-25,324.61985107964915
2001-12-26,320.7946706286372
2001-12-27,324.4985766723848
2001-12-28,324.56720893525267
2001-12-31,324.4414076914793
2002-01-01,324.4414076914793
2002-01-02,324.11160987960596
2002-01-03,323.72485096141685
2002-01-04,327.7237873072111
2002-01-07,324.99547537992333
2002-01-08,320.9129189330355
2002-01-09,313.71904270698474
2002-01-10,320.3402714721306
2002-01-11,322.3002328698339
2002-01-14,320.8942684025028
2002-01-15,317.62623659801443
2002-01-16,319.5957636681018
2002-01-17,324.4605127692114
2002-01-18,337.9899505566791
2002-01-21,341.2816165990738
2002-01-22,341.81318538072463
2002-01-23,344.9317095327496
2002-01-24,348.2542256591382
2002-01-25,349.6263980722531
2002-01-28,345.2329723380268
2002-01-29,342.18211440939865
2002-01-30,346.5095147876326
2002-01-31,362.28732020211737
2002-02-01,367.11105814544385
2002-02-04,372.44526950114374
2002-02-05,363.4415185946517
2002-02-06,367.88748337441854
2002-02-07,353.35067019455204
2002-02-08,356.84774901573087
2002-02-11,359.60355011811373
2002-02-12,364.9635002800473
2002-02-13,359.9146611915688
2002-02-14,362.76505273241014
2002-02-15,364.2072690263269
2002-02-18,372.21264104404315
2002-02-19,375.3386962712515
2002-02-20,365.70021322541385
2002-02-21,364.1080357701558
2002-02-22,357.03353454966117
2002-02-25,357.0895962847051
2002-02-26,347.82428350138076
2002-02-27,354.12641021307604
2002-02-28,350.0611018192816
2002-03-01,354.595787193749
2002-03-04,357.05812464908377
2002-03-05,352.36679933421834
2002-03-06,350.0743885954172
2002-03-07,350.12861355534045
2002-03-08,348.65186520892155
2002-03-11,343.4300704906469
2002-03-12,342.41754388126975
2002-03-13,338.61717827198595
2002-03-14,334.1006693166499
2002-03-15,338.3213847077563
2002-03-18,338.8435889825193
2002-03-19,338.6941803123702
2002-03-20,341.3928532872943
2002-03-21,343.0177701382335
2002-03-22,347.8262791341177
2002-03-25,343.8104061130242
2002-03-26,343.2203668650301
2002-03-27,343.7424063159465
2002-03-28,343.8097803665769
2002-03-29,343.8097803665769
2002-04-01,345.4220497841574
2002-04-02,342.91824937945904
2002-04-03,348.98916732191464
2002-04-04,345.27178830284305
2002-04-05,345.75102612860474
2002-04-08,345.71714557729365
2002-04-09,338.8367103949448
2002-04-10,334.4434780758101
2002-04-11,334.5937882541542
2002-04-12,335.6932629398694
2002-04-15,331.96926973966765
2002-04-16,328.993864652524
2002-04-17,333.1101980663911
2002-04-18,330.5469759028012
2002-04-19,343.07256839512735
2002-04-22,331.7733524475115
2002-04-23,333.34604634874756
2002-04-24,331.69547923577915
2002-04-25,320.94285218887785
2002-04-26,322.302972108005
2002-04-29,328.34285004638673
2002-04-30,335.2895667570343
2002-05-01,335.48837468277225
2002-05-02,331.7287696982967
2002-05-03,340.07281569011536
2002-05-06,340.2261056146928
2002-05-07,330.92501654740056
2002-05-08,332.99278286217594
2002-05-09,334.3886199508473
2002-05-10,333.4431659452174
2002-05-13,331.2968243368078
2002-05-14,334.42460506674
2002-05-15,336.31742181991547
2002-05-16,340.31965273491073
2002-05-17,340.9230019256973
2002-05-20,340.12977046529375
2002-05-21,339.67262634951743
2002-05-22,337.7503216310834
2002-05-23,340.2435867486012
2002-05-24,329.074829040064
2002-05-27,329.14647202225115
2002-05-28,330.71854729108264
2002-05-29,335.5817520436012
2002-05-30,336.3276002960235
2002-05-31,328.2084533179138
2002-06-03,327.0352327519873
2002-06-04,321.5694956364806
2002-06-05,316.6492474915575
2002-06-06,315.22207401362044
2002-06-07,309.2085176029076
2002-06-10,312.72642416160375
2002-06-11,313.53234021157914
2002-06-12,313.53234021157914
2002-06-13,302.5070135485342
2002-06-14,303.7594534719993
2002-06-17,303.4940414280109
2002-06-18,302.65948833693034
2002-06-19,299.78092577984216
2002-06-20,301.51815593917183
2002-06-21,297.95281511114183
2002-06-24,297.95281511114183
2002-06-25,293.0732531811597
2002-06-26,274.4144671219953
2002-06-27,274.81043182862703
2002-06-28,276.0658581960229
2002-07-01,282.2008464934009
2002-07-02,285.7095604094599
2002-07-03,277.0246121574232
2002-07-04,273.7689931175799
2002-07-05,270.4413862607713
2002-07-08,269.50852098353545
2002-07-09,274.8049451059113
2002-07-10,279.7112347410666
2002-07-11,276.823782174814
2002-07-12,274.5163666247891
2002-07-15,274.84300979776856
2002-07-16,272.40806726800804
2002-07-17,272.7494487107598
2002-07-18,272.8204499378609
2002-07-19,272.9624523920631
2002-07-22,270.4540918187947
2002-07-23,270.63379549799265
2002-07-24,269.8334984191421
2002-07-25,268.1406184691518
2002-07-26,257.6377320321472
2002-07-29,252.93134991312795
2002-07-30,256.91220011411235
2002-07-31,254.54471304277328
2002-08-01,258.67594470484755
2002-08-02,260.5341677385509
2002-08-05,257.05763889181964
2002-08-06,254.5961470200253
2002-08-07,253.93542074190293
2002-08-08,253.4449612136713
2002-08-09,256.49042435033004
2002-08-12,253.68995392629935
2002-08-13,260.2998404202104
2002-08-14,256.1390198252361
2002-08-15,252.39888501891784
2002-08-16,254.60290688488135
2002-08-19,252.9224259435546
2002-08-20,250.14156628462203
2002-08-21,247.53860225619667
2002-08-22,246.89487844759788
2002-08-23,246.92267056840544
2002-08-26,250.39676417061395
2002-08-27,248.7994993854725
2002-08-28,256.1172801961145
2002-08-29,258.1548140506877
2002-08-30,258.04920284010836
2002-09-02,256.10080040634216
2002-09-03,262.2755302518079
2002-09-04,270.4708168592318
2002-09-05,268.7611973197783
2002-09-06,267.91726467861906
2002-09-09,265.38424863462427
2002-09-10,270.8677919398543
2002-09-11,270.4946465202703
2002-09-12,268.20620056497796
2002-09-13,268.09422071247434
2002-09-16,263.40591012582604
2002-09-17,264.0365941719063
2002-09-18,264.0522175156298
2002-09-19,264.4230796091928
2002-09-20,264.4893350095594
2002-09-23,262.435203611686
2002-09-24,257.77504008120604
2002-09-25,256.52569693867173
2002-09-26,258.4501405735572
2002-09-27,256.330043818688
2002-09-30,257.66137103629
2002-10-01,256.39610971938714
2002-10-02,255.27658233000963
2002-10-03,253.0185476166481
2002-10-04,252.28217426371484
2002-10-07,250.17040429308622
2002-10-08,246.57635441894794
2002-10-09,245.573847554331
2002-10-10,241.98998321889027
2002-10-11,240.30759221634477
2002-10-14,239.22986059471873
2002-10-15,233.19652481612403
2002-10-16,231.95434021379538
2002-10-17,230.28299623966814
2002-10-18,227.49093378943272
2002-10-21,224.47813917900922
2002-10-22,225.29366427667188
2002-10-23,223.021254476178
2002-10-24,226.06904603738812
2002-10-25,225.6373380712149
2002-10-28,228.02442166860754
2002-10-29,227.57420421326339
2002-10-30,227.0215527860744
2002-10-31,227.085652989214
2002-11-01,227.085652989214
2002-11-04,226.74421333927316
2002-11-05,223.3656653876385
2002-11-06,224.34434617548632
2002-11-07,230.26341807142143
2002-11-08,229.18918483547108
2002-11-11,227.04396961753082
2002-11-12,225.93620385237458
2002-11-13,226.67886582572334
2002-11-14,223.79459412139684
2002-11-15,224.94504565699032
2002-11-18,223.59544262948012
2002-11-19,223.51173820547282
2002-11-20,214.56168294552663
2002-11-21,213.1325645529858
2002-11-22,213.6668158659906
2002-11-25,211.81124288463147
2002-11-26,217.26850471291317
2002-11-27,216.309254096689
2002-11-28,213.82103452478466
2002-11-29,213.97006289371635
2002-12-02,211.67875965455883
2002-12-03,210.91378505912365
2002-12-04,210.10347227419322
2002-12-05,209.83390938806528
2002-12-06,209.83390938806528
2002-12-09,210.27828721455649
2002-12-10,207.37395078645346
2002-12-11,203.53357274040252
2002-12-12,205.80310959188256
2002-12-13,207.17342571805398
2002-12-16,209.2357364480623
2002-12-17,210.79675999510667
2002-12-18,211.24548685633832
2002-12-19,211.9972653647859
2002-12-20,216.15471666701092
2002-12-23,215.43706614904102
2002-12-24,215.43706614904102
2002-12-25,215.43706614904102
2002-12-26,220.01815699447835
2002-12-27,221.07687206889895
2002-12-30,221.70050217346568
2002-12-31,220.82840129388472
2003-01-01,220.82840129388472
2003-01-02,215.82617875447255
2003-01-03,215.38463778419523
2003-01-06,214.62964253619086
2003-01-07,214.88207133437606
2003-01-08,214.82639592200397
2003-01-09,213.20453350666358
2003-01-10,214.74001726771434
2003-01-13,215.94504341529242
2003-01-14,216.75954740831884
2003-01-15,218.73106196774188
2003-01-16,217.78695997929924
2003-01-17,215.0943071490699
2003-01-20,214.02095873767263
2003-01-21,212.8419207433321
2003-01-22,211.86519715610729
2003-01-23,209.5941672496923
2003-01-24,208.75942495158824
2003-01-27,206.55389141501112
2003-01-28,204.50926043824157
2003-01-29,206.85851033787316
2003-01-30,206.87033614143314
2003-01-31,210.36668622779868
2003-02-03,209.42488267486598
2003-02-04,207.01717258702556
2003-02-05,203.7661495366452
2003-02-06,202.6777233766276
2003-02-07,200.97681047242583
2003-02-10,199.8643145666942
2003-02-11,198.99667201165585
2003-02-12,200.00932533647364
2003-02-13,200.03632058484797
2003-02-14,197.18385694787221
2003-02-17,193.36130614662343
2003-02-18,194.20981232515527
2003-02-19,193.44698087957946
2003-02-20,194.95305141150416
2003-02-21,194.73835808173905
2003-02-24,191.63465505742502
2003-02-25,191.63465505742502
2003-02-26,191.0957017310359
2003-02-27,187.92980327452906
2003-02-28,188.53464032938115
2003-03-03,189.5194585878018
2003-03-04,191.22975650540755
2003-03-05,188.77007594445445
2003-03-06,189.0358918051379
2003-03-07,188.3165705800725
2003-03-10,187.0346785899252
2003-03-11,184.27065778976137
2003-03-12,181.30560393118986
2003-03-13,180.77592926668282
2003-03-14,182.3695351134661
2003-03-17,181.28056469449325
2003-03-18,179.87028609939233
2003-03-19,181.2657900681472
2003-03-20,187.84910240180903
2003-03-21,187.142953553352
2003-03-24,185.67257210213
2003-03-25,183.87648088387155
2003-03-26,188.90168060110162
2003-03-27,190.497945276549
2003-03-28,189.2013680705436
2003-03-31,190.71744386917092
2003-04-01,188.80058117252253
2003-04-02,191.87045351360396
2003-04-03,194.41201528173423
2003-04-04,200.43336265653957
2003-04-07,200.24525063152166
2003-04-08,205.53543448293658
2003-04-09,203.40578972988644
2003-04-10,208.0072822747381
2003-04-11,211.4720855936807
2003-04-14,213.8081442412618
2003-04-15,212.82792262980092
2003-04-16,214.7115385130342
2003-04-17,214.9996038258452
2003-04-18,214.9996038258452
2003-04-21,215.89570349799985
2003-04-22,213.49106315906366
2003-04-23,203.6294761611889
