Date,THAILAND SMALL GROWTH
1994-05-31,6996.300048711213
1994-06-30,6696.083917754725
1994-07-29,6763.476768793021
1994-08-31,6881.510601034048
1994-09-30,6632.529272061251
1994-10-31,6436.694363668414
1994-11-30,5647.525363916184
1994-12-30,5659.853726021369
1995-01-31,4841.923729832479
1995-02-28,5130.8608023532925
1995-03-31,4950.154268538421
1995-04-28,4767.76119533515
1995-05-31,5646.917260489362
1995-06-30,5640.181738902583
1995-07-31,5716.145242149042
1995-08-31,5272.46008111212
1995-09-29,5094.365245406075
1995-10-31,4842.192058890911
1995-11-30,4575.97635946347
1995-12-29,4868.298502927021
1996-01-31,5141.825350507323
1996-02-29,4951.499908075225
1996-03-29,4798.857323104188
1996-04-30,4698.240131007504
1996-05-31,4725.227818154043
1996-06-28,4531.890528936656
1996-07-31,3983.587611167281
1996-08-30,4012.1271336496643
1996-09-30,4017.3769544893694
1996-10-31,3436.1524584455597
1996-11-29,3352.609712906358
1996-12-31,3248.2419758605056
1997-01-01,3248.2419758605056
1997-01-02,3165.3395015912365
1997-01-03,3104.0965235651083
1997-01-06,3109.231040131161
1997-01-07,3158.1465462258034
1997-01-08,3159.6337201940223
1997-01-09,3174.5819435083276
1997-01-10,3155.0033209800604
1997-01-13,3140.000871328701
1997-01-14,3115.7724360737525
1997-01-15,3166.7960547844527
1997-01-16,3153.346729177344
1997-01-17,3170.4522851270162
1997-01-20,3178.4265753934187
1997-01-21,3187.090108818228
1997-01-22,3189.105284835013
1997-01-23,3165.901280818352
1997-01-24,3153.949508590428
1997-01-27,3140.774741144864
1997-01-28,3138.6843046011627
1997-01-29,3093.777706342269
1997-01-30,3076.597297568247
1997-01-31,3037.9277939853296
1997-02-03,2983.8885225191625
1997-02-04,2983.279228754005
1997-02-05,2940.7840748157223
1997-02-06,2940.450029022409
1997-02-07,2923.877848133
1997-02-10,2909.0889266052864
1997-02-11,2917.949600468135
1997-02-12,2898.633632933636
1997-02-13,2812.5654158896327
1997-02-14,2790.7774035109223
1997-02-17,2775.0645224252794
1997-02-18,2757.3656645963424
1997-02-19,2796.752415468543
1997-02-20,2819.888459278535
1997-02-21,2820.9755404116418
1997-02-24,2828.8263993822347
1997-02-25,2832.027559344738
1997-02-26,2829.5451519116823
1997-02-27,2804.124805782092
1997-02-28,2784.539981550352
1997-03-03,2730.7816507030598
1997-03-04,2686.414032447241
1997-03-05,2656.8301514045584
1997-03-06,2639.599732761382
1997-03-07,2674.645135225557
1997-03-10,2688.086668228767
1997-03-11,2706.708655185406
1997-03-12,2706.629856882432
1997-03-13,2707.0573258623845
1997-03-14,2669.9299578846317
1997-03-17,2659.678529688331
1997-03-18,2654.7101686994706
1997-03-19,2665.290207072762
1997-03-20,2662.1103145917054
1997-03-21,2661.4206237606354
1997-03-24,2660.656200179039
1997-03-25,2652.6588250183777
1997-03-26,2648.595667252268
1997-03-27,2653.5407679834457
1997-03-28,2673.9489920793885
1997-03-31,2671.4676970558626
1997-04-01,2623.151995030739
1997-04-02,2656.862225335236
1997-04-03,2631.162157941383
1997-04-04,2624.7647509296767
1997-04-07,2618.2154338928085
1997-04-08,2606.9792313390285
1997-04-09,2605.3959145786803
1997-04-10,2605.286767915009
1997-04-11,2573.2740480873053
1997-04-14,2573.2740480873053
1997-04-15,2573.767390504501
1997-04-16,2577.553740953071
1997-04-17,2554.9742420255016
1997-04-18,2565.8165317770686
1997-04-21,2533.4120220551067
1997-04-22,2544.6557899497234
1997-04-23,2528.0027444721004
1997-04-24,2524.885969977053
1997-04-25,2530.564173898954
1997-04-28,2505.6756442925544
1997-04-29,2479.1621640088174
1997-04-30,2455.6153967809687
1997-05-01,2457.0261294868947
1997-05-02,2460.639225872266
1997-05-05,2462.053928378516
1997-05-06,2423.9614307756665
1997-05-07,2397.538994505777
1997-05-08,2371.788580153541
1997-05-09,2369.4885983066497
1997-05-12,2337.6963611594433
1997-05-13,2320.912906492617
1997-05-14,2274.601575151593
1997-05-15,2293.4621215094526
1997-05-16,2249.4832871214207
1997-05-19,2317.8154478818055
1997-05-20,2347.1227519320837
1997-05-21,2358.3426421651416
1997-05-22,2301.8634417539392
1997-05-23,2299.1363247075697
1997-05-26,2286.8800435045055
1997-05-27,2266.1921170205546
1997-05-28,2262.4147320906613
1997-05-29,2282.92547071549
1997-05-30,2324.833186682115
1997-06-02,2317.357532683818
1997-06-03,2308.723215099163
1997-06-04,2317.0153810800216
1997-06-05,2363.766133794693
1997-06-06,2323.031005828755
1997-06-09,2289.7551652384686
1997-06-10,2328.9136827506063
1997-06-11,2313.626174801553
1997-06-12,2287.9979205308014
1997-06-13,2129.0236893334804
1997-06-16,2108.2850346092305
1997-06-17,2094.888930612159
1997-06-18,2066.1530359141943
1997-06-19,2044.122148907278
1997-06-20,2057.4631837948896
1997-06-23,2084.8836322032375
1997-06-24,2082.69589138704
1997-06-25,2074.895441237751
1997-06-26,2110.0590264425364
1997-06-27,2100.4698391211195
1997-06-30,2088.4193758378974
1997-07-01,2088.4193758378974
1997-07-02,2016.6155443864352
1997-07-03,2052.2854882314246
1997-07-04,2064.3996754575032
1997-07-07,2025.913497349351
1997-07-08,1954.0135031395614
1997-07-09,1959.6349228892732
1997-07-10,1934.9133477845703
1997-07-11,1860.480828712876
1997-07-14,1856.884491508841
1997-07-15,1859.0690601419622
1997-07-16,1873.1992087478243
1997-07-17,1841.291568450296
1997-07-18,1831.7839338524507
1997-07-21,1831.7839338524507
1997-07-22,1813.2087427824454
1997-07-23,1694.556280528974
1997-07-24,1699.4899103768896
1997-07-25,1704.7973402934172
1997-07-28,1764.897602493977
1997-07-29,1772.5903395906678
1997-07-30,1763.3539331123472
1997-07-31,1776.9431524876284
1997-08-01,1744.0696296988997
1997-08-04,1778.3380611172195
1997-08-05,1759.5298408416918
1997-08-06,1747.4156032505005
1997-08-07,1798.4604159806795
1997-08-08,1787.763375758283
1997-08-11,1767.115667241865
1997-08-12,1767.115667241865
1997-08-13,1769.107162073417
1997-08-14,1754.7998729707258
1997-08-15,1734.5986374845054
1997-08-18,1695.273519669219
1997-08-19,1654.2980260675035
1997-08-20,1647.370291670676
1997-08-21,1639.7610804409655
1997-08-22,1567.2251543508971
1997-08-25,1546.5085624414962
1997-08-26,1547.5331987818756
1997-08-27,1544.198442426685
1997-08-28,1539.7057797719965
1997-08-29,1532.0065375801378
1997-09-01,1506.5852617211767
1997-09-02,1488.332700416938
1997-09-03,1387.3299737055945
1997-09-04,1357.276643787106
1997-09-05,1391.312261676603
1997-09-08,1452.5060649681004
1997-09-09,1455.3563421747024
1997-09-10,1435.152601581543
1997-09-11,1425.930788748376
1997-09-12,1383.0633302554618
1997-09-15,1367.5395976293237
1997-09-16,1363.0951561169509
1997-09-17,1323.866936130966
1997-09-18,1336.1716021600141
1997-09-19,1339.45872752805
1997-09-22,1324.6879488739648
1997-09-23,1342.1759484226388
1997-09-24,1368.6007105267183
1997-09-25,1392.0747247803467
1997-09-26,1393.543947281664
1997-09-29,1373.2135615879138
1997-09-30,1348.127539635859
1997-10-01,1327.3687384419968
1997-10-02,1326.229562842125
1997-10-03,1306.8259349234377
1997-10-06,1288.5596420605402
1997-10-07,1281.6378003922914
1997-10-08,1275.7348648236941
1997-10-09,1275.7421920409793
1997-10-10,1287.4994010470305
1997-10-13,1270.3472664435824
1997-10-14,1276.466457318573
1997-10-15,1267.6523818503197
1997-10-16,1255.3853876577189
1997-10-17,1251.041524990333
1997-10-20,1200.985545573369
1997-10-21,1176.2795239391519
1997-10-22,1196.66858559949
1997-10-23,1196.66858559949
1997-10-24,1170.6977983075662
1997-10-27,1156.2363618857996
1997-10-28,1108.7200810600923
1997-10-29,1096.6388603777643
1997-10-30,1064.8013531475133
1997-10-31,1042.1521387124776
1997-11-03,1035.3807467851839
1997-11-04,1106.4388779191108
1997-11-05,1092.8849624324935
1997-11-06,1080.8688564133295
1997-11-07,1123.7833038539343
1997-11-10,1144.2795904213679
1997-11-11,1115.722513706197
1997-11-12,1095.6608255015167
1997-11-13,1077.7127433162577
1997-11-14,1074.7974715797486
1997-11-17,1061.7116926424046
1997-11-18,1027.9046776899816
1997-11-19,1016.1125831139142
1997-11-20,1010.1231777021492
1997-11-21,1006.0099955506428
1997-11-24,987.1402809525734
1997-11-25,959.1727078696529
1997-11-26,958.6246996769721
