Date,MALAYSIA SMALL GROWTH
1998-05-29,402.4752118248374
1998-06-01,381.61748906636075
1998-06-02,387.0133763330572
1998-06-03,388.1766950118127
1998-06-04,378.8611759853723
1998-06-05,374.61872250182364
1998-06-08,369.12753157550605
1998-06-09,372.77244729699345
1998-06-10,361.16759865433784
1998-06-11,357.0813149314917
1998-06-12,356.4734412592257
1998-06-15,341.99891331614697
1998-06-16,337.41817935323274
1998-06-17,351.7128453177779
1998-06-18,353.15574324547447
1998-06-19,354.5566015730339
1998-06-22,341.4499454930762
1998-06-23,338.5556009253338
1998-06-24,334.95142933159354
1998-06-25,329.2456330948473
1998-06-26,315.3819302458897
1998-06-29,307.85830146939924
1998-06-30,311.67228957675115
1998-07-01,310.0680302822367
1998-07-02,308.20750838768345
1998-07-03,308.0313418949313
1998-07-06,304.5556449625049
1998-07-07,305.4393469392456
1998-07-08,299.73340813180545
1998-07-09,292.52989872470044
1998-07-10,285.73402501033354
1998-07-13,283.20142542095675
1998-07-14,286.6678339084153
1998-07-15,290.348812912231
1998-07-16,293.103294917887
1998-07-17,297.6217549307885
1998-07-20,294.00061007714396
1998-07-21,289.92320945392004
1998-07-22,283.3521900154355
1998-07-23,279.78535970888277
1998-07-24,286.66721677735075
1998-07-27,280.86649047034354
1998-07-28,280.27756017406483
1998-07-29,278.1286169894277
1998-07-30,279.54562331940195
1998-07-31,282.28712906749445
1998-08-03,272.3715112219328
1998-08-04,271.0103130478579
1998-08-05,266.063378092892
1998-08-06,257.35498204681653
1998-08-07,250.13812075411892
1998-08-10,249.3562126233628
1998-08-11,239.01177990374822
1998-08-12,242.5554940866717
1998-08-13,238.7038392027617
1998-08-14,240.49384885308342
1998-08-17,232.7364882060247
1998-08-18,233.54509978502784
1998-08-19,254.68513140637978
1998-08-20,255.7130614459432
1998-08-21,243.58526188561555
1998-08-24,243.9018340759112
1998-08-25,243.8963227087987
1998-08-26,244.40598910699086
1998-08-27,239.58883381489161
1998-08-28,237.11626062822958
1998-08-31,238.0620455599704
1998-09-01,245.9802146529213
1998-09-02,260.6097142559041
1998-09-03,274.609203742288
1998-09-04,316.66892178500694
1998-09-07,380.0384374248755
1998-09-08,322.4890710044473
1998-09-09,339.26298193096983
1998-09-10,327.3558695442599
1998-09-11,315.48169951890213
1998-09-14,330.66366617829846
1998-09-15,328.997066757713
1998-09-16,340.79795008091793
1998-09-17,335.9015118629524
1998-09-18,340.4187139910643
1998-09-21,330.2563749063937
1998-09-22,337.0698425869294
1998-09-23,329.54586576942324
1998-09-24,337.67979724908963
1998-09-25,338.8388987658929
1998-09-28,338.8622734788143
1998-09-29,335.00492006435553
1998-09-30,233.07140836893547
1998-10-01,228.67292039462458
1998-10-02,227.02406800070452
1998-10-05,224.64839277489585
1998-10-06,230.97138664913143
1998-10-07,230.25098141171958
1998-10-08,230.8544000458246
1998-10-09,232.3786692797793
1998-10-12,241.51232942239525
1998-10-13,238.20347465978642
1998-10-14,240.68522501142985
1998-10-15,246.08836415414555
1998-10-16,249.41414318838218
1998-10-19,249.41414318838218
1998-10-20,260.2865285897653
1998-10-21,257.97868455423
1998-10-22,255.42233289448723
1998-10-23,253.588558990612
1998-10-26,250.31104841927024
1998-10-27,246.95630330798326
1998-10-28,244.0869406314344
1998-10-29,241.79204167322726
1998-10-30,242.35540805796535
1998-11-02,252.05335307254836
1998-11-03,253.9572366614129
1998-11-04,262.2241506600049
1998-11-05,267.92586683650353
1998-11-06,279.2072111889533
1998-11-09,292.4663007095108
1998-11-10,290.44270200560925
1998-11-11,296.1163517593051
1998-11-12,288.88602135226375
1998-11-13,291.5715095967352
1998-11-16,287.688311292396
1998-11-17,289.3587882140952
1998-11-18,286.0430764372428
1998-11-19,284.4360294449012
1998-11-20,287.8859840029964
1998-11-23,300.6617797509809
1998-11-24,309.2471042064706
1998-11-25,317.4544747058312
1998-11-26,316.5469105922322
1998-11-27,319.96085123852424
1998-11-30,333.1430710519866
1998-12-01,350.4473739572684
1998-12-02,357.82402530310316
1998-12-03,355.4323200723115
1998-12-04,360.49194772543126
1998-12-07,349.196048807337
1998-12-08,340.1571444537047
1998-12-09,346.979849771365
1998-12-10,343.2350643693113
1998-12-11,345.054110051522
1998-12-14,345.92724066833995
1998-12-15,341.529209641561
1998-12-16,338.359604960655
1998-12-17,336.40872447339535
1998-12-18,339.5695069616037
1998-12-21,328.48682125631103
1998-12-22,315.7569832134733
1998-12-23,332.21790213044983
1998-12-24,329.7518444799535
1998-12-25,329.7518444799535
1998-12-28,327.48917855274146
1998-12-29,330.35465861893323
1998-12-30,329.23422839922983
1998-12-31,328.087304029211
1999-01-01,328.087304029211
1999-01-04,320.694638515847
1999-01-05,326.7133034369606
1999-01-06,336.3285714938058
1999-01-07,334.7075613567549
1999-01-08,337.3877111566054
1999-01-11,343.54538140060293
1999-01-12,337.59098062335795
1999-01-13,335.0029439624408
1999-01-14,332.4718904424787
1999-01-15,335.0609557612081
1999-01-18,335.0609557612081
1999-01-19,335.0609557612081
1999-01-20,335.0609557612081
1999-01-21,344.8992930468492
1999-01-22,352.4034817831117
1999-01-25,349.6471830740471
1999-01-26,345.76274387046846
1999-01-27,344.68254410181976
1999-01-28,338.4565178807946
1999-01-29,336.9486197707783
1999-02-01,336.9486197707783
1999-02-02,325.7899237564685
1999-02-03,316.80871013174055
1999-02-04,321.87648097948147
1999-02-05,312.374293020721
1999-02-08,295.21893294518014
1999-02-09,310.82793374803043
1999-02-10,306.7807951394992
1999-02-11,314.4194636755641
1999-02-12,319.3439077733878
1999-02-15,319.3439077733878
1999-02-16,319.3439077733878
1999-02-17,319.3439077733878
1999-02-18,313.6713908553956
1999-02-19,313.36446065523455
1999-02-22,311.1172038080178
1999-02-23,309.101469001537
1999-02-24,304.4029456041573
1999-02-25,305.79106502073887
1999-02-26,367.6272946202807
1999-03-01,359.55022320513996
1999-03-02,357.6672481568142
1999-03-03,348.79754720171434
1999-03-04,349.40707252073935
1999-03-05,348.12158301695735
1999-03-08,348.7604604227634
1999-03-09,354.5161775409106
1999-03-10,351.6049675713396
1999-03-11,348.7947973359098
1999-03-12,351.5177414025098
1999-03-15,348.70953080456354
1999-03-16,343.76875674922877
1999-03-17,340.42773959383914
1999-03-18,339.9459731779174
1999-03-19,338.517792191428
1999-03-22,329.95589338665053
1999-03-23,326.3448824549679
1999-03-24,320.10283092632864
1999-03-25,325.1363140407659
1999-03-26,324.5848405198609
1999-03-29,324.5848405198609
1999-03-30,324.50258952219025
1999-03-31,329.6744212737567
1999-04-01,346.1732993499645
1999-04-02,362.93277210312897
1999-04-05,353.8896765681968
1999-04-06,365.38303109041107
1999-04-07,363.3747509164724
1999-04-08,361.04068046657414
1999-04-09,367.51127004980395
1999-04-12,365.4472258251459
1999-04-13,375.6389253721092
1999-04-14,372.03480875239126
1999-04-15,379.75978890898347
1999-04-16,394.2563772679841
1999-04-19,404.5988100251776
1999-04-20,400.30993238387737
1999-04-21,393.185407087472
1999-04-22,410.791668617288
1999-04-23,417.8371861376214
1999-04-26,437.1013535753866
1999-04-27,431.0470718956142
1999-04-28,435.22486023736604
1999-04-29,444.18100086289803
1999-04-30,447.4938775245195
1999-05-03,440.98720081136116
1999-05-04,453.73195913995005
1999-05-05,463.12885520005545
1999-05-06,474.1990252522666
1999-05-07,464.9942782962601
1999-05-10,475.57012370449405
1999-05-11,485.5483557180571
1999-05-12,480.75247777265093
1999-05-13,482.2528928306877
1999-05-14,495.7221527700518
1999-05-17,498.57683804538186
1999-05-18,516.3757542567325
1999-05-19,522.8581326561994
1999-05-20,532.5350883255084
