Date,QATAR SMALL GROWTH
2014-05-30,1000.0
2014-06-02,977.3927762448953
2014-06-03,967.7610759566439
2014-06-04,967.4918122331926
2014-06-05,973.9834930530774
2014-06-06,973.9567393072682
2014-06-09,980.299974430352
2014-06-10,971.0508458947846
2014-06-11,972.337707539172
2014-06-12,970.9470862362293
2014-06-13,970.9337516153289
2014-06-16,938.8541943548125
2014-06-17,935.8544998801656
2014-06-18,932.1222287340393
2014-06-19,952.655398334233
2014-06-20,952.655398334233
2014-06-23,941.8859049868819
2014-06-24,935.2808784654826
2014-06-25,931.7876705659944
2014-06-26,901.5276671483593
2014-06-27,901.5276671483593
2014-06-30,888.9443041559886
2014-07-01,911.2087779715482
2014-07-02,918.0683709971973
2014-07-03,934.2846069468658
2014-07-04,934.2974382353299
2014-07-07,955.1259056049886
2014-07-08,955.6229802471554
2014-07-09,975.4468661429715
2014-07-10,968.275984874833
2014-07-11,968.2759848748332
2014-07-14,989.640620931463
2014-07-15,1005.3445235737493
2014-07-16,1008.0580608192485
2014-07-17,1004.544136173202
2014-07-18,1004.544136173202
2014-07-21,994.4100735344543
2014-07-22,1003.016573816751
2014-07-23,992.3794889066405
2014-07-24,988.4402589281792
2014-07-25,988.4402589281794
2014-07-28,987.2072984934204
2014-07-29,987.2479689396641
2014-07-30,987.2479689396641
2014-07-31,987.2479689396641
2014-08-01,987.2479689396641
2014-08-04,1010.7162327462169
2014-08-05,1030.5926083534432
2014-08-06,1019.4801467574247
2014-08-07,1033.849906075822
2014-08-08,1033.8499060758222
2014-08-11,1042.0087421151425
2014-08-12,1049.1067872082199
2014-08-13,1058.5676604304551
2014-08-14,1070.3578345670692
2014-08-15,1070.3284396302452
2014-08-18,1082.3363629953187
2014-08-19,1083.8586662940425
2014-08-20,1084.8577838667031
2014-08-21,1080.266181128098
2014-08-22,1080.1920155474747
2014-08-25,1090.6951609510095
2014-08-26,1090.8035583943968
2014-08-27,1092.0409820984553
2014-08-28,1089.499515914323
2014-08-29,1089.5443980760795
2014-09-01,1084.5032421929318
2014-09-02,1077.1998055136037
2014-09-03,1080.1859490679046
2014-09-04,1089.8289409624724
2014-09-05,1089.8289409624726
2014-09-08,1084.491200269903
2014-09-09,1097.0035947392669
2014-09-10,1094.082391376992
2014-09-11,1097.8297937198247
2014-09-12,1097.8297937198245
2014-09-15,1103.916512289356
2014-09-16,1103.5409412369966
2014-09-17,1099.737573039466
2014-09-18,1104.4423693681097
2014-09-19,1104.4423693681097
2014-09-22,1082.4814068651895
2014-09-23,1080.289371534171
2014-09-24,1075.8168663806416
2014-09-25,1078.4233146615975
2014-09-26,1078.4233146615975
2014-09-29,1079.71344963825
2014-09-30,1079.0562989266405
2014-10-01,1085.8519044303575
2014-10-02,1093.3395716233235
2014-10-03,1093.3245600273212
2014-10-06,1093.3245600273212
2014-10-07,1093.294538071942
2014-10-08,1093.294538071942
2014-10-09,1093.294538071942
2014-10-10,1093.309548843533
2014-10-13,1069.6414425898565
2014-10-14,1066.6473285808142
2014-10-15,1060.1223812660312
2014-10-16,1031.044795013875
2014-10-17,1031.0306385332758
2014-10-20,1027.6351435551358
2014-10-21,1036.081895772497
2014-10-22,1042.384498704237
2014-10-23,1044.980943443839
2014-10-24,1045.038337116329
2014-10-27,1035.968912892001
2014-10-28,1049.0036399525015
2014-10-29,1048.2372775881531
2014-10-30,1033.7078626136029
2014-10-31,1033.665282893596
2014-11-03,1043.5898489779497
2014-11-04,1042.7835907621502
2014-11-05,1030.8685007222966
2014-11-06,1038.6463822571677
2014-11-07,1038.6463822571677
2014-11-10,1049.9450895693412
2014-11-11,1047.4170848972299
2014-11-12,1047.7683949734915
2014-11-13,1053.0607766818391
2014-11-14,1053.0318595487624
2014-11-17,1065.853420694889
2014-11-18,1068.2859532978362
2014-11-19,1069.5191640822275
2014-11-20,1059.4420046075697
2014-11-21,1059.4420046075697
2014-11-24,1042.1817086687588
2014-11-25,1001.4107038493379
2014-11-26,1008.4874840433419
2014-11-27,984.6743892744691
2014-11-28,984.6473455813237
2014-12-01,958.2567271244296
2014-12-02,953.7647968809642
2014-12-03,949.3897576952419
2014-12-04,960.447072794064
2014-12-05,960.3943256115508
2014-12-08,951.9016557410026
2014-12-09,919.2553528278356
2014-12-10,907.2473941436102
2014-12-11,861.397480182967
2014-12-12,861.397480182967
2014-12-15,826.3339329648112
2014-12-16,792.7009204344057
2014-12-17,796.3069304402783
2014-12-18,796.3069304402783
2014-12-19,796.3069304402783
2014-12-22,907.7491638712108
2014-12-23,903.6855618574378
2014-12-24,916.7856234376978
2014-12-25,930.9203256378329
2014-12-26,930.9203256378329
2014-12-29,939.036145801585
2014-12-30,917.6600498380953
2014-12-31,921.5436669661453
2015-01-01,921.5436669661453
2015-01-02,921.5057069084646
2015-01-05,906.709543799219
2015-01-06,893.9017913668167
2015-01-07,900.4481045460226
2015-01-08,920.3008110608728
2015-01-09,920.3008110608728
2015-01-12,916.6974921264567
2015-01-13,914.1570505333228
2015-01-14,911.7959409838074
2015-01-15,913.5171661340282
2015-01-16,913.5798947727794
2015-01-19,913.5060082209136
2015-01-20,922.32876426339
2015-01-21,917.1087917806934
2015-01-22,918.4578095018092
2015-01-23,918.3821539985555
2015-01-26,915.4844701673314
2015-01-27,916.1045199507847
2015-01-28,915.7723636756028
2015-01-29,917.7210668105963
2015-01-30,917.6076745865258
2015-02-02,926.5315892362214
2015-02-03,947.2055552492344
2015-02-04,960.9988243555979
2015-02-05,960.9528933317197
2015-02-06,960.9528933317197
2015-02-09,975.597206781902
2015-02-10,975.5704164368125
2015-02-11,977.8052282697885
2015-02-12,965.1770122331615
2015-02-13,965.1770122331615
2015-02-16,985.7427096763736
2015-02-17,977.7764522740179
2015-02-18,1004.3353500738912
2015-02-19,987.3734888779753
2015-02-20,987.3734888779755
2015-02-23,998.6635476035434
2015-02-24,1025.5928406558392
2015-02-25,1033.7594346575981
2015-02-26,1018.8727326992281
2015-02-27,1018.7887942618232
2015-03-02,1023.2983881501272
2015-03-03,1012.4726094388085
2015-03-04,1001.9487974672263
2015-03-05,1002.2456159330075
2015-03-06,1002.2456159330075
2015-03-09,1000.4748295470258
2015-03-10,1008.9922248616483
2015-03-11,1004.8823149962511
2015-03-12,997.2885953313481
2015-03-13,997.2885953313481
2015-03-16,970.448415866336
2015-03-17,968.1147135147658
2015-03-18,948.6918574787509
2015-03-19,951.5481047436025
2015-03-20,951.5481047436025
2015-03-23,958.4114184795988
2015-03-24,966.0448318227079
2015-03-25,960.1840050860848
2015-03-26,951.6522720747138
2015-03-27,951.6261353209735
2015-03-30,959.5877300532418
2015-03-31,955.3993682912228
2015-04-01,961.6555338746637
2015-04-02,972.1209392778692
