Date,UNITED ARAB EMIRATES SMALL GROWTH
2014-05-30,1000.0
2014-06-02,1012.3783262158057
2014-06-03,1011.0064531591959
2014-06-04,1006.0029254990567
2014-06-05,1017.1292544396665
2014-06-06,1017.1292544396665
2014-06-09,964.6288973048499
2014-06-10,942.0657764940463
2014-06-11,940.508104368789
2014-06-12,959.9376827705693
2014-06-13,959.937682770569
2014-06-16,874.6545330179874
2014-06-17,900.7872009440035
2014-06-18,899.2251771151582
2014-06-19,912.3910880161837
2014-06-20,912.3910880161837
2014-06-23,847.6303435389433
2014-06-24,785.5842773692194
2014-06-25,816.251764961757
2014-06-26,814.0356812478801
2014-06-27,814.0245994492599
2014-06-30,736.2790647363527
2014-07-01,741.8701780421555
2014-07-02,840.2855684289515
2014-07-03,878.6768182774424
2014-07-04,878.6768182774423
2014-07-07,889.5269738043913
2014-07-08,869.2048124719024
2014-07-09,863.4785246290079
2014-07-10,853.6590422879367
2014-07-11,853.6590422879367
2014-07-14,897.0286043344795
2014-07-15,905.535646342056
2014-07-16,911.3007689246876
2014-07-17,915.5473312176779
2014-07-18,915.5473312176779
2014-07-21,896.2422637284348
2014-07-22,887.4449441908688
2014-07-23,877.1424004021248
2014-07-24,882.5915902548805
2014-07-25,882.5915902548805
2014-07-28,882.680835139794
2014-07-29,882.680835139794
2014-07-30,882.680835139794
2014-07-31,890.361371668373
2014-08-01,890.361371668373
2014-08-04,882.4554312529392
2014-08-05,883.1687055680974
2014-08-06,859.9647711577867
2014-08-07,860.3300992600238
2014-08-08,860.3300992600238
2014-08-11,875.2588043373044
2014-08-12,879.4595410472627
2014-08-13,878.2221787894277
2014-08-14,871.6227425612574
2014-08-15,871.6108776141751
2014-08-18,874.8336003678786
2014-08-19,883.8345764359128
2014-08-20,874.428621255672
2014-08-21,883.4703855563984
2014-08-22,883.4703855563984
2014-08-25,883.7409145857441
2014-08-26,887.2181653787978
2014-08-27,878.3690084554692
2014-08-28,864.7688209083492
2014-08-29,864.7688209083492
2014-09-01,873.6642317815215
2014-09-02,868.4427131605756
2014-09-03,884.4079876643622
2014-09-04,864.9709280015193
2014-09-05,864.9709280015193
2014-09-08,872.7150108067947
2014-09-09,864.6441842405915
2014-09-10,843.4684680329302
2014-09-11,858.3061877339627
2014-09-12,858.3061877339627
2014-09-15,868.0232119834924
2014-09-16,853.4096073156169
2014-09-17,866.0492859969996
2014-09-18,877.5404241531227
2014-09-19,877.5404241531229
2014-09-22,862.9716072552703
2014-09-23,853.6243989904107
2014-09-24,854.4482175375999
2014-09-25,855.124036857856
2014-09-26,855.1356781674408
2014-09-29,861.9716737781515
2014-09-30,863.9758682850362
2014-10-01,870.2023342208015
2014-10-02,854.2929811768462
2014-10-03,854.2929811768462
2014-10-06,854.2697227681348
2014-10-07,846.9226077754836
2014-10-08,846.9668889348079
2014-10-09,839.6029030122719
2014-10-10,839.6029030122721
2014-10-13,811.8005561409367
2014-10-14,794.2102047042722
2014-10-15,785.4810200838145
2014-10-16,762.588601306603
2014-10-17,762.588601306603
2014-10-20,774.9199160313194
2014-10-21,761.8153985555889
2014-10-22,777.4117047656687
2014-10-23,774.6414329305264
2014-10-24,774.6414329305264
2014-10-27,774.8444900336581
2014-10-28,776.1389500339378
2014-10-29,792.9754581915738
2014-10-30,773.62760182544
2014-10-31,773.6170705485298
2014-11-03,787.2347433941219
2014-11-04,784.0000496991064
2014-11-05,770.341165282141
2014-11-06,783.1824779655165
2014-11-07,783.1824779655163
2014-11-10,805.746778478051
2014-11-11,833.9627835829986
2014-11-12,833.2358436880362
2014-11-13,833.3706043177801
2014-11-14,833.3706043177801
2014-11-17,819.8539451505076
2014-11-18,829.8735339837131
2014-11-19,835.3547412969963
2014-11-20,832.2598487142266
2014-11-21,832.2598487142265
2014-11-24,827.5233462679214
2014-11-25,794.7302203372963
2014-11-26,782.0995616687113
2014-11-27,794.741238793794
2014-11-28,794.7196017009476
2014-12-01,742.1646291576193
2014-12-02,742.1747321337853
2014-12-03,742.1646291576193
2014-12-04,762.4671598140814
2014-12-05,762.4671598140814
2014-12-08,740.8842679808755
2014-12-09,731.5322961310221
2014-12-10,727.7339878489466
2014-12-11,690.1119144445544
2014-12-12,690.1119144445544
2014-12-15,637.8815826949384
2014-12-16,607.856807723136
2014-12-17,585.4505904582066
2014-12-18,655.7522898207619
2014-12-19,655.7522898207619
2014-12-22,700.8016233863503
2014-12-23,679.1366003497694
2014-12-24,712.672374860648
2014-12-25,719.1715715433998
2014-12-26,719.1715715433996
2014-12-29,746.228475207831
2014-12-30,702.0853701131856
2014-12-31,728.2164589447943
2015-01-01,728.2164589447943
2015-01-02,728.2065459779283
2015-01-05,696.9700176122508
2015-01-06,678.3976740118129
2015-01-07,702.1762735639539
2015-01-08,713.2475408765937
2015-01-09,713.2475408765937
2015-01-12,707.7843906816447
2015-01-13,718.4526119211769
2015-01-14,721.8091108436463
2015-01-15,735.8797896260796
2015-01-16,735.8797896260797
2015-01-19,738.9329537261062
2015-01-20,737.9896839780082
2015-01-21,734.7466580222516
2015-01-22,743.5716604596133
2015-01-23,743.5716604596133
2015-01-26,711.4332732037022
2015-01-27,718.5667531260051
2015-01-28,723.1103950024656
2015-01-29,713.2590379620408
2015-01-30,713.2590379620408
2015-02-02,716.5186772628552
2015-02-03,735.6920953817427
2015-02-04,728.4620242690263
2015-02-05,728.9013501505202
2015-02-06,728.9013501505201
2015-02-09,732.02927018468
2015-02-10,729.7457896362079
2015-02-11,731.1371872095533
2015-02-12,722.22102846243
2015-02-13,722.22102846243
2015-02-16,715.9346803402532
2015-02-17,718.8953160400155
2015-02-18,713.1577927973145
2015-02-19,712.3961620177232
2015-02-20,712.3961620177232
2015-02-23,706.0682373058836
2015-02-24,710.4471187119599
2015-02-25,712.9051025429189
2015-02-26,718.5807300128223
2015-02-27,718.6198604044915
2015-03-02,703.9113467333887
2015-03-03,689.507939732696
2015-03-04,693.9447087210762
2015-03-05,693.858079293523
2015-03-06,693.858079293523
2015-03-09,691.2416152567124
2015-03-10,694.3433939704313
2015-03-11,687.6317194861373
2015-03-12,686.3266693281981
2015-03-13,686.3266693281981
2015-03-16,653.8399289458696
2015-03-17,657.5177156596205
2015-03-18,651.0690156007125
2015-03-19,656.9034826700146
2015-03-20,656.9034826700146
2015-03-23,649.5550486399817
2015-03-24,655.8652132592686
2015-03-25,649.8215006491483
2015-03-26,641.4660456056035
2015-03-27,641.4223823210791
2015-03-30,643.9595305214846
2015-03-31,641.6332997012921
2015-04-01,646.9770408559083
2015-04-02,665.536211121202
2015-04-03,665.5362111212019
2015-04-06,678.9385968900837
2015-04-07,696.4157947944489
2015-04-08,703.9041946436505
2015-04-09,711.3210655425568
2015-04-10,711.3210655425567
2015-04-13,711.2693355326019
2015-04-14,716.6053358388383
2015-04-15,736.3745382275603
2015-04-16,755.2723873638778
2015-04-17,755.282668773997
2015-04-20,753.115586790892
2015-04-21,761.0702426921329
2015-04-22,768.9126863295123
2015-04-23,778.1822184964443
2015-04-24,778.1822184964443
