Date,CZECH REPUBLIC SMALL GROWTH
1996-11-29,293.02994323600484
1996-12-31,286.58401503998937
1997-01-01,286.58401503998937
1997-01-02,287.365012945011
1997-01-03,286.3736627095138
1997-01-06,287.0513790528561
1997-01-07,289.94217479287886
1997-01-08,289.57530977169307
1997-01-09,292.98260527199375
1997-01-10,290.49211373998827
1997-01-13,290.1326893961562
1997-01-14,292.49217129840974
1997-01-15,296.68172881846175
1997-01-16,297.1865780493578
1997-01-17,295.38886888659187
1997-01-20,295.34523401906114
1997-01-21,295.4750944869629
1997-01-22,294.9100482240679
1997-01-23,293.0125761180376
1997-01-24,291.7463387134408
1997-01-27,291.42833645441823
1997-01-28,289.308559331782
1997-01-29,290.9833663410617
1997-01-30,293.0135948409523
1997-01-31,295.5318213047025
1997-02-03,300.07859362764214
1997-02-04,301.916847839099
1997-02-05,301.4157332174206
1997-02-06,303.16621004411274
1997-02-07,303.12683806149096
1997-02-10,304.59594545368003
1997-02-11,303.7351466367478
1997-02-12,299.82675046102355
1997-02-13,296.1330527774918
1997-02-14,303.0052076800768
1997-02-17,302.7188498648556
1997-02-18,303.07240344182543
1997-02-19,299.64255770928247
1997-02-20,298.763491773733
1997-02-21,302.43380048291675
1997-02-24,304.055895579629
1997-02-25,303.42257559860036
1997-02-26,303.41863166797316
1997-02-27,301.6774351504132
1997-02-28,299.20234646300094
1997-03-03,298.34449257691017
1997-03-04,296.42457869956627
1997-03-05,292.57252344669547
1997-03-06,289.81975965413193
1997-03-07,287.6805668638707
1997-03-10,289.3575798441522
1997-03-11,288.09591811507846
1997-03-12,287.8255603691202
1997-03-13,288.22877844583513
1997-03-14,286.8200878367567
1997-03-17,285.87479889529266
1997-03-18,284.0521096257829
1997-03-19,281.0986778128996
1997-03-20,275.410958733098
1997-03-21,276.4647453823859
1997-03-24,275.21338400763636
1997-03-25,275.48236592199964
1997-03-26,273.45127161473073
1997-03-27,276.3584501630691
1997-03-28,276.99800290708157
1997-03-31,277.818935716028
1997-04-01,276.5564799841281
1997-04-02,275.26307859958973
1997-04-03,275.5432309588012
1997-04-04,273.8802056322507
1997-04-07,266.4605756954457
1997-04-08,264.6954819463216
1997-04-09,263.4609991466631
1997-04-10,262.6409358657661
1997-04-11,263.0500332038499
1997-04-14,259.0410547216101
1997-04-15,256.7856468191709
1997-04-16,258.47140174928506
1997-04-17,259.754799807116
1997-04-18,258.62137919470285
1997-04-21,253.49917593773074
1997-04-22,253.9736108937674
1997-04-23,255.4144750847174
1997-04-24,253.05285786993167
1997-04-25,250.61553635359985
1997-04-28,246.56279378840694
1997-04-29,247.3779200723391
1997-04-30,247.71428094067113
1997-05-01,248.9126000816133
1997-05-02,248.85421416784445
1997-05-05,248.03179142776023
1997-05-06,249.2432880457212
1997-05-07,248.48067970512412
1997-05-08,249.56308277078574
1997-05-09,247.7440232078664
1997-05-12,247.41614624236007
1997-05-13,247.74342103074503
1997-05-14,245.97840799919788
1997-05-15,246.6430690926888
1997-05-16,244.77044555594642
1997-05-19,243.44158665505213
1997-05-20,243.65534009818103
1997-05-21,235.21274092283636
1997-05-22,226.55240640947548
1997-05-23,233.41429829425115
1997-05-26,230.19362256364252
1997-05-27,214.676842679614
1997-05-28,217.2052203832266
1997-05-29,224.39441198848615
1997-05-30,218.77580904914004
1997-06-02,213.62778149799885
1997-06-03,214.30709991518887
1997-06-04,213.9188578036848
1997-06-05,210.90916594751434
1997-06-06,211.37835923626872
1997-06-09,217.4500178544795
1997-06-10,221.14060050827385
1997-06-11,223.69841565162292
1997-06-12,222.25914944036208
1997-06-13,221.17342711438693
1997-06-16,222.05663697080968
1997-06-17,224.91668830317064
1997-06-18,223.55803011086635
1997-06-19,225.15567852430846
1997-06-20,225.51114157250237
1997-06-23,227.84808415068397
1997-06-24,228.17268333428694
1997-06-25,228.9593997000696
1997-06-26,227.20421483120475
1997-06-27,223.95619224949402
1997-06-30,222.35363948017945
1997-07-01,223.22245959060422
1997-07-02,221.5047020456209
1997-07-03,222.62396361537287
1997-07-04,223.76176908831002
1997-07-07,226.05729216405874
1997-07-08,225.49026141102144
1997-07-09,224.36996242036568
1997-07-10,220.96903026177995
1997-07-11,217.0679077756195
1997-07-14,212.56665345817626
1997-07-15,210.55414696879038
1997-07-16,210.12215335135107
1997-07-17,210.73516017723406
1997-07-18,209.3238315284234
1997-07-21,206.94599715192723
1997-07-22,205.7047012309717
1997-07-23,206.34706293293297
1997-07-24,207.79101321471114
1997-07-25,208.65007887413103
1997-07-28,206.82405994160635
1997-07-29,208.85310074531
1997-07-30,210.0465487564381
1997-07-31,210.34875011253223
1997-08-01,209.62596443567762
1997-08-04,209.3609953901315
1997-08-05,207.60441042096195
1997-08-06,207.09787339718048
1997-08-07,206.69162805189364
1997-08-08,210.47063220536663
1997-08-11,213.02322807685587
1997-08-12,214.0745812093721
1997-08-13,215.7367768005255
1997-08-14,213.95038748423818
1997-08-15,215.2214497179144
1997-08-18,213.35445772909614
1997-08-19,210.44797106637216
1997-08-20,207.09755210436282
1997-08-21,209.55438301864197
1997-08-22,213.8255264875777
1997-08-25,214.59928960965956
1997-08-26,216.9276905363075
1997-08-27,217.0917968295306
1997-08-28,219.30683692265345
1997-08-29,218.7677496651245
1997-09-01,215.2034771503794
1997-09-02,212.72752011872774
1997-09-03,213.96020286678404
1997-09-04,213.7357840446088
1997-09-05,213.9834775055331
1997-09-08,213.11541823555623
1997-09-09,213.24657225132606
1997-09-10,214.27483791414156
1997-09-11,215.09463692896222
1997-09-12,215.17333512853708
1997-09-15,213.1192233585649
1997-09-16,212.934812696304
1997-09-17,212.62838091093576
1997-09-18,212.3730061089894
1997-09-19,211.67966649486377
1997-09-22,210.17784875623656
1997-09-23,208.57071521162973
1997-09-24,209.96778790976325
1997-09-25,210.98190471288254
1997-09-26,211.35051802081327
1997-09-29,211.7858267979008
1997-09-30,210.97819127027262
1997-10-01,209.61870512228893
1997-10-02,209.7054564222613
1997-10-03,209.60762472687108
1997-10-06,209.06594469416035
1997-10-07,211.3131817470639
1997-10-08,210.9874201193011
1997-10-09,212.56934581915675
1997-10-10,213.08004986504628
1997-10-13,213.35114136972092
1997-10-14,213.8288947561953
1997-10-15,215.56570300536296
1997-10-16,217.54753535726826
1997-10-17,214.79043547557183
1997-10-20,214.39429203498776
1997-10-21,213.94518362745686
1997-10-22,214.81921655965348
1997-10-23,213.8377818746188
1997-10-24,209.8854337252928
1997-10-27,208.2666720043812
1997-10-28,210.09423371818838
1997-10-29,205.08515614899287
1997-10-30,206.73245042707651
1997-10-31,206.74349331941895
1997-11-03,207.53626840842875
1997-11-04,208.35713359528526
1997-11-05,209.59601495795712
1997-11-06,210.24664894875707
1997-11-07,213.31707771068048
1997-11-10,210.8848549527312
1997-11-11,210.059934671604
1997-11-12,206.39392968796423
1997-11-13,203.9757994330538
1997-11-14,200.9758209672397
1997-11-17,200.61056090712512
1997-11-18,203.2083415513713
1997-11-19,202.0478237939529
1997-11-20,200.14579268758203
1997-11-21,197.40240544858204
1997-11-24,198.34971214207818
1997-11-25,196.73989680894897
1997-11-26,193.82948857407808
1997-11-27,193.02889650205128
1997-11-28,191.47890804932538
1997-12-01,183.10449877893637
1997-12-02,182.5684502381023
1997-12-03,181.9480834769186
1997-12-04,182.7075851534247
1997-12-05,182.11433435332594
1997-12-08,179.84516183693003
1997-12-09,180.62812879745275
1997-12-10,182.18368453947258
1997-12-11,184.62220376634372
1997-12-12,186.90404932096249
1997-12-15,187.06053754187198
1997-12-16,187.45936403645624
1997-12-17,189.30639609159843
1997-12-18,192.01351110468082
1997-12-19,189.61752493393948
1997-12-22,189.98324566069826
1997-12-23,193.48783964913062
1997-12-24,193.45960314226457
1997-12-25,193.45960314226457
1997-12-26,193.5895593580498
1997-12-29,192.96846519870098
1997-12-30,194.07134907716062
1997-12-31,193.6207818254926
1998-01-01,193.6207818254926
1998-01-02,192.1604653698434
1998-01-05,187.7198717085944
1998-01-06,184.57278962919526
1998-01-07,184.25513865965857
1998-01-08,181.82229963946398
1998-01-09,180.3508317442757
1998-01-12,177.0113849697158
1998-01-13,178.820743128459
1998-01-14,178.1599457581224
1998-01-15,178.86052954541574
1998-01-16,181.86348075509002
1998-01-19,181.21644019652794
1998-01-20,181.52898833267756
1998-01-21,183.112325395381
1998-01-22,186.62024181438593
1998-01-23,186.64408925512174
1998-01-26,186.1089255697042
1998-01-27,183.83418677690477
1998-01-28,181.0439558006385
1998-01-29,181.2008059499077
1998-01-30,182.22936679952508
1998-02-02,184.6736748565286
1998-02-03,186.2618298460823
1998-02-04,186.64880159619722
1998-02-05,191.74690417376303
1998-02-06,192.88259764756629
1998-02-09,191.05036252439004
1998-02-10,194.8242543087163
1998-02-11,197.14715608570944
1998-02-12,195.63451000812074
1998-02-13,196.34243259183816
1998-02-16,197.90694765227062
1998-02-17,196.61295822336263
1998-02-18,199.32181653590064
1998-02-19,196.7598458287458
1998-02-20,197.09374513108983
1998-02-23,198.86204273967152
1998-02-24,197.2312794585379
1998-02-25,194.82388363233315
1998-02-26,193.0898592379046
1998-02-27,190.48346716716466
1998-03-02,191.13512697669998
1998-03-03,191.10267737665015
1998-03-04,190.72474678887178
1998-03-05,190.69792244731997
1998-03-06,190.4266376568653
1998-03-09,192.4282606310145
1998-03-10,192.01028767427263
1998-03-11,192.5436155740197
1998-03-12,194.4053270943801
1998-03-13,195.50131013494152
1998-03-16,195.80431080239762
1998-03-17,198.22731821657467
1998-03-18,196.7336953484605
1998-03-19,198.03347651780615
1998-03-20,199.802955995447
1998-03-23,199.21900173838173
1998-03-24,202.89672156778238
1998-03-25,202.98947807288118
1998-03-26,204.8954299355013
1998-03-27,204.4131479928067
1998-03-30,203.32817773013159
1998-03-31,200.4555652662007
1998-04-01,202.25093385359622
1998-04-02,202.43294904519
1998-04-03,203.8555540629448
1998-04-06,202.0763869283574
1998-04-07,200.58481341755777
1998-04-08,200.5378678714727
1998-04-09,200.3594140938696
1998-04-10,201.02648495314762
1998-04-13,200.35817492180826
1998-04-14,201.43351593419544
1998-04-15,200.47657866925573
1998-04-16,198.06680437298087
1998-04-17,199.43772214913355
1998-04-20,200.07213579695542
1998-04-21,201.50308595419156
1998-04-22,201.29205835503242
1998-04-23,200.21722353423883
1998-04-24,201.49749780436872
1998-04-27,200.5046446633647
1998-04-28,197.78973548148227
1998-04-29,196.6621538977614
1998-04-30,195.52551275985093
1998-05-01,196.52104799958417
1998-05-04,196.2830772347039
1998-05-05,196.92363930283423
1998-05-06,195.4650897263567
1998-05-07,193.4072010807327
1998-05-08,193.04188395772823
1998-05-11,194.40458852078999
1998-05-12,193.50288052480815
1998-05-13,193.19362374851073
1998-05-14,194.2835942294344
1998-05-15,195.3353881249266
1998-05-18,194.79348137494134
1998-05-19,195.52960763510768
1998-05-20,196.95691817808694
1998-05-21,199.11758073109013
1998-05-22,199.96548716784486
1998-05-25,198.63547842040174
1998-05-26,196.86357020125445
1998-05-27,190.66020138293018
1998-05-28,191.3161117052174
1998-05-29,191.59157136881512
1998-06-01,190.99793551687713
1998-06-02,191.14182131638398
1998-06-03,190.57049412755507
1998-06-04,190.1306111740428
1998-06-05,188.7494336875498
1998-06-08,186.31330693702103
1998-06-09,189.4221385481617
1998-06-10,186.932540281693
1998-06-11,186.21832837833276
1998-06-12,186.66741047056325
1998-06-15,184.27261218899474
1998-06-16,186.4741938580545
1998-06-17,189.18948579352892
1998-06-18,189.99321140981178
1998-06-19,190.00222942958905
1998-06-22,189.1464519137985
1998-06-23,190.82369921059637
1998-06-24,192.77991903235343
1998-06-25,194.35178690026055
1998-06-26,191.19392876481226
1998-06-29,191.2942413129756
1998-06-30,193.12806392739725
1998-07-01,189.6384989538979
1998-07-02,190.5377691929461
1998-07-03,192.82177485107985
1998-07-06,193.4816303523746
1998-07-07,189.9596859966506
1998-07-08,188.91383189199234
1998-07-09,187.27506197846958
1998-07-10,186.78336150403413
1998-07-13,188.84599469548988
1998-07-14,188.32448889719393
1998-07-15,189.7137999523024
1998-07-16,191.70274077282477
1998-07-17,194.87069138266386
1998-07-20,197.06320461012936
1998-07-21,197.95069199229795
1998-07-22,197.45662410877887
1998-07-23,195.47692983191538
1998-07-24,195.29547842425112
1998-07-27,195.24060283225555
1998-07-28,197.79842306506262
1998-07-29,195.47065051907524
1998-07-30,196.48729342331183
1998-07-31,196.7631956064961
1998-08-03,195.95205986166772
1998-08-04,193.54245524532536
1998-08-05,193.79317556382506
1998-08-06,193.5067188258288
1998-08-07,191.4554261947235
1998-08-10,190.53758452334733
1998-08-11,185.25752687760237
1998-08-12,182.77923384834398
1998-08-13,177.62087576357695
1998-08-14,173.9765507789854
1998-08-17,174.12154550196473
1998-08-18,173.87876672111045
1998-08-19,174.05745527338252
1998-08-20,171.16835991800218
1998-08-21,168.36263509560155
1998-08-24,167.9482802655812
1998-08-25,166.8343344718588
1998-08-26,161.58945944442098
1998-08-27,159.52405569679792
1998-08-28,161.1532675318205
1998-08-31,160.9150359811674
1998-09-01,164.23304757628406
1998-09-02,167.24677095550513
1998-09-03,167.759817971625
1998-09-04,167.0798575858559
1998-09-07,169.2472279274272
1998-09-08,169.4291300442654
1998-09-09,166.39279392135927
1998-09-10,165.8551456825582
1998-09-11,165.87541953187423
1998-09-14,164.44421352565436
1998-09-15,164.06968161757194
1998-09-16,161.82298778488948
1998-09-17,162.00892121671924
1998-09-18,161.36439881536452
1998-09-21,159.97349476418924
1998-09-22,160.56100116484825
1998-09-23,161.6490786345821
1998-09-24,163.41319143015724
1998-09-25,164.62161607799703
1998-09-28,164.04110871634384
1998-09-29,164.61022060092156
1998-09-30,160.61259560387023
1998-10-01,159.45784085990715
1998-10-02,160.68321626905933
1998-10-05,160.21591804500173
1998-10-06,158.1058810950148
1998-10-07,160.07770715957653
1998-10-08,160.6252482807866
1998-10-09,162.9562472307839
1998-10-12,160.10293924102754
1998-10-13,161.22220870150497
1998-10-14,159.61415579692164
1998-10-15,161.29823707064733
1998-10-16,163.48411500176937
1998-10-19,163.62343234448028
1998-10-20,163.33967933048532
1998-10-21,163.51051796228668
1998-10-22,164.2124213132742
1998-10-23,164.82602431402685
1998-10-26,164.17687980997547
1998-10-27,165.07630853707713
1998-10-28,164.66957750516042
1998-10-29,166.24686854324239
1998-10-30,166.86442445812028
1998-11-02,168.20877761771686
1998-11-03,168.87334091376007
1998-11-04,167.01810059568894
1998-11-05,168.0183327348043
1998-11-06,169.10124141472588
1998-11-09,166.80000466653425
1998-11-10,166.75337387474553
1998-11-11,168.84951660744042
1998-11-12,167.76779124775254
1998-11-13,166.64682177344093
1998-11-16,167.22072465100837
1998-11-17,165.65579840063413
1998-11-18,163.50028893025035
1998-11-19,161.83966637574963
1998-11-20,164.32120767244433
1998-11-23,161.9254252762476
1998-11-24,162.126657090858
1998-11-25,162.5928858084655
1998-11-26,163.70511014873946
1998-11-27,162.1817196353237
1998-11-30,162.66832207808275
1998-12-01,160.2294088261552
1998-12-02,160.8656280472282
1998-12-03,161.67454416262686
1998-12-04,160.68859751184357
1998-12-07,159.35460534883055
1998-12-08,160.80302988250554
1998-12-09,161.9852387969059
1998-12-10,164.4667971065454
1998-12-11,165.89559645029937
1998-12-14,165.04572127778192
1998-12-15,166.13811310304024
1998-12-16,166.38804332418556
1998-12-17,164.85291321551793
1998-12-18,164.39848373182747
1998-12-21,161.6129196051206
1998-12-22,160.4480570037692
1998-12-23,161.02262760040318
1998-12-24,159.55983090704095
1998-12-25,159.55983090704095
1998-12-28,160.27816376667158
1998-12-29,162.42304292049076
1998-12-30,165.14751554235636
1998-12-31,164.9330453913074
1999-01-01,164.9330453913074
1999-01-04,164.96463299020817
1999-01-05,165.84797171210198
1999-01-06,167.0682783652955
1999-01-07,165.31866052165327
1999-01-08,163.8789056198923
1999-01-11,161.2382674187368
1999-01-12,160.0062724843386
1999-01-13,157.70549270438337
1999-01-14,157.663900244388
1999-01-15,158.3525601757155
1999-01-18,157.69784558026294
1999-01-19,157.98313753759618
1999-01-20,157.05160156573945
1999-01-21,159.23084585431155
1999-01-22,159.35105641621251
1999-01-25,157.2051164564051
1999-01-26,154.31622600262878
1999-01-27,152.40128898022132
1999-01-28,151.40538584571811
1999-01-29,150.30201076872962
1999-02-01,149.16698007301548
1999-02-02,148.34777525558903
1999-02-03,147.47400566778038
1999-02-04,145.553015094031
1999-02-05,145.50948464767703
1999-02-08,142.25344306525724
1999-02-09,138.94371366908933
1999-02-10,138.69506104423132
1999-02-11,139.49105223387306
1999-02-12,138.46898945450468
1999-02-15,137.60705681492658
1999-02-16,136.4726881213567
1999-02-17,136.8684344979022
1999-02-18,137.1980862226157
1999-02-19,135.3462750891181
1999-02-22,134.0758596787837
1999-02-23,130.3281644990409
1999-02-24,128.9440122300804
1999-02-25,129.76902521929577
1999-02-26,128.2186611122897
1999-03-01,125.89102937520329
1999-03-02,126.36348792713899
1999-03-03,125.33008758326928
1999-03-04,123.90268641579937
1999-03-05,125.28192669116106
1999-03-08,124.77239718847534
1999-03-09,126.65298455917073
1999-03-10,130.37259266098155
1999-03-11,131.39919198826183
1999-03-12,132.34685287866765
1999-03-15,130.6094093725201
1999-03-16,130.34348951326706
1999-03-17,131.69068665209406
1999-03-18,131.37649805327504
1999-03-19,130.40107909770265
1999-03-22,129.46443979417532
1999-03-23,127.83677108438289
1999-03-24,125.05112783412672
1999-03-25,125.97279040566622
1999-03-26,124.31034509353967
1999-03-29,123.81162043020086
1999-03-30,126.74649586966649
1999-03-31,128.8821901296188
1999-04-01,129.35763292891403
1999-04-02,131.00987393000784
1999-04-05,130.2097188029567
1999-04-06,132.64056818639858
1999-04-07,135.4371322999702
1999-04-08,135.94960891888576
1999-04-09,136.66746605654052
1999-04-12,135.92362199933171
1999-04-13,134.84938140623166
1999-04-14,136.75963576374315
1999-04-15,134.5184946444332
1999-04-16,131.47755958759748
1999-04-19,130.4449688396692
1999-04-20,131.11813641294813
1999-04-21,131.22322150486852
1999-04-22,131.05409243546774
1999-04-23,132.65031740415702
1999-04-26,133.7910718282833
1999-04-27,134.56855275662718
1999-04-28,136.41155991099922
1999-04-29,136.20800200808122
1999-04-30,137.60213732147176
1999-05-03,139.08453478487317
1999-05-04,140.63170850844278
1999-05-05,144.0257363076518
1999-05-06,148.66740196851413
1999-05-07,149.24415433300857
1999-05-10,151.4573473072009
1999-05-11,153.4162941470212
1999-05-12,152.518021717923
1999-05-13,156.11217460360072
1999-05-14,158.44456572250851
1999-05-17,159.30235030039384
1999-05-18,160.85258394588786
1999-05-19,168.19173580504724
1999-05-20,174.90192064206076
