Date,SOUTH AFRICA SMALL GROWTH
1999-05-31,252.0988374501924
1999-06-01,257.3835605712256
1999-06-02,257.8526117317318
1999-06-03,259.2349274870108
1999-06-04,261.6638089765261
1999-06-07,268.16315913126493
1999-06-08,267.5092934814794
1999-06-09,264.5750423168302
1999-06-10,263.30799363986273
1999-06-11,266.6225298745234
1999-06-14,264.78191923784726
1999-06-15,264.3637586350597
1999-06-16,264.9614978632171
1999-06-17,266.5403743686899
1999-06-18,269.43241103341063
1999-06-21,270.14168925615644
1999-06-22,272.2226246258111
1999-06-23,267.9357283144183
1999-06-24,264.5225252442322
1999-06-25,262.2437724782416
1999-06-28,262.0169607967122
1999-06-29,264.301463590844
1999-06-30,266.09274214277207
1999-07-01,269.19031558568867
1999-07-02,269.94239662282416
1999-07-05,271.4661047639455
1999-07-06,267.2504162687343
1999-07-07,266.63105523114166
1999-07-08,265.4104865766787
1999-07-09,261.31657866792705
1999-07-12,259.39456274732987
1999-07-13,251.18950219397001
1999-07-14,251.60879288808815
1999-07-15,250.2839498318797
1999-07-16,249.58113566339435
1999-07-19,247.7901928473552
1999-07-20,248.17479772070925
1999-07-21,246.66193216442932
1999-07-22,247.94053702276105
1999-07-23,247.03268089070457
1999-07-26,244.87633806215786
1999-07-27,245.31483464483605
1999-07-28,245.5178482700757
1999-07-29,243.29361940347408
1999-07-30,242.23252313348942
1999-08-02,238.4572601727663
1999-08-03,236.6765450517355
1999-08-04,239.06466899610268
1999-08-05,234.44848593888173
1999-08-06,231.41993754381363
1999-08-09,231.76687991371318
1999-08-10,227.8051755502273
1999-08-11,227.67171597561105
1999-08-12,229.07111613486327
1999-08-13,227.81059828979838
1999-08-16,229.0810241170187
1999-08-17,234.30594464906227
1999-08-18,238.37664088972082
1999-08-19,235.7249499274054
1999-08-20,235.72916281953596
1999-08-23,237.2376607903219
1999-08-24,236.97731004994313
1999-08-25,237.4664174603858
1999-08-26,239.6358169867245
1999-08-27,240.03591219535704
1999-08-30,238.82888516382462
1999-08-31,236.69533434442764
1999-09-01,238.8014813108839
1999-09-02,235.0936220902176
1999-09-03,235.9478528862767
1999-09-06,234.9454401845466
1999-09-07,232.3688907806288
1999-09-08,224.12285344647427
1999-09-09,222.13071215585617
1999-09-10,221.31496432373032
1999-09-13,220.4445815757275
1999-09-14,221.6669699081852
1999-09-15,218.50269297861985
1999-09-16,215.0950988973704
1999-09-17,215.9678682315957
1999-09-20,216.5257068747731
1999-09-21,216.24380130147293
1999-09-22,213.09856847982746
1999-09-23,213.4351213299299
1999-09-24,213.5428642142729
1999-09-27,215.03060517947645
1999-09-28,216.4970401697858
1999-09-29,214.5881372143642
1999-09-30,215.54744921507742
1999-10-01,216.64490998230494
