Date,EM WITH CHINA ALL SHARES
2020-03-13,2745.4135352859125
2020-03-16,2560.002594997559
2020-03-17,2579.759818405848
2020-03-18,2502.244395442661
2020-03-19,2468.9852801493025
2020-03-20,2578.8075223270603
2020-03-23,2424.1831483919
2020-03-24,2543.838057966776
2020-03-25,2637.501424306812
2020-03-26,2627.392200262514
2020-03-27,2598.45753593484
2020-03-30,2574.1899962896123
2020-03-31,2632.635300491926
2020-04-01,2586.7628677388684
2020-04-02,2639.488929049168
2020-04-03,2636.116925553055
2020-04-06,2697.9982291421397
2020-04-07,2750.260119224252
2020-04-08,2741.162528576565
2020-04-09,2760.959416036423
2020-04-10,2757.843755867108
2020-04-13,2752.717413279875
2020-04-14,2777.9824263008113
2020-04-15,2771.0602040095064
2020-04-16,2777.533524563306
2020-04-17,2813.8517090105706
2020-04-20,2813.1137580017084
2020-04-21,2757.5079739291573
2020-04-22,2798.217316702007
2020-04-23,2805.472594623426
2020-04-24,2772.5610808267584
2020-04-27,2810.010456385025
2020-04-28,2833.980734531769
2020-04-29,2874.86387933746
2020-04-30,2870.102587815547
2020-05-01,2835.645963289602
2020-05-04,2784.598553112897
2020-05-05,2824.3586758685274
2020-05-06,2844.16904958137
2020-05-07,2843.975162073167
2020-05-08,2863.2398900452167
2020-05-11,2885.3192313192917
2020-05-12,2855.0790913121978
2020-05-13,2865.4491670359034
2020-05-14,2845.512055928631
2020-05-15,2844.9210172667836
2020-05-18,2864.192366100694
2020-05-19,2878.4365809934825
2020-05-20,2879.7177098308466
2020-05-21,2887.504901860698
2020-05-22,2823.573749917216
2020-05-25,2840.86937682897
2020-05-26,2863.149607934628
2020-05-27,2863.460613553895
2020-05-28,2837.066699107401
2020-05-29,2836.1177159349604
2020-06-01,2900.079822795776
2020-06-02,2931.328661921796
2020-06-03,2974.331418644876
2020-06-04,2943.2157884646695
2020-06-05,2991.0112575926178
2020-06-08,3007.6203259081976
2020-06-09,3001.64687365982
2020-06-10,3011.3725526240596
2020-06-11,2952.7642193624365
2020-06-12,2972.1289494682746
2020-06-15,2906.4704206528577
2020-06-16,2984.355425830237
2020-06-17,3001.1721676509796
2020-06-18,3007.853215384303
2020-06-19,3040.3735905095978
2020-06-22,3021.8813696768266
2020-06-23,3040.2728756448823
2020-06-24,3048.388509357622
2020-06-25,3049.3573723763257
2020-06-26,3038.561530011071
2020-06-29,3011.9806400767025
2020-06-30,3027.0365983844217
2020-07-01,3043.6309440667064
2020-07-02,3121.632552258364
2020-07-03,3151.224911094221
2020-07-06,3229.411037633157
2020-07-07,3226.9527018550684
2020-07-08,3269.640104125003
2020-07-09,3317.675940390056
2020-07-10,3275.776611232753
2020-07-13,3281.874125753293
2020-07-14,3237.289275789196
2020-07-15,3244.582038651495
2020-07-16,3160.9831894548215
2020-07-17,3190.406192823313
2020-07-20,3224.2431162309367
2020-07-21,3266.066707721553
2020-07-22,3219.5513860321544
2020-07-23,3220.5795184691533
2020-07-24,3143.2602651216935
2020-07-27,3136.707931523721
2020-07-28,3176.877295557894
2020-07-29,3188.6729062792624
2020-07-30,3169.979526124
2020-07-31,3161.0361725664447
2020-08-03,3191.963460672695
2020-08-04,3214.4490315670405
2020-08-05,3216.6834647940427
2020-08-06,3236.0073727042236
2020-08-07,3201.433680776065
2020-08-10,3200.939519212728
2020-08-11,3209.1635618159567
2020-08-12,3201.265575734254
2020-08-13,3197.677937020849
2020-08-14,3199.985611484878
2020-08-17,3217.9002818447725
2020-08-18,3217.9463818444633
2020-08-19,3203.3183632541313
2020-08-20,3165.490577542459
2020-08-21,3215.608865577328
2020-08-24,3250.4601030550343
2020-08-25,3263.7974093938547
2020-08-26,3271.5132114037697
2020-08-27,3280.1337255117996
2020-08-28,3273.9330773441484
2020-08-31,3206.678781071235
2020-09-01,3256.1800171275695
2020-09-02,3287.406281135641
2020-09-03,3260.189519848945
2020-09-04,3242.482893830874
2020-09-07,3209.6878742153867
2020-09-08,3203.8820209815603
2020-09-09,3179.8991096030936
2020-09-10,3162.000983423685
2020-09-11,3194.5211332039858
2020-09-14,3217.357351759691
2020-09-15,3251.657428697432
2020-09-16,3266.250713404036
2020-09-17,3244.9060915648292
2020-09-18,3246.7786972560148
2020-09-21,3228.856543759384
2020-09-22,3213.9981002991603
2020-09-23,3212.658232983946
2020-09-24,3158.8955890569964
2020-09-25,3168.9759607439855
2020-09-28,3188.661461290133
2020-09-29,3165.2507246681726
2020-09-30,3199.4385131739364
2020-10-01,3203.2410813076776
2020-10-02,3202.363686518406
2020-10-05,3204.043001413985
2020-10-06,3231.7909943368304
2020-10-07,3253.253882382071
2020-10-08,3280.549910977403
2020-10-09,3294.5410203952842
2020-10-12,3347.659162141542
2020-10-13,3366.3568276693877
2020-10-14,3355.3838824540007
2020-10-15,3334.7444586355805
2020-10-16,3339.314870008857
2020-10-19,3324.540876440991
2020-10-20,3333.385251621399
2020-10-21,3330.3641226970926
2020-10-22,3337.6049959678494
2020-10-23,3327.0778701085083
2020-10-26,3313.378329694269
2020-10-27,3317.57413853855
2020-10-28,3313.2302509652595
2020-10-29,3342.315765245035
2020-10-30,3295.587336541718
2020-11-02,3330.0491171820404
2020-11-03,3326.8302390701365
2020-11-04,3368.1500023035123
2020-11-05,3425.8821739670693
2020-11-06,3436.282696242196
2020-11-09,3508.6577119534604
2020-11-10,3471.1625501239837
2020-11-11,3478.322538565751
2020-11-12,3470.115435090237
2020-11-13,3479.2205405922236
2020-11-16,3519.5998086517593
2020-11-17,3502.8158091934874
2020-11-18,3518.2077680304915
2020-11-19,3511.464557294363
2020-11-20,3532.99984696518
2020-11-23,3578.135465096487
2020-11-24,3572.1587061077826
2020-11-25,3535.1404840247014
2020-11-26,3563.7697673745647
2020-11-27,3557.7996519095955
2020-11-30,3489.8771942744875
2020-12-01,3527.003998969048
2020-12-02,3525.1824951917247
2020-12-03,3527.5749712404295
2020-12-04,3566.020665371921
2020-12-07,3570.175248296614
2020-12-08,3578.773227926267
2020-12-09,3584.1463548174816
2020-12-10,3568.1715637047173
2020-12-11,3576.4421073450044
2020-12-14,3560.262624216387
2020-12-15,3552.1414915391338
2020-12-16,3575.874039502479
2020-12-17,3588.2905965453897
2020-12-18,3577.617502264868
2020-12-21,3564.9477436241386
2020-12-22,3548.732667018395
2020-12-23,3571.444870241898
2020-12-24,3559.354388221749
2020-12-25,3568.550258145617
2020-12-28,3554.1296023356563
2020-12-29,3581.1028492058417
2020-12-30,3625.2487290687295
2020-12-31,3660.404317481738
2021-01-01,3661.558687726189
2021-01-04,3698.470674295167
2021-01-05,3744.638503789224
2021-01-06,3738.3532470442015
2021-01-07,3771.8893865896325
2021-01-08,3842.7648825390324
2021-01-11,3859.343475444275
2021-01-12,3882.830254442312
2021-01-13,3904.0945031510773
2021-01-14,3916.9237346368213
2021-01-15,3897.77749585088
2021-01-18,3911.0350753057564
2021-01-19,3938.1729432946104
2021-01-20,4001.7919360638784
2021-01-21,4009.4477611240777
2021-01-22,3971.7045498254447
2021-01-25,4033.8226407679986
2021-01-26,3957.4142301792867
2021-01-27,3942.794549807517
2021-01-28,3864.4449395628335
2021-01-29,3806.351907418844
2021-02-01,3910.389987862583
2021-02-02,3987.171799233664
2021-02-03,4020.104384497318
2021-02-04,4016.607471252987
2021-02-05,4016.6907358851795
2021-02-08,4033.5586831863984
2021-02-09,4054.145551116656
2021-02-10,4090.6325256024065
2021-02-11,4101.739063157445
2021-02-12,4108.808880601771
2021-02-15,4124.994562376003
2021-02-16,4140.529485248613
2021-02-17,4177.60585159192
2021-02-18,4107.85105418968
2021-02-19,4102.8542986214925
2021-02-22,4000.3634801732187
2021-02-23,3992.897548660719
2021-02-24,3936.3864412452176
2021-02-25,3922.363774172554
2021-02-26,3827.5639489753125
2021-03-01,3921.0037685885823
2021-03-02,3902.0690331143346
2021-03-03,3954.467729357187
2021-03-04,3867.3246094178953
2021-03-05,3892.6660188846336
2021-03-08,3805.2207235324354
2021-03-09,3807.4327945803666
2021-03-10,3825.2886173798634
2021-03-11,3901.385422768505
2021-03-12,3887.51510001812
2021-03-15,3861.0668117743808
2021-03-16,3895.5983862044754
2021-03-17,3881.5279659261164
2021-03-18,3891.5824644570625
2021-03-19,3855.9146582833982
2021-03-22,3852.0122286305664
2021-03-23,3835.800445615545
2021-03-24,3776.521302348591
2021-03-25,3770.030227527845
2021-03-26,3822.6570131161784
2021-03-29,3839.85085460859
2021-03-30,3881.346612415226
2021-03-31,3860.5255205809035
2021-04-01,3910.9962463459133
2021-04-02,3925.4728420866886
2021-04-05,3913.8710288420366
2021-04-06,3920.2481437428664
2021-04-07,3876.2891682228283
2021-04-08,3890.569181735321
2021-04-09,3851.5222110891095
2021-04-12,3816.2491307523064
2021-04-13,3814.3416325933295
2021-04-14,3839.2282576286766
2021-04-15,3845.545474014508
2021-04-16,3864.658132073576
2021-04-19,3866.6598858380507
2021-04-20,3856.99232966804
2021-04-21,3839.5203280802543
2021-04-22,3853.4333909562615
2021-04-23,3878.1026947751784
2021-04-26,3879.9145706862973
2021-04-27,3885.944158251451
2021-04-28,3895.0577062897955
2021-04-29,3893.426364971935
2021-04-30,3873.0091175258945
2021-05-03,3840.610842412817
2021-05-04,3845.19331871724
2021-05-05,3849.277235050218
2021-05-06,3842.786535352127
2021-05-07,3826.985358655587
2021-05-10,3819.994409655414
2021-05-11,3782.135346435565
2021-05-12,3778.1116403044534
2021-05-13,3717.8011428333143
2021-05-14,3750.1790848532873
2021-05-17,3766.0652753197264
2021-05-18,3796.8520016663224
2021-05-19,3781.9408880315104
2021-05-20,3787.838207717034
2021-05-21,3792.7539445878338
2021-05-24,3779.292729802275
2021-05-25,3837.5096776998766
2021-05-26,3862.23988008334
2021-05-27,3879.466302400424
2021-05-28,3901.047737219037
2021-05-31,3928.9300013401435
2021-06-01,3958.1898915534416
2021-06-02,3957.125197304667
2021-06-03,3964.200050688674
2021-06-04,3953.380105800512
2021-06-07,3945.300518166716
2021-06-08,3932.003876889952
2021-06-09,3923.4816697936762
2021-06-10,3949.0243435938255
2021-06-11,3972.391619959894
2021-06-14,3971.0896104659078
2021-06-15,3950.2822890580032
2021-06-16,3921.0801866574157
2021-06-17,3965.265121405722
2021-06-18,3990.62511461507
2021-06-21,3943.639083693535
2021-06-22,3943.754495348754
2021-06-23,3963.44719696785
2021-06-24,3989.093421992066
2021-06-25,4023.0422640797815
2021-06-28,4037.923534156006
2021-06-29,4030.9161896164974
2021-06-30,4045.9123841079645
2021-07-01,4027.133574113165
2021-07-02,3984.162280764412
2021-07-05,3980.9721269181773
2021-07-06,3972.183817426787
2021-07-07,3978.8981763280963
2021-07-08,3894.368846470488
2021-07-09,3893.3180938028013
2021-07-12,3924.427208365254
2021-07-13,3973.40132982446
2021-07-14,3964.2499347696094
2021-07-15,4000.1189335338954
2021-07-16,3973.9344695731675
2021-07-19,3918.517998482422
2021-07-20,3918.238186700651
2021-07-21,3919.398664408149
2021-07-22,3956.0564266149922
2021-07-23,3920.4183025964085
2021-07-26,3808.0408653746395
2021-07-27,3711.400326463319
2021-07-28,3759.7474598539275
2021-07-29,3816.5655334488224
2021-07-30,3778.2519455691613
2021-08-02,3822.996680979285
2021-08-03,3830.6012284367957
2021-08-04,3867.007631640474
2021-08-05,3856.2536091391135
2021-08-06,3859.8019192819506
2021-08-09,3874.53700998699
2021-08-10,3905.4284839994048
2021-08-11,3889.768835622428
2021-08-12,3873.4609581656064
2021-08-13,3824.155404634744
2021-08-16,3803.468980087108
2021-08-17,3772.942406700857
2021-08-18,3795.482227696136
2021-08-19,3728.593289075869
2021-08-20,3687.964792128518
2021-08-23,3721.8354793640033
2021-08-24,3805.079762855352
2021-08-25,3825.1123621067636
2021-08-26,3788.9321821622107
2021-08-27,3798.1967383555225
2021-08-30,3826.594671513039
2021-08-31,3881.809868757288
2021-09-01,3878.1594536997845
2021-09-02,3875.175180950953
2021-09-03,3876.7815906751252
2021-09-06,3917.587216689609
2021-09-07,3933.942328460945
2021-09-08,3912.8962311042383
2021-09-09,3880.5363246975626
2021-09-10,3904.0403779912817
2021-09-13,3890.9133036114285
2021-09-14,3867.9952674061406
2021-09-15,3846.803660853951
2021-09-16,3826.0296901326583
2021-09-17,3845.9099343128264
2021-09-20,3797.8616387832517
2021-09-21,3806.341358923644
2021-09-22,3802.0063852494563
2021-09-23,3827.213371670554
2021-09-24,3819.3736384627564
2021-09-27,3830.0061911749576
2021-09-28,3823.9505513864424
2021-09-29,3810.253040249322
2021-09-30,3831.223687813477
