Date,EM VOTING RIGHTS-ADJUSTED
2018-12-03,1019.9066187002338
2018-12-04,1017.3984571799626
2018-12-05,1005.8726272842601
2018-12-06,979.0572214011714
2018-12-07,980.5591441464031
2018-12-10,963.9634162035703
2018-12-11,969.7965854613997
2018-12-12,980.0363159650045
2018-12-13,988.6678847468131
2018-12-14,979.2511048884166
2018-12-17,972.7963847341492
2018-12-18,965.0204571069407
2018-12-19,965.188848861881
2018-12-20,957.7764019926511
2018-12-21,955.6796977856831
2018-12-24,951.0775956986633
2018-12-25,948.3368546496572
2018-12-26,948.8797305970417
2018-12-27,953.3412986698544
2018-12-28,960.2630866579445
2018-12-31,964.2505794803541
2019-01-31,1040.6525216819189
2019-02-28,1053.3800966153128
2019-03-29,1078.2137044737422
2019-04-30,1102.948452718746
2019-05-31,1029.866059804642
2019-06-28,1069.9967764565927
2019-07-01,1085.1919244745152
2019-07-02,1089.238143608387
2019-07-31,1081.7166476465716
2019-08-30,1040.4611528367504
2019-09-30,1071.9896186677304
2019-10-11,1070.4277251895012
2019-10-14,1077.9803009660716
2019-10-31,1091.0541396763604
2019-11-27,1119.8574636557814
2019-11-28,1116.3953744376593
2019-11-29,1102.9214675075707
2019-12-02,1098.6665545048165
2019-12-03,1094.7759936687214
2019-12-04,1092.8336316032496
2019-12-05,1099.286522862103
2019-12-06,1110.008487175362
2019-12-09,1110.1840269033949
2019-12-10,1106.6497114097824
2019-12-11,1116.2262969673302
2019-12-12,1126.1149107900756
2019-12-13,1141.509520705372
2019-12-16,1142.2012955841344
2019-12-17,1155.9779436079505
2019-12-18,1165.1078580127269
2019-12-19,1163.7529995794214
2019-12-20,1168.227667865987
2019-12-23,1171.9255654082879
2019-12-24,1168.8214152072135
2019-12-25,1168.9083226700166
2019-12-26,1170.8928855784575
2019-12-27,1173.3904092325106
2019-12-30,1168.9279134898422
2019-12-31,1162.7633938325496
2020-01-01,1162.744768541597
2020-01-02,1178.0571513251323
2020-01-03,1177.7270285645218
2020-01-06,1162.7918841738012
2020-01-07,1171.862241312812
2020-01-08,1169.3501950680695
2020-01-09,1191.0354952818266
2020-01-10,1194.4339337348988
2020-01-13,1203.4989968344607
2020-01-14,1204.7698884980093
2020-01-15,1195.2438280464391
2020-01-16,1199.021260283348
2020-01-17,1210.406691411624
2020-01-20,1210.5952716640288
2020-01-21,1189.1675277449247
2020-01-22,1198.6956875831977
2020-01-23,1189.57501711484
2020-01-24,1189.505936282335
2020-01-27,1174.625712062822
2020-01-28,1173.6936545924625
2020-01-29,1168.9478373309353
2020-01-30,1138.117835571138
2020-01-31,1122.6681825901846
2020-02-03,1121.3882072174931
2020-02-04,1149.8072418011207
