Date,USA SRI
2007-09-28,1103.7216726379677
2007-10-01,1116.849056483446
2007-10-02,1122.0227215092048
2007-10-03,1116.9932563385528
2007-10-04,1119.1423232313336
2007-10-05,1130.6598411979983
2007-10-08,1135.0311347116456
2007-10-09,1141.9300839291895
2007-10-10,1133.2597408714457
2007-10-11,1121.6624948184285
2007-10-12,1130.1223369823297
2007-10-15,1116.8897225320786
2007-10-16,1114.7700161822693
2007-10-17,1112.1788332661565
2007-10-18,1107.9289308971463
2007-10-19,1085.6996652905746
2007-10-22,1100.6089602869831
2007-10-23,1102.1542371715868
2007-10-24,1102.1066150107254
2007-10-25,1097.3188195601526
2007-10-26,1103.6200290955157
2007-10-29,1106.6714691889795
2007-10-30,1098.1510094201253
2007-10-31,1106.735752728733
2007-11-01,1083.0512812393497
2007-11-02,1083.743307137355
2007-11-05,1083.718433521666
2007-11-06,1090.472631189888
2007-11-07,1052.3198607979793
2007-11-08,1045.3977099610088
2007-11-09,1030.0931223100097
2007-11-12,1040.0067665419192
2007-11-13,1062.8343967849864
2007-11-14,1048.4966455013132
2007-11-15,1043.0757210120307
2007-11-16,1052.4994167783773
2007-11-19,1035.6037608898935
2007-11-20,1028.0119000913337
2007-11-21,1008.348038123608
2007-11-22,1006.6503110162844
2007-11-23,1025.3498788221539
2007-11-26,1003.6168039065714
2007-11-27,1016.2124838399011
2007-11-28,1050.878470141103
2007-11-29,1050.158831531614
2007-11-30,1059.1980008679789
2007-12-03,1054.5168178364147
2007-12-04,1044.508415379807
2007-12-05,1064.6785629605731
2007-12-06,1080.2942520087165
2007-12-07,1073.9695597936413
2007-12-10,1078.4004046491336
2007-12-11,1057.0652161940093
2007-12-12,1065.1943054763176
2007-12-13,1072.4907479325004
2007-12-14,1070.2637192145285
2007-12-17,1059.470007070383
2007-12-18,1063.436671800045
2007-12-19,1063.736695202403
2007-12-20,1070.9739205593976
2007-12-21,1084.6831176042106
2007-12-24,1089.8422119283462
2007-12-25,1089.8422119283462
2007-12-26,1080.494338764208
2007-12-27,1060.4464493039147
2007-12-28,1051.9016858124319
2007-12-31,1049.8171254150095
2008-01-01,1049.8171254150095
2008-01-02,1023.6012738977946
2008-01-03,1021.6652338774121
2008-01-04,992.8055725506468
2008-01-07,999.0135676877794
2008-01-08,983.5852301504011
2008-01-09,998.5480768743327
2008-01-10,1002.5418394401819
2008-01-11,981.9948289777799
2008-01-14,987.9023248971819
2008-01-15,966.9376987287274
2008-01-16,975.1766698159995
2008-01-17,949.0498375066855
2008-01-18,949.4867904669654
2008-01-21,959.0282179145062
2008-01-22,942.4583537268962
2008-01-23,968.053982674486
2008-01-24,966.544485981705
2008-01-25,951.2845987078408
2008-01-28,958.2076748538649
2008-01-29,961.3002857742702
2008-01-30,957.2110866183871
2008-01-31,971.352241243922
2008-02-01,981.2119852274259
2008-02-04,971.2352559773252
2008-02-05,956.5494199552912
2008-02-06,949.911594235445
2008-02-07,967.0046387536313
2008-02-08,963.0132628516927
2008-02-11,971.46050245055
2008-02-12,975.2193819329882
2008-02-13,989.5602596290236
2008-02-14,969.7282589736806
2008-02-15,964.6582805577211
2008-02-18,967.1273738292326
2008-02-19,958.8654279620704
2008-02-20,979.1576866190528
2008-02-21,958.9687890030386
2008-02-22,967.2889633513151
2008-02-25,979.3579343903924
2008-02-26,984.7596999280146
2008-02-27,970.1314138399617
2008-02-28,954.9545722872666
2008-02-29,932.054136761783
2008-03-03,933.3926345875669
2008-03-04,930.3586974824906
2008-03-05,932.691588604537
