Date,Germany SRI
2010-05-26,1000.0
2010-05-27,1023.0345739047018
2010-05-28,1020.8656396042736
2010-05-31,1026.658559467565
2010-06-01,1031.7518240089594
2010-06-02,1037.7305931503931
2010-06-03,1048.7614526007824
2010-06-04,1032.586271265862
2010-06-07,1027.8747349716061
2010-06-08,1022.9087628378111
2010-06-09,1042.68661185234
2010-06-10,1055.9983134307831
2010-06-11,1059.8545551948491
2010-06-14,1066.4722567986323
2010-06-15,1070.8190199055357
2010-06-16,1073.1711004134893
2010-06-17,1082.847174331231
2010-06-18,1084.3885821681872
2010-06-21,1095.57119714491
2010-06-22,1094.0535098199725
2010-06-23,1084.469070953033
2010-06-24,1071.9247813547993
2010-06-25,1065.9465502855937
2010-06-28,1077.089260609031
2010-06-29,1050.0253940866226
2010-06-30,1048.2842096023874
2010-07-01,1029.075519439551
2010-07-02,1027.2129456528132
2010-07-05,1024.496102446362
2010-07-06,1047.913495023328
2010-07-07,1055.2587014786614
2010-07-08,1052.7491132146886
2010-07-09,1062.5650761447241
2010-07-12,1060.607376992985
2010-07-13,1079.4044774380634
2010-07-14,1082.8066133437642
2010-07-15,1074.3149922295404
2010-07-16,1063.1624710242972
2010-07-19,1058.8681136471178
2010-07-20,1052.147179648349
2010-07-21,1058.0335578974552
2010-07-22,1078.241811117074
2010-07-23,1082.1520943441974
2010-07-26,1083.4595396185234
2010-07-27,1082.0274045174344
2010-07-28,1075.728016123019
2010-07-29,1067.7569731639621
2010-07-30,1066.7278047014133
2010-08-02,1088.2405569122661
2010-08-03,1090.9145674728043
2010-08-04,1098.1399270564382
2010-08-05,1099.2802223041163
2010-08-06,1083.8394076932116
2010-08-09,1096.313942864423
2010-08-10,1086.086183906662
2010-08-11,1067.9102142499462
2010-08-12,1061.0118301637679
2010-08-13,1058.2525734258497
2010-08-16,1058.6236031723572
2010-08-17,1076.4258460003248
2010-08-18,1071.7752737041706
2010-08-19,1059.1602504820778
2010-08-20,1046.514641938135
2010-08-23,1047.4823364498334
2010-08-24,1037.0253415327713
2010-08-25,1028.3674262614966
2010-08-26,1030.4023751933644
2010-08-27,1033.3949303720376
2010-08-30,1027.1872609552233
2010-08-31,1027.888479280348
2010-09-01,1053.7459365739012
2010-09-02,1058.7340481255846
2010-09-03,1065.376717507328
2010-09-06,1069.3045003638608
2010-09-07,1060.7864521951203
2010-09-08,1070.4496467585602
2010-09-09,1084.0918309159047
2010-09-10,1084.5037550080247
2010-09-13,1094.7730938318182
2010-09-14,1100.7523532317823
2010-09-15,1099.8252317078507
2010-09-16,1096.3659088449622
2010-09-17,1099.8684576170826
2010-09-20,1111.5157308656278
2010-09-21,1108.887215742519
2010-09-22,1097.667788380286
2010-09-23,1096.0547798710513
2010-09-24,1106.704140538365
2010-09-27,1105.7481965639408
2010-09-28,1103.1253953617008
2010-09-29,1102.595261076999
2010-09-30,1098.3251181742705
2010-10-01,1091.8280029667292
2010-10-04,1083.282305584627
2010-10-05,1103.0488394474971
2010-10-06,1109.1977950065761
2010-10-07,1106.0909582150043
2010-10-08,1110.906801893096
2010-10-11,1113.4173405755998
2010-10-12,1116.61782024212
2010-10-13,1135.2176364694856
2010-10-14,1137.0357231593916
2010-10-15,1139.226866479558
2010-10-18,1139.4010999394243
2010-10-19,1136.130843308425
2010-10-20,1138.6100692935697
2010-10-21,1153.0907397410645
2010-10-22,1154.6387425658074
2010-10-25,1163.4845168638174
2010-10-26,1163.583724893598
2010-10-27,1152.162203874304
2010-10-28,1154.2088806285908
2010-10-29,1158.8038166942579
2010-11-01,1161.040989315972
2010-11-02,1158.9455216773722
2010-11-03,1153.6446342143486
2010-11-04,1175.4352573578522
2010-11-05,1181.6249656972595
2010-11-08,1176.5844392224415
2010-11-09,1180.0335832303895
2010-11-10,1176.9291551966628
2010-11-11,1175.256094332472
2010-11-12,1175.3081967307405
2010-11-15,1178.745216109067
2010-11-16,1159.9128265013796
2010-11-17,1161.0674407091233
2010-11-18,1181.5491284671543
2010-11-19,1183.151361739723
2010-11-22,1178.5858728511091
2010-11-23,1167.3627964537043
2010-11-24,1183.639915450295
2010-11-25,1195.2975782922733
2010-11-26,1194.2453139624276
2010-11-29,1171.435834847871
2010-11-30,1169.1836297170635
2010-12-01,1197.1205270199416
2010-12-02,1212.7756850160101
2010-12-03,1215.0177020074434
2010-12-06,1216.0781295814597
2010-12-07,1222.2773099733658
2010-12-08,1212.206038508528
2010-12-09,1209.267190721952
2010-12-10,1215.326662075162
2010-12-13,1222.4483856664356
2010-12-14,1224.7490262537212
2010-12-15,1221.5919286071153
2010-12-16,1225.8690762272097
2010-12-17,1226.8245601304698
2010-12-20,1232.7701063507957
2010-12-21,1244.9729852209089
2010-12-22,1241.7800373549358
2010-12-23,1239.3936412922021
2010-12-24,1239.393641292202
2010-12-27,1225.9714096617638
2010-12-28,1225.6644873859857
2010-12-29,1228.2569627296186
2010-12-30,1217.78912122879
2010-12-31,1217.78912122879
2011-01-03,1229.8421240997684
2011-01-04,1230.3640511045876
2011-01-05,1214.8764993792183
2011-01-06,1218.5037447476589
2011-01-07,1211.664388717526
2011-01-10,1193.747655132701
2011-01-11,1214.3790701891176
2011-01-12,1229.8944644676817
2011-01-13,1225.2399793449956
2011-01-14,1224.9835403167756
2011-01-17,1228.9764174502318
2011-01-18,1232.8804710179816
2011-01-19,1227.524024141733
2011-01-20,1207.5853910210794
2011-01-21,1208.6042619002342
2011-01-24,1209.6122272660434
2011-01-25,1211.7201545117423
2011-01-26,1225.2416140530056
2011-01-27,1228.5733171121158
2011-01-28,1226.4026315589642
2011-01-31,1222.737436895884
2011-02-01,1234.852457226188
2011-02-02,1245.0323567062876
2011-02-03,1246.5981137488243
2011-02-04,1256.2764811625111
2011-02-07,1269.6666830174634
