Date,UNITED KINGDOM SRI
2007-09-28,1000.0
2007-10-01,1009.6699232171958
2007-10-02,1010.0462845038268
2007-10-03,1013.0217271660898
2007-10-04,1017.2072936533551
2007-10-05,1019.332851123752
2007-10-08,1017.9007135237426
2007-10-09,1030.383279021796
2007-10-10,1034.7415533916355
2007-10-11,1037.808323232461
2007-10-12,1036.9709263338418
2007-10-15,1022.0615101174393
2007-10-16,1017.723075383498
2007-10-17,1032.1437818723116
2007-10-18,1016.2741753088175
2007-10-19,1007.2944472698924
2007-10-22,989.9931932634202
2007-10-23,1008.2634542578711
2007-10-24,1001.099493666335
2007-10-25,1014.4732267114857
2007-10-26,1022.4394433396907
2007-10-29,1030.594123684053
2007-10-30,1026.3684451039821
2007-10-31,1041.0300795935157
2007-11-01,1023.7436332005161
2007-11-02,1016.5227797691053
2007-11-05,994.3113853813288
2007-11-06,999.6313591357489
2007-11-07,984.9381038474568
2007-11-08,999.030686776183
2007-11-09,983.4375872104797
2007-11-12,975.7451087487249
2007-11-13,972.9064858133373
2007-11-14,977.6593291162383
2007-11-15,956.6043085506979
2007-11-16,947.166944843314
2007-11-19,917.8836159687298
2007-11-20,935.2537093198177
2007-11-21,902.5570985418851
2007-11-22,915.1184879405708
2007-11-23,934.4873926024413
2007-11-26,929.4846741401778
2007-11-27,922.7285320223738
2007-11-28,958.4374374630961
2007-11-29,964.0073663918531
2007-11-30,987.8091801529688
2007-12-03,988.1353597949071
2007-12-04,966.1130577153365
2007-12-05,985.2158499442239
2007-12-06,980.9316443830537
2007-12-07,994.8920298090234
2007-12-10,1005.463360547477
2007-12-11,1003.822608971017
2007-12-12,1006.90484161841
2007-12-13,982.0970398279139
2007-12-14,990.4873618673438
2007-12-17,967.9947900785738
2007-12-18,967.4208167480685
2007-12-19,963.6339616399796
2007-12-20,963.0698499912125
2007-12-21,974.899833331784
2007-12-24,975.8674782695615
2007-12-25,975.8674782695615
2007-12-26,972.4175337153855
2007-12-27,975.492977628902
2007-12-28,968.2011718642161
2007-12-31,970.1364878937145
2008-01-01,970.1364878937145
2008-01-02,949.1765894242645
2008-01-03,951.3825436343803
2008-01-04,928.0143076002512
2008-01-07,924.385063998144
2008-01-08,922.277148807813
2008-01-09,901.5191644086932
2008-01-10,887.3393962273619
2008-01-11,883.4846825241179
2008-01-14,882.4412497071473
2008-01-15,867.2117788135599
2008-01-16,864.0670836071562
2008-01-17,870.2168937371637
2008-01-18,869.4038849860626
2008-01-21,834.3602431603822
2008-01-22,862.3168600568147
2008-01-23,845.5022176427776
2008-01-24,880.4173674691492
2008-01-25,886.9120576377488
2008-01-28,874.6178544614621
2008-01-29,896.985439579298
2008-01-30,886.712771274731
2008-01-31,903.0561868924814
2008-02-01,915.0002065247089
2008-02-04,914.5853495286868
2008-02-05,888.0314790574604
2008-02-06,889.1921783749699
2008-02-07,879.8247437704673
2008-02-08,896.9444786069826
2008-02-11,884.8474901552556
2008-02-12,912.7136532774957
2008-02-13,909.5942806764845
2008-02-14,912.5831496298374
2008-02-15,888.4089304593576
2008-02-18,910.4221101972039
2008-02-19,902.2015777053715
2008-02-20,902.0970200301568
2008-02-21,906.4617754014527
2008-02-22,900.4395490019278
2008-02-25,914.5597729378243
2008-02-26,926.9362813062241
2008-02-27,923.4857506299778
2008-02-28,904.6928082344227
2008-02-29,894.2482273783706
2008-03-03,879.5922392970864
2008-03-04,874.526313275207
2008-03-05,896.8996785171935
2008-03-06,892.8752540434479
2008-03-07,883.8076321549286
2008-03-10,869.9810732325247
2008-03-11,873.8405107560089
2008-03-12,884.6397937686813
2008-03-13,874.7901805579932
2008-03-14,863.7759015691022
2008-03-17,808.0048794097399
2008-03-18,846.1859705236196
2008-03-19,832.0454252480455
2008-03-20,830.634773917373
2008-03-21,830.634773917373
2008-03-24,833.080756237786
2008-03-25,859.6786511776295
2008-03-26,846.8874825043304
2008-03-27,856.4385881974322
2008-03-28,844.934351920719
2008-03-31,841.8646928656964
2008-04-01,866.9423646470583
2008-04-02,871.5593748600517
2008-04-03,873.0705995765826
2008-04-04,872.0624335945708
2008-04-07,884.8379076940156
2008-04-08,870.3441383925186
2008-04-09,867.2389068339442
2008-04-10,863.9048785075653
2008-04-11,851.82036731267
2008-04-14,843.737235571838
2008-04-15,849.824793916053
2008-04-16,865.2167699400957
2008-04-17,864.0186814505432
2008-04-18,889.3749676919555
2008-04-21,869.3590714898305
2008-04-22,870.2319574885976
2008-04-23,882.7767267928942
2008-04-24,887.6813641623319
2008-04-25,904.2831791117462
2008-04-28,910.1173226485282
2008-04-29,893.394931445682
2008-04-30,894.9946076442553
2008-05-01,905.6327478794379
2008-05-02,928.3149998388112
2008-05-05,920.9617047199191
2008-05-06,930.6434284209619
2008-05-07,928.6879463309879
2008-05-08,936.6320662335861
2008-05-09,918.4069638082777
2008-05-12,923.557094363646
2008-05-13,907.5824112700172
2008-05-14,904.9115703583392
2008-05-15,910.9153152449079
2008-05-16,917.2622208861945
2008-05-19,933.5729497328051
2008-05-20,906.5816106498017
2008-05-21,898.8723754307676
2008-05-22,906.4565234381441
2008-05-23,889.5765552342301
2008-05-26,889.2209427334283
2008-05-27,889.8573542105489
2008-05-28,903.990028467463
2008-05-29,908.5569722708981
2008-05-30,908.2706682548197
2008-06-02,894.887443301002
2008-06-03,908.5139589762631
2008-06-04,894.1215551118955
2008-06-05,888.526824037661
2008-06-06,877.8521645885565
2008-06-09,883.3636585645351
2008-06-10,878.3191917311358
2008-06-11,864.3696700170404
2008-06-12,873.8669373403965
2008-06-13,877.9670469308662
2008-06-16,877.7182223119306
2008-06-17,876.7597261477114
2008-06-18,862.6251371798339
2008-06-19,864.6823335553732
2008-06-20,853.1389724160689
2008-06-23,863.5545953467222
2008-06-24,848.2967513659703
2008-06-25,852.8651201481764
2008-06-26,825.4385474022934
2008-06-27,832.6498331826357
2008-06-30,841.4110295823049
2008-07-01,819.1008160218926
2008-07-02,796.9513911238253
2008-07-03,803.023640529162
2008-07-04,789.9025443348646
2008-07-07,804.9909149775908
2008-07-08,794.7588448146039
2008-07-09,809.2196833186902
2008-07-10,787.1184391407872
2008-07-11,763.5043556651111
2008-07-14,773.6954583237398
2008-07-15,754.6303116257667
2008-07-16,755.6351873740816
2008-07-17,774.739837783928
2008-07-18,785.9431814495262
2008-07-21,793.1427431858974
2008-07-22,797.8001035929807
2008-07-23,819.0129384810523
2008-07-24,787.3592876786995
2008-07-25,789.667170681023
2008-07-28,787.6175856550591
2008-07-29,792.2653293147993
2008-07-30,814.3245227620619
2008-07-31,817.3262089599405
2008-08-01,801.3738523114905
2008-08-04,783.8650730401087
2008-08-05,802.5244020148663
2008-08-06,814.9596234082286
2008-08-07,816.3025715831695
2008-08-08,826.1235685601936
2008-08-11,834.4908675074415
2008-08-12,823.5970432933088
2008-08-13,791.817015914695
2008-08-14,806.2067799853531
2008-08-15,807.7140203998339
2008-08-18,803.358699672106
2008-08-19,783.4755096817411
2008-08-20,794.9873855987785
2008-08-21,802.1901613008151
2008-08-22,815.8431176099896
2008-08-25,815.5146630782549
2008-08-26,808.8069068536405
2008-08-27,813.7105770196324
2008-08-28,818.6605733048827
2008-08-29,824.2912968382979
2008-09-01,810.7677709394376
2008-09-02,807.0713580169278
2008-09-03,784.3489572111328
2008-09-04,768.7782721987575
2008-09-05,756.3528111237339
2008-09-08,795.4053548818249
2008-09-09,785.5290804839609
2008-09-10,776.4930024570701
2008-09-11,779.6084063032619
2008-09-12,802.3342749254871
2008-09-15,774.604778005998
2008-09-16,746.0122839692613
2008-09-17,741.8967956291223
2008-09-18,744.835370938718
2008-09-19,813.4493527444027
2008-09-22,795.0458922095703
2008-09-23,777.126448371857
2008-09-24,775.266821173876
2008-09-25,778.6050912616503
2008-09-26,762.4014528919579
2008-09-29,711.7987281952385
2008-09-30,737.6259320089171
2008-10-01,741.0716757167592
2008-10-02,723.7127940323782
2008-10-03,732.194235086656
2008-10-06,670.9066237615461
2008-10-07,691.3084137182626
2008-10-08,639.4492394590301
2008-10-09,633.1085174903479
2008-10-10,578.3930956781697
2008-10-13,648.1230427990716
2008-10-14,661.6179004013576
2008-10-15,605.9385744765939
2008-10-16,568.7103717515795
2008-10-17,583.2683428342979
2008-10-20,611.6822455254294
2008-10-21,610.4172974292194
2008-10-22,570.6528553346571
2008-10-23,566.4239928287233
2008-10-24,528.6505146328005
2008-10-27,511.51808711203563
2008-10-28,519.7789975846052
2008-10-29,574.8949443932039
2008-10-30,595.4776726055217
2008-10-31,622.87125558422
2008-11-03,619.1262201333474
2008-11-04,653.3274438207724
2008-11-05,642.2325254295429
2008-11-06,613.8273481469929
2008-11-07,621.4485783251212
2008-11-10,617.1752859400954
2008-11-11,589.135154178577
2008-11-12,558.8545188781363
2008-11-13,539.3258936173951
2008-11-14,539.8811353341691
