Date,CANADA SRI
2007-09-28,1000.0
2007-10-01,1010.364013227566
2007-10-02,996.2641217747932
2007-10-03,984.9801566964896
2007-10-04,992.4504633740505
2007-10-05,1014.5253634807513
2007-10-08,1015.4938062343226
2007-10-09,1023.3409058630176
2007-10-10,1016.6757992759268
2007-10-11,1017.3713039983569
2007-10-12,1026.6442732015798
2007-10-15,1016.592565432933
2007-10-16,1014.4186583685721
2007-10-17,1020.5619265644375
2007-10-18,1017.7410334431934
2007-10-19,1006.0191622027498
2007-10-22,1004.3164280644996
2007-10-23,1006.732572330139
2007-10-24,999.6109000437999
2007-10-25,1005.2649717806236
2007-10-26,1018.9535913502484
2007-10-29,1041.1471560804503
2007-10-30,1035.0896222294043
2007-10-31,1065.0884300623322
2007-11-01,1051.1785825778868
2007-11-02,1059.9972265827369
2007-11-05,1055.1024892153805
2007-11-06,1058.920518852027
2007-11-07,1041.302366430057
2007-11-08,1028.0333139997877
2007-11-09,996.316729982954
2007-11-12,959.9589422548696
2007-11-13,972.7139986999557
2007-11-14,985.4387404197897
2007-11-15,943.7769853135595
2007-11-16,947.5169985670036
2007-11-19,924.8287841489032
2007-11-20,925.6420352916599
2007-11-21,906.854767676178
2007-11-22,915.0047617038143
2007-11-23,921.1846163291162
2007-11-26,908.2005825910363
2007-11-27,917.6271372720179
2007-11-28,951.9781033184538
2007-11-29,952.5953560099111
2007-11-30,966.686864494703
2007-12-03,971.0532146564561
2007-12-04,956.9775993234455
2007-12-05,971.6506549174651
2007-12-06,977.6246969277516
2007-12-07,982.0008251119949
2007-12-10,985.5874530234087
2007-12-11,968.702417611652
2007-12-12,975.6953574106869
2007-12-13,965.8042980869111
2007-12-14,972.0223580436578
2007-12-17,970.3356832470819
2007-12-18,960.5481405268533
2007-12-19,970.4974767006282
2007-12-20,983.1113506801094
2007-12-21,996.5571739621397
2007-12-24,1013.1962602831996
2007-12-25,1013.1962602831996
2007-12-26,1011.2433650968109
2007-12-27,1012.0711344846392
2007-12-28,1015.1741502096628
2007-12-31,1013.0071463575725
2008-01-01,1013.0071463575725
2008-01-02,1000.5667776483331
2008-01-03,1006.3962873069105
2008-01-04,980.7738050722497
2008-01-07,969.5159007771043
2008-01-08,970.0690452293464
2008-01-09,970.9980862434797
2008-01-10,970.2419659362424
2008-01-11,967.5161819562798
2008-01-14,970.448126569389
2008-01-15,941.9964062960142
2008-01-16,929.8377378521579
2008-01-17,896.397733056496
2008-01-18,894.4358406739908
2008-01-21,850.8727163472062
2008-01-22,897.932809583965
2008-01-23,904.5996499132193
2008-01-24,921.7146526002402
2008-01-25,930.5347342785311
2008-01-28,935.7346423173642
