Date,EM ASIA MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,992.9335234567425
2001-06-04,991.8692328803733
2001-06-05,989.0271611010738
2001-06-06,996.2583487695397
2001-06-07,989.4430119727318
2001-06-08,1004.9788439519831
2001-06-11,1014.9158300866527
2001-06-12,1007.3658793722677
2001-06-13,1003.0430284108363
2001-06-14,985.3329908608684
2001-06-15,980.9091191992051
2001-06-18,971.0863150076071
2001-06-19,976.3091487503742
2001-06-20,980.8322604898258
2001-06-21,979.9244237559258
2001-06-22,975.5220464242641
2001-06-25,965.2294649627992
2001-06-26,960.4532088147081
2001-06-27,965.0226825946643
2001-06-28,969.4963165393924
2001-06-29,986.8501628471429
2001-07-02,984.4176135824805
2001-07-03,979.0951010090795
2001-07-04,973.8437257995691
2001-07-05,984.3877213636978
2001-07-06,974.6845208866015
2001-07-09,961.6092414609237
2001-07-10,952.2662772236932
2001-07-11,934.3015045751362
2001-07-12,948.7166467863602
2001-07-13,939.9611561702578
2001-07-16,928.1389551599926
2001-07-17,928.4486233462491
2001-07-18,895.3399827132305
2001-07-19,895.125977547219
2001-07-20,890.3546718371346
2001-07-23,885.9111045999203
2001-07-24,870.2987927798857
2001-07-25,869.511449026703
2001-07-26,884.132005562223
2001-07-27,893.3637959207038
2001-07-30,890.860276637349
2001-07-31,895.9483618876084
2001-08-01,896.2448601995396
2001-08-02,904.036266787742
2001-08-03,903.8454027897463
2001-08-06,901.9020001577729
2001-08-07,906.104505116711
2001-08-08,913.7064697591126
2001-08-09,890.2077471714538
2001-08-10,886.473050301223
2001-08-13,889.5912811727522
2001-08-14,903.3676539717886
2001-08-15,893.5198067978112
2001-08-16,896.5618161486077
2001-08-17,886.2996778240018
2001-08-20,881.1245878943777
2001-08-21,882.7685773006403
2001-08-22,871.791064387923
2001-08-23,879.4662005491755
2001-08-24,873.7130751386753
2001-08-27,890.7766765064057
2001-08-28,886.3465712523362
2001-08-29,890.3536700613059
2001-08-30,890.25171778087
2001-08-31,883.8132318505747
2001-09-03,881.0536892997953
2001-09-04,903.8291040967503
2001-09-05,902.2009371232646
2001-09-06,895.7204016366624
2001-09-07,882.3746885633041
2001-09-10,882.7608456674421
2001-09-11,864.4444089785551
2001-09-12,835.93373405344
2001-09-13,824.2239876051442
2001-09-14,785.8504723760635
2001-09-17,765.2262651540276
2001-09-18,770.2995387592426
2001-09-19,775.4179549317722
2001-09-20,768.3242434678854
2001-09-21,758.7918674029834
2001-09-24,758.5257123848429
2001-09-25,744.7949119753823
2001-09-26,752.1528277089587
2001-09-27,757.259588542617
2001-09-28,777.0648871434724
2001-10-01,769.6634964914223
2001-10-02,760.0466395121056
2001-10-03,754.6838331753199
2001-10-04,771.8268703650135
2001-10-05,773.1935763676441
2001-10-08,760.5696903815276
2001-10-09,775.4131784865682
2001-10-10,781.6974373485117
2001-10-11,804.6518095897848
2001-10-12,800.8726461721903
2001-10-15,798.7673487329572
2001-10-16,805.8767630688021
2001-10-17,812.5493459610664
2001-10-18,810.1828555748829
2001-10-19,817.7186593527745
2001-10-22,825.5726744425546
2001-10-23,834.4914061949916
2001-10-24,843.6678772046306
2001-10-25,841.2580259302157
2001-10-26,846.8635875449519
2001-10-29,834.4547032434892
2001-10-30,816.6207138658947
2001-10-31,826.1651040210838
2001-11-01,824.6734021822293
2001-11-02,832.1401492023958
2001-11-05,844.624244307328
2001-11-06,846.479420796582
2001-11-07,843.4508112219683
2001-11-08,858.4782537945999
2001-11-09,862.5601826900115
2001-11-12,865.661482639397
2001-11-13,875.693016996065
2001-11-14,887.8229690467689
2001-11-15,905.3860453928029
2001-11-16,906.1793699208897
2001-11-19,920.3252885565952
2001-11-20,907.537591221339
2001-11-21,923.6355544875831
2001-11-22,924.6461549740367
2001-11-23,940.130268990513
2001-11-26,956.9696627401925
2001-11-27,948.3179396384015
2001-11-28,921.7781374029233
2001-11-29,922.3133099301497
2001-11-30,917.1395771985239
2001-12-03,934.9959387426549
2001-12-04,939.6944616463769
2001-12-05,967.6929584479542
2001-12-06,978.243050337276
2001-12-07,993.4078835994868
2001-12-10,984.568380395372
2001-12-11,980.7289725336835
2001-12-12,993.0203941423903
2001-12-13,981.317457904926
2001-12-14,973.8368131687154
2001-12-17,963.2298276388304
2001-12-18,958.820566809028
2001-12-19,953.0503366056537
2001-12-20,965.535403979444
2001-12-21,958.5930492542024
2001-12-24,972.3355506143549
2001-12-25,982.0599630067737
2001-12-26,981.0254733437175
2001-12-27,971.9924360537536
2001-12-28,993.4292834513482
2001-12-31,999.073403783878
2002-01-01,999.1479244814057
2002-01-02,995.9984742316888
2002-01-03,1001.0363914158943
2002-01-04,1023.4919796709099
2002-01-07,1045.5697815759477
2002-01-08,1035.0964998977925
2002-01-09,1044.822426550411
2002-01-10,1026.2514059894531
2002-01-11,1020.1663885195866
2002-01-14,1020.4729959637604
2002-01-15,1010.0135652788053
2002-01-16,1011.866093768277
2002-01-17,1019.0763677549991
2002-01-18,1018.9739125726682
2002-01-21,1038.6419979959978
2002-01-22,1035.4870867312832
2002-01-23,1043.8614760343294
2002-01-24,1059.1445481015708
2002-01-25,1094.036368227252
2002-01-28,1104.212541876982
2002-01-29,1097.3883978643364
2002-01-30,1080.929535948458
2002-01-31,1093.8000498947779
2002-02-01,1090.4755149335317
2002-02-04,1079.749528126408
2002-02-05,1079.026651177279
2002-02-06,1088.6294080060761
2002-02-07,1080.9070925243793
2002-02-08,1084.7361621253674
2002-02-11,1078.9868623145285
2002-02-12,1080.6004115933986
2002-02-13,1086.425244419669
2002-02-14,1120.060218499658
2002-02-15,1116.8266438290768
2002-02-18,1123.6977678225903
2002-02-19,1107.5202739284885
2002-02-20,1100.1707900742592
2002-02-21,1100.8331831227752
2002-02-22,1092.837637621774
2002-02-25,1091.759193676503
2002-02-26,1100.0956440592306
2002-02-27,1125.555423101295
2002-02-28,1118.4696898191976
2002-03-01,1123.144961977608
2002-03-04,1138.9153096558036
2002-03-05,1149.44478615823
2002-03-06,1151.3436821171886
2002-03-07,1143.289951815654
2002-03-08,1144.8894492662164
2002-03-11,1157.8125507798761
2002-03-12,1168.8288341342907
2002-03-13,1163.0636041783478
2002-03-14,1158.3697185324504
2002-03-15,1152.3383215934593
2002-03-18,1157.7840709399513
2002-03-19,1159.3778085550655
2002-03-20,1163.861092898157
2002-03-21,1166.1958227876103
2002-03-22,1182.2363350645817
2002-03-25,1180.2210275140635
2002-03-26,1182.2705989302804
2002-03-27,1193.77627432065
2002-03-28,1196.43707839124
2002-03-29,1194.2267548648365
2002-04-01,1178.5131315677806
2002-04-02,1193.6172139559453
2002-04-03,1200.746198541528
2002-04-04,1199.019627828824
2002-04-05,1206.0465835444497
2002-04-08,1204.806186491719
2002-04-09,1184.9399148205534
2002-04-10,1165.1772362828206
2002-04-11,1164.4842495444198
2002-04-12,1180.6345570852777
2002-04-15,1190.3986743221324
2002-04-16,1192.0825639535526
2002-04-17,1210.177880071186
2002-04-18,1212.589755032423
2002-04-19,1214.5323754643766
2002-04-22,1214.0668340242394
2002-04-23,1211.6386469890836
2002-04-24,1203.82012152651
2002-04-25,1170.043360727938
2002-04-26,1171.540941656699
2002-04-29,1151.3185893297086
2002-04-30,1149.3294551730962
2002-05-01,1143.2687728548776
2002-05-02,1151.1296142083352
2002-05-03,1143.0291638191654
2002-05-06,1114.9690132730784
2002-05-07,1120.02370848707
2002-05-08,1133.2337627162442
2002-05-09,1133.759575675059
2002-05-10,1120.867825181509
2002-05-13,1123.8245659902104
2002-05-14,1141.5540159558416
2002-05-15,1153.941743546416
2002-05-16,1144.9823060715207
2002-05-17,1142.9735449027107
2002-05-20,1128.0649423141983
2002-05-21,1107.3688552860574
2002-05-22,1113.6109213512007
2002-05-23,1109.700475425537
2002-05-24,1126.2286074968401
2002-05-27,1131.9351836464034
2002-05-28,1115.3397057599557
2002-05-29,1107.43100667756
2002-05-30,1098.0324174638802
