Date,EM EUROPE MINIMUM VOLATILITY (USD)
2001-12-24,1006.2452891392409
2001-12-25,1006.0513127033967
2001-12-26,1009.4741574621079
2001-12-27,1019.021308872693
2001-12-28,1037.1592743837004
2001-12-31,1031.8072541521612
2002-01-01,1031.8072541521612
2002-01-02,1023.1374408815813
2002-01-03,1062.851116329862
2002-01-04,1097.681068158143
2002-01-07,1117.8444141009313
2002-01-08,1126.072729605738
2002-01-09,1122.9813410193165
2002-01-10,1106.8731842142358
2002-01-11,1112.9641123396598
2002-01-14,1088.8312887826908
2002-01-15,1089.0230280749506
2002-01-16,1086.558420600225
2002-01-17,1112.806201213818
2002-01-18,1110.4054665085814
2002-01-21,1111.0736735227963
2002-01-22,1141.3985167843425
2002-01-23,1129.8970612242656
2002-01-24,1117.5524443827883
2002-01-25,1126.88491972213
2002-01-28,1127.8481748764689
2002-01-29,1146.8732909248122
2002-01-30,1121.041129068148
2002-01-31,1157.5010349331528
2002-02-01,1153.917537961965
2002-02-04,1136.9769630437681
2002-02-05,1118.0708214288304
2002-02-06,1115.4069789027558
2002-02-07,1104.4567349455463
2002-02-08,1091.3978098102282
2002-02-11,1094.6604946106963
2002-02-12,1103.0041154997205
2002-02-13,1111.1767915646442
2002-02-14,1115.9559133002742
2002-02-15,1098.505654863026
2002-02-18,1091.0234961052543
2002-02-19,1082.465854635814
2002-02-20,1072.9979480397744
2002-02-21,1077.762690593151
2002-02-22,1078.5712743214694
2002-02-25,1092.3989099118903
2002-02-26,1090.7070158519991
2002-02-27,1094.0666554656116
2002-02-28,1086.1509637013523
2002-03-01,1120.2846670650772
2002-03-04,1138.371078960931
2002-03-05,1141.7659758896878
2002-03-06,1135.5623891119812
2002-03-07,1153.8282312432868
2002-03-08,1161.4359528904433
2002-03-11,1138.3500460880744
2002-03-12,1121.7204487122947
2002-03-13,1122.773666991718
2002-03-14,1131.865375680589
2002-03-15,1135.7159808355884
2002-03-18,1134.8814857097648
2002-03-19,1123.2600454158583
2002-03-20,1119.5268091421242
2002-03-21,1143.0907517229853
2002-03-22,1164.5014530112182
2002-03-25,1149.9317388625752
2002-03-26,1146.688520694495
2002-03-27,1156.249113554454
2002-03-28,1170.4311842879504
2002-03-29,1166.5182975429789
2002-04-01,1158.5883018939846
2002-04-02,1142.5349501460287
2002-04-03,1133.9780222282016
2002-04-04,1138.127480050742
2002-04-05,1151.9290596937683
2002-04-08,1158.9694621685453
2002-04-09,1184.8033753722168
2002-04-10,1193.4481253437461
2002-04-11,1200.3582950862583
2002-04-12,1188.8716797563166
2002-04-15,1205.8245353432999
2002-04-16,1213.3123265998147
2002-04-17,1212.472731215653
2002-04-18,1214.8282476175525
2002-04-19,1225.1302387710273
2002-04-22,1208.0567841170089
2002-04-23,1210.7218107177382
2002-04-24,1210.2992354208484
2002-04-25,1199.2240550826716
2002-04-26,1224.0027288354959
2002-04-29,1217.4404919875512
2002-04-30,1200.7243362145814
2002-05-01,1192.2787411121974
2002-05-02,1193.4857341554239
2002-05-03,1189.2337646161884
2002-05-06,1189.9800069289113
2002-05-07,1171.2263387608225
2002-05-08,1200.4365882402976
2002-05-09,1196.3207739003376
2002-05-10,1189.7981690094389
2002-05-13,1188.4104058289013
2002-05-14,1217.861391857093
2002-05-15,1211.9144444145463
2002-05-16,1216.3595203760697
2002-05-17,1211.6940652098324
2002-05-20,1219.7448525497207
2002-05-21,1214.0965070927357
2002-05-22,1193.5736281827644
2002-05-23,1207.0539298489339
2002-05-24,1198.9941016121045
2002-05-27,1220.2657224559907
2002-05-28,1181.6545497643676
2002-05-29,1164.4188682731485
2002-05-30,1143.7863150925173
2002-05-31,1148.061431229224
2002-06-03,1159.4945691828636
2002-06-04,1140.0379435633415
2002-06-05,1153.383313795097
2002-06-06,1159.7652754033988
2002-06-07,1145.9032396243572
2002-06-10,1155.2438385428138
2002-06-11,1163.0427954061795
2002-06-12,1154.6546465142935
2002-06-13,1147.047084447194
2002-06-14,1105.509373284059
2002-06-17,1101.9776940633058
2002-06-18,1087.0700943164782
2002-06-19,1056.1671889166842
2002-06-20,1019.4482664794175
2002-06-21,1011.2744309507208
2002-06-24,981.1516016399758
2002-06-25,995.1792897488693
2002-06-26,943.9804022418659
2002-06-27,982.961732715702
2002-06-28,977.3779503995894
2002-07-01,991.512829490582
2002-07-02,966.8702268138923
2002-07-03,973.674105791848
2002-07-04,988.1782306790694
2002-07-05,1015.0263195694649
2002-07-08,994.5324478763414
2002-07-09,997.7457295473982
2002-07-10,1018.0774450016778
2002-07-11,990.4825792181532
2002-07-12,1000.9531658140244
2002-07-15,975.1863467028006
2002-07-16,966.1678184748332
2002-07-17,1006.4052234109793
2002-07-18,1000.8033816346816
2002-07-19,975.0046519431357
2002-07-22,950.0312812306148
2002-07-23,954.1005707818115
2002-07-24,900.0346438068365
2002-07-25,892.7396420700273
2002-07-26,909.9454851941907
2002-07-29,939.9626253573531
2002-07-30,934.3810225595372
2002-07-31,934.0625041673545
2002-08-01,943.4045210686417
2002-08-02,939.5766996145011
2002-08-05,910.6425177439776
2002-08-06,926.7855744141693
2002-08-07,930.1382606511924
2002-08-08,938.7480393240504
2002-08-09,931.0492332541905
2002-08-12,922.23750063794
2002-08-13,935.2957386293599
2002-08-14,933.810799199029
2002-08-15,943.978334791353
2002-08-16,944.0556724342898
2002-08-19,961.7058051174381
2002-08-20,965.7699044382614
2002-08-21,974.7314514064794
2002-08-22,986.3060015067398
2002-08-23,978.1654969533978
2002-08-26,977.4854089884655
2002-08-27,985.3329470572247
2002-08-28,974.4569511351381
2002-08-29,951.4308617209371
2002-08-30,960.6528292615718
2002-09-02,949.847042051193
2002-09-03,926.1631341732623
2002-09-04,937.1009532887393
2002-09-05,929.9672765889081
2002-09-06,949.9198748704817
2002-09-09,952.5969404752757
2002-09-10,978.5233693345549
2002-09-11,994.3514756951295
2002-09-12,970.9823068525874
2002-09-13,953.8114900672143
2002-09-16,961.372276802524
2002-09-17,971.956852544445
2002-09-18,946.5446529784625
2002-09-19,934.6697408106913
2002-09-20,949.418218282179
2002-09-23,943.6084332724154
2002-09-24,938.1380731930211
2002-09-25,957.9990782174366
2002-09-26,964.7276382799395
2002-09-27,950.9447375921616
2002-09-30,926.0390196508297
2002-10-01,931.5859306696686
2002-10-02,936.9402651059487
2002-10-03,932.979635453632
2002-10-04,941.0140881668792
2002-10-07,936.9505146118574
2002-10-08,935.5347355492163
2002-10-09,919.4423380593407
2002-10-10,923.810271786641
2002-10-11,929.3083720916646
2002-10-14,921.569199001858
2002-10-15,952.7627193997562
2002-10-16,949.5669753081379
2002-10-17,979.4849969705915
2002-10-18,979.9254201056077
2002-10-21,991.78954165822
2002-10-22,987.5633710689103
2002-10-23,987.3093779187177
2002-10-24,973.2515035526451
2002-10-25,968.7473223860754
2002-10-28,985.3216308330033
2002-10-29,978.4432511892031
2002-10-30,994.0194600046793
2002-10-31,1004.3969981950075
2002-11-01,1001.0046530129597
2002-11-04,1013.8616096573742
2002-11-05,1008.5167186094299
2002-11-06,1005.2839814406066
2002-11-07,1014.9357420772993
2002-11-08,1015.7797334056639
2002-11-11,1010.9665173502383
2002-11-12,1013.0812143774513
2002-11-13,1019.1708540249625
2002-11-14,1036.6984021905723
2002-11-15,1046.5788430188409
2002-11-18,1056.9235553050437
2002-11-19,1035.4594388863482
2002-11-20,1035.7963458036397
2002-11-21,1060.5899707743024
2002-11-22,1068.8751615264036
2002-11-25,1077.3214644634156
2002-11-26,1067.4440024511373
2002-11-27,1073.482596087056
2002-11-28,1070.0937548998659
2002-11-29,1074.4314718363642
2002-12-02,1090.3533720073106
2002-12-03,1071.950452448295
2002-12-04,1051.802243613874
2002-12-05,1056.4663903137478
2002-12-06,1043.7650637003092
2002-12-09,1043.9765500607466
2002-12-10,1041.981484165527
2002-12-11,1025.2711241418215
2002-12-12,1028.9942800942595
2002-12-13,1028.0973097433507
2002-12-16,1021.9357762975326
2002-12-17,1010.7194834152443
2002-12-18,995.2122718747987
2002-12-19,999.7457391331866
2002-12-20,999.3385370013891
2002-12-23,1001.9454954561909
2002-12-24,995.60186247985
2002-12-25,999.8766024885806
2002-12-26,997.5855775615818
2002-12-27,998.8496343378825
2002-12-30,994.2260003456348
2002-12-31,994.7104737430202
2003-01-01,994.7104737430202
2003-01-02,1009.2957689058039
2003-01-03,1016.1146738376871
2003-01-06,1006.0993687661759
2003-01-07,1002.9770797808414
2003-01-08,1003.3776002323685
2003-01-09,1001.870093282052
2003-01-10,999.6019124896399
2003-01-13,1008.360975341805
2003-01-14,1001.7897367521786
2003-01-15,1006.555285942561
2003-01-16,1003.2552834906145
2003-01-17,980.4533343526889
2003-01-20,981.0092749992414
2003-01-21,957.5808352171255
2003-01-22,946.7983181305576
2003-01-23,949.2270839017681
2003-01-24,942.2804748319693
2003-01-27,928.7365395862097
2003-01-28,936.3965664137044
2003-01-29,938.8643827960399
2003-01-30,952.9645853463726
2003-01-31,948.8010632393399
2003-02-03,965.3165116613657
2003-02-04,948.2216974526274
2003-02-05,950.9014046879676
2003-02-06,943.9211263642878
2003-02-07,952.6814211378326
2003-02-10,959.9653386144322
2003-02-11,981.7955158228467
2003-02-12,977.7662667639506
2003-02-13,977.493452850507
2003-02-14,978.6718949316323
2003-02-17,990.2329071927041
2003-02-18,1000.2240883906896
2003-02-19,989.4222730304209
2003-02-20,989.8770893646368
2003-02-21,993.9614493183894
2003-02-24,993.718482122418
2003-02-25,992.7676602037667
2003-02-26,992.5567782863262
2003-02-27,999.1044627350255
2003-02-28,1002.5028435284643
2003-03-03,992.057180392449
2003-03-04,982.9131868454874
2003-03-05,996.9159448311101
2003-03-06,1008.8081165883646
2003-03-07,997.7805160438999
2003-03-10,1003.2227699354579
2003-03-11,993.2691418052597
2003-03-12,989.1604224268925
2003-03-13,1008.4364124462885
2003-03-14,1011.0695477807946
2003-03-17,983.502552049486
2003-03-18,996.0308478756825
2003-03-19,992.3819848257841
2003-03-20,988.8826833940191
2003-03-21,1004.5577908743874
2003-03-24,984.6473574381528
2003-03-25,987.8998126821045
2003-03-26,991.5419889352316
2003-03-27,986.5708010060282
2003-03-28,985.0093522995675
2003-03-31,962.3229947019448
2003-04-01,971.8255249184926
2003-04-02,987.2103287173895
2003-04-03,996.0729586902551
2003-04-04,1005.1188797109435
2003-04-07,1025.8145761809396
2003-04-08,1023.5328056344655
2003-04-09,1026.993264899337
2003-04-10,1014.9345876931593
2003-04-11,1028.16426523124
2003-04-14,1030.9600611814924
2003-04-15,1049.9013509203473
2003-04-16,1048.1734824232353
2003-04-17,1046.467040744236
2003-04-18,1062.7279499638908
2003-04-21,1094.1289060380905
2003-04-22,1076.3228569913178
2003-04-23,1092.2154518372572
2003-04-24,1078.13821802216
2003-04-25,1103.5793597607685
2003-04-28,1131.7410065721563
2003-04-29,1116.2071300993214
2003-04-30,1102.6574812063143
2003-05-01,1097.833855959519
2003-05-02,1101.048412013437
2003-05-05,1116.0891105357657
2003-05-06,1109.8671750715196
2003-05-07,1095.5316796982054
2003-05-08,1081.1433942884762
2003-05-09,1079.6353323614653
2003-05-12,1092.3777765637476
2003-05-13,1101.7574805606482
2003-05-14,1102.8236362027505
2003-05-15,1109.3270230438402
2003-05-16,1114.0012206051717
2003-05-19,1118.389579928786
2003-05-20,1109.748208840377
2003-05-21,1108.0835842552985
2003-05-22,1129.4159044132477
2003-05-23,1145.751788811007
2003-05-26,1152.4099128684356
2003-05-27,1152.817369198187
2003-05-28,1177.375721947244
2003-05-29,1160.9410667827153
2003-05-30,1172.4757968506892
2003-06-02,1162.7835481991835
2003-06-03,1168.0076265335306
2003-06-04,1161.1450987676158
2003-06-05,1155.3145074791053
2003-06-06,1181.4635163635046
2003-06-09,1179.3667225391077
2003-06-10,1161.0672952415985
2003-06-11,1155.9613795509688
2003-06-12,1158.7206437892892
2003-06-13,1155.2311569587441
2003-06-16,1177.5013154838236
2003-06-17,1197.4003428056676
2003-06-18,1184.999971853063
2003-06-19,1160.977099262862
2003-06-20,1167.9478783220038
2003-06-23,1173.7127447643923
2003-06-24,1174.0915417249723
2003-06-25,1186.4050393928242
2003-06-26,1187.2591613848426
2003-06-27,1193.8916458124982
2003-06-30,1199.2903401723747
2003-07-01,1192.5823705775292
2003-07-02,1223.1383882594953
2003-07-03,1215.3164027843015
2003-07-04,1236.6511198299227
2003-07-07,1260.7365646683913
2003-07-08,1256.6542278955756
2003-07-09,1233.1032748204102
2003-07-10,1207.936768335013
2003-07-11,1206.120805330996
2003-07-14,1230.8536346578005
2003-07-15,1235.725170051917
2003-07-16,1197.814472094164
2003-07-17,1166.4578419121665
2003-07-18,1184.9758157022695
2003-07-21,1188.2591833162094
2003-07-22,1195.4825996918491
2003-07-23,1178.4612099173196
2003-07-24,1191.042119292818
2003-07-25,1194.6862055474119
2003-07-28,1206.454043709727
2003-07-29,1195.8765331816494
2003-07-30,1208.1631603864075
2003-07-31,1233.6268484782101
2003-08-01,1223.7356194947401
2003-08-04,1224.0289867635593
2003-08-05,1230.6774610535206
2003-08-06,1224.2461498579305
2003-08-07,1235.934188416363
2003-08-08,1240.1932250448785
2003-08-11,1250.6585033882643
2003-08-12,1261.0124448791478
2003-08-13,1277.0974351430941
2003-08-14,1294.8002379051493
2003-08-15,1314.572026327678
2003-08-18,1338.1244295593413
2003-08-19,1354.0826162302733
2003-08-20,1339.013718413764
2003-08-21,1383.9946968904915
2003-08-22,1408.3514831395307
2003-08-25,1401.0472804483124
2003-08-26,1387.619827845869
2003-08-27,1391.145814230578
2003-08-28,1403.2689058631845
2003-08-29,1411.4560689164712
2003-09-01,1436.2377903073004
2003-09-02,1452.1475498646232
2003-09-03,1460.1962362401332
2003-09-04,1444.5363217354275
2003-09-05,1414.364824359787
2003-09-08,1402.182759084377
2003-09-09,1397.6301782426478
2003-09-10,1387.978748215958
2003-09-11,1398.3224310145958
2003-09-12,1391.3378087029466
2003-09-15,1398.7197359040395
2003-09-16,1428.9262285201933
2003-09-17,1419.4926227317071
2003-09-18,1428.6240039103016
2003-09-19,1422.8850323532015
2003-09-22,1397.927459884997
2003-09-23,1417.9942427707529
2003-09-24,1430.1668173388714
2003-09-25,1414.889097865843
2003-09-26,1417.2048956817805
2003-09-29,1414.152566069456
2003-09-30,1402.034358606587
2003-10-01,1419.5180018938263
2003-10-02,1451.3456397452405
2003-10-03,1470.0521456942422
2003-10-06,1497.6725159145446
2003-10-07,1504.553353247641
2003-10-08,1551.5713979474149
2003-10-09,1563.0464870689334
2003-10-10,1550.4909013214074
2003-10-13,1566.8752568440293
2003-10-14,1600.832719492521
2003-10-15,1592.7538332177264
2003-10-16,1595.582181161739
2003-10-17,1620.9320161187907
2003-10-20,1618.809682479722
2003-10-21,1569.4544940463672
2003-10-22,1517.5477340072107
2003-10-23,1505.3862753915814
2003-10-24,1506.9935941267513
2003-10-27,1425.4802018779606
2003-10-28,1476.3423663652172
2003-10-29,1454.6037142202097
2003-10-30,1404.0102678265093
2003-10-31,1431.0064054206553
2003-11-03,1499.6945337739917
2003-11-04,1510.1047151504144
2003-11-05,1509.0995877246687
2003-11-06,1506.2932678751101
2003-11-07,1502.316384746505
2003-11-10,1505.5549603650327
2003-11-11,1467.3670221660589
2003-11-12,1445.728588054461
2003-11-13,1449.554589141959
2003-11-14,1442.6680989124413
2003-11-17,1414.6333730674055
2003-11-18,1384.0225062409454
2003-11-19,1350.2961148839395
2003-11-20,1339.564264016861
2003-11-21,1366.1619545245155
2003-11-24,1393.5194348982973
2003-11-25,1399.7953226035609
2003-11-26,1410.1987627879712
2003-11-27,1406.2920300182298
2003-11-28,1398.9107942446142
2003-12-01,1427.7982209615368
2003-12-02,1412.7174030748763
2003-12-03,1433.3348809838965
2003-12-04,1432.342764683794
2003-12-05,1419.9242245110438
2003-12-08,1433.6237881923278
2003-12-09,1452.294249791755
2003-12-10,1441.3560377562521
2003-12-11,1441.6319348373895
2003-12-12,1442.1994049322348
2003-12-15,1455.2035456217845
2003-12-16,1443.90551952419
2003-12-17,1432.1456135859598
2003-12-18,1452.4346265527217
2003-12-19,1474.698522728825
2003-12-22,1483.1204910455301
2003-12-23,1476.3433674942034
2003-12-24,1477.2829223611539
2003-12-25,1471.0579206628893
2003-12-26,1477.577551422933
2003-12-29,1479.1304944154572
2003-12-30,1477.487444212311
2003-12-31,1472.2157661048802
2004-01-01,1472.2157661048802
2004-01-02,1486.865661047716
2004-01-05,1528.4788043900692
2004-01-06,1532.6585291524286
2004-01-07,1540.3056470938861
2004-01-08,1528.1614643581324
2004-01-09,1530.247094184443
2004-01-12,1532.9555651763724
2004-01-13,1533.7564510186735
2004-01-14,1534.3030314043092
2004-01-15,1529.937695052894
2004-01-16,1545.0822035596586
2004-01-19,1552.0652324245095
2004-01-20,1553.9534187703507
2004-01-21,1551.3603836761972
2004-01-22,1557.1022684978122
2004-01-23,1579.5805186690836
2004-01-26,1579.0533974487996
2004-01-27,1568.989247946921
2004-01-28,1561.1945700087647
2004-01-29,1572.7092585451762
2004-01-30,1548.6212859993052
2004-02-02,1549.4186249511704
2004-02-03,1544.1269867591457
2004-02-04,1557.4350011972679
2004-02-05,1543.1418781194184
2004-02-06,1527.392446274814
2004-02-09,1557.9745145945408
2004-02-10,1555.253726018598
2004-02-11,1566.1952987743682
2004-02-12,1587.532755504437
2004-02-13,1596.9596430678057
2004-02-16,1592.4048417009265
2004-02-17,1592.2043854557496
2004-02-18,1594.1407990417586
2004-02-19,1589.5740353187655
2004-02-20,1606.1590669951236
2004-02-23,1603.094020585927
2004-02-24,1582.1861380844746
2004-02-25,1616.1088973805306
2004-02-26,1643.1353105910177
2004-02-27,1661.156706524725
2004-03-01,1684.2071113336765
2004-03-02,1701.3479965721335
2004-03-03,1691.3180022755787
2004-03-04,1698.0371536128034
2004-03-05,1708.7773569537073
2004-03-08,1737.443042439672
2004-03-09,1740.4777653504377
2004-03-10,1744.3214325874376
2004-03-11,1709.2391928114644
2004-03-12,1715.988288090352
2004-03-15,1713.5251670392988
2004-03-16,1699.8299404115116
2004-03-17,1745.9913499276233
2004-03-18,1741.172939927539
2004-03-19,1766.099592916758
2004-03-22,1747.3200978471268
2004-03-23,1763.6892531797434
2004-03-24,1761.3478586577874
2004-03-25,1776.3343773638226
2004-03-26,1795.9261665325114
2004-03-29,1802.0707865221782
2004-03-30,1809.9139286862037
2004-03-31,1809.4619737745516
2004-04-01,1808.9739978679227
2004-04-02,1860.6232622004618
2004-04-05,1886.4135394249672
2004-04-06,1860.1758888654379
2004-04-07,1861.740547030443
2004-04-08,1890.8426055857126
2004-04-09,1894.497282715631
2004-04-12,1898.7237959506829
2004-04-13,1901.8739667548423
2004-04-14,1842.1544392365154
2004-04-15,1843.9562261132698
2004-04-16,1821.4203011921447
2004-04-19,1825.3745007466605
2004-04-20,1850.9440230326607
2004-04-21,1818.5119153060039
2004-04-22,1783.7419523090769
2004-04-23,1785.2141292982287
2004-04-26,1781.7400971297193
2004-04-27,1745.3314125385311
2004-04-28,1750.6729652229424
2004-04-29,1690.5402180365058
2004-04-30,1681.5654273406537
2004-05-03,1678.155284798094
2004-05-04,1675.9754222266115
2004-05-05,1688.727340296571
2004-05-06,1675.2514685324024
2004-05-07,1626.946559965894
2004-05-10,1593.5575516612448
2004-05-11,1578.4629898817989
2004-05-12,1603.0170471157135
2004-05-13,1588.8553190722673
2004-05-14,1588.541401995114
2004-05-17,1603.025213365107
2004-05-18,1622.073055413992
2004-05-19,1646.4722905374342
2004-05-20,1657.6729481006128
2004-05-21,1656.3586469230986
2004-05-24,1687.1722236074968
2004-05-25,1642.356392597877
2004-05-26,1672.3231871031096
2004-05-27,1642.8807112420025
2004-05-28,1622.7080952853519
2004-05-31,1617.772780526307
2004-06-01,1587.209118240853
2004-06-02,1609.675317463218
2004-06-03,1614.3573507236126
2004-06-04,1607.5145331595324
2004-06-07,1626.8222325827028
2004-06-08,1630.1754988534162
2004-06-09,1639.3398248287501
2004-06-10,1626.3309238251245
2004-06-11,1620.8695221179105
2004-06-14,1607.2341523577802
2004-06-15,1588.2134917885844
2004-06-16,1590.880047752587
2004-06-17,1639.5911976630994
2004-06-18,1643.9398122044106
2004-06-21,1667.8858601207223
2004-06-22,1660.3974288727538
2004-06-23,1671.837762509571
2004-06-24,1665.8532342071658
2004-06-25,1671.763528093928
2004-06-28,1650.7372753005873
2004-06-29,1649.1995318955621
2004-06-30,1668.1703492803767
2004-07-01,1677.3485030241236
2004-07-02,1639.214214289148
2004-07-05,1638.1374046500932
2004-07-06,1636.880776788764
2004-07-07,1646.48426184546
2004-07-08,1637.584295519135
2004-07-09,1633.8870833452304
2004-07-12,1643.2952377134607
2004-07-13,1672.732250765077
2004-07-14,1668.0249118191086
2004-07-15,1666.4157659698747
2004-07-16,1671.9091455661994
2004-07-19,1689.3309375947797
2004-07-20,1666.9112608064202
2004-07-21,1665.1980820281221
2004-07-22,1628.6884423653476
2004-07-23,1649.697481656502
2004-07-26,1626.4709959432494
2004-07-27,1631.9661842089863
2004-07-28,1592.758149444434
2004-07-29,1613.7944273369599
2004-07-30,1633.117525486101
2004-08-02,1636.7116344992457
2004-08-03,1640.1462254675305
2004-08-04,1637.5696094811453
2004-08-05,1646.5450052766087
2004-08-06,1620.724191211869
2004-08-09,1629.5864864790763
2004-08-10,1617.706584154765
2004-08-11,1604.1815975345264
2004-08-12,1603.6164250585964
2004-08-13,1614.329378388097
2004-08-16,1630.7723781825885
2004-08-17,1651.2987422421822
2004-08-18,1633.15596648118
2004-08-19,1632.2484566150968
2004-08-20,1641.4100994848977
2004-08-23,1649.5688311387241
2004-08-24,1677.9900754191945
2004-08-25,1674.9264668591172
2004-08-26,1681.2099347654216
2004-08-27,1708.0852261260713
2004-08-30,1707.8936164820607
2004-08-31,1731.3085752186444
2004-09-01,1734.9695138107475
2004-09-02,1741.2361304706085
2004-09-03,1757.6078841080648
2004-09-06,1776.3622411387862
2004-09-07,1782.77188454997
2004-09-08,1782.317423376766
2004-09-09,1778.9745084631704
2004-09-10,1769.8677240322372
2004-09-13,1782.9728484021693
2004-09-14,1810.1501521867945
2004-09-15,1829.061053998461
2004-09-16,1830.6835108816601
2004-09-17,1825.0552677846354
2004-09-20,1818.4229554257604
2004-09-21,1831.309833164661
2004-09-22,1831.123801014927
2004-09-23,1833.9058495201343
2004-09-24,1834.1887932200252
2004-09-27,1834.421096855839
2004-09-28,1852.5039589813273
2004-09-29,1862.8798288270182
2004-09-30,1862.8926214076528
2004-10-01,1899.9987779429894
2004-10-04,1939.997086378083
2004-10-05,1973.6528912387676
2004-10-06,1987.9805997791832
2004-10-07,2022.605592142845
2004-10-08,2012.5454641995304
2004-10-11,1994.6929183639172
2004-10-12,1948.2601391362775
2004-10-13,1945.468808622945
2004-10-14,1923.993577469712
2004-10-15,1920.6193805135322
2004-10-18,1926.5742174677332
2004-10-19,1957.6159583051408
2004-10-20,1902.3911651798269
2004-10-21,1891.2624479410529
2004-10-22,1913.1724753085948
2004-10-25,1887.1571739210597
2004-10-26,1900.212193312016
2004-10-27,1933.118597997781
2004-10-28,1921.143884073712
2004-10-29,1947.2702672182295
2004-11-01,1945.2116844647537
2004-11-02,1947.362285605592
2004-11-03,1938.0702099864134
2004-11-04,1932.610170149226
2004-11-05,1956.1057200011887
2004-11-08,1939.7348665762868
2004-11-09,1966.4017508239474
2004-11-10,1971.3993626928223
