Date,EM MINIMUM VOLATILITY (GBP)
2001-05-31,1000.0
2001-06-01,994.2683028542541
2001-06-04,995.2901077298725
2001-06-05,993.9646275670087
2001-06-06,997.0163860742922
2001-06-07,991.5169499210048
2001-06-08,998.765717801504
2001-06-11,1005.1033143504814
2001-06-12,995.3399135607875
2001-06-13,993.7955252933183
2001-06-14,982.1613281539769
2001-06-15,975.9146147824465
2001-06-18,965.7367527848817
2001-06-19,969.355098912338
2001-06-20,973.0088938016464
2001-06-21,974.9422263812614
2001-06-22,974.5895958716526
2001-06-25,968.7810620893022
2001-06-26,964.8622053156289
2001-06-27,968.5995617612477
2001-06-28,978.5987047237614
2001-06-29,988.5734020460453
2001-07-02,990.24129514319
2001-07-03,983.5010892814179
2001-07-04,976.1369146720399
2001-07-05,981.3171155566987
2001-07-06,968.1732479384204
2001-07-09,960.6962055727138
2001-07-10,950.9705061520222
2001-07-11,929.2770034897165
2001-07-12,939.4798938427319
2001-07-13,938.5516073826142
2001-07-16,929.5766841695552
2001-07-17,934.678515033613
2001-07-18,909.2011137163898
2001-07-19,910.0428305999554
2001-07-20,905.4552615112902
2001-07-23,911.0554205311618
2001-07-24,897.9201674690036
2001-07-25,893.9845387675869
2001-07-26,905.5818528688188
2001-07-27,912.6173949301497
2001-07-30,914.8373422481003
2001-07-31,914.6364554654776
2001-08-01,910.7936004452398
2001-08-02,916.5068744941013
2001-08-03,914.1064336897126
2001-08-06,914.6950794142688
2001-08-07,917.5588973879557
2001-08-08,922.2022838562187
2001-08-09,906.0292575260308
2001-08-10,901.4246909529306
2001-08-13,902.3469687376427
2001-08-14,908.9385904939576
2001-08-15,896.2987929408938
2001-08-16,894.9796828444008
2001-08-17,883.0999747540072
2001-08-20,882.4214175084059
2001-08-21,884.2591677531442
2001-08-22,880.715183669205
2001-08-23,889.056410916619
2001-08-24,889.3761445880949
2001-08-27,898.6788608788302
2001-08-28,895.8105353645385
2001-08-29,900.7548022128182
2001-08-30,897.8434993250623
2001-08-31,894.4011298457251
2001-09-03,891.3753059393504
2001-09-04,907.2043847259787
2001-09-05,908.719983291904
2001-09-06,901.4224703522611
2001-09-07,889.2643585754129
2001-09-10,885.9780608167814
2001-09-11,855.798513752583
2001-09-12,844.0463306266336
2001-09-13,833.0132709876009
2001-09-14,805.3651860840272
2001-09-17,792.0620010206045
2001-09-18,794.7615446367801
2001-09-19,794.7622979600873
2001-09-20,778.9080894868607
2001-09-21,771.2746029119327
2001-09-24,773.7407980972145
2001-09-25,767.2189684806177
2001-09-26,770.690458956982
2001-09-27,772.7428535736578
2001-09-28,788.4913241900981
2001-10-01,781.9698878974967
2001-10-02,776.9946544285608
2001-10-03,767.9431239141228
2001-10-04,781.1249825327284
2001-10-05,780.6670304457231
2001-10-08,774.6754991053234
2001-10-09,783.5602429764862
2001-10-10,797.3664045014488
2001-10-11,820.4886133922112
2001-10-12,813.4146688663748
2001-10-15,811.8486174379823
2001-10-16,818.2789779276466
2001-10-17,824.1385648930753
2001-10-18,822.1466705306374
2001-10-19,827.5240562539109
2001-10-22,835.5378311983761
2001-10-23,841.1910099977707
2001-10-24,845.2695675465616
2001-10-25,840.017264546674
2001-10-26,847.6864910110013
2001-10-29,834.7624244410213
2001-10-30,819.1648869012791
2001-10-31,827.9496262939479
2001-11-01,825.711481717474
2001-11-02,828.3422593328169
2001-11-05,844.8689163793939
2001-11-06,846.5780926820777
2001-11-07,843.9286184547717
2001-11-08,857.6177585243579
2001-11-09,855.6504136213537
2001-11-12,854.2434995645019
2001-11-13,874.2764358595203
2001-11-14,882.9129387707624
2001-11-15,893.0184631224871
2001-11-16,889.8959185002539
2001-11-19,901.4947530761926
2001-11-20,890.7578957973358
2001-11-21,899.899059855737
2001-11-22,897.3313070695036
2001-11-23,906.7773401588138
2001-11-26,916.2867618745764
2001-11-27,909.1501981587332
2001-11-28,894.9759329944908
2001-11-29,890.1065232388962
2001-11-30,880.66508609525
2001-12-03,892.625451557309
2001-12-04,897.4414716079048
2001-12-05,914.56146430396
2001-12-06,920.542761190348
2001-12-07,925.6687142549254
2001-12-10,925.0196018781195
2001-12-11,921.1130548954523
2001-12-12,922.9628852422466
2001-12-13,910.5403438994776
2001-12-14,904.6934991042597
2001-12-17,905.0791505633788
2001-12-18,903.4035004508362
2001-12-19,900.7698482718996
2001-12-20,904.5762372921708
2001-12-21,909.6302002384103
2001-12-24,925.2689485266508
2001-12-25,931.7880138065055
2001-12-26,932.2353553033429
2001-12-27,926.1214319999381
2001-12-28,934.5134613015894
2001-12-31,935.0363818037482
2002-01-01,936.233203271457
2002-01-02,931.6195134509496
2002-01-03,943.1538449591776
2002-01-04,960.1467856419765
2002-01-07,966.1485294365359
2002-01-08,960.7323172991646
2002-01-09,966.1885754461824
2002-01-10,951.271173585128
2002-01-11,951.3282777867653
2002-01-14,945.6454572859705
2002-01-15,941.9450794712316
2002-01-16,944.890100377823
2002-01-17,950.3888284612699
2002-01-18,950.2728377340806
2002-01-21,958.9132028517621
2002-01-22,958.493268814791
2002-01-23,960.9412116591254
2002-01-24,972.054817800419
2002-01-25,994.9379882191582
2002-01-28,998.3257009806367
2002-01-29,992.8272691792987
2002-01-30,986.1755884538132
2002-01-31,999.4561245802469
2002-02-01,996.574984226759
2002-02-04,988.3143645961097
2002-02-05,983.559286674607
2002-02-06,990.0121119436998
2002-02-07,981.6318562393146
2002-02-08,981.8030017511235
2002-02-11,969.3776767447778
2002-02-12,974.4274124202236
2002-02-13,984.3851645963397
2002-02-14,999.9078726718476
2002-02-15,995.2784310120031
2002-02-18,995.6619421907216
2002-02-19,981.4678432917823
2002-02-20,977.7179979084242
2002-02-21,977.6127957187293
2002-02-22,971.4378657748687
2002-02-25,979.2531346453375
2002-02-26,986.0276834327814
2002-02-27,1005.7054633447312
2002-02-28,999.4413260735678
2002-03-01,1005.421966421122
2002-03-04,1017.9388624389184
2002-03-05,1020.1354005199236
2002-03-06,1016.240011305501
2002-03-07,1010.0308874187534
2002-03-08,1012.9926303474733
2002-03-11,1019.2470958428198
2002-03-12,1024.3059777250505
2002-03-13,1021.0967147293276
2002-03-14,1015.606653003543
2002-03-15,1012.6439791568596
2002-03-18,1019.1857334056181
2002-03-19,1019.7590553250475
2002-03-20,1021.7432356952118
2002-03-21,1024.0555814074364
2002-03-22,1035.726405325773
2002-03-25,1031.4961420447887
2002-03-26,1032.2097081489221
2002-03-27,1039.7187902711992
2002-03-28,1043.0422261428412
2002-03-29,1039.8091875936727
2002-04-01,1022.3819946020739
2002-04-02,1029.3413414659478
2002-04-03,1032.342138324805
2002-04-04,1029.9668187750817
2002-04-05,1039.6854857615317
2002-04-08,1044.9044164410968
2002-04-09,1036.022658403079
2002-04-10,1032.4437266389166
2002-04-11,1030.120899829979
2002-04-12,1037.2391186836414
2002-04-15,1039.5881512249553
2002-04-16,1043.6131160724897
2002-04-17,1051.565973061699
2002-04-18,1049.878327970902
2002-04-19,1052.1428627318849
2002-04-22,1054.356093684339
2002-04-23,1048.7350376892393
2002-04-24,1042.8814270626988
2002-04-25,1025.3358333122483
2002-04-26,1026.1031675836016
2002-04-29,1015.871421123017
2002-04-30,1012.3087799753621
2002-05-01,1007.6291537265535
2002-05-02,1013.3076939305776
2002-05-03,1006.8420620108241
2002-05-06,995.4154276723103
2002-05-07,1000.2620154156128
2002-05-08,1011.5472309352198
2002-05-09,1006.6738305625603
2002-05-10,999.5692280579013
2002-05-13,1002.380524291578
2002-05-14,1016.6739734101631
2002-05-15,1017.6103125889941
2002-05-16,1017.1914153579316
2002-05-17,1012.063134569479
2002-05-20,1001.3831396389022
2002-05-21,992.5467226965027
2002-05-22,992.2641964877047
2002-05-23,993.4800530568164
2002-05-24,1001.9535617229903
2002-05-27,1005.6638339969928
2002-05-28,990.0765097402473
2002-05-29,983.503076728213
2002-05-30,975.0535686497016
2002-05-31,965.194799218715
2002-06-03,967.2600669260253
2002-06-04,962.2702264449433
2002-06-05,965.2979644658367
2002-06-06,955.0223286226347
2002-06-07,946.6277086104814
2002-06-10,951.1396168990285
2002-06-11,948.865281809427
2002-06-12,943.0284341775108
2002-06-13,944.8043892748892
2002-06-14,935.4393089929861
2002-06-17,938.9306682117845
2002-06-18,934.1356997574712
2002-06-19,910.7436371545461
2002-06-20,900.9299515323798
2002-06-21,894.2051001623182
2002-06-24,881.5119111486188
2002-06-25,885.3831480235875
2002-06-26,845.89569030514
2002-06-27,858.6136222142663
2002-06-28,869.019311015536
2002-07-01,866.3611292726722
2002-07-02,866.6876003670794
2002-07-03,871.5987320933486
2002-07-04,880.7771770334637
2002-07-05,893.8136499008712
2002-07-08,885.9577119183829
2002-07-09,887.7743565943807
2002-07-10,890.572146154978
2002-07-11,875.3653909584863
2002-07-12,889.2173426376099
2002-07-15,871.8925876562515
2002-07-16,861.2214754108116
2002-07-17,866.228515074904
2002-07-18,868.0732033041046
2002-07-19,854.2623786148321
2002-07-22,840.3797884257854
2002-07-23,852.6302910264596
2002-07-24,832.9881213772178
2002-07-25,828.5989845791189
2002-07-26,822.690634188586
2002-07-29,836.9049748694749
2002-07-30,842.4540973123163
2002-07-31,844.1139687915739
2002-08-01,838.1480758409931
2002-08-02,836.1372000772792
2002-08-05,814.4817474260099
2002-08-06,829.8865414728637
2002-08-07,834.3737713080099
2002-08-08,838.7945240148227
2002-08-09,841.58614995618
2002-08-12,836.6800309583931
2002-08-13,838.9093295349651
2002-08-14,837.5007481745649
2002-08-15,845.8729461726199
2002-08-16,847.1283812199591
2002-08-19,853.5005851238834
2002-08-20,858.0497414215347
2002-08-21,854.5346117981159
2002-08-22,865.0603952271999
2002-08-23,863.8425255672673
2002-08-26,863.6626840397842
2002-08-27,858.4734333748057
2002-08-28,851.9821809302088
2002-08-29,846.6484099673523
2002-08-30,855.5032863854645
2002-09-02,849.4777541088387
2002-09-03,829.452335483509
2002-09-04,826.358520652631
2002-09-05,825.2132268719893
2002-09-06,828.5774669746016
2002-09-09,834.8020693672964
2002-09-10,850.2559901109444
2002-09-11,854.7496281738981
2002-09-12,851.3267890666725
2002-09-13,839.4362603269335
2002-09-16,833.3470274334204
2002-09-17,846.5080289415873
2002-09-18,825.6250628349455
2002-09-19,819.6293730105899
2002-09-20,813.3483566832006
2002-09-23,798.9176141798048
2002-09-24,795.4501214038922
2002-09-25,792.1887761824169
2002-09-26,800.1041835771975
2002-09-27,799.8571724895969
2002-09-30,782.0382731906797
2002-10-01,789.2755248722409
2002-10-02,788.6323205395188
2002-10-03,783.5581317448085
2002-10-04,784.4147633787363
2002-10-07,769.6440889202103
2002-10-08,772.3516240789116
2002-10-09,758.9277453477719
2002-10-10,752.4910589752386
2002-10-11,753.7610446857899
2002-10-14,758.0764602601279
2002-10-15,774.5911907873385
2002-10-16,777.1390078728241
2002-10-17,792.7198268258202
2002-10-18,804.0378624538974
2002-10-21,801.4348576513696
2002-10-22,793.4042078381113
2002-10-23,808.2407714563134
2002-10-24,807.2743218488663
2002-10-25,803.5897558253748
2002-10-28,801.8033028400838
2002-10-29,795.7197139575513
2002-10-30,797.4855410381032
2002-10-31,798.5786898070087
2002-11-01,791.1594884181048
2002-11-04,801.8998867817527
2002-11-05,795.9040447930801
2002-11-06,807.0767523075491
2002-11-07,800.451645540533
2002-11-08,798.8381736257093
2002-11-11,793.865776032753
2002-11-12,792.7236733960438
2002-11-13,793.6454761573647
2002-11-14,800.557158431872
2002-11-15,807.1109738947504
2002-11-18,807.1781412395941
2002-11-19,801.2698290291869
2002-11-20,806.2478131784137
2002-11-21,814.4665606861148
2002-11-22,818.3894740041138
2002-11-25,828.2459128061556
2002-11-26,825.7146592507536
2002-11-27,830.4461195563074
2002-11-28,828.6272603336773
2002-11-29,833.114659985239
2002-12-02,838.5760739972992
2002-12-03,838.1132932057214
2002-12-04,829.5458387878938
2002-12-05,831.3364253043804
2002-12-06,824.9283746779759
2002-12-09,830.1839443836295
2002-12-10,826.5392186650993
2002-12-11,825.4795300148304
2002-12-12,826.4582535840649
2002-12-13,822.8204898300446
2002-12-16,825.3317816528805
2002-12-17,821.5834125992508
2002-12-18,820.2118577152237
2002-12-19,821.7344001948886
2002-12-20,823.5590410380562
2002-12-23,819.1589920824873
2002-12-24,811.4137159667545
2002-12-25,809.8308505933807
2002-12-26,812.0662495422871
2002-12-27,803.7497104645112
2002-12-30,792.006479250088
2002-12-31,789.5629299448042
2003-01-01,789.1953985855173
2003-01-02,798.7928078529435
2003-01-03,804.4286872272589
2003-01-06,805.6832090086039
2003-01-07,805.5223810242437
2003-01-08,809.4935355038739
2003-01-09,801.8686452657976
2003-01-10,801.3084492040031
2003-01-13,806.987592999888
2003-01-14,806.3089800567456
2003-01-15,810.1354703182889
2003-01-16,806.5731158803278
2003-01-17,796.2544214438494
2003-01-20,793.5451094208753
2003-01-21,786.7360058952531
2003-01-22,781.0130253983205
2003-01-23,780.0953720650127
2003-01-24,771.0101321955897
2003-01-27,762.0189738675803
2003-01-28,762.9739193692054
2003-01-29,760.213666933219
2003-01-30,767.6609786434026
2003-01-31,770.3934027962368
2003-02-03,771.5112417149795
2003-02-04,762.4761565961642
