Date,EM EMEA MINIMUM VOLATILITY (USD)
2001-09-11,849.2255024518898
2001-09-12,830.7425204132917
2001-09-13,839.3355155131977
2001-09-14,817.7497736116053
2001-09-17,803.2879851765908
2001-09-18,801.140320807048
2001-09-19,802.1774974739644
2001-09-20,777.2888385036263
2001-09-21,763.6991859023634
2001-09-24,764.4160928377048
2001-09-25,766.7130594683271
2001-09-26,768.1396163757349
2001-09-27,766.5666723635976
2001-09-28,782.3547394449741
2001-10-01,777.4452624853019
2001-10-02,778.173701493501
2001-10-03,766.7022663174863
2001-10-04,786.3716667853841
2001-10-05,784.226226030987
2001-10-08,788.0747045094013
2001-10-09,791.5063782913172
2001-10-10,805.5310233005933
2001-10-11,831.0907619039842
2001-10-12,824.9510394556869
2001-10-15,822.4778310238241
2001-10-16,824.7499235609367
2001-10-17,826.3720397431898
2001-10-18,823.8459962107623
2001-10-19,826.0968780705396
2001-10-22,831.1316894314795
2001-10-23,837.0340538566478
2001-10-24,836.8028492946399
2001-10-25,828.9549046105637
2001-10-26,839.1362119573985
2001-10-29,835.700808297597
2001-10-30,821.8759265534848
2001-10-31,828.2441817295531
2001-11-01,823.6580565860132
2001-11-02,827.0568679634388
2001-11-05,846.2876683982562
2001-11-06,843.4307168024133
2001-11-07,838.1956830839323
2001-11-08,854.8326938224428
2001-11-09,850.1096174422422
2001-11-12,845.7518641330577
2001-11-13,874.1549198060408
2001-11-14,879.9590957797417
2001-11-15,882.6522012667767
2001-11-16,877.9919102023526
2001-11-19,891.7396802801808
2001-11-20,884.5985270460736
2001-11-21,879.4499408848304
2001-11-22,878.5247845917095
2001-11-23,879.5688094728254
2001-11-26,886.5576135510894
2001-11-27,877.4233448577003
2001-11-28,874.6523849496424
2001-11-29,863.529173068708
2001-11-30,856.7809868763716
2001-12-03,855.446046605752
2001-12-04,857.5677420057609
2001-12-05,860.404320330685
2001-12-06,861.9663696621932
2001-12-07,851.8713387423993
2001-12-10,859.9461587623715
2001-12-11,853.1303144112993
2001-12-12,846.1829382013494
2001-12-13,826.0594737798264
2001-12-14,815.7546702893472
2001-12-17,829.8038938288148
2001-12-18,825.819880952575
2001-12-19,825.5541220915608
2001-12-20,812.3854544722047
2001-12-21,832.6555165243085
2001-12-24,853.8401201921179
2001-12-25,854.9295614389058
2001-12-26,857.424524001206
2001-12-27,858.1831530613416
2001-12-28,867.2845172665278
2001-12-31,861.8861035966275
2002-01-01,865.2229811495474
2002-01-02,853.18792696209
2002-01-03,864.2263844632621
2002-01-04,884.8173909865358
2002-01-07,899.7673712326986
2002-01-08,907.4538723331992
2002-01-09,914.3721175070906
2002-01-10,906.6221472028662
2002-01-11,913.4660393058895
2002-01-14,903.5130040983113
2002-01-15,892.5932881767654
2002-01-16,891.4433133199124
2002-01-17,904.3055958587539
2002-01-18,898.533801188234
2002-01-21,891.4610766524664
2002-01-22,898.9771702176635
2002-01-23,896.6916704292606
2002-01-24,902.1725556115446
2002-01-25,908.9611340310232
2002-01-28,906.7707217229535
2002-01-29,912.7808055339133
2002-01-30,904.330202404916
2002-01-31,923.0038882362077
2002-02-01,920.0173206537784
2002-02-04,918.5333854314339
2002-02-05,911.3680953036951
2002-02-06,919.8264167503862
2002-02-07,912.5890694908594
2002-02-08,911.3744747872722
2002-02-11,897.418352481145
2002-02-12,909.6469479831354
2002-02-13,916.2020038087181
2002-02-14,925.0850316918118
2002-02-15,922.7414043981834
2002-02-18,915.5263684104075
2002-02-19,902.1068419184992
2002-02-20,901.075474518382
2002-02-21,895.0720964977401
2002-02-22,894.0668718611976
2002-02-25,906.2656275395849
2002-02-26,913.0395218705703
2002-02-27,926.5754518872943
2002-02-28,916.146530623047
2002-03-01,923.1511241175506
2002-03-04,940.7640776610176
2002-03-05,941.5311368736734
2002-03-06,931.6500355073842
2002-03-07,925.466458260532
2002-03-08,919.9522155813993
2002-03-11,924.49653300721
2002-03-12,916.1559141199785
2002-03-13,915.1901401876218
2002-03-14,914.5970460927343
2002-03-15,909.2656865005223
2002-03-18,916.7001360571583
2002-03-19,916.9470230066669
2002-03-20,914.8369346799215
2002-03-21,922.943893946242
2002-03-22,932.352026668669
2002-03-25,928.1227809838808
2002-03-26,924.0765307918986
2002-03-27,928.3445658724523
2002-03-28,933.6862875583458
2002-03-29,933.291548367887
2002-04-01,912.4354413082604
2002-04-02,922.7370067870442
2002-04-03,924.2100206628077
2002-04-04,924.0765456556719
2002-04-05,935.7809935697896
2002-04-08,939.2840718243458
2002-04-09,941.4318962906316
2002-04-10,947.0675103006815
2002-04-11,946.2023291687327
2002-04-12,943.1431383253948
2002-04-15,949.3677607776259
2002-04-16,954.9640203587841
2002-04-17,956.0077836693531
2002-04-18,959.6259910012617
2002-04-19,963.9140658091912
2002-04-22,968.199138193641
2002-04-23,966.7973913555309
2002-04-24,960.4632189372462
2002-04-25,961.2409460580963
2002-04-26,966.455620048959
2002-04-29,964.1699808104325
2002-04-30,955.897336497961
2002-05-01,955.4333924944945
2002-05-02,966.1926292174129
2002-05-03,971.2271955943748
2002-05-06,976.0580365656571
2002-05-07,988.7708698733371
2002-05-08,996.8380593170893
2002-05-09,992.1496936710508
2002-05-10,992.0499491718157
2002-05-13,997.1767108563027
2002-05-14,1017.5588744924153
2002-05-15,1001.9784684466974
2002-05-16,1006.2858030817778
2002-05-17,1003.012723449131
2002-05-20,1003.0683496590914
2002-05-21,1005.4988177447766
2002-05-22,997.7774156632057
2002-05-23,998.608063867124
2002-05-24,1005.9211757073805
2002-05-27,1007.7938345643279
2002-05-28,990.8463921975584
2002-05-29,985.6918467042099
2002-05-30,974.6166841813932
2002-05-31,971.5181629669532
2002-06-03,978.750908720078
2002-06-04,975.0507763679367
2002-06-05,968.0629977541327
2002-06-06,966.161544049024
2002-06-07,958.8658229730614
2002-06-10,952.4304685459772
2002-06-11,942.51750807312
2002-06-12,937.0736672159784
2002-06-13,923.6311743176992
2002-06-14,902.3725003666575
2002-06-17,900.7252226566147
2002-06-18,905.7272102861936
2002-06-19,889.8452791994989
2002-06-20,872.528745999013
2002-06-21,865.6316339654742
2002-06-24,851.2965163172348
2002-06-25,862.5555646906539
2002-06-26,827.2994942139759
2002-06-27,848.7878439726661
2002-06-28,851.1493420663717
2002-07-01,861.4667471684603
2002-07-02,849.1776046304877
2002-07-03,841.7562717814263
2002-07-04,847.5702880193303
2002-07-05,864.4845424435172
2002-07-08,854.6093531169571
2002-07-09,860.3742339563852
2002-07-10,865.3920165637612
2002-07-11,844.118536081971
2002-07-12,853.3952582073147
2002-07-15,837.6785457038079
2002-07-16,828.5559055862832
2002-07-17,843.4833315450239
2002-07-18,850.0606295195475
2002-07-19,835.4149453235606
2002-07-22,817.1060445475375
2002-07-23,811.8462168942359
2002-07-24,778.0710990784868
2002-07-25,781.0654318683744
2002-07-26,787.0015352822472
2002-07-29,809.5153539841621
2002-07-30,808.431321617138
2002-07-31,797.3735842430553
2002-08-01,794.3476300374912
2002-08-02,791.2399295753229
2002-08-05,768.7231261206971
2002-08-06,780.9250204094504
2002-08-07,787.8825952114055
2002-08-08,796.044469567277
2002-08-09,790.7811112409685
2002-08-12,789.0700270267332
2002-08-13,788.0265021115059
2002-08-14,784.778010450916
2002-08-15,792.4375374385494
2002-08-16,791.1964546078864
2002-08-19,804.4269344806982
2002-08-20,798.3410074620936
2002-08-21,796.9881036364498
2002-08-22,808.0700946204213
2002-08-23,810.7183866708228
2002-08-26,808.5177093428382
2002-08-27,821.8080097928987
2002-08-28,815.6358260015247
2002-08-29,802.2362253855622
2002-08-30,812.0694235219952
2002-09-02,804.6112123517473
2002-09-03,778.9915302771489
2002-09-04,783.3431871785766
2002-09-05,785.651072639216
2002-09-06,799.5513989539654
2002-09-09,812.6369255320182
2002-09-10,825.6404299885264
2002-09-11,832.9346965803807
2002-09-12,823.3081206949195
2002-09-13,811.0718346405054
2002-09-16,815.256974149745
2002-09-17,825.8722579774694
2002-09-18,803.7578615742946
2002-09-19,795.4282988484064
2002-09-20,795.9216739595312
2002-09-23,787.3673051198598
2002-09-24,785.0499143884853
2002-09-25,796.8913487826275
2002-09-26,807.2469198136553
2002-09-27,804.4857453235568
2002-09-30,783.2219993111893
2002-10-01,792.7577265752931
2002-10-02,792.936274892139
2002-10-03,790.0984538382081
2002-10-04,795.0886632950305
2002-10-07,784.8251376380323
2002-10-08,781.9418581305878
2002-10-09,771.8280279146
2002-10-10,774.354161351271
2002-10-11,781.9362023090403
2002-10-14,782.3424738642274
2002-10-15,802.2677273503699
2002-10-16,793.8161015378287
2002-10-17,810.7588262910292
2002-10-18,811.0607866510139
2002-10-21,818.4210643244244
2002-10-22,820.3760982054689
2002-10-23,821.4241963606725
2002-10-24,824.2529341002501
2002-10-25,819.2993250910429
2002-10-28,817.7874262547834
2002-10-29,804.7816829431733
2002-10-30,814.0668390537473
2002-10-31,815.0684039033754
2002-11-01,822.7633744451751
2002-11-04,826.1559289761896
2002-11-05,823.3039175171965
2002-11-06,833.3049744273421
2002-11-07,834.72830125777
2002-11-08,833.5587969733828
2002-11-11,835.3826773157035
2002-11-12,834.0031211925541
2002-11-13,834.2032353664397
2002-11-14,850.4841075069696
2002-11-15,855.4242293541678
2002-11-18,864.4747291601827
2002-11-19,852.9963715087846
2002-11-20,855.402991256666
2002-11-21,867.6354336566812
2002-11-22,872.0792459804518
2002-11-25,879.3819476843263
2002-11-26,874.3851284576417
2002-11-27,882.5407214977454
2002-11-28,876.7227280724272
2002-11-29,883.1159134566727
2002-12-02,892.9013282727794
2002-12-03,881.5214584766143
2002-12-04,875.5472839106484
2002-12-05,876.7367710805706
2002-12-06,860.7539422794794
2002-12-09,865.70818339966
2002-12-10,869.1978741859757
2002-12-11,868.5211158119746
2002-12-12,862.1924266840058
2002-12-13,866.8036658833213
2002-12-16,868.7647888882501
2002-12-17,859.821908061719
2002-12-18,856.8575203113638
2002-12-19,851.9904259452254
2002-12-20,852.8465731234753
2002-12-23,854.3684018259177
2002-12-24,845.4475247306498
2002-12-25,844.7599960802272
2002-12-26,849.0309158101293
2002-12-27,852.1096160149967
2002-12-30,849.9525316452849
2002-12-31,845.9027142979871
2003-01-01,844.8731843566352
2003-01-02,856.2959438598289
2003-01-03,862.1480359093041
2003-01-06,859.1369210356753
2003-01-07,859.6248905236831
2003-01-08,854.3848834762185
2003-01-09,849.7532340098736
2003-01-10,849.8212826527845
2003-01-13,847.1897975892201
2003-01-14,838.7392107339354
2003-01-15,844.3315944352253
2003-01-16,839.2522041535301
2003-01-17,828.4986538889248
2003-01-20,823.4728990857521
2003-01-21,807.1420348521173
2003-01-22,803.178330501133
2003-01-23,808.9131700546386
2003-01-24,799.854238670435
2003-01-27,790.5688928573504
2003-01-28,790.8866180808602
2003-01-29,795.3586677696621
2003-01-30,802.6246673849081
2003-01-31,802.8421084062401
2003-02-03,807.6170933615732
2003-02-04,800.4106498232024
2003-02-05,800.6464023144656
2003-02-06,799.9798711948354
2003-02-07,797.8370425805434
2003-02-10,798.9767040116501
2003-02-11,812.1997157531423
2003-02-12,807.1525316010354
2003-02-13,793.8143813091255
2003-02-14,798.0773097130892
2003-02-17,812.4520655567668
2003-02-18,816.5805550535492
2003-02-19,808.764531177681
2003-02-20,809.397312855347
2003-02-21,815.5346452600427
2003-02-24,815.2347807473426
2003-02-25,810.3304729690718
2003-02-26,811.696484411784
2003-02-27,818.2684303944067
2003-02-28,815.4525598111701
2003-03-03,815.4656097173653
2003-03-04,803.0500506528097
2003-03-05,801.9596592328235
2003-03-06,798.3739662351733
2003-03-07,791.4670633200749
2003-03-10,788.7598331330272
2003-03-11,781.5976275811704
2003-03-12,774.7882479259399
2003-03-13,788.2931976373002
2003-03-14,793.9530865293707
2003-03-17,792.1771328257278
2003-03-18,805.0399925195895
2003-03-19,816.6479118358511
2003-03-20,808.7868861510759
2003-03-21,813.734659454178
2003-03-24,799.740910738571
2003-03-25,801.0647284196021
2003-03-26,806.5691652866942
2003-03-27,801.1551901183982
2003-03-28,795.2962748493436
2003-03-31,787.8165680549371
2003-04-01,798.654056415549
2003-04-02,811.1779726424074
2003-04-03,819.0232359813995
2003-04-04,818.779020297068
2003-04-07,838.6568048992623
2003-04-08,832.462633350997
2003-04-09,841.2519267767977
2003-04-10,832.4497188526601
2003-04-11,841.289465904104
2003-04-14,846.3645490601908
2003-04-15,861.744526176163
2003-04-16,853.9525276009633
2003-04-17,856.2660522415486
2003-04-18,859.7756933021267
2003-04-21,865.9886819743195
2003-04-22,858.1314193638383
2003-04-23,868.483196121568
2003-04-24,869.0959724049992
2003-04-25,871.1784632433308
2003-04-28,878.9045258052744
2003-04-29,878.3576167084397
2003-04-30,865.422863100477
2003-05-01,859.8903588049432
2003-05-02,860.1311179733149
2003-05-05,881.361566383758
2003-05-06,874.6472459773549
2003-05-07,870.6980961301987
2003-05-08,859.9650193236203
2003-05-09,862.2533801304038
2003-05-12,868.8150155925689
2003-05-13,872.5912853696791
2003-05-14,871.1409932041257
2003-05-15,863.8169521007294
2003-05-16,862.5350056981434
2003-05-19,843.5956672350601
2003-05-20,840.6654976530829
2003-05-21,835.3306959031605
2003-05-22,838.4152357600855
2003-05-23,839.3486929418257
2003-05-26,849.6116644831783
2003-05-27,844.466386913204
2003-05-28,865.4875963104975
2003-05-29,863.2631406388381
2003-05-30,873.2964152009927
2003-06-02,876.0302127532129
2003-06-03,876.8416803348922
2003-06-04,871.531978825543
2003-06-05,875.6815847930294
2003-06-06,890.7506036117686
2003-06-09,886.5268521598313
2003-06-10,882.021692610744
2003-06-11,882.078954704383
2003-06-12,887.0014723958035
2003-06-13,884.8138520088091
2003-06-16,898.0090661322429
2003-06-17,908.1904579363627
2003-06-18,906.494824278189
2003-06-19,911.7715485874511
2003-06-20,916.4783993899421
2003-06-23,912.3122875405785
2003-06-24,911.8165553274854
2003-06-25,916.5253105645089
2003-06-26,929.5033974598417
2003-06-27,934.7123027337948
2003-06-30,939.407974833097
2003-07-01,939.8174029911399
2003-07-02,959.1833185037756
2003-07-03,956.2755497598322
2003-07-04,959.8135883931476
2003-07-07,976.0876429851035
2003-07-08,974.0998548374507
2003-07-09,967.5930403762267
2003-07-10,961.1835170310259
2003-07-11,961.1296296717899
2003-07-14,973.7558106952158
2003-07-15,968.7620389618686
2003-07-16,950.8504403795793
2003-07-17,940.4785248707736
2003-07-18,943.1718216787486
2003-07-21,938.905784317937
2003-07-22,944.8799352242875
2003-07-23,942.2381921296998
2003-07-24,941.8756729850651
2003-07-25,948.7048486723385
2003-07-28,969.4397167768316
2003-07-29,963.3899017244621
2003-07-30,965.6884352025376
2003-07-31,978.4258691653
2003-08-01,974.4149803757451
2003-08-04,964.6654198406324
2003-08-05,966.4710156547421
2003-08-06,967.9625180255348
2003-08-07,974.0383599204079
2003-08-08,973.4129470398296
2003-08-11,977.9628104785758
2003-08-12,984.5552308222736
2003-08-13,992.1988855599654
2003-08-14,1000.882979704075
2003-08-15,1003.9016078096311
2003-08-18,1022.1233204891233
2003-08-19,1032.0482292994966
2003-08-20,1026.7075596025998
2003-08-21,1043.2327932980518
2003-08-22,1054.473137863695
2003-08-25,1045.5206326492553
2003-08-26,1049.5290062203287
2003-08-27,1057.0348039498554
2003-08-28,1059.6911684052218
2003-08-29,1059.5957529349716
2003-09-01,1069.47268253873
2003-09-02,1081.6526042288574
2003-09-03,1096.2016281528972
2003-09-04,1086.7101611012363
2003-09-05,1068.4854204735261
2003-09-08,1053.0037336433606
2003-09-09,1052.2445881228307
2003-09-10,1044.9959198317345
2003-09-11,1043.3863931623189
2003-09-12,1032.3818237974183
2003-09-15,1035.3846085682526
2003-09-16,1048.7088048420542
2003-09-17,1048.260561361038
2003-09-18,1053.0935935964296
2003-09-19,1047.4146535268471
2003-09-22,1039.0865028662051
2003-09-23,1046.6004453834921
2003-09-24,1051.2122141571574
2003-09-25,1044.5262738480315
2003-09-26,1041.901355934335
2003-09-29,1041.3211985109938
2003-09-30,1038.9420543112842
2003-10-01,1041.6452003856461
2003-10-02,1059.7863959091135
2003-10-03,1071.96140302569
2003-10-06,1072.0295229039298
2003-10-07,1077.8427604150409
2003-10-08,1087.8606027838132
2003-10-09,1099.9582046392502
2003-10-10,1092.279548946044
2003-10-13,1106.8038229169774
2003-10-14,1115.2504506989792
2003-10-15,1115.1683576535845
2003-10-16,1117.2154264047454
2003-10-17,1120.049620294518
2003-10-20,1111.4029053230536
2003-10-21,1102.2896246957343
2003-10-22,1088.1687155369182
2003-10-23,1083.538022562459
2003-10-24,1085.8528699246478
2003-10-27,1073.1884099906556
2003-10-28,1093.57209688527
2003-10-29,1095.7602397744715
2003-10-30,1086.4648620854325
2003-10-31,1093.5174764400842
2003-11-03,1128.1350402717303
2003-11-04,1129.0378500865431
2003-11-05,1127.3448774096282
2003-11-06,1132.5751022408685
2003-11-07,1128.375042099998
2003-11-10,1129.285038056869
2003-11-11,1115.1662246695084
2003-11-12,1109.8856242825298
2003-11-13,1120.1007673940132
2003-11-14,1125.4117155358508
2003-11-17,1112.410697993358
2003-11-18,1103.4007125441753
2003-11-19,1096.2400011747127
2003-11-20,1091.3461302813344
2003-11-21,1102.671171682572
2003-11-24,1117.0437389343008
2003-11-25,1126.3305557812207
2003-11-26,1132.0212613669623
2003-11-27,1132.7361434355705
2003-11-28,1139.4081950682553
2003-12-01,1159.9185503259323
2003-12-02,1147.280312739593
2003-12-03,1153.6158003302457
2003-12-04,1144.7277490069584
2003-12-05,1138.4873942789568
2003-12-08,1122.4914248467103
2003-12-09,1136.6023257774345
2003-12-10,1123.6232391713795
2003-12-11,1135.7080463230957
2003-12-12,1133.5385308114098
2003-12-15,1147.9575289092115
2003-12-16,1140.4832370781642
2003-12-17,1124.3437995033144
2003-12-18,1121.2360925492758
2003-12-19,1114.4900693986558
2003-12-22,1113.2733153444456
2003-12-23,1117.8516954541665
2003-12-24,1129.158513623023
2003-12-25,1130.0515811892678
2003-12-26,1131.2228618712882
2003-12-29,1135.0790766342136
2003-12-30,1148.6832151736123
2003-12-31,1136.8497747011168
2004-01-01,1136.8497747011168
2004-01-02,1155.6690981971847
2004-01-05,1185.0330307719955
2004-01-06,1169.1209083412512
2004-01-07,1168.2353170804959
2004-01-08,1154.170106023189
2004-01-09,1141.824587050449
2004-01-12,1130.2044083693077
2004-01-13,1142.2706380748568
2004-01-14,1130.591871473284
2004-01-15,1118.2008109570202
2004-01-16,1139.949190707536
2004-01-19,1148.6584841456684
2004-01-20,1143.8171257980507
2004-01-21,1134.4429743351034
2004-01-22,1136.6517583409975
2004-01-23,1144.4570148204941
2004-01-26,1154.0929566223933
2004-01-27,1150.4593525256134
2004-01-28,1155.6172961221737
2004-01-29,1162.2860125018037
2004-01-30,1153.2652758506429
2004-02-02,1158.7807459822739
2004-02-03,1166.2552039660811
2004-02-04,1166.58731057403
2004-02-05,1155.6317834097822
2004-02-06,1147.9425693863889
2004-02-09,1162.7070036551831
2004-02-10,1165.993326727425
2004-02-11,1167.8698936708906
2004-02-12,1182.3688163832237
2004-02-13,1193.756001527518
2004-02-16,1187.0764231637947
2004-02-17,1192.5197413987187
2004-02-18,1193.34317396878
2004-02-19,1197.6235076438177
2004-02-20,1196.8812537637066
2004-02-23,1204.6692449806537
2004-02-24,1189.0253344125604
2004-02-25,1205.167509206827
2004-02-26,1212.6667588222608
2004-02-27,1218.0989601939737
2004-03-01,1237.6782591278638
2004-03-02,1254.410597796498
2004-03-03,1244.8235515241258
2004-03-04,1244.7628559680606
2004-03-05,1252.694874746781
2004-03-08,1267.09319785734
2004-03-09,1266.0097541776584
2004-03-10,1269.0193167866278
2004-03-11,1246.565357469105
2004-03-12,1246.2010908382515
2004-03-15,1250.075075926107
2004-03-16,1241.5956373353156
2004-03-17,1254.2972842802428
2004-03-18,1256.8266344753695
2004-03-19,1266.4825603128563
2004-03-22,1271.2230222722771
2004-03-23,1270.822060218475
2004-03-24,1266.9725598939917
2004-03-25,1273.1145094007363
2004-03-26,1283.0361565143849
2004-03-29,1295.0002892613074
2004-03-30,1306.6224831943762
2004-03-31,1306.738969782656
2004-04-01,1301.5351684525688
2004-04-02,1321.505702346825
2004-04-05,1345.4681112566304
2004-04-06,1341.3363183346712
2004-04-07,1344.6266737610194
2004-04-08,1354.709026291966
2004-04-09,1354.5748066550686
2004-04-12,1361.8314388977635
2004-04-13,1356.0798646530516
2004-04-14,1329.8888170644357
2004-04-15,1331.3059092564356
2004-04-16,1331.7303238654429
2004-04-19,1322.5662263730037
2004-04-20,1338.0189383429033
2004-04-21,1310.8249899462191
2004-04-22,1286.0158689681746
2004-04-23,1297.27077467337
2004-04-26,1300.5800212940817
2004-04-27,1289.6228702854582
2004-04-28,1278.8245107233483
2004-04-29,1252.7507959166492
2004-04-30,1233.143918334419
2004-05-03,1232.666384143121
2004-05-04,1239.8803697675633
2004-05-05,1252.9148349550042
2004-05-06,1242.6801080698356
2004-05-07,1232.048385940927
2004-05-10,1202.8650389184252
2004-05-11,1212.750563662881
2004-05-12,1213.1195056116792
2004-05-13,1211.489376739271
2004-05-14,1206.1851271659625
2004-05-17,1201.184856610791
2004-05-18,1200.3669781313831
2004-05-19,1224.1000547829155
2004-05-20,1228.8732996137885
2004-05-21,1225.3714473440662
2004-05-24,1236.3609247577515
2004-05-25,1226.6507855777957
2004-05-26,1243.3468278531602
2004-05-27,1238.8563578799296
2004-05-28,1241.027817977747
2004-05-31,1243.1516684876476
2004-06-01,1246.7034746371985
2004-06-02,1245.1946719628845
2004-06-03,1244.3117039887074
2004-06-04,1238.4867259522791
2004-06-07,1252.8675992974422
2004-06-08,1250.8328100629237
2004-06-09,1259.2186873866985
2004-06-10,1258.8537745492706
2004-06-11,1257.2402136483604
2004-06-14,1243.6169947156714
2004-06-15,1241.6936041258532
2004-06-16,1246.0608276417938
2004-06-17,1257.3592089563588
2004-06-18,1267.8117412737531
2004-06-21,1284.278900704625
2004-06-22,1281.0802704752919
2004-06-23,1285.1813409500649
2004-06-24,1282.8834215210134
2004-06-25,1283.7420412192453
2004-06-28,1282.457604949936
2004-06-29,1281.6427771272463
2004-06-30,1287.6547440980944
2004-07-01,1296.000717777585
2004-07-02,1284.9930944239727
2004-07-05,1283.5364595777246
2004-07-06,1272.1479832676453
2004-07-07,1282.0742617618812
2004-07-08,1281.5964233683533
2004-07-09,1277.7559043427766
2004-07-12,1282.5314833563377
2004-07-13,1296.5194509245266
2004-07-14,1294.4989215833193
2004-07-15,1293.7961564322306
2004-07-16,1291.6995442524567
2004-07-19,1298.8095760469118
2004-07-20,1291.956333705372
2004-07-21,1299.2601378170175
2004-07-22,1283.9543290140434
2004-07-23,1288.8054630654615
2004-07-26,1278.8746261642661
2004-07-27,1280.8220179265397
2004-07-28,1279.3269179852773
2004-07-29,1282.2675499692195
2004-07-30,1292.0032907312886
2004-08-02,1288.3782113162283
2004-08-03,1288.4954762928378
2004-08-04,1294.17236155567
2004-08-05,1297.048985477672
2004-08-06,1279.6533309532151
2004-08-09,1286.251010961724
2004-08-10,1272.6072147357606
2004-08-11,1262.0401791314252
2004-08-12,1255.6986355826882
2004-08-13,1248.7231388722146
2004-08-16,1249.491506435509
2004-08-17,1260.7082917523703
2004-08-18,1255.2443585614285
2004-08-19,1249.4291189086484
2004-08-20,1257.8630494272463
2004-08-23,1273.5119642139011
2004-08-24,1282.1901693743619
2004-08-25,1285.1930348099042
2004-08-26,1300.2336203949271
2004-08-27,1302.5418665309994
2004-08-30,1307.9262569173407
2004-08-31,1310.246770822122
2004-09-01,1311.7171442753925
2004-09-02,1320.0588378966377
2004-09-03,1325.318356633166
2004-09-06,1333.2890869063715
2004-09-07,1332.3205782613882
2004-09-08,1329.473355674947
2004-09-09,1332.690014646871
2004-09-10,1332.300934001565
2004-09-13,1345.1467810564525
2004-09-14,1359.483046209335
2004-09-15,1367.1615916774294
2004-09-16,1373.5045013515346
2004-09-17,1376.3349360246646
2004-09-20,1387.7121315329098
2004-09-21,1387.6365682435448
2004-09-22,1383.3277924572476
2004-09-23,1384.6922900550248
2004-09-24,1388.107143633434
2004-09-27,1386.480519351875
2004-09-28,1390.4610638297172
2004-09-29,1395.2871599327136
2004-09-30,1388.0126351488032
2004-10-01,1398.9303303866898
2004-10-04,1423.4675878660528
2004-10-05,1419.4828850117697
2004-10-06,1428.6119585410033
2004-10-07,1437.095595172927
2004-10-08,1431.4920533544014
2004-10-11,1427.5381675911938
2004-10-12,1410.7637077358786
2004-10-13,1402.0313287188064
2004-10-14,1392.4579801786845
2004-10-15,1397.3818629912134
2004-10-18,1406.2970995372418
2004-10-19,1425.34746372555
2004-10-20,1407.4707581008809
2004-10-21,1419.4103259005783
2004-10-22,1425.6187708515804
2004-10-25,1407.3899030240723
2004-10-26,1412.9041549530712
2004-10-27,1431.7447520199657
2004-10-28,1435.8952572244252
2004-10-29,1439.8420876436096
2004-11-01,1458.5796434932033
2004-11-02,1460.836185446935
2004-11-03,1464.925609843678
2004-11-04,1465.5555147181738
2004-11-05,1474.884479874161
2004-11-08,1468.3647379054773
2004-11-09,1483.1745505761453
2004-11-10,1487.579173790736
2004-11-11,1498.9167332476418
2004-11-12,1498.8417857069567
2004-11-15,1513.6514357390201
2004-11-16,1515.3347401451888
2004-11-17,1524.2147198587995
2004-11-18,1529.721252489021
2004-11-19,1521.2762119823722
2004-11-22,1519.9354161478263
2004-11-23,1519.815993244101
2004-11-24,1525.138966360173
2004-11-25,1526.4139839683558
2004-11-26,1539.43189830754
2004-11-29,1550.1761695662958
2004-11-30,1544.876963013468
2004-12-01,1550.0381930254343
2004-12-02,1548.91530374968
