Date,EM MINIMUM VOLATILITY (EUR) 2011
2001-05-31,325.927864913836
2001-06-01,324.06114903647125
2001-06-04,324.3771682326311
2001-06-05,323.99227967371894
2001-06-06,324.9309595851015
2001-06-07,323.06994398946
2001-06-08,325.4901098453903
2001-06-11,327.60742754008345
2001-06-12,324.27900737054614
2001-06-13,323.85355615152514
2001-06-14,320.09455677250554
2001-06-15,318.0675122787543
2001-06-18,314.7193470997506
2001-06-19,316.0800955116623
2001-06-20,317.2624307668477
2001-06-21,317.95693950419667
2001-06-22,317.8674987546465
2001-06-25,315.91535685762653
2001-06-26,314.7756312589456
2001-06-27,316.15301456194925
2001-06-28,319.43448194494226
2001-06-29,322.7352368960373
2001-07-02,323.2692316872768
2001-07-03,321.18045613353627
2001-07-04,318.68926718124413
2001-07-05,320.3844636798167
2001-07-06,316.08800254927155
2001-07-09,313.6752911604477
2001-07-10,310.6927671943445
2001-07-11,303.7468242065489
2001-07-12,307.471284029857
2001-07-13,306.95348443546663
2001-07-16,304.2099388057567
2001-07-17,305.62072859215664
2001-07-18,297.3144997153859
2001-07-19,297.7272408600929
2001-07-20,295.9725448018089
2001-07-23,297.60465660346927
2001-07-24,293.39486830749945
2001-07-25,291.98957909387974
2001-07-26,295.68196204946895
2001-07-27,298.06821767822964
2001-07-30,298.896064740724
2001-07-31,298.77124329003124
2001-08-01,297.75165723367945
2001-08-02,299.7171831813903
2001-08-03,298.9116902523594
2001-08-06,299.1572470626721
2001-08-07,299.9669729559898
2001-08-08,301.2185715980108
2001-08-09,295.8208634632486
2001-08-10,294.42934041263726
2001-08-13,294.8109190642392
2001-08-14,297.1305665239537
2001-08-15,292.9224988819432
2001-08-16,292.4218097925798
2001-08-17,288.72684973002123
2001-08-20,288.4751059870087
2001-08-21,289.1125327394323
2001-08-22,287.8050781979987
2001-08-23,290.6209615354026
2001-08-24,290.77113152865144
2001-08-27,293.8314696344537
2001-08-28,292.86375012141394
2001-08-29,294.5169959100513
2001-08-30,293.46919914957647
2001-08-31,292.37129562145753
2001-09-03,291.37725881158525
2001-09-04,296.5679371085474
2001-09-05,296.9976985611595
2001-09-06,294.62452189266077
2001-09-07,290.62340113394725
2001-09-10,289.71960371584765
2001-09-11,279.8513194718781
2001-09-12,275.74724231699037
2001-09-13,272.3694743288489
2001-09-14,263.31505944967984
2001-09-17,258.87280729833725
2001-09-18,259.6722380301643
2001-09-19,259.684884234304
2001-09-20,254.55831051655173
2001-09-21,252.10690574215982
2001-09-24,252.97410187280974
2001-09-25,250.93317933255304
2001-09-26,252.1373270718315
2001-09-27,252.9402634139677
2001-09-28,258.12565520672945
2001-10-01,255.94900135190161
2001-10-02,254.4868627575886
2001-10-03,251.6411340380731
2001-10-04,256.16855799469664
2001-10-05,255.89933033317746
2001-10-08,254.07423039252086
2001-10-09,256.99529777757505
2001-10-10,261.3217868197677
2001-10-11,268.7542596817428
2001-10-12,266.2922692625838
2001-10-15,265.8459126904162
2001-10-16,267.82447357724027
2001-10-17,269.67306761513834
2001-10-18,269.0239996114502
2001-10-19,270.7255160010691
2001-10-22,273.3063483123194
2001-10-23,275.1540718942507
2001-10-24,276.6042188057341
2001-10-25,274.96099649308314
2001-10-26,277.51829539767976
2001-10-29,273.51495583545886
2001-10-30,268.3706650670878
2001-10-31,271.2229074217128
2001-11-01,270.46341607210775
2001-11-02,271.34752331624253
2001-11-05,276.82297596190136
2001-11-06,277.3788392423577
2001-11-07,276.3163549491749
2001-11-08,280.79868187267095
2001-11-09,280.1835559473894
2001-11-12,279.81019081389945
2001-11-13,286.46947028663675
2001-11-14,289.4525165289796
2001-11-15,292.8781253371246
2001-11-16,292.0371298048501
2001-11-19,295.8922872719574
2001-11-20,292.3398688851376
2001-11-21,295.21451684164725
2001-11-22,294.3863925086763
2001-11-23,297.43789860437045
2001-11-26,300.54265619944823
2001-11-27,298.2195638938285
2001-11-28,293.7164456523087
2001-11-29,292.06432550783
2001-11-30,288.90507911087747
2001-12-03,292.684533538011
2001-12-04,294.35733447132554
