Date,JAPAN MINIMUM VOLATILITY (JPY)
1994-03-31,1240.9374049
1994-04-29,1286.15263287
1994-05-31,1310.09278334
1994-06-30,1374.14794303
1994-07-29,1338.78049471
1994-08-31,1346.62280251
1994-09-30,1324.36354142
1994-10-31,1357.46781337
1994-11-30,1308.72338505
1994-12-30,1313.27385132
1995-01-31,1225.28948841
1995-02-28,1178.79415914
1995-03-31,1310.36369981
1995-04-28,1352.97188796
1995-05-31,1297.91373931
1995-06-30,1259.02013668
1995-07-31,1312.54431968
1995-08-31,1248.60898756
1995-09-29,1265.41786597
1995-10-31,1209.90334329
1995-11-30,1261.94559359
1995-12-29,1311.32074372
1996-01-31,1294.10743198
1996-02-29,1282.02873761
1996-03-29,1320.06373491
1996-04-30,1406.75568908
1996-05-31,1342.96258468
1996-06-28,1351.40688643
1996-07-31,1317.87374771
1996-08-30,1251.65943526
1996-09-30,1284.24730371
1996-10-31,1204.58612988
1996-11-29,1235.72368676
1996-12-31,1177.80342589
1997-01-01,1177.80342589
1997-01-02,1181.62101539
1997-01-03,1176.48574438
1997-01-06,1190.01979745
1997-01-07,1172.13836417
1997-01-08,1155.06645677
1997-01-09,1126.31016494
1997-01-10,1088.72370433
1997-01-13,1107.26467965
1997-01-14,1110.64055581
1997-01-15,1108.08048975
1997-01-16,1119.48857747
1997-01-17,1107.11800509
1997-01-20,1083.46856424
1997-01-21,1076.5437851
1997-01-22,1085.17971549
1997-01-23,1073.06483472
1997-01-24,1069.90085365
1997-01-27,1052.9149931
1997-01-28,1052.86713753
1997-01-29,1057.76604146
1997-01-30,1041.20881651
1997-01-31,1065.97878842
1997-02-03,1058.88274175
1997-02-04,1059.36505788
1997-02-05,1037.76554567
1997-02-06,1030.24383378
1997-02-07,1016.28428334
1997-02-10,1045.48256251
1997-02-11,1043.44376134
1997-02-12,1049.05617133
1997-02-13,1050.52574187
1997-02-14,1059.37975708
1997-02-17,1057.57251979
1997-02-18,1051.07289453
1997-02-19,1052.79277929
1997-02-20,1076.11742998
1997-02-21,1079.45311913
1997-02-24,1083.88059084
1997-02-25,1086.76283135
1997-02-26,1082.48345578
1997-02-27,1091.51885697
1997-02-28,1081.72612654
1997-03-03,1071.16721191
1997-03-04,1068.80557044
1997-03-05,1061.3683361
1997-03-06,1047.75876365
1997-03-07,1050.73430522
1997-03-10,1053.34707269
1997-03-11,1059.68567108
1997-03-12,1052.56261526
1997-03-13,1041.31054052
1997-03-14,1040.22935912
1997-03-17,1039.87799074
1997-03-18,1059.59743738
1997-03-19,1063.40362642
1997-03-20,1057.4594554
1997-03-21,1072.28557652
1997-03-24,1056.38893832
1997-03-25,1060.30855992
1997-03-26,1068.13065559
1997-03-27,1067.38936763
1997-03-28,1067.11309017
1997-03-31,1067.36377784
1997-04-01,1068.02262224
1997-04-02,1081.76841372
1997-04-03,1083.67782507
1997-04-04,1066.99751103
1997-04-07,1048.1915742
1997-04-08,1056.20303173
1997-04-09,1040.34459567
1997-04-10,1030.52129924
1997-04-11,1040.72907662
1997-04-14,1033.79955733
1997-04-15,1042.8471869
1997-04-16,1052.87138913
1997-04-17,1053.86428025
1997-04-18,1062.62637258
1997-04-21,1078.24280301
1997-04-22,1074.90059672
1997-04-23,1088.51002883
1997-04-24,1089.44550398
1997-04-25,1087.6434695
1997-04-28,1085.50057212
1997-04-29,1083.95909169
1997-04-30,1103.76976015
1997-05-01,1116.2744899
1997-05-02,1122.05639923
1997-05-05,1121.87935853
1997-05-06,1160.10289741
1997-05-07,1157.63597676
1997-05-08,1163.58742894
1997-05-09,1174.48657279
1997-05-12,1213.48230224
1997-05-13,1210.69075218
1997-05-14,1220.86345895
1997-05-15,1236.08509387
1997-05-16,1252.77445073
1997-05-19,1253.53367601
1997-05-20,1276.52867187
1997-05-21,1244.4166357
1997-05-22,1223.19569064
1997-05-23,1242.58128705
1997-05-26,1239.36978431
1997-05-27,1228.71953074
1997-05-28,1256.18132761
1997-05-29,1250.0216173
1997-05-30,1224.57649795
1997-06-02,1248.50101916
1997-06-03,1253.56194163
1997-06-04,1259.98228261
1997-06-05,1263.20664699
1997-06-06,1262.525322
1997-06-09,1288.62606483
1997-06-10,1295.88470773
1997-06-11,1309.15854988
1997-06-12,1287.00080251
1997-06-13,1278.15692205
1997-06-16,1302.92428695
1997-06-17,1297.11183957
1997-06-18,1296.98695271
1997-06-19,1290.73913455
1997-06-20,1281.09023158
1997-06-23,1275.03106089
1997-06-24,1286.46956758
1997-06-25,1316.6317301
1997-06-26,1318.80488368
1997-06-27,1297.65948312
1997-06-30,1309.55315607
1997-07-01,1285.75598255
1997-07-02,1292.41209156
1997-07-03,1301.64413869
1997-07-04,1295.33599943
1997-07-07,1298.9112385
1997-07-08,1302.03438276
1997-07-09,1298.92353407
1997-07-10,1300.80273784
1997-07-11,1294.97012122
1997-07-14,1305.67260382
1997-07-15,1288.95705543
1997-07-16,1297.16338256
1997-07-17,1300.44441208
1997-07-18,1293.33965758
1997-07-21,1289.71106747
1997-07-22,1288.50840858
1997-07-23,1286.30409531
1997-07-24,1293.66480551
1997-07-25,1290.4478465
1997-07-28,1291.98552182
1997-07-29,1286.12801632
1997-07-30,1275.56291453
1997-07-31,1283.44701101
1997-08-01,1264.29581848
1997-08-04,1253.03555239
1997-08-05,1239.16215099
1997-08-06,1260.67460309
1997-08-07,1258.87699953
1997-08-08,1290.34534862
1997-08-11,1258.37791087
1997-08-12,1269.98817348
1997-08-13,1276.74601783
1997-08-14,1260.49702977
1997-08-15,1273.26023126
1997-08-18,1258.13651172
1997-08-19,1245.98847856
1997-08-20,1255.83154831
1997-08-21,1257.32750678
1997-08-22,1236.00785036
1997-08-25,1217.72887491
1997-08-26,1225.00882743
1997-08-27,1209.25856168
1997-08-28,1209.25103235
1997-08-29,1188.59043953
1997-09-01,1159.99831348
1997-09-02,1164.17442381
1997-09-03,1194.34112344
1997-09-04,1197.3472511
1997-09-05,1194.2917757
1997-09-08,1190.57757287
1997-09-09,1215.8045468
1997-09-10,1213.07030728
1997-09-11,1188.58702365
1997-09-12,1162.89039061
1997-09-15,1168.111433
1997-09-16,1162.76437786
1997-09-17,1153.90401593
1997-09-18,1143.15760054
1997-09-19,1149.83468661
1997-09-22,1157.90944949
1997-09-23,1163.96107118
1997-09-24,1199.60024316
1997-09-25,1191.70639438
1997-09-26,1173.74761331
1997-09-29,1173.86479952
1997-09-30,1183.60004406
1997-10-01,1184.82523269
1997-10-02,1168.48161958
1997-10-03,1167.20632904
1997-10-06,1179.67135898
1997-10-07,1164.54309977
1997-10-08,1176.460208
1997-10-09,1163.54916583
1997-10-10,1174.01762042
1997-10-13,1153.69077161
1997-10-14,1147.89869319
1997-10-15,1161.80136758
1997-10-16,1187.46439261
1997-10-17,1182.11583224
1997-10-20,1155.26664784
1997-10-21,1161.52992812
1997-10-22,1175.80274304
1997-10-23,1142.81668191
1997-10-24,1139.54701124
1997-10-27,1127.07714717
1997-10-28,1106.54062634
1997-10-29,1127.51989984
1997-10-30,1109.83474045
1997-10-31,1109.62134106
1997-11-03,1104.84443181
1997-11-04,1098.42422228
1997-11-05,1085.88910583
1997-11-06,1083.60485843
1997-11-07,1046.69767742
1997-11-10,1031.47042188
1997-11-11,1033.37420453
1997-11-12,1005.98336145
1997-11-13,1003.91695918
1997-11-14,979.17403035
1997-11-17,1048.04858008
1997-11-18,1066.61522998
1997-11-19,1012.44341003
1997-11-20,1024.56126813
1997-11-21,1053.4784784
1997-11-24,1045.78855238
1997-11-25,994.04017227
1997-11-26,998.23881989
1997-11-27,1023.06490292
1997-11-28,1028.29277421
1997-12-01,1030.77667364
1997-12-02,1035.51509811
1997-12-03,1025.06878289
1997-12-04,1004.8160799
1997-12-05,1005.81622324
1997-12-08,992.58490092
1997-12-09,1017.96498012
1997-12-10,1017.11181469
1997-12-11,991.81227293
1997-12-12,980.88302749
1997-12-15,979.47160657
1997-12-16,984.92795146
1997-12-17,1036.23238966
1997-12-18,1020.09189371
1997-12-19,987.55893166
1997-12-22,955.22280709
1997-12-23,958.4573648
1997-12-24,963.52657786
1997-12-25,963.818012
1997-12-26,965.58832024
1997-12-29,973.74843498
1997-12-30,998.46851186
1997-12-31,996.2799847
1998-01-01,996.2799847
1998-01-02,978.96319475
1998-01-05,960.03857795
1998-01-06,958.23745205
1998-01-07,971.329507
1998-01-08,963.86869971
1998-01-09,959.47507387
1998-01-12,929.40258314
1998-01-13,940.35918271
1998-01-14,963.03091067
1998-01-15,970.85382406
1998-01-16,1017.31135787
1998-01-19,1037.17808584
1998-01-20,1033.61275774
1998-01-21,1048.36121831
1998-01-22,1045.64788358
1998-01-23,1063.34421416
1998-01-26,1082.48608427
1998-01-27,1078.58649411
1998-01-28,1079.07801861
1998-01-29,1074.17034838
1998-01-30,1057.68233414
1998-02-02,1052.3987201
1998-02-03,1070.69366085
1998-02-04,1080.08535931
1998-02-05,1089.24491775
1998-02-06,1085.51516999
1998-02-09,1087.34957334
1998-02-10,1093.39165474
1998-02-11,1091.71101245
1998-02-12,1085.66510981
1998-02-13,1062.09768178
1998-02-16,1055.55644928
1998-02-17,1048.38333023
1998-02-18,1040.17904014
1998-02-19,1038.83878254
1998-02-20,1032.40041604
1998-02-23,1024.78655714
1998-02-24,1013.31722281
1998-02-25,1010.54907694
1998-02-26,1025.06248319
1998-02-27,1053.25483701
1998-03-02,1077.44605047
1998-03-03,1069.4847326
1998-03-04,1061.91209623
1998-03-05,1040.42977894
1998-03-06,1048.73657292
1998-03-09,1039.21293822
1998-03-10,1037.85511314
1998-03-11,1018.29421308
1998-03-12,1007.31126602
1998-03-13,1038.88584729
1998-03-16,1019.28534717
1998-03-17,1023.68538681
1998-03-18,1002.85598654
1998-03-19,999.91352204
1998-03-20,1006.38604576
1998-03-23,1005.95510871
1998-03-24,1000.11449144
1998-03-25,1010.30543638
1998-03-26,1033.58858067
1998-03-27,1021.95860113
1998-03-30,998.57227416
1998-03-31,1009.03795345
1998-04-01,1000.92147003
1998-04-02,974.43517118
1998-04-03,955.65136153
1998-04-06,963.36947254
1998-04-07,974.97506043
1998-04-08,1000.35631922
1998-04-09,1031.11265206
1998-04-10,1033.46112734
1998-04-13,1033.92966273
1998-04-14,1033.81388188
1998-04-15,1032.99586948
1998-04-16,994.64340689
1998-04-17,992.83739589
1998-04-20,987.45632291
1998-04-21,1001.38772679
1998-04-22,1002.72567687
1998-04-23,1011.69152344
1998-04-24,1018.2798382
1998-04-27,992.79610317
1998-04-28,984.63330743
1998-04-29,986.9467565
1998-04-30,1006.41625242
1998-05-01,991.19140579
1998-05-04,990.14953521
1998-05-05,1001.047639
1998-05-06,982.0439286
1998-05-07,971.36798809
1998-05-08,973.00672752
1998-05-11,985.70627937
1998-05-12,978.57081774
1998-05-13,981.1971
1998-05-14,983.50965492
1998-05-15,983.6079067
1998-05-18,969.46097982
1998-05-19,975.27843712
1998-05-20,977.4604824
1998-05-21,984.12702323
1998-05-22,980.55226457
1998-05-25,966.7037191
1998-05-26,964.95241813
1998-05-27,963.08817971
1998-05-28,957.19775771
1998-05-29,950.24062567
1998-06-01,924.68281353
1998-06-02,944.4754503
1998-06-03,943.49187687
1998-06-04,945.75926507
1998-06-05,934.19338384
1998-06-08,926.39446871
1998-06-09,935.10116926
1998-06-10,923.6210049
1998-06-11,901.71330396
1998-06-12,889.69380281
1998-06-15,869.68431944
1998-06-16,874.55816517
1998-06-17,914.4463586
1998-06-18,939.70238228
1998-06-19,956.61454241
1998-06-22,931.39312582
1998-06-23,915.7202558
1998-06-24,911.78543838
1998-06-25,911.6671536
1998-06-26,902.96490878
1998-06-29,918.91617772
1998-06-30,960.10338135
1998-07-01,987.60755216
1998-07-02,967.56272641
1998-07-03,979.72175787
1998-07-06,965.37836858
1998-07-07,978.28924217
1998-07-08,972.31155991
1998-07-09,960.86954115
1998-07-10,949.89903692
1998-07-13,959.1775137
1998-07-14,975.96012291
1998-07-15,978.60661087
1998-07-16,985.19511768
1998-07-17,982.52633144
1998-07-20,987.08734157
1998-07-21,980.36375153
1998-07-22,961.20951714
1998-07-23,955.56848913
1998-07-24,962.62459863
1998-07-27,937.31962098
1998-07-28,946.68305418
1998-07-29,939.44114663
1998-07-30,946.10484405
1998-07-31,950.10429653
1998-08-03,928.90726935
1998-08-04,924.19700718
1998-08-05,930.97990134
1998-08-06,923.12868846
1998-08-07,915.47895265
1998-08-10,903.76325105
1998-08-11,887.2249825
1998-08-12,888.49253397
1998-08-13,892.71139897
1998-08-14,878.82663133
1998-08-17,867.76599592
1998-08-18,880.74853946
1998-08-19,898.35857505
1998-08-20,909.24900577
1998-08-21,886.34688311
1998-08-24,885.26901522
1998-08-25,882.8573579
1998-08-26,880.00242995
1998-08-27,869.29962782
1998-08-28,846.88328668
1998-08-31,878.06322216
1998-09-01,906.07331176
1998-09-02,901.8204062
1998-09-03,921.18489666
1998-09-04,910.86725138
1998-09-07,959.08700772
1998-09-08,953.17056435
1998-09-09,910.83496483
1998-09-10,926.6913421
1998-09-11,921.91793509
1998-09-14,918.00003708
1998-09-15,920.07453299
1998-09-16,905.74992584
1998-09-17,910.41657223
1998-09-18,908.84719341
1998-09-21,886.97697833
1998-09-22,879.60889118
1998-09-23,872.48067559
1998-09-24,899.3559799
1998-09-25,881.64631553
1998-09-28,885.85109687
1998-09-29,903.2173295
1998-09-30,872.27315967
1998-10-01,861.6842352
1998-10-02,867.41436125
1998-10-05,855.91206177
1998-10-06,872.08696517
1998-10-07,965.6666221
1998-10-08,971.35887413
1998-10-09,971.06750439
1998-10-12,990.19397978
1998-10-13,954.81609199
1998-10-14,944.96614997
1998-10-15,960.01000445
1998-10-16,1000.8857333
1998-10-19,1022.38321232
1998-10-20,1014.72411838
1998-10-21,1038.53536599
1998-10-22,1039.15561762
1998-10-23,1032.34644148
1998-10-26,1014.65664373
1998-10-27,1014.8764408
1998-10-28,1004.11426217
1998-10-29,1023.63226751
1998-10-30,1021.79383956
1998-11-02,1063.98771373
1998-11-03,1060.24988609
1998-11-04,1085.31442167
1998-11-05,1075.34374807
1998-11-06,1048.42391713
1998-11-09,1018.30196512
1998-11-10,1000.90671252
1998-11-11,1020.95417998
1998-11-12,993.17908664
1998-11-13,1014.69267154
1998-11-16,1036.94481587
1998-11-17,1033.15019534
1998-11-18,1034.03093208
1998-11-19,1048.10785331
1998-11-20,1061.08603505
1998-11-23,1054.59620673
1998-11-24,1076.76905862
1998-11-25,1067.10929097
1998-11-26,1072.21060292
1998-11-27,1057.52596004
1998-11-30,1040.78388671
1998-12-01,1052.16021796
1998-12-02,1068.51124719
1998-12-03,1073.15589222
1998-12-04,1069.21740875
1998-12-07,1059.50330321
1998-12-08,1069.9664013
1998-12-09,1093.96218775
1998-12-10,1097.51434557
1998-12-11,1084.27328417
1998-12-14,1084.18685698
1998-12-15,1069.65660079
1998-12-16,1080.99001051
1998-12-17,1082.11744276
1998-12-18,1096.36112385
1998-12-21,1093.3021696
1998-12-22,1075.14136348
1998-12-23,1084.41422064
1998-12-24,1079.0246718
1998-12-25,1084.84712157
1998-12-28,1087.27828999
1998-12-29,1102.18935079
1998-12-30,1105.08300705
1998-12-31,1123.84394509
1999-01-01,1123.84394509
1999-01-04,1103.96049594
1999-01-05,1104.4703941
1999-01-06,1100.86195036
1999-01-07,1119.73800701
1999-01-08,1107.6568326
1999-01-11,1127.60861231
1999-01-12,1102.34753111
1999-01-13,1082.37766715
1999-01-14,1096.63062749
1999-01-15,1091.66980346
1999-01-18,1086.07263698
1999-01-19,1085.33943599
1999-01-20,1099.03751067
1999-01-21,1107.52086048
1999-01-22,1089.62750368
1999-01-25,1093.51032669
1999-01-26,1103.23275641
1999-01-27,1093.35132589
1999-01-28,1083.42340559
1999-01-29,1096.13311664
1999-02-01,1097.7368443
1999-02-02,1123.79342589
1999-02-03,1114.82607599
1999-02-04,1107.41704172
1999-02-05,1097.30350196
1999-02-08,1094.78620458
1999-02-09,1078.62097356
1999-02-10,1079.06613744
1999-02-11,1081.14307977
1999-02-12,1087.56684758
1999-02-15,1081.72761151
1999-02-16,1064.0541316
1999-02-17,1053.4985764
1999-02-18,1042.41475165
1999-02-19,1035.25560872
1999-02-22,1050.03369888
1999-02-23,1049.38941634
1999-02-24,1043.35333263
1999-02-25,1059.89868288
1999-02-26,1065.50803072
1999-03-01,1051.83760874
1999-03-02,1031.08219567
1999-03-03,1031.63378464
1999-03-04,1016.8695125
1999-03-05,1062.57220887
1999-03-08,1061.7458117
1999-03-09,1083.24480312
1999-03-10,1114.68206916
1999-03-11,1118.48296093
1999-03-12,1124.19678824
1999-03-15,1149.40729855
1999-03-16,1172.66558206
1999-03-17,1176.52833507
1999-03-18,1149.90853388
1999-03-19,1185.62678998
1999-03-22,1177.53360975
1999-03-23,1167.84792977
1999-03-24,1147.09118291
1999-03-25,1165.93524739
1999-03-26,1162.78369594
1999-03-29,1169.42380077
1999-03-30,1161.09530187
1999-03-31,1181.39270991
1999-04-01,1193.31328598
1999-04-02,1179.21811598
1999-04-05,1166.31895403
1999-04-06,1193.90986457
1999-04-07,1188.9708725
1999-04-08,1204.33914097
1999-04-09,1189.45935308
1999-04-12,1177.5409385
1999-04-13,1187.03081141
1999-04-14,1220.88675682
1999-04-15,1210.35075327
1999-04-16,1223.30973181
1999-04-19,1222.59831399
1999-04-20,1219.44073595
1999-04-21,1190.69998466
1999-04-22,1189.66190366
1999-04-23,1205.73638887
1999-04-26,1212.09317269
1999-04-27,1202.77403428
1999-04-28,1209.66292667
1999-04-29,1209.96755797
1999-04-30,1193.7829808
1999-05-03,1186.23023558
1999-05-04,1178.33380008
1999-05-05,1177.16568992
1999-05-06,1218.11938014
1999-05-07,1202.66247898
1999-05-10,1202.53763983
1999-05-11,1181.78957914
1999-05-12,1185.50786367
1999-05-13,1170.08797462
1999-05-14,1157.27728078
1999-05-17,1131.05148902
1999-05-18,1137.70271452
1999-05-19,1114.14942474
1999-05-20,1118.84771928
1999-05-21,1129.74925409
1999-05-24,1138.29163216
1999-05-25,1146.20888232
1999-05-26,1153.03183838
1999-05-27,1150.51398564
1999-05-28,1156.86769911
1999-05-31,1148.55257719
1999-06-01,1176.46249294
1999-06-02,1181.93068761
1999-06-03,1164.19963909
1999-06-04,1160.37062337
1999-06-07,1177.50116378
1999-06-08,1196.25219458
1999-06-09,1204.38192911
1999-06-10,1222.65765211
1999-06-11,1238.52612812
1999-06-14,1212.4209904
1999-06-15,1220.54293645
1999-06-16,1216.24408241
1999-06-17,1232.15951549
1999-06-18,1221.12711534
1999-06-21,1222.48812513
1999-06-22,1230.32420621
1999-06-23,1211.59008473
1999-06-24,1212.55053255
1999-06-25,1210.90788906
1999-06-28,1219.6065135
1999-06-29,1231.64305538
1999-06-30,1217.41330026
1999-07-01,1240.9559874
1999-07-02,1245.45120542
1999-07-05,1246.70647902
1999-07-06,1242.96108538
1999-07-07,1242.17257203
1999-07-08,1234.41578004
1999-07-09,1231.99974629
1999-07-12,1247.45540444
1999-07-13,1254.95568034
1999-07-14,1272.54350569
1999-07-15,1284.80626082
1999-07-16,1269.07926312
1999-07-19,1289.74692675
1999-07-20,1288.17972382
1999-07-21,1289.89831181
1999-07-22,1271.45242032
1999-07-23,1266.30165828
1999-07-26,1265.96143116
1999-07-27,1267.74775682
1999-07-28,1284.64049931
1999-07-29,1308.19210515
1999-07-30,1329.85683923
1999-08-02,1326.12503516
1999-08-03,1334.99297897
1999-08-04,1325.30188353
1999-08-05,1314.86347023
1999-08-06,1291.05075677
1999-08-09,1282.05628459
1999-08-10,1291.1047267
1999-08-11,1276.80324398
1999-08-12,1287.44933471
1999-08-13,1288.77196309
1999-08-16,1319.56205997
1999-08-17,1330.69105875
1999-08-18,1347.76679382
1999-08-19,1345.71132958
1999-08-20,1353.44881996
1999-08-23,1353.07817169
1999-08-24,1344.99090263
1999-08-25,1339.38622055
1999-08-26,1315.2190193
1999-08-27,1313.84936215
1999-08-30,1337.32671042
1999-08-31,1310.11114846
1999-09-01,1357.34906182
1999-09-02,1360.30763494
1999-09-03,1342.20162445
1999-09-06,1352.24703625
1999-09-07,1328.15766832
1999-09-08,1333.83053759
1999-09-09,1371.48656752
1999-09-10,1370.17895893
1999-09-13,1412.81339581
1999-09-14,1418.6269786
1999-09-15,1432.97371881
1999-09-16,1401.92509243
1999-09-17,1379.81022985
1999-09-20,1388.92485048
1999-09-21,1432.4782709
1999-09-22,1391.66645976
1999-09-23,1389.1913863
1999-09-24,1355.05916671
1999-09-27,1327.45282942
1999-09-28,1362.18979189
1999-09-29,1343.50549049
1999-09-30,1382.57984582
1999-10-01,1408.20027399
1999-10-04,1396.00070963
1999-10-05,1380.38007185
1999-10-06,1380.12431389
1999-10-07,1385.66308945
1999-10-08,1384.7034756
1999-10-11,1393.33150341
1999-10-12,1394.27450737
1999-10-13,1364.50099261
1999-10-14,1364.96860622
1999-10-15,1365.55715576
1999-10-18,1347.63996016
1999-10-19,1353.29405413
1999-10-20,1373.70304684
1999-10-21,1369.71837827
1999-10-22,1376.95771313
1999-10-25,1395.36288521
1999-10-26,1407.45139572
1999-10-27,1396.57604801
1999-10-28,1382.35063126
1999-10-29,1428.23783067
1999-11-01,1420.63155974
1999-11-02,1429.8183609
1999-11-03,1417.36207361
1999-11-04,1437.43633587
1999-11-05,1410.22848155
1999-11-08,1399.2139704
1999-11-09,1400.35998951
1999-11-10,1416.04065239
1999-11-11,1390.4527532
1999-11-12,1399.3948195
1999-11-15,1405.34908714
1999-11-16,1400.09941041
1999-11-17,1422.31101557
1999-11-18,1436.72386239
1999-11-19,1444.06122466
1999-11-22,1453.47792774
1999-11-23,1462.48015449
1999-11-24,1446.85003031
1999-11-25,1428.13753948
1999-11-26,1468.8961736
1999-11-29,1479.0039372
1999-11-30,1445.09997596
1999-12-01,1445.96550768
1999-12-02,1447.84710654
1999-12-03,1449.92372704
1999-12-06,1439.10601707
1999-12-07,1455.03172119
1999-12-08,1431.33559379
1999-12-09,1434.77391638
1999-12-10,1447.50607254
1999-12-13,1420.28408124
1999-12-14,1414.53100158
1999-12-15,1418.17817654
1999-12-16,1417.34193483
1999-12-17,1423.38776407
1999-12-20,1425.70839398
1999-12-21,1434.19189705
1999-12-22,1463.96185169
1999-12-23,1460.29547752
1999-12-24,1461.0968476
1999-12-27,1459.06388739
1999-12-28,1485.86506017
1999-12-29,1498.23754267
1999-12-30,1502.43566362
1999-12-31,1502.43566362
2000-01-03,1515.98779481
2000-01-04,1479.78267666
2000-01-05,1423.79284946
2000-01-06,1384.16871273
2000-01-07,1389.59307543
2000-01-10,1390.84608972
2000-01-11,1427.60842117
2000-01-12,1407.49228888
2000-01-13,1413.21910031
2000-01-14,1427.83086825
2000-01-17,1460.20742129
2000-01-18,1443.69127676
2000-01-19,1425.45300812
2000-01-20,1424.76086436
2000-01-21,1435.08512604
2000-01-24,1437.81000676
2000-01-25,1417.27852805
2000-01-26,1429.98400767
2000-01-27,1447.13117454
2000-01-28,1451.66416867
2000-01-31,1440.96304621
2000-02-01,1413.83319903
2000-02-02,1420.8195586
2000-02-03,1442.21139052
2000-02-04,1461.51426536
2000-02-07,1445.28875093
2000-02-08,1422.72428522
2000-02-09,1436.54123649
2000-02-10,1425.03315277
2000-02-11,1419.79958558
2000-02-14,1406.03902198
2000-02-15,1382.96892554
2000-02-16,1368.57155358
2000-02-17,1383.93950802
2000-02-18,1369.38961994
2000-02-21,1332.32809046
2000-02-22,1321.5526855
2000-02-23,1336.41838545
2000-02-24,1342.26083471
2000-02-25,1366.19132088
2000-02-28,1380.66156101
2000-02-29,1367.86482512
2000-03-01,1400.55874016
2000-03-02,1393.5427932
2000-03-03,1381.33424917
2000-03-06,1367.18838226
2000-03-07,1391.09206079
2000-03-08,1382.55242114
2000-03-09,1378.09999414
2000-03-10,1382.01288651
2000-03-13,1353.10880147
2000-03-14,1359.50334218
2000-03-15,1351.4062861
2000-03-16,1384.53551702
2000-03-17,1398.01218116
2000-03-20,1391.71631511
2000-03-21,1390.27078654
2000-03-22,1383.24545514
2000-03-23,1377.88158815
2000-03-24,1385.79419274
2000-03-27,1410.94195896
2000-03-28,1442.42695015
2000-03-29,1489.01953478
2000-03-30,1469.24728307
2000-03-31,1507.82870433
2000-04-03,1507.38639998
2000-04-04,1496.22745604
2000-04-05,1493.57379596
2000-04-06,1472.32686179
2000-04-07,1471.96263359
2000-04-10,1468.48753459
2000-04-11,1455.34357488
2000-04-12,1484.61031374
2000-04-13,1461.75995168
2000-04-14,1464.50962219
2000-04-17,1416.88506513
2000-04-18,1438.8689219
2000-04-19,1447.54152559
2000-04-20,1446.23806444
2000-04-21,1446.65772264
2000-04-24,1477.25313987
2000-04-25,1480.48291928
2000-04-26,1466.76256255
2000-04-27,1448.90981865
2000-04-28,1432.5915745
2000-05-01,1457.88267925
2000-05-02,1458.56509058
2000-05-03,1456.15788729
2000-05-04,1469.76873688
2000-05-05,1462.32549017
2000-05-08,1454.77276966
2000-05-09,1433.30279369
2000-05-10,1433.24612605
2000-05-11,1405.61763335
2000-05-12,1433.28802499
2000-05-15,1424.71820077
2000-05-16,1426.91868047
2000-05-17,1417.79205761
2000-05-18,1406.49178796
2000-05-19,1414.33741173
2000-05-22,1383.31850182
2000-05-23,1396.3964172
2000-05-24,1386.32917423
2000-05-25,1396.14067786
2000-05-26,1386.92732305
2000-05-29,1396.32879654
2000-05-30,1402.87253362
2000-05-31,1383.04476098
2000-06-01,1390.0680075
2000-06-02,1391.07038013
2000-06-05,1421.38307826
2000-06-06,1442.28102256
2000-06-07,1443.62648826
2000-06-08,1437.69783911
2000-06-09,1430.12443678
2000-06-12,1427.9927463
2000-06-13,1430.91318994
2000-06-14,1413.8373183
2000-06-15,1391.65067067
2000-06-16,1398.19882559
2000-06-19,1422.83156251
2000-06-20,1445.04544442
