Date,AUSTRALIA MINIMUM VOLATILITY (AUD)
2002-01-24,1056.1032985477211
2002-01-25,1052.8101921100872
2002-01-28,1049.8560077297104
2002-01-29,1051.9997055639226
2002-01-30,1030.8371617483754
2002-01-31,1039.6355575399202
2002-02-01,1039.5898924036408
2002-02-04,1047.5294883283077
2002-02-05,1045.5181926420842
2002-02-06,1035.982340771483
2002-02-07,1032.4686163359277
2002-02-08,1045.7129869751648
2002-02-11,1056.0779014711356
2002-02-12,1053.566357242489
2002-02-13,1052.339395697326
2002-02-14,1070.22896655342
2002-02-15,1070.6463276814886
2002-02-18,1069.8624058346156
2002-02-19,1069.3270656628213
2002-02-20,1058.859053122749
2002-02-21,1056.4476858839698
2002-02-22,1050.6742321010847
2002-02-25,1048.8608850707724
2002-02-26,1052.2276567484746
2002-02-27,1048.339936779678
2002-02-28,1050.4625887790828
2002-03-01,1051.8354598534834
2002-03-04,1060.5936614428513
2002-03-05,1059.8303833830169
2002-03-06,1064.6795915206199
2002-03-07,1088.3698327080394
2002-03-08,1077.815298553959
2002-03-11,1070.4690753982118
2002-03-12,1066.0387695483216
2002-03-13,1062.7072427125534
2002-03-14,1069.2539093297883
2002-03-15,1062.2706372245864
2002-03-18,1073.7213379867233
2002-03-19,1074.8376385364877
2002-03-20,1093.156285054152
2002-03-21,1087.3227754890772
2002-03-22,1086.6930567975185
2002-03-25,1078.9641457419266
2002-03-26,1061.371992290838
2002-03-27,1068.5430373182007
2002-03-28,1083.8727570990018
2002-03-29,1083.8727570990018
2002-04-01,1085.8020790387507
2002-04-02,1077.7550796492499
2002-04-03,1071.0610500119803
2002-04-04,1071.4749677135742
2002-04-05,1075.08141080845
2002-04-08,1065.7727724523959
2002-04-09,1060.9778475050186
2002-04-10,1070.1420481066762
2002-04-11,1075.2753819704972
2002-04-12,1071.1370437877483
2002-04-15,1070.654364144115
2002-04-16,1076.3295544110263
2002-04-17,1091.7122778297503
2002-04-18,1096.6167976597367
2002-04-19,1099.4467114636464
2002-04-22,1100.0580923614318
2002-04-23,1097.0836133590947
2002-04-24,1093.9481150090783
2002-04-25,1098.5924724885817
2002-04-26,1096.8181595423
2002-04-29,1079.076316513786
2002-04-30,1075.8042586418535
2002-05-01,1084.7708831301977
2002-05-02,1078.9226547035942
2002-05-03,1088.8834035936088
2002-05-06,1080.9196555271124
2002-05-07,1076.2988319318465
2002-05-08,1082.2067264081752
2002-05-09,1083.372212209714
2002-05-10,1086.6183777525687
2002-05-13,1082.0807063839998
2002-05-14,1081.5454825934935
2002-05-15,1102.1974684047555
2002-05-16,1108.212151085258
2002-05-17,1121.447829118538
2002-05-20,1114.0745176946436
2002-05-21,1114.0469708830988
2002-05-22,1121.432267810042
2002-05-23,1114.608973303989
2002-05-24,1116.8869616077532
2002-05-27,1116.1075564343082
2002-05-28,1127.4647390185373
2002-05-29,1134.6788992141041
2002-05-30,1138.1196180112097
2002-05-31,1136.8100848759238
2002-06-03,1144.244607824147
2002-06-04,1143.639513103927
2002-06-05,1138.0757222264124
2002-06-06,1146.0119353888542
2002-06-07,1145.634115624254
2002-06-10,1138.0425040811863
2002-06-11,1135.8432114142604
2002-06-12,1138.0423824731067
2002-06-13,1134.686919526273
2002-06-14,1110.4068885909426
2002-06-17,1106.6214780012851
2002-06-18,1119.7788269897271
2002-06-19,1120.5360576457497
2002-06-20,1129.5503240909518
2002-06-21,1128.2283118097341
2002-06-24,1126.9838376833357
2002-06-25,1113.77300053353
2002-06-26,1091.0465401501308
2002-06-27,1100.4105797903353
2002-06-28,1100.2582389319482
2002-07-01,1101.9328505996375
2002-07-02,1105.9254368072561
2002-07-03,1089.846570701737
2002-07-04,1086.5333278621586
2002-07-05,1089.9141165605145
2002-07-08,1109.6408908336534
2002-07-09,1123.7260743382499
2002-07-10,1112.3769105416407
2002-07-11,1085.6765198209116
2002-07-12,1087.4484786393193
2002-07-15,1089.2756497359524
2002-07-16,1077.6245583697341
2002-07-17,1049.7373572434326
2002-07-18,1060.051385955494
2002-07-19,1053.5941708124428
2002-07-22,1045.9931723040795
2002-07-23,1033.199652051557
2002-07-24,998.9511941274395
2002-07-25,1010.249842266909
2002-07-26,993.3120534792746
2002-07-29,1005.0100961212518
2002-07-30,1027.1973588259052
2002-07-31,1027.6544242447392
2002-08-01,1013.5304681914035
2002-08-02,1005.5197220665762
2002-08-05,981.387993678243
2002-08-06,968.3919597375892
2002-08-07,1004.3112930196228
2002-08-08,1007.9067956901404
2002-08-09,1018.0146976783857
2002-08-12,1027.4039558793422
2002-08-13,1026.4623762754024
2002-08-14,1022.1921677291022
2002-08-15,1037.2131703781606
2002-08-16,1044.9628805038803
2002-08-19,1040.4008127138623
2002-08-20,1057.124580578302
2002-08-21,1050.099296142315
2002-08-22,1053.3742337437257
2002-08-23,1054.1555665316762
2002-08-26,1051.409005276407
2002-08-27,1064.6582500136021
2002-08-28,1055.7114802382898
2002-08-29,1055.1444664831415
2002-08-30,1052.4945662603845
2002-09-02,1057.056072291024
2002-09-03,1052.0159654293907
2002-09-04,1032.9194337301603
2002-09-05,1033.2961720983474
2002-09-06,1035.7029623583376
2002-09-09,1049.2479995410451
2002-09-10,1043.5516690310703
2002-09-11,1052.4192501526952
2002-09-12,1057.4772879175575
2002-09-13,1053.5400720908547
2002-09-16,1048.5424690418251
2002-09-17,1055.498797499956
2002-09-18,1045.9510646362494
2002-09-19,1039.35459540417
2002-09-20,1029.474893007786
2002-09-23,1017.1757706071256
2002-09-24,1014.837669003893
2002-09-25,1001.8748065773918
2002-09-26,1001.1858811576178
2002-09-27,1008.3662447228508
2002-09-30,998.555865602759
2002-10-01,1001.8937788922769
2002-10-02,1009.2146502911999
2002-10-03,1014.2882744953286
2002-10-04,1012.7216315908672
2002-10-07,1006.3506950165628
2002-10-08,1006.1637624072845
2002-10-09,999.7368274003508
2002-10-10,994.557419360126
2002-10-11,1004.7688625262522
2002-10-14,1009.0000489952621
2002-10-15,1017.8332102824253
2002-10-16,1017.473493839594
2002-10-17,1018.7581844174276
2002-10-18,1023.9194279674266
2002-10-21,1023.2461697277673
2002-10-22,1023.9194294052227
2002-10-23,1030.357548413618
2002-10-24,1034.6406808244508
2002-10-25,1025.7358657099699
2002-10-28,1039.0700671587583
2002-10-29,1026.4948254771316
2002-10-30,1018.1117179181756
2002-10-31,1037.6888025595958
2002-11-01,1031.0196256761446
2002-11-04,1047.3313260276636
2002-11-05,1048.8603152065707
2002-11-06,1052.470014066067
2002-11-07,1056.5454089072518
2002-11-08,1047.2611140342747
2002-11-11,1026.3085302989412
2002-11-12,1035.878776403941
2002-11-13,1029.480165836445
2002-11-14,1032.2461084953964
2002-11-15,1042.3816415678723
2002-11-18,1043.4000989308825
2002-11-19,1038.417189060095
2002-11-20,1041.563613575704
2002-11-21,1049.4383325577314
2002-11-22,1055.261326402268
2002-11-25,1045.8403178631384
2002-11-26,1040.6941983165932
2002-11-27,1030.3878453420339
2002-11-28,1050.2010352610714
2002-11-29,1054.596130827785
2002-12-02,1058.2473607135787
2002-12-03,1054.052891287813
2002-12-04,1042.584752098192
2002-12-05,1047.8589947531027
2002-12-06,1045.3229578162402
2002-12-09,1046.7891730218448
2002-12-10,1033.666705245377
2002-12-11,1026.8214838230383
2002-12-12,1038.8410548413412
2002-12-13,1034.6501183991584
2002-12-16,1029.7752460159008
2002-12-17,1042.9608837871958
2002-12-18,1038.874982591339
2002-12-19,1040.256148837724
2002-12-20,1040.4737070258295
2002-12-23,1047.1194166708924
2002-12-24,1049.1931498588574
2002-12-25,1049.1931498588574
2002-12-26,1049.1931498588574
2002-12-27,1044.686176673208
2002-12-30,1039.2918324254213
2002-12-31,1043.9264220247117
2003-01-01,1043.9264220247117
2003-01-02,1049.0241423617415
2003-01-03,1060.9603219571632
2003-01-06,1088.2104555947042
2003-01-07,1088.068510151968
2003-01-08,1083.0310568107493
2003-01-09,1087.2114020696831
2003-01-10,1095.871004067529
2003-01-13,1095.9643095597335
2003-01-14,1101.7944200012953
2003-01-15,1102.883197863599
2003-01-16,1100.6458631878206
2003-01-17,1106.3221867652655
2003-01-20,1108.4394638843305
2003-01-21,1101.743421144713
2003-01-22,1090.649411968626
2003-01-23,1096.826903555897
2003-01-24,1096.775906484637
2003-01-27,1092.7916736571606
2003-01-28,1072.5862282993673
2003-01-29,1075.8179116331949
2003-01-30,1072.7585557204934
2003-01-31,1069.9913532324913
2003-02-03,1060.3903554843885
2003-02-04,1072.7209356474334
2003-02-05,1065.1223059805736
2003-02-06,1055.0191901907942
2003-02-07,1062.8905935263376
2003-02-10,1060.1871745949886
2003-02-11,1047.5929784370778
2003-02-12,1051.054494126873
2003-02-13,1041.7581992437354
2003-02-14,1031.5375733699038
2003-02-17,1040.891634193685
2003-02-18,1045.6426351780567
2003-02-19,1055.5186075171516
2003-02-20,1047.7616855697297
2003-02-21,1049.9077886450677
2003-02-24,1072.8299873295637
2003-02-25,1054.5942408971928
2003-02-26,1069.4051622124236
2003-02-27,1057.8062646611825
2003-02-28,1063.5327506708272
2003-03-03,1079.8934428756372
2003-03-04,1083.8988335401389
2003-03-05,1078.167202869211
2003-03-06,1075.6187623195683
2003-03-07,1064.9077671899713
2003-03-10,1068.0906674352068
2003-03-11,1044.610599248805
2003-03-12,1024.4341314274611
2003-03-13,1015.8338952246512
2003-03-14,1030.2863947141693
2003-03-17,1026.6000973763837
2003-03-18,1050.4190506007153
2003-03-19,1056.8080954028162
2003-03-20,1066.1826026984804
2003-03-21,1060.2586955160127
2003-03-24,1067.297827707846
2003-03-25,1074.0355220412932
2003-03-26,1084.0167981421187
2003-03-27,1093.0892773851817
2003-03-28,1092.0491564166673
2003-03-31,1099.2567870813155
2003-04-01,1093.2606837688907
2003-04-02,1082.1503424623725
2003-04-03,1087.9714243050112
2003-04-04,1100.6029866888211
2003-04-07,1110.347146819464
2003-04-08,1114.4260655313997
2003-04-09,1109.7413662214158
2003-04-10,1124.5259948395858
2003-04-11,1122.6347271421625
2003-04-14,1116.8391191867283
2003-04-15,1130.9880525281558
2003-04-16,1145.9692042644604
2003-04-17,1142.8126756137412
2003-04-18,1142.8126756137412
2003-04-21,1140.1193340783657
2003-04-22,1162.7663734990438
2003-04-23,1165.9645608578635
2003-04-24,1168.6048256384731
2003-04-25,1163.6947213290678
2003-04-28,1159.0703359856464
2003-04-29,1171.8413616148064
2003-04-30,1180.8569247175235
2003-05-01,1190.0108579366508
2003-05-02,1178.6360092756493
2003-05-05,1184.3387572210054
2003-05-06,1186.6145398730955
2003-05-07,1186.2353171398252
2003-05-08,1194.1111294747668
2003-05-09,1194.2360308842103
2003-05-12,1205.1336477300404
2003-05-13,1206.2024545755025
2003-05-14,1203.4211599003988
2003-05-15,1192.8920014458322
2003-05-16,1199.7649517597908
2003-05-19,1210.3064003580807
2003-05-20,1207.887825948356
2003-05-21,1216.91289299132
2003-05-22,1229.3685582687083
2003-05-23,1237.5340452364735
2003-05-26,1245.5223557756199
2003-05-27,1236.974016356805
2003-05-28,1224.9555026449987
2003-05-29,1224.768878718418
2003-05-30,1230.2553876543911
2003-06-02,1247.5950344610947
2003-06-03,1247.326515121235
2003-06-04,1261.7789636391724
2003-06-05,1265.1164714649085
2003-06-06,1257.0081845367597
2003-06-09,1252.2529141102757
2003-06-10,1251.1879691641618
2003-06-11,1268.0910402101922
2003-06-12,1278.3810779264697
2003-06-13,1285.6784669630401
2003-06-16,1290.503955924036
2003-06-17,1304.8145821530122
2003-06-18,1299.9240334103526
2003-06-19,1296.2119405525916
2003-06-20,1293.0450453246135
2003-06-23,1283.9670738868062
2003-06-24,1273.3403608755661
2003-06-25,1281.1583942287805
2003-06-26,1260.0301602400802
2003-06-27,1267.8077741672644
2003-06-30,1265.0005588739477
2003-07-01,1281.8449623557542
2003-07-02,1283.5515728581515
2003-07-03,1297.7216408277757
2003-07-04,1286.650736471284
2003-07-07,1283.6596233154337
2003-07-08,1250.2397732607824
2003-07-09,1231.984937936692
2003-07-10,1240.0491481318113
2003-07-11,1246.4782281104997
2003-07-14,1262.7592935603386
2003-07-15,1250.500527930171
2003-07-16,1262.928144729079
2003-07-17,1252.5312748966196
2003-07-18,1236.134578707557
2003-07-21,1248.844547897844
2003-07-22,1241.52495862556
2003-07-23,1259.6165660322997
2003-07-24,1275.0578539819505
2003-07-25,1275.7396618486175
2003-07-28,1284.4404136456064
2003-07-29,1279.471318214395
2003-07-30,1250.2483808420363
2003-07-31,1251.1235749138893
2003-08-01,1264.8971088010592
2003-08-04,1254.2224158798322
2003-08-05,1244.8775959043771
2003-08-06,1249.950103407184
2003-08-07,1258.3171075474222
2003-08-08,1267.045366488823
2003-08-11,1272.2320002630977
2003-08-12,1270.6733464266908
2003-08-13,1278.824703696871
2003-08-14,1275.4277346030833
2003-08-15,1278.0002333071213
2003-08-18,1278.5969274457468
2003-08-19,1276.3053882557404
2003-08-20,1290.0763340997282
2003-08-21,1279.0996439815835
2003-08-22,1272.077225415131
2003-08-25,1272.6258410228193
2003-08-26,1257.0178499983253
2003-08-27,1251.360228947684
2003-08-28,1250.9608673690084
2003-08-29,1260.7063852506797
2003-09-01,1255.445294460619
2003-09-02,1251.4766443798455
2003-09-03,1243.4900292309314
2003-09-04,1249.3126037966258
2003-09-05,1254.607862436116
2003-09-08,1270.970454470584
2003-09-09,1291.2959937896146
2003-09-10,1288.554015451437
2003-09-11,1282.811308132494
2003-09-12,1287.9132605570064
2003-09-15,1290.579043334026
2003-09-16,1288.0156869375735
2003-09-17,1298.30369579331
2003-09-18,1303.4879041521556
2003-09-19,1310.6837232856908
2003-09-22,1323.44245483278
2003-09-23,1314.6482027459563
2003-09-24,1318.6595579318384
2003-09-25,1314.4680445245695
2003-09-26,1304.4424860118481
2003-09-29,1301.4500464290088
2003-09-30,1306.726506745518
2003-10-01,1316.6195168570794
2003-10-02,1333.4673278631858
2003-10-03,1334.8936122658279
2003-10-06,1334.288700613246
2003-10-07,1352.7675127869115
2003-10-08,1362.6732326888
2003-10-09,1371.511127188747
2003-10-10,1373.035895501256
2003-10-13,1375.3401238821164
2003-10-14,1372.7673946189166
2003-10-15,1375.6119798568084
2003-10-16,1384.3083932610584
2003-10-17,1384.2524976451973
2003-10-20,1384.829228656087
2003-10-21,1403.7369584260773
2003-10-22,1413.7082469262211
2003-10-23,1393.1913945159704
2003-10-24,1391.672518547612
2003-10-27,1393.4063637335412
2003-10-28,1390.2366161591212
2003-10-29,1394.005571186031
2003-10-30,1401.507665862535
2003-10-31,1405.1448506925378
2003-11-03,1391.0538310806119
2003-11-04,1386.2849482744364
2003-11-05,1398.8018338401898
2003-11-06,1394.33877333258
2003-11-07,1396.9570491908419
2003-11-10,1404.1279928653453
2003-11-11,1395.0067977595781
2003-11-12,1397.2684267588481
2003-11-13,1410.7106601367368
2003-11-14,1405.8412666638571
2003-11-17,1389.3977283599972
2003-11-18,1406.613733058198
2003-11-19,1415.902486112132
2003-11-20,1419.626184551636
2003-11-21,1418.7623417469656
2003-11-24,1410.6322925943646
2003-11-25,1419.577868017733
2003-11-26,1428.7894681089592
2003-11-27,1425.557437754517
2003-11-28,1430.877298825014
2003-12-01,1430.8078141144083
2003-12-02,1448.5523819316904
2003-12-03,1465.1759454887879
2003-12-04,1466.1776761510928
2003-12-05,1470.0122234508328
2003-12-08,1480.4566813792528
2003-12-09,1476.8359889447993
2003-12-10,1478.6139578161003
2003-12-11,1456.7769024577267
2003-12-12,1479.5247828928698
2003-12-15,1491.5171084294811
2003-12-16,1485.4502592528868
2003-12-17,1490.5511732154584
2003-12-18,1478.1943252351834
2003-12-19,1479.552864602962
2003-12-22,1486.4130207330388
2003-12-23,1491.9379541809324
2003-12-24,1510.02407652648
2003-12-25,1510.02407652648
2003-12-26,1506.9759859400317
2003-12-29,1515.7821380723494
2003-12-30,1532.7724493051246
2003-12-31,1545.5110541746735
2004-01-01,1545.5110541746735
2004-01-02,1550.1141922827267
2004-01-05,1562.6548738601236
2004-01-06,1585.4564308806962
2004-01-07,1580.8728860042029
2004-01-08,1589.9328736160915
2004-01-09,1600.068288210313
2004-01-12,1598.4671241258723
2004-01-13,1602.6028448530963
2004-01-14,1601.7909546426608
2004-01-15,1584.6720657022277
2004-01-16,1568.3024563021065
2004-01-19,1545.6886964313696
2004-01-20,1576.466834467619
2004-01-21,1588.8330666013017
2004-01-22,1606.5335399816177
2004-01-23,1609.2157942406707
2004-01-26,1604.2426833648303
2004-01-27,1601.3321034738965
2004-01-28,1584.3270533328196
2004-01-29,1543.8126574686105
2004-01-30,1547.8246462599884
2004-02-02,1543.2709081522767
2004-02-03,1559.1692717614417
2004-02-04,1547.5977729857111
2004-02-05,1552.732231654373
2004-02-06,1565.711457836605
2004-02-09,1586.762677002564
2004-02-10,1588.8635595519977
2004-02-11,1598.2983182401865
2004-02-12,1630.7052306535961
2004-02-13,1634.3516223945146
2004-02-16,1633.739973527645
2004-02-17,1647.308886280087
2004-02-18,1652.978113713491
2004-02-19,1645.052285090459
2004-02-20,1614.0996792665808
2004-02-23,1602.6992993634105
2004-02-24,1609.693291881095
2004-02-25,1605.5705672334398
2004-02-26,1601.0602070312766
2004-02-27,1611.0311002445965
2004-03-01,1626.5431733833543
2004-03-02,1621.1583962725629
2004-03-03,1573.4558394208273
2004-03-04,1585.201441539413
2004-03-05,1619.5403720023835
2004-03-08,1613.9620552214958
2004-03-09,1629.84666459068
2004-03-10,1589.250888996124
2004-03-11,1564.1539740578473
2004-03-12,1552.3524342101198
2004-03-15,1562.198353862449
2004-03-16,1592.4094959497597
2004-03-17,1592.5987918336673
2004-03-18,1613.1575743621136
2004-03-19,1613.2604238228794
2004-03-22,1611.5046052361326
2004-03-23,1607.396363175942
2004-03-24,1594.5604002276132
2004-03-25,1586.6912891793663
2004-03-26,1602.3663434657606
2004-03-29,1598.6522954675934
2004-03-30,1617.9318977814423
2004-03-31,1635.2738793973201
2004-04-01,1656.7441211673604
2004-04-02,1635.7091044536062
2004-04-05,1622.4221353522971
2004-04-06,1637.9919037538898
2004-04-07,1645.9431438956626
2004-04-08,1637.5240999334478
2004-04-09,1637.5240999334478
2004-04-12,1645.9012810047936
2004-04-13,1614.6545724806772
2004-04-14,1566.9001244797182
2004-04-15,1577.592570190268
2004-04-16,1593.2032798705
2004-04-19,1605.511411960664
2004-04-20,1592.9622581780384
2004-04-21,1574.9149530933819
2004-04-22,1561.6037293551274
2004-04-23,1581.115965465098
2004-04-26,1584.11924449487
2004-04-27,1580.48101978511
2004-04-28,1565.4523028968206
2004-04-29,1539.5641167431993
2004-04-30,1541.9760218706015
2004-05-03,1528.4523461195988
2004-05-04,1552.329452385199
2004-05-05,1563.7687980921573
2004-05-06,1554.1413210191174
2004-05-07,1503.991674066699
2004-05-10,1461.4190930428247
2004-05-11,1466.79779143333
2004-05-12,1483.44917701603
2004-05-13,1466.1327407907418
2004-05-14,1461.8022414063078
2004-05-17,1461.7183547534012
2004-05-18,1463.817073337785
2004-05-19,1495.846163825169
2004-05-20,1477.607599225588
2004-05-21,1505.2623425184443
2004-05-24,1499.4829687398212
2004-05-25,1515.7085359642545
2004-05-26,1529.7213914368963
2004-05-27,1564.6664764878685
2004-05-28,1552.2456655133442
2004-05-31,1558.5042718715436
2004-06-01,1549.2489788075839
2004-06-02,1532.338015018357
2004-06-03,1508.944304837418
2004-06-04,1515.7643046242079
2004-06-07,1547.3698192007616
2004-06-08,1540.1328816856408
2004-06-09,1511.8236228281187
2004-06-10,1524.8837500585125
2004-06-11,1520.177546821661
2004-06-14,1519.4098357742798
2004-06-15,1512.3776598844722
2004-06-16,1519.674026813238
2004-06-17,1519.531958435798
2004-06-18,1539.6242192992133
2004-06-21,1551.3621601052887
2004-06-22,1539.1116474985286
2004-06-23,1545.73385116941
2004-06-24,1568.1749320868948
2004-06-25,1560.0474785836873
2004-06-28,1559.4966220283643
2004-06-29,1538.587950172285
2004-06-30,1557.0481716382435
2004-07-01,1572.9108518269431
2004-07-02,1592.958800223691
2004-07-05,1594.346326721747
2004-07-06,1607.7643054293603
2004-07-07,1634.5977127980752
2004-07-08,1635.5111476527406
2004-07-09,1630.8612219716995
2004-07-12,1642.555801274519
2004-07-13,1637.187905906705
2004-07-14,1627.3285027660638
2004-07-15,1624.4219876000916
2004-07-16,1645.3811146261207
2004-07-19,1648.2452367502515
2004-07-20,1633.4220877119142
2004-07-21,1603.6709215219153
2004-07-22,1600.7847499005884
2004-07-23,1579.7929139848993
2004-07-26,1579.892245687608
2004-07-27,1569.0926140345812
2004-07-28,1563.2246393653563
2004-07-29,1562.1662340271184
2004-07-30,1579.1249158660255
2004-08-02,1594.1623483977364
2004-08-03,1601.6037423667444
2004-08-04,1599.1687322079533
2004-08-05,1594.118826112447
2004-08-06,1619.0314535974132
2004-08-09,1614.2029221864764
2004-08-10,1612.8311790121622
2004-08-11,1607.4546091155971
2004-08-12,1602.7839955525553
2004-08-13,1604.7393144681375
2004-08-16,1606.1911144503867
2004-08-17,1600.0916905793642
2004-08-18,1602.078588825744
2004-08-19,1632.2870030083895
2004-08-20,1637.3262355693648
2004-08-23,1633.499748930058
2004-08-24,1602.1806536638878
2004-08-25,1600.10492131003
2004-08-26,1595.8453718841247
2004-08-27,1612.915040239727
2004-08-30,1602.4980373802314
2004-08-31,1619.786794364377
2004-09-01,1626.8057491727513
2004-09-02,1613.5365693981178
2004-09-03,1596.89103732775
2004-09-06,1600.0306566872284
2004-09-07,1607.7400132243429
2004-09-08,1609.8144695718172
2004-09-09,1594.6575649116992
2004-09-10,1627.4972442915007
2004-09-13,1626.9718912957069
2004-09-14,1651.9195634521216
2004-09-15,1629.3313630617415
2004-09-16,1635.5012305525236
2004-09-17,1629.855500133944
2004-09-20,1636.0563636177053
2004-09-21,1639.9896271521184
2004-09-22,1659.212269665956
2004-09-23,1679.596911864101
2004-09-24,1669.880290582271
2004-09-27,1671.0507524866985
2004-09-28,1684.0574531094244
2004-09-29,1686.8554950586756
2004-09-30,1712.382025184102
2004-10-01,1707.408393892626
2004-10-04,1708.4862491735391
2004-10-05,1725.4334585168892
2004-10-06,1728.1152996031851
2004-10-07,1733.784009241784
2004-10-08,1749.3234249378831
2004-10-11,1754.9194177274485
2004-10-12,1752.3544919368424
2004-10-13,1739.560989474533
2004-10-14,1755.901534409652
2004-10-15,1761.204710439054
2004-10-18,1743.60908209318
2004-10-19,1751.4321087759563
2004-10-20,1765.9461237666571
2004-10-21,1769.5804970170316
2004-10-22,1770.4629813676388
