Date,GERMANY MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,999.8991830392928
2001-06-04,1009.6614302423293
2001-06-05,1018.0283884743095
2001-06-06,1012.1831616163736
2001-06-07,1015.9517840164185
2001-06-08,1012.383386713984
2001-06-11,1000.7341489265553
2001-06-12,999.2551188922514
2001-06-13,1007.4003178657481
2001-06-14,1009.2611020024824
2001-06-15,998.6086999289531
2001-06-18,993.0074857787664
2001-06-19,992.029032331966
2001-06-20,982.5831525671641
2001-06-21,984.4385249189404
2001-06-22,989.9008316904573
2001-06-25,993.3834512867785
2001-06-26,990.9718230949611
2001-06-27,983.5600727053285
2001-06-28,986.0710977252384
2001-06-29,997.6930971027438
2001-07-02,1002.7249923163209
2001-07-03,996.9757690409969
2001-07-04,993.2537608922404
2001-07-05,981.7104602057587
2001-07-06,975.049319043934
2001-07-09,981.9809275358946
2001-07-10,982.8669379656026
2001-07-11,986.6343680672397
2001-07-12,983.6503790691147
2001-07-13,990.8377674155133
2001-07-16,987.9848457624189
2001-07-17,983.4204378136418
2001-07-18,992.1031715346257
2001-07-19,1000.5302907822115
2001-07-20,995.3869168142355
2001-07-23,995.2192567234677
2001-07-24,990.9265354955118
2001-07-25,979.3539715521622
2001-07-26,988.3628834929667
2001-07-27,996.6513276049116
2001-07-30,1002.8789738369172
2001-07-31,1015.1826750821306
2001-08-01,1017.4164823740722
2001-08-02,1011.1607568308973
2001-08-03,1010.3347587310097
2001-08-06,1003.2921051129613
2001-08-07,1004.3469474872901
2001-08-08,986.6182512271771
2001-08-09,987.2720827187605
2001-08-10,989.3158086014399
2001-08-13,998.015764051673
2001-08-14,1004.5717059415342
2001-08-15,1010.4169128318356
2001-08-16,1002.9193440113136
2001-08-17,986.3852680817896
2001-08-20,982.3746021686042
2001-08-21,983.684598247232
2001-08-22,995.1703876544229
2001-08-23,991.7025691511665
2001-08-24,1004.5454498464971
2001-08-27,1005.7140525102693
2001-08-28,992.8037351840837
2001-08-29,990.2770583097938
2001-08-30,967.5307338485727
2001-08-31,971.522869491179
2001-09-03,959.677516508173
2001-09-04,960.1845620734603
2001-09-05,938.3952427157536
2001-09-06,920.544469580608
2001-09-07,910.6216704792176
2001-09-10,889.0921316678784
2001-09-11,830.7166281484834
2001-09-12,837.9885991637003
2001-09-13,848.1217564782468
2001-09-14,816.2565318113045
2001-09-17,825.2215330268957
2001-09-18,815.2505743675362
2001-09-19,798.7965829819975
2001-09-20,746.6025218314948
2001-09-21,730.8448563403837
2001-09-24,773.7338999421187
2001-09-25,775.5249328717035
2001-09-26,793.0291388850452
2001-09-27,813.577615208396
2001-09-28,822.0284497911061
2001-10-01,822.5823514812745
2001-10-02,837.0201992756771
2001-10-03,855.1002379095106
2001-10-04,866.2189888832432
2001-10-05,867.1545181897812
2001-10-08,867.0325138566851
2001-10-09,860.6709155051437
2001-10-10,873.7878223278819
2001-10-11,878.190396234655
2001-10-12,877.3473276598942
2001-10-15,865.200581364234
2001-10-16,877.000422149721
2001-10-17,873.7301654160057
2001-10-18,864.7344989689984
2001-10-19,851.2642768804362
2001-10-22,860.078613930343
2001-10-23,868.0975877843811
2001-10-24,881.6013473597214
2001-10-25,870.0496094419515
2001-10-26,880.750339561678
2001-10-29,867.8724126206519
2001-10-30,855.1112346931084
2001-10-31,846.7133587967508
2001-11-01,863.4259127831439
2001-11-02,853.968849204149
2001-11-05,868.2164443569593
2001-11-06,861.9592997644922
2001-11-07,886.6453171978553
2001-11-08,895.5927990741418
2001-11-09,886.8822644531954
2001-11-12,875.8230139191958
2001-11-13,878.916766712047
2001-11-14,883.9294283500466
2001-11-15,885.3491397896719
2001-11-16,900.0273261144672
2001-11-19,914.5656404750334
2001-11-20,912.3150224883976
2001-11-21,905.778728037751
2001-11-22,910.5118123019955
2001-11-23,914.082323222767
2001-11-26,909.7242280328817
2001-11-27,904.6501511425091
2001-11-28,887.7366317409393
2001-11-29,892.9641197854818
2001-11-30,908.2060259776104
2001-12-03,904.6890870045255
2001-12-04,909.2748191646346
2001-12-05,931.1576544249664
2001-12-06,936.9028147335732
2001-12-07,928.7231532791861
2001-12-10,915.2779689733771
2001-12-11,915.7985111954562
2001-12-12,910.1579003853238
2001-12-13,900.324217784735
2001-12-14,894.4222727795091
2001-12-17,917.4418171557285
2001-12-18,911.6850788134499
2001-12-19,901.0934642589932
2001-12-20,893.9047326905834
2001-12-21,895.2786332449299
2001-12-24,886.3455300212784
2001-12-25,886.3455300212784
2001-12-26,887.1025726673505
2001-12-27,911.5372426319406
2001-12-28,915.9250495539727
2001-12-31,924.8578636004279
2002-01-01,924.8578636004279
2002-01-02,940.5500254797689
2002-01-03,949.021776872344
2002-01-04,948.322633529038
2002-01-07,934.4239029763132
2002-01-08,935.5371993688331
2002-01-09,936.6811483767748
2002-01-10,938.1357826054818
2002-01-11,933.6611028887739
2002-01-14,918.2343271448035
2002-01-15,914.5028043915283
2002-01-16,896.2673968640331
2002-01-17,912.306128166325
2002-01-18,916.3272349332364
2002-01-21,913.9835040737797
2002-01-22,909.3527355861054
2002-01-23,927.1638579300438
2002-01-24,920.4842371366194
2002-01-25,902.6956556416869
2002-01-28,898.2770821269297
2002-01-29,890.1562912161268
2002-01-30,887.3007206293998
2002-01-31,896.8768625513806
2002-02-01,900.5641375414261
2002-02-04,891.2391297912004
2002-02-05,888.4818685764383
2002-02-06,871.2700217556869
2002-02-07,873.3578799170856
2002-02-08,876.976736100847
2002-02-11,892.3290201964126
2002-02-12,884.3870468066168
2002-02-13,885.4080087567406
2002-02-14,882.9319085676068
2002-02-15,872.3019528314342
2002-02-18,870.7963341635298
2002-02-19,856.0291267013532
2002-02-20,856.8009217246644
2002-02-21,865.178929352362
2002-02-22,860.4300887209075
2002-02-25,867.806603995004
2002-02-26,870.6507864714517
2002-02-27,874.6294078714585
2002-02-28,887.9161724976948
2002-03-01,893.7842196162945
2002-03-04,918.5341743096227
2002-03-05,914.2706795428019
2002-03-06,928.8419610799061
2002-03-07,933.366243245478
2002-03-08,938.2940396419303
2002-03-11,938.7577633484266
2002-03-12,927.8125037563811
2002-03-13,928.1960435797077
2002-03-14,937.7055329475949
2002-03-15,959.3249420137373
2002-03-18,957.1961243643146
2002-03-19,965.2710400874441
2002-03-20,957.4169033549995
2002-03-21,952.1167160968062
2002-03-22,953.4834934778947
2002-03-25,946.0077656777562
2002-03-26,956.0565084522855
2002-03-27,943.9995049907283
2002-03-28,952.8410129818346
2002-03-29,952.8410129818346
2002-04-01,960.6502899681024
2002-04-02,954.0736538834547
2002-04-03,948.2050336897656
2002-04-04,945.1202362029801
2002-04-05,943.0680015321815
2002-04-08,927.5077055363328
2002-04-09,927.2389468153569
2002-04-10,945.570246182404
2002-04-11,937.67453017558
2002-04-12,937.9244694403528
2002-04-15,946.2241875254201
2002-04-16,957.1193144436188
2002-04-17,960.1679380006726
2002-04-18,955.9494919096688
2002-04-19,956.6429806047056
2002-04-22,948.1260753613223
2002-04-23,948.1330373220857
2002-04-24,945.4810061683837
2002-04-25,934.9611036724042
2002-04-26,932.0811399589466
2002-04-29,932.3321669930532
2002-04-30,938.7398043765763
2002-05-01,944.0528362291127
2002-05-02,933.0075942943304
2002-05-03,935.6529433738459
2002-05-06,937.9086269697455
2002-05-07,930.1914616773496
2002-05-08,944.6810844991794
2002-05-09,936.1351283330109
2002-05-10,932.6191285484394
2002-05-13,943.2199935911142
2002-05-14,942.6376101189169
2002-05-15,950.0007763511957
2002-05-16,951.4138536244002
2002-05-17,962.0737364861908
2002-05-20,960.2549082948859
2002-05-21,957.6596373162903
2002-05-22,961.0543842219912
2002-05-23,950.0047593260152
2002-05-24,953.0081855764735
2002-05-27,956.6121922840662
2002-05-28,957.7911870912343
2002-05-29,957.9487266050788
2002-05-30,945.1552313431912
2002-05-31,947.4865105167949
2002-06-03,939.9371401563227
2002-06-04,924.7199472599115
2002-06-05,920.0101319561052
2002-06-06,932.9349903077282
2002-06-07,925.3307522762651
2002-06-10,921.9301420062613
2002-06-11,917.4320944290832
2002-06-12,909.9600071019808
2002-06-13,905.3361886954326
2002-06-14,878.233749213206
2002-06-17,897.6270651824789
2002-06-18,890.8028263460266
2002-06-19,887.3766304108232
2002-06-20,879.2887037253769
2002-06-21,880.5716101354981
2002-06-24,870.0131928678478
2002-06-25,876.0642723243607
2002-06-26,878.3465426801414
2002-06-27,896.5435977699451
2002-06-28,925.0480874625928
2002-07-01,919.4246492980983
2002-07-02,890.7834531797233
2002-07-03,879.5581258385996
2002-07-04,895.295669465797
2002-07-05,921.4957256721547
2002-07-08,929.3661047711937
2002-07-09,922.0205734326769
2002-07-10,880.3872951748491
2002-07-11,864.2091060840289
2002-07-12,863.0279395243185
2002-07-15,840.4447420159627
2002-07-16,848.6370921839797
2002-07-17,860.0820816696192
2002-07-18,860.9971976718872
2002-07-19,832.1045174554914
2002-07-22,786.1824063149425
2002-07-23,746.1543339334813
2002-07-24,760.227594084032
2002-07-25,748.4507797623056
2002-07-26,751.8003044246714
2002-07-29,794.4094006849277
2002-07-30,806.5856119949461
2002-07-31,774.8741187596651
2002-08-01,761.6122589959796
2002-08-02,757.9247239457253
2002-08-05,720.7997155058519
2002-08-06,743.1893431462894
2002-08-07,732.7529375111701
2002-08-08,769.4392502454735
2002-08-09,789.0326733735906
2002-08-12,774.2611398521068
2002-08-13,778.8788434013052
2002-08-14,769.1817450597187
2002-08-15,777.5967415011096
2002-08-16,783.5990660961003
2002-08-19,801.6534179232077
2002-08-20,788.9015075524627
2002-08-21,807.2048312328034
2002-08-22,806.7068573839819
2002-08-23,797.3674701424851
2002-08-26,790.5863333415665
2002-08-27,806.5476993720507
2002-08-28,780.2590407066559
2002-08-29,776.3024344855079
2002-08-30,783.4223997554143
2002-09-02,771.5302200811791
2002-09-03,743.526650152475
2002-09-04,746.2900310903191
2002-09-05,732.448705489691
2002-09-06,747.9489604442074
2002-09-09,734.4665607255074
2002-09-10,740.4416598629335
2002-09-11,754.9988029228582
2002-09-12,731.0581112738563
2002-09-13,723.400501575676
2002-09-16,709.0626250702893
2002-09-17,700.6051886419351
2002-09-18,674.6198797390136
2002-09-19,656.1818321048378
2002-09-20,669.4132327745988
2002-09-23,642.0390734828404
2002-09-24,627.0492133269634
2002-09-25,642.3601087019921
2002-09-26,658.2992645841455
2002-09-27,642.7538789069436
2002-09-30,622.6858549685438
2002-10-01,634.3757369241162
2002-10-02,645.7226201226969
2002-10-03,630.104021431361
2002-10-04,612.7108377741833
2002-10-07,601.2755106241965
2002-10-08,591.6654819606026
2002-10-09,590.3930027546256
2002-10-10,608.4285728545163
2002-10-11,643.9655082707349
2002-10-14,634.9244356468074
2002-10-15,667.0905750981992
2002-10-16,664.8286533916859
2002-10-17,682.1892332798265
2002-10-18,678.5349220681763
2002-10-21,698.5729219147277
2002-10-22,677.9557906285077
2002-10-23,650.0646323732143
2002-10-24,659.0959518973168
2002-10-25,662.8096466457132
2002-10-28,683.9497906137342
2002-10-29,657.0607697921369
2002-10-30,667.944290517134
2002-10-31,681.144794256967
2002-11-01,684.8431178984524
2002-11-04,708.7480005595139
2002-11-05,717.8923156625692
2002-11-06,711.6757593438543
2002-11-07,695.9958085764055
2002-11-08,687.8767445952227
2002-11-11,683.4515686272067
2002-11-12,694.0846508272996
2002-11-13,683.7579619423118
2002-11-14,695.685891838889
2002-11-15,697.974514215641
2002-11-18,702.9092272887381
2002-11-19,702.7438788864135
2002-11-20,694.8144570684947
2002-11-21,705.4460943481255
2002-11-22,706.138257697376
2002-11-25,699.769473360018
2002-11-26,683.888917268509
2002-11-27,707.7365414709658
2002-11-28,711.0567634485551
2002-11-29,708.2915480616286
2002-12-02,712.1663833265387
2002-12-03,702.3867188872152
2002-12-04,712.9235466873912
2002-12-05,698.1943317632922
2002-12-06,698.7761509436973
2002-12-09,676.8588020329663
2002-12-10,695.1741019581818
2002-12-11,701.0748804822646
2002-12-12,695.4867828216054
2002-12-13,691.6880748599498
2002-12-16,709.1066681467217
2002-12-17,705.2609956661157
2002-12-18,683.4868593848413
2002-12-19,670.9389228817913
2002-12-20,688.1754670134682
2002-12-23,682.6639604196711
2002-12-24,685.4895562823352
2002-12-25,685.4895562823352
2002-12-26,687.2181561042003
2002-12-27,662.6146965060195
2002-12-30,677.3683413373163
2002-12-31,680.0251960196878
2003-01-01,680.0251960196878
2003-01-02,709.296186454186
2003-01-03,711.8119330565343
2003-01-06,726.4904984786119
2003-01-07,713.0682538041879
2003-01-08,689.8656334096949
2003-01-09,700.728862385896
2003-01-10,701.9190030336537
2003-01-13,707.020556625899
2003-01-14,716.2782810140249
2003-01-15,710.0546278058008
2003-01-16,715.6901719402299
2003-01-17,696.6585189321519
2003-01-20,697.3515723745304
2003-01-21,690.6746087904896
2003-01-22,673.8439465499392
2003-01-23,674.4064637753104
2003-01-24,660.9861596602807
2003-01-27,644.64189466308
2003-01-28,648.5354538965441
2003-01-29,658.2086629368085
2003-01-30,648.0241523178096
2003-01-31,659.1680693433402
2003-02-03,661.1903080827758
2003-02-04,645.0664461002665
2003-02-05,659.3184841393045
2003-02-06,645.689403747235
2003-02-07,624.3416525852176
2003-02-10,626.5622374836659
2003-02-11,630.1691835520717
2003-02-12,619.2860213268161
2003-02-13,618.1170740210881
2003-02-14,639.8495232986
2003-02-17,639.7272050872921
2003-02-18,644.3892019013571
2003-02-19,628.4198931007915
2003-02-20,628.1111271668266
2003-02-21,639.3506400905293
2003-02-24,620.7531020388589
2003-02-25,599.1374199777999
2003-02-26,592.8835617296435
2003-02-27,607.388473453333
2003-02-28,615.0271276837406
2003-03-03,618.4105703304891
2003-03-04,615.6501665564487
2003-03-05,615.4865157128581
2003-03-06,605.2781982216819
2003-03-07,607.0119082683716
2003-03-10,585.3353690613719
2003-03-11,577.5327077556697
2003-03-12,555.6669794763035
2003-03-13,573.0447773559395
2003-03-14,577.9602895707611
2003-03-17,588.0785689158442
2003-03-18,609.7819700342156
2003-03-19,615.3313475819609
2003-03-20,614.8240473315777
2003-03-21,634.3739159393954
2003-03-24,607.6436049055875
2003-03-25,627.23504679645
2003-03-26,616.1464735476397
2003-03-27,621.367898365702
2003-03-28,610.7130153103996
2003-03-31,604.1292882090805
2003-04-01,608.9316934869884
2003-04-02,629.2275481760199
2003-04-03,624.7893781418165
2003-04-04,641.8349175956165
2003-04-07,667.7613600440425
2003-04-08,665.5472762561003
2003-04-09,657.9457607308678
2003-04-10,653.9383060478738
2003-04-11,657.2210161873437
2003-04-14,666.2595189905219
2003-04-15,676.1460748477768
2003-04-16,677.7455792517874
2003-04-17,694.294576728654
2003-04-18,694.294576728654
2003-04-21,691.3017904576175
2003-04-22,711.5111561995074
