Date,NIHONKABU (JP ex EQ REITS) MIN VOL (JPY)
2001-11-30,1000.0
2001-12-03,974.8616621627772
2001-12-04,975.6573841077693
2001-12-05,982.1025338050539
2001-12-06,976.2086063794857
2001-12-07,957.3559208728917
2001-12-10,936.006041521996
2001-12-11,932.6049978314163
2001-12-12,952.8753929257683
2001-12-13,931.2588516278269
2001-12-14,929.6736382101257
2001-12-17,912.9065963611071
2001-12-18,917.548758539468
2001-12-19,921.35831815214
2001-12-20,929.4819576791274
2001-12-21,921.8164477251237
2001-12-24,918.9439720666742
2001-12-25,914.5123353322929
2001-12-26,903.8707939690769
2001-12-27,915.9801391759881
2001-12-28,928.6074543617958
2001-12-31,929.599404946342
2002-01-01,929.599404946342
2002-01-02,922.1412201957885
2002-01-03,925.1171116008018
2002-01-04,939.0421626025276
2002-01-07,935.338382277706
2002-01-08,907.7650553037961
2002-01-09,899.6798055357905
2002-01-10,884.336961125672
2002-01-11,881.5201169556298
2002-01-14,884.0649596544304
2002-01-15,877.9416193487506
2002-01-16,880.0973189665576
2002-01-17,879.2660402367443
2002-01-18,891.8836975145882
2002-01-21,890.2558835052046
2002-01-22,861.5014328175102
2002-01-23,854.0095038954948
2002-01-24,854.5826858565968
2002-01-25,853.390948539819
2002-01-28,867.3638271778549
2002-01-29,853.653892235824
2002-01-30,848.895905028857
2002-01-31,850.1083437293162
2002-02-01,835.4433486478854
2002-02-04,832.8820993650032
2002-02-05,813.1990451948279
2002-02-06,813.0269048766572
2002-02-07,825.7502777937402
2002-02-08,828.9851082340648
2002-02-11,836.3668223825124
2002-02-12,856.1009511193967
2002-02-13,859.8931018417804
2002-02-14,862.8971548512619
2002-02-15,858.1403097872633
2002-02-18,858.2942288963837
2002-02-19,833.4690969578481
2002-02-20,833.9533114868049
2002-02-21,853.7264066695706
2002-02-22,858.2088484030329
2002-02-25,853.6995236430082
2002-02-26,847.5511025730049
2002-02-27,868.193296282229
2002-02-28,872.5639025857108
2002-03-01,891.2512357986923
2002-03-04,933.6797945861149
2002-03-05,928.3305697782431
2002-03-06,935.674040857594
2002-03-07,973.6610562059385
2002-03-08,977.3336057423583
2002-03-11,990.0626593081339
2002-03-12,966.6413245685275
2002-03-13,945.4228455906334
2002-03-14,956.1872681155387
2002-03-15,960.7422901590411
2002-03-18,937.3654454671307
2002-03-19,956.0667897661407
2002-03-20,942.9183443922363
2002-03-21,939.0268560147135
2002-03-22,918.1690927035165
2002-03-25,918.0389297900263
2002-03-26,916.7996337672613
2002-03-27,920.492336152338
2002-03-28,925.0205382732175
2002-03-29,906.187951653623
2002-04-01,897.7898843905313
2002-04-02,907.924096361264
2002-04-03,925.0880213523401
2002-04-04,935.9336578563998
2002-04-05,939.1088549026872
2002-04-08,941.8972804670931
2002-04-09,930.814472525083
2002-04-10,944.5217799273597
2002-04-11,929.139314682098
2002-04-12,917.6399794500095
2002-04-15,927.3124056035145
2002-04-16,937.4952476097302
2002-04-17,946.4926227952321
2002-04-18,959.1611813470092
2002-04-19,952.7894087177598
2002-04-22,965.5949918101606
2002-04-23,964.951888399344
2002-04-24,960.0711348147648
2002-04-25,970.5088782082697
2002-04-26,961.2216979398016
2002-04-29,959.460463687602
2002-04-30,959.2891654693802
2002-05-01,967.9308065958948
2002-05-02,965.4240679619531
2002-05-03,972.9129851689348
2002-05-06,969.857833700356
2002-05-07,964.3861202448005
2002-05-08,969.4691953313111
2002-05-09,973.6550780807474
2002-05-10,974.9979072952412
2002-05-13,968.4405288004913
2002-05-14,957.2481334931123
2002-05-15,972.8783121355922
2002-05-16,984.5612937348857
2002-05-17,1001.5950210532244
2002-05-20,1007.0832934057855
2002-05-21,1018.8263125635763
2002-05-22,1033.2230936433964
2002-05-23,1036.2578579501744
2002-05-24,1040.8827151404814
2002-05-27,1035.1730641089957
2002-05-28,1037.8072487852055
2002-05-29,1035.500985973098
2002-05-30,1040.5242507363353
2002-05-31,1032.7268344302356
2002-06-03,1040.9072119686841
2002-06-04,1029.8981799254059
2002-06-05,1022.46231728842
2002-06-06,1016.2692920877948
2002-06-07,1011.4039147292331
2002-06-10,1005.8723242089688
2002-06-11,1002.9987468341747
2002-06-12,993.658304794251
2002-06-13,984.6239634171012
2002-06-14,974.1864447904626
2002-06-17,951.8743423413899
2002-06-18,962.500823667929
2002-06-19,945.3979297125451
2002-06-20,961.0204339554284
2002-06-21,962.580067355607
2002-06-24,974.5476098937511
2002-06-25,969.6332966576601
2002-06-26,968.4675449845554
2002-06-27,971.8435287104346
2002-06-28,997.4236645135222
2002-07-01,995.3822210725976
2002-07-02,997.3598941067708
2002-07-03,1015.4678583230979
2002-07-04,1004.5089561841593
2002-07-05,1012.2507947968734
2002-07-08,1017.0910885105886
2002-07-09,1036.706829579596
2002-07-10,1027.7393370508237
