Date,USA MINIMUM VOLATILITY (EUR)
2001-11-30,1000.0
2001-12-03,999.0005566187974
2001-12-04,1006.8439183875261
2001-12-05,1017.5808283741443
2001-12-06,1011.1881220169596
2001-12-07,1010.5113479127991
2001-12-10,1001.3802170397839
2001-12-11,996.255024731537
2001-12-12,995.6331189055619
2001-12-13,986.4784743052584
2001-12-14,989.8610808206615
2001-12-17,996.4262534164136
2001-12-18,1003.1231009988129
2001-12-19,1009.7709204355938
2001-12-20,1006.907281788842
2001-12-21,1008.6788759688947
2001-12-24,1010.3286649390277
2001-12-25,1010.3286649390277
2001-12-26,1014.7904418438812
2001-12-27,1018.2855551564686
2001-12-28,1020.2222087849873
2001-12-31,1012.9304165575338
2002-01-01,1012.9304165575338
2002-01-02,1016.145214459463
2002-01-03,1020.1233587829274
2002-01-04,1021.8136834995718
2002-01-07,1017.3299447617186
2002-01-08,1014.2502987728142
2002-01-09,1009.533276802768
2002-01-10,1010.7344258542103
2002-01-11,1006.5212995975072
2002-01-14,1006.8290250332532
2002-01-15,1014.4658552061809
2002-01-16,1004.632708430147
2002-01-17,1009.138741188274
2002-01-18,1002.4548213447945
2002-01-21,1002.4548213447945
2002-01-22,1002.1779536793396
2002-01-23,1007.7220520720616
2002-01-24,1006.952114384766
2002-01-25,1007.4953602939112
2002-01-28,1006.5079516740474
2002-01-29,986.4686346779741
2002-01-30,994.5805319956278
2002-01-31,1009.4189896435589
2002-02-01,1006.799372529754
2002-02-04,991.6093004749355
2002-02-05,991.5263540075383
2002-02-06,982.4024347200972
2002-02-07,980.6785037958028
2002-02-08,989.3381384405436
2002-02-11,999.2855365061827
2002-02-12,998.6019735402558
2002-02-13,1005.2497909643049
2002-02-14,1004.1279961536593
2002-02-15,999.4664750012272
2002-02-18,999.4664750012272
2002-02-19,986.3683418980219
2002-02-20,995.7925849627704
2002-02-21,985.3624022867406
2002-02-22,994.3924531240697
2002-02-25,1004.6610547198723
2002-02-26,1004.6998394877012
2002-02-27,1006.472651625523
2002-02-28,1004.3827059376553
2002-03-01,1020.6596795472567
2002-03-04,1030.0561313861833
2002-03-05,1026.2843597388553
2002-03-06,1038.488108599585
2002-03-07,1034.311819949587
2002-03-08,1034.2926506138558
2002-03-11,1038.0811527294015
2002-03-12,1039.3450401001908
2002-03-13,1034.9836986200742
2002-03-14,1035.1637808061612
2002-03-15,1046.9715279098016
2002-03-18,1048.3552024361618
2002-03-19,1051.2269460842651
2002-03-20,1039.7118391993986
2002-03-21,1043.9988293786068
2002-03-22,1040.1985512729088
2002-03-25,1032.1508847496814
2002-03-26,1035.4907758018207
2002-03-27,1041.9153091806647
2002-03-28,1042.8929634408385
2002-03-29,1042.8929634408385
2002-04-01,1043.2059774054844
2002-04-02,1038.9193027508284
2002-04-03,1030.4344573365256
2002-04-04,1030.4924318657622
2002-04-05,1027.7471572711906
2002-04-08,1029.8699053258463
2002-04-09,1026.6200203664016
2002-04-10,1038.895566303146
2002-04-11,1022.5137849713403
2002-04-12,1026.4678284196393
2002-04-15,1020.0192796408572
2002-04-16,1033.8655198952147
2002-04-17,1031.821148572982
2002-04-18,1033.140726631486
2002-04-19,1037.9416693378037
2002-04-22,1026.887201107924
2002-04-23,1022.8226279328442
2002-04-24,1018.328072325315
2002-04-25,1017.747662553096
2002-04-26,1009.778123201947
2002-04-29,1001.685335080736
2002-04-30,1009.9959226550654
2002-05-01,1021.1767409671488
2002-05-02,1021.3208437312287
2002-05-03,1015.7665354052236
2002-05-06,1002.8812293942267
2002-05-07,996.5504513112063
2002-05-08,1017.8423375206836
2002-05-09,1007.6828861868088
2002-05-10,997.8459715186293
2002-05-13,1011.5021234570398
2002-05-14,1023.5245289456493
2002-05-15,1018.262912339942
2002-05-16,1021.9285681786264
2002-05-17,1027.3032749606282
2002-05-20,1019.2768525046988
2002-05-21,1014.7812765685048
2002-05-22,1021.9968403744288
2002-05-23,1030.0831650542198
2002-05-24,1019.8700439348348
2002-05-27,1019.8700439348348
2002-05-28,1016.7997175094831
2002-05-29,1013.660884018293
2002-05-30,1012.2050923653231
2002-05-31,1014.0097166669312
2002-06-03,997.3027893563248
2002-06-04,995.6318794413908
2002-06-05,1001.4559488405592
2002-06-06,986.7924484283344
2002-06-07,987.7928867181939
2002-06-10,991.9444985419482
2002-06-11,981.5957881158936
2002-06-12,983.5844024752622
2002-06-13,976.7379637432941
2002-06-14,974.8937877577058
2002-06-17,995.2151536753306
2002-06-18,998.2024571794228
2002-06-19,989.0122997881178
2002-06-20,983.4332443884217
2002-06-21,970.9418787146477
2002-06-24,966.8047917718981
2002-06-25,955.1541932918603
2002-06-26,954.5761938206081
2002-06-27,966.8002955608708
2002-06-28,966.7370371687583
2002-07-01,949.8206691018851
2002-07-02,933.7157897263907
2002-07-03,932.721616835743
2002-07-04,932.721616835743
2002-07-05,954.4746644724923
2002-07-08,949.0174057195502
2002-07-09,926.6895186775496
2002-07-10,902.7910898068519
2002-07-11,902.7122472745798
2002-07-12,896.8236759857043
2002-07-15,893.936732667299
2002-07-16,880.1747714751735
2002-07-17,884.9165351431355
2002-07-18,858.4971266785849
2002-07-19,826.834412995615
2002-07-22,805.0210253081312
2002-07-23,789.2114504092111
2002-07-24,830.154095893774
2002-07-25,840.6774573689172
2002-07-26,850.6385426390259
2002-07-29,885.088432294821
2002-07-30,890.2920475275278
2002-07-31,906.8153019313706
2002-08-01,885.8094430642187
2002-08-02,874.702148440926
2002-08-05,851.1879346988684
2002-08-06,868.4135722368387
2002-08-07,883.5554442143383
2002-08-08,906.2781120575961
2002-08-09,908.8454120181418
2002-08-12,906.3446376404476
2002-08-13,891.3913384162527
2002-08-14,919.0941389823192
2002-08-15,923.8077509609493
2002-08-16,923.7902877172859
2002-08-19,935.7696288200895
2002-08-20,923.6882480123323
2002-08-21,934.6003943732561
2002-08-22,945.5203680179044
2002-08-23,930.1962170492789
2002-08-26,939.5802580773102
2002-08-27,931.7050675527247
2002-08-28,921.0837125942478
2002-08-29,919.2036858575705
2002-08-30,920.8998996686811
2002-09-02,920.8998996686811
2002-09-03,890.9002948951805
2002-09-04,901.2964608600346
2002-09-05,895.7974914402455
2002-09-06,904.285391296009
2002-09-09,910.6507725599406
2002-09-10,911.3290361561274
2002-09-11,911.0124901655449
2002-09-12,893.2177481255128
2002-09-13,898.5855022221266
2002-09-16,901.6218229794065
2002-09-17,882.9773373227165
2002-09-18,883.3697554146084
2002-09-19,856.9450248993203
2002-09-20,861.6724144493364
2002-09-23,854.1134980527
2002-09-24,839.143922615539
2002-09-25,853.825625843793
2002-09-26,870.6397708494004
2002-09-27,848.9523659799381
2002-09-30,840.8769023395076
2002-10-01,867.4924398852671
2002-10-02,852.4074969557693
2002-10-03,848.6629342987239
2002-10-04,830.833486443278
2002-10-07,819.5804487001003
2002-10-08,828.0484456769127
2002-10-09,807.3658186342773
2002-10-10,828.7590479632314
2002-10-11,850.6125563640846
2002-10-14,857.4765938844431
2002-10-15,881.1477211787324
2002-10-16,867.2712214718557
2002-10-17,877.7917447608227
2002-10-18,883.2524666169506
2002-10-21,895.7885743866716
2002-10-22,885.8282656380463
2002-10-23,888.2891349930028
2002-10-24,878.3911211928125
2002-10-25,889.5732641410211
2002-10-28,881.4363950645471
2002-10-29,874.0779514534345
2002-10-30,882.777611295139
2002-10-31,873.5540424146268
2002-11-01,884.0845355944837
2002-11-04,888.4430870015645
2002-11-05,893.1977812700164
2002-11-06,899.800610108791
2002-11-07,885.644750216692
2002-11-08,872.973800097358
2002-11-11,860.7611379814324
2002-11-12,860.1353406960111
2002-11-13,860.1341630406736
2002-11-14,875.8469781286125
2002-11-15,881.7919833753296
2002-11-18,874.7269878114691
2002-11-19,873.1622844005595
2002-11-20,883.8107663392454
2002-11-21,890.7682120222205
2002-11-22,890.1091606865608
2002-11-25,888.8641806667255
2002-11-26,874.8656826953111
2002-11-27,892.5273491463028
2002-11-28,892.5273491463028
2002-11-29,889.6333940270241
2002-12-02,886.8744886852073
2002-12-03,884.8799706935934
2002-12-04,886.1758227940489
2002-12-05,880.0500871213206
2002-12-06,886.3648814852239
2002-12-09,876.1649582598355
2002-12-10,883.0953625978525
2002-12-11,883.7549095491772
2002-12-12,879.9734158162631
2002-12-13,875.3473109276553
2002-12-16,889.8139935036058
2002-12-17,883.3468054076349
2002-12-18,879.1572406188277
2002-12-19,873.6495054698439
2002-12-20,882.9474287355425
2002-12-23,886.7636228270766
2002-12-24,884.917375166815
2002-12-25,884.917375166815
2002-12-26,883.5442054707614
2002-12-27,872.5200681172146
2002-12-30,878.3926411555574
2002-12-31,878.4250426858218
2003-01-01,878.4250426858218
2003-01-02,900.6607143233991
2003-01-03,901.8311386628603
2003-01-06,917.9658076414282
2003-01-07,905.1244573309851
2003-01-08,896.7466349177641
2003-01-09,906.1645820418506
2003-01-10,902.9461335433664
2003-01-13,899.3557216275588
2003-01-14,901.7261748210656
2003-01-15,891.0961632049807
2003-01-16,889.5790958125151
2003-01-17,881.4844459516925
2003-01-20,881.4844459516925
2003-01-21,872.6507614246689
2003-01-22,866.9471017152357
2003-01-23,870.7133411200416
2003-01-24,852.2691984236834
2003-01-27,839.0366641490031
2003-01-28,848.9175410373991
2003-01-29,853.5552808085672
2003-01-30,839.4503058639563
2003-01-31,851.4939544699207
2003-02-03,852.7895627182886
2003-02-04,847.4089513561762
2003-02-05,842.7515172007825
2003-02-06,840.2885978146033
2003-02-07,833.8127875986484
2003-02-10,838.6561599726971
2003-02-11,830.2867155327951
2003-02-12,819.9965398420783
2003-02-13,820.6548181142048
2003-02-14,833.4431672300494
2003-02-17,833.4431672300494
2003-02-18,845.5115159167996
2003-02-19,841.1184307854304
2003-02-20,833.8720825074843
2003-02-21,843.0522525889739
2003-02-24,830.7076823232444
2003-02-25,836.1899043631657
2003-02-26,828.2050630907147
2003-02-27,833.8810750069896
