Date,USA MINIMUM VOLATILITY (USD)
1988-05-31,194.042856867407
1988-06-30,200.798542142913
1988-07-29,199.88406728299
1988-08-31,195.769433826745
1988-09-30,206.878109637053
1988-10-31,211.129205423771
1988-11-30,207.960603426581
1988-12-30,209.877690239118
1989-01-31,223.008501827169
1989-02-28,218.508255779739
1989-03-31,224.690874078782
1989-04-28,236.581314656148
1989-05-31,246.508123439734
1989-06-30,248.536487449764
1989-07-31,269.286043514626
1989-08-31,270.364351943674
1989-09-29,271.465142745627
1989-10-31,269.241179800123
1989-11-30,275.025840039424
1989-12-29,281.881116606073
1990-01-31,261.42510184238
1990-02-28,264.271420302644
1990-03-30,268.152292649165
1990-04-30,260.378533625019
1990-05-31,281.705737463883
1990-06-29,279.369883267275
1990-07-31,279.696365876711
1990-08-31,256.270060801615
1990-09-28,250.396792811387
1990-10-31,253.247737132845
1990-11-30,266.604165617858
1990-12-31,273.21016414448
1991-01-31,277.9250400752
1991-02-28,294.20783718831
1991-03-29,301.453546274112
1991-04-30,300.935770067072
1991-05-31,306.797310322285
1991-06-28,299.005756079879
1991-07-31,311.058455879769
1991-08-30,315.38150616766
1991-09-30,314.608925819365
1991-10-31,323.182447125521
1991-11-29,317.773572191475
1991-12-31,348.721467122062
1992-01-31,339.134970304684
1992-02-28,336.997885107781
1992-03-31,329.335234457598
1992-04-30,336.030657413844
1992-05-29,337.207880791528
1992-06-30,339.348910764745
1992-07-31,351.208668022706
1992-08-31,345.463388466951
1992-09-30,346.723052945694
1992-10-30,347.337134155229
1992-11-30,354.809065560012
1992-12-31,361.227233571779
1993-01-29,364.352545242044
1993-02-26,371.467323628511
1993-03-31,378.269192576907
1993-04-30,370.565604318262
1993-05-31,375.65998246547
1993-06-30,377.471103490672
1993-07-30,379.451360881302
1993-08-31,391.652802090519
1993-09-30,385.37149570349
1993-10-29,393.474483817111
1993-11-30,386.565786881735
1993-12-31,392.31303117618
1994-01-31,401.618154490556
1994-02-28,386.840086940092
1994-03-31,373.864076038454
1994-04-29,377.46084338974
1994-05-31,378.597611056341
1994-06-30,372.402356715084
1994-07-29,381.906357789503
1994-08-31,394.74581422275
1994-09-30,392.363480667626
1994-10-31,394.495176417424
1994-11-30,379.898495694877
1994-12-30,388.192238020105
1995-01-31,396.914463830704
1995-02-28,411.30742540102
1995-03-31,423.517625507422
1995-04-28,435.014260561669
1995-05-31,449.756894870133
1995-06-30,455.959452664396
1995-07-31,470.470550141083
1995-08-31,473.372773154704
1995-09-29,491.335174296682
1995-10-31,492.049011370052
1995-11-30,517.240974792403
1995-12-29,531.020117701828
1996-01-31,550.325100598721
1996-02-29,548.480952934988
1996-03-29,554.08388231016
1996-04-30,554.970329409621
1996-05-31,564.287355733127
1996-06-28,566.535212683151
1996-07-31,544.152612510789
1996-08-30,554.178339642547
1996-09-30,576.48228320113
1996-10-31,583.90118333606
1996-11-29,621.002149185659
1996-12-31,611.508162183525
1997-01-01,611.508162183525
1997-01-02,610.017404653242
1997-01-03,616.195277706889
1997-01-06,615.871218167605
1997-01-07,620.216624745319
1997-01-08,616.561536706215
1997-01-09,621.175978136541
1997-01-10,624.447226490512
1997-01-13,624.901425508067
1997-01-14,630.869136228534
1997-01-15,630.618038820432
1997-01-16,632.256520984313
1997-01-17,637.293225704592
1997-01-20,638.242669069741
1997-01-21,642.551043277856
1997-01-22,642.727582776471
1997-01-23,635.443413239777
1997-01-24,631.163071209743
1997-01-27,627.320437533619
1997-01-28,626.163078710005
1997-01-29,630.933202748997
1997-01-30,638.882990356461
1997-01-31,640.638847137413
1997-02-03,640.590597872283
1997-02-04,644.829954266345
1997-02-05,636.922350935346
1997-02-06,636.344986515372
1997-02-07,644.474208757561
1997-02-10,642.312510397356
1997-02-11,646.289043395614
1997-02-12,654.738899527779
1997-02-13,660.436339519391
1997-02-14,658.580686292535
1997-02-17,658.580686292535
1997-02-18,664.213757728778
1997-02-19,659.351235354883
1997-02-20,653.150366530432
1997-02-21,652.907520681568
1997-02-24,660.167651568579
1997-02-25,661.813043976486
1997-02-26,657.390132437491
1997-02-27,651.693234255582
1997-02-28,649.234257301542
1997-03-03,651.861858979845
1997-03-04,646.866035263304
1997-03-05,653.820577740293
1997-03-06,652.234521205563
1997-03-07,656.910271200405
1997-03-10,662.24846964316
1997-03-11,661.287264488436
1997-03-12,657.492005755022
1997-03-13,646.736400266967
1997-03-14,650.472681012075
1997-03-17,653.577629751781
1997-03-18,650.023861225208
1997-03-19,647.074450093126
1997-03-20,644.154564389796
1997-03-21,644.775550464842
1997-03-24,648.987752379871
1997-03-25,647.429066417353
1997-03-26,646.476719412051
1997-03-27,633.016941169493
1997-03-28,633.016941169493
1997-03-31,621.200709672341
1997-04-01,622.819468520687
1997-04-02,616.420502536714
1997-04-03,614.404021926136
1997-04-04,618.745282300259
1997-04-07,621.963099792825
1997-04-08,623.663627426131
1997-04-09,618.922120992001
1997-04-10,619.459790629769
1997-04-11,604.255074698369
1997-04-14,606.378236842251
1997-04-15,615.081721200948
1997-04-16,621.712753080496
1997-04-17,620.56525183724
1997-04-18,624.916325451113
1997-04-21,620.76944292864
1997-04-22,631.329473199548
1997-04-23,630.675693521755
1997-04-24,627.65737172967
1997-04-25,624.450769087349
1997-04-28,630.30682202572
1997-04-29,645.433116098684
1997-04-30,649.412638692632
1997-05-01,647.821676696204
1997-05-02,658.706389190969
1997-05-05,671.33654516435
1997-05-06,671.305924854783
1997-05-07,661.739261207953
1997-05-08,666.366817853744
1997-05-09,668.456642243339
1997-05-12,678.845403175551
1997-05-13,675.991473276358
1997-05-14,677.863319845532
1997-05-15,682.026424167878
1997-05-16,675.077715132641
1997-05-19,676.512394295606
1997-05-20,680.131869918825
1997-05-21,678.757587801211
1997-05-22,676.214135697898
1997-05-23,683.655008841342
1997-05-26,683.655008841342
1997-05-27,685.723679614551
1997-05-28,685.2243157333
1997-05-29,684.976736764183
1997-05-30,687.912211616067
1997-06-02,686.742403321623
1997-06-03,687.866300179645
1997-06-04,684.669205927964
1997-06-05,687.227124432632
1997-06-06,697.84417596394
1997-06-09,699.995121293942
1997-06-10,703.828602036719
1997-06-11,706.544194381273
1997-06-12,718.950604609667
1997-06-13,724.581836140206
1997-06-16,724.914344841261
1997-06-17,723.981123081368
1997-06-18,721.166026543496
1997-06-19,726.87583496036
1997-06-20,728.018578111867
1997-06-23,713.526627386978
1997-06-24,726.262494532284
1997-06-25,720.811514232496
1997-06-26,718.188877552853
1997-06-27,721.152899719932
1997-06-30,719.73131088094
1997-07-01,723.13220436908
1997-07-02,731.61305348562
1997-07-03,740.293965215103
1997-07-04,740.293965215103
1997-07-07,736.697332524349
1997-07-08,742.25207569757
1997-07-09,732.531304095948
1997-07-10,738.511726772957
1997-07-11,739.403999306195
1997-07-14,739.654821762698
1997-07-15,743.932119722443
1997-07-16,749.229161366563
1997-07-17,744.463915239998
1997-07-18,734.379801968157
1997-07-21,732.291640243184
1997-07-22,748.129731167048
1997-07-23,748.20634052245
1997-07-24,749.875491842795
1997-07-25,748.123132619442
1997-07-28,747.795433607486
1997-07-29,752.206126237008
1997-07-30,758.732265232548
1997-07-31,761.568689015737
1997-08-01,754.543942927664
1997-08-04,756.618507715559
1997-08-05,757.183181656037
1997-08-06,762.854144209668
1997-08-07,756.545606934379
1997-08-08,742.664602511822
1997-08-11,748.593989596883
1997-08-12,741.736893367284
1997-08-13,738.457933298885
1997-08-14,738.554143948371
1997-08-15,722.685704590797
1997-08-18,729.410150721796
1997-08-19,737.200964268692
1997-08-20,744.321745218264
1997-08-21,734.818472822879
1997-08-22,734.121924508571
1997-08-25,732.182671023625
1997-08-26,727.871940369325
1997-08-27,728.998045876984
1997-08-28,722.896819629173
1997-08-29,719.942218226906
1997-09-01,719.942218226906
1997-09-02,738.481927900348
1997-09-03,739.886142618838
1997-09-04,742.390653887457
1997-09-05,740.37923357034
1997-09-08,742.620912387
1997-09-09,744.250143977573
1997-09-10,734.241673068545
1997-09-11,729.174598616719
1997-09-12,738.763065394516
1997-09-15,736.582680309127
1997-09-16,753.186540202693
1997-09-17,751.467476852442
1997-09-18,756.354146236946
1997-09-19,757.462690473005
1997-09-22,759.095660252703
1997-09-23,756.895788511108
1997-09-24,752.427428927116
1997-09-25,748.930938818145
1997-09-26,754.489053479165
1997-09-29,760.628664110162
1997-09-30,757.66609690496
1997-10-01,764.06174981968
1997-10-02,767.016322620505
1997-10-03,768.422344353213
1997-10-06,774.832662157712
1997-10-07,782.606075335885
1997-10-08,776.563401449052
1997-10-09,773.225851598362
1997-10-10,771.532839668261
1997-10-13,773.391775350859
1997-10-14,774.244306115364
1997-10-15,773.324664090388
1997-10-16,767.098001636503
1997-10-17,761.735508773025
1997-10-20,770.062545265632
