Date,FRANCE MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,997.4828804872885
2001-06-04,998.8380760836741
2001-06-05,1010.0153418120804
2001-06-06,1008.8099000933714
2001-06-07,1006.7080757022173
2001-06-08,1002.5057444156541
2001-06-11,992.7966840227728
2001-06-12,988.1987499432452
2001-06-13,996.7100350031051
2001-06-14,998.493509768793
2001-06-15,992.1838053125574
2001-06-18,982.8028256323892
2001-06-19,987.202793094581
2001-06-20,976.3047442646314
2001-06-21,974.8825420915297
2001-06-22,986.3605756556807
2001-06-25,997.4939411977456
2001-06-26,981.0842761197911
2001-06-27,977.1493169528146
2001-06-28,976.307882685539
2001-06-29,987.7964184505536
2001-07-02,994.295163307389
2001-07-03,983.6737128459338
2001-07-04,981.4487667626756
2001-07-05,965.2713388341311
2001-07-06,956.6084534989922
2001-07-09,966.0785994669717
2001-07-10,966.492039579575
2001-07-11,966.7466022881256
2001-07-12,959.72809266064
2001-07-13,969.4558287005601
2001-07-16,972.9604277310787
2001-07-17,962.7278719293438
2001-07-18,968.7402737414926
2001-07-19,976.4161754869584
2001-07-20,973.8679611569232
2001-07-23,971.950928531073
2001-07-24,967.1211808671569
2001-07-25,956.2591471539714
2001-07-26,962.9769459356573
2001-07-27,980.5680569056894
2001-07-30,992.7773897981723
2001-07-31,999.8684694950516
2001-08-01,1004.245468408914
2001-08-02,1003.4156265823708
2001-08-03,1000.142492220191
2001-08-06,998.4361890228587
2001-08-07,993.5689307695058
2001-08-08,985.4200330731137
2001-08-09,985.4175313978177
2001-08-10,988.0496267864909
2001-08-13,1004.3353804935693
2001-08-14,1009.036520537239
2001-08-15,1021.0211317073588
2001-08-16,1017.800922799058
2001-08-17,1005.8814748298307
2001-08-20,1005.3950229293275
2001-08-21,1011.7558801648387
2001-08-22,1018.9495619423161
2001-08-23,1013.2555611716443
2001-08-24,1028.2961903512166
2001-08-27,1022.6602538206452
2001-08-28,1009.9430899158451
2001-08-29,1013.4918414360175
2001-08-30,987.6859366304418
2001-08-31,987.5159559685802
2001-09-03,977.0553164817263
2001-09-04,968.4659322871512
2001-09-05,954.9260068851402
2001-09-06,947.1101561088315
2001-09-07,946.1994442769516
2001-09-10,930.3572603708909
2001-09-11,871.3968996412016
2001-09-12,883.5624798701745
2001-09-13,888.5283850729963
2001-09-14,861.741201666124
2001-09-17,879.5084981618336
2001-09-18,873.9201427882379
2001-09-19,868.4488343248506
2001-09-20,831.9846050357085
2001-09-21,802.5820553310036
2001-09-24,840.470288179444
2001-09-25,858.4162425759703
2001-09-26,871.2654464107059
2001-09-27,880.2307569540138
2001-09-28,882.6024691211426
2001-10-01,878.161657430367
2001-10-02,885.8852293860737
2001-10-03,885.7418431603419
2001-10-04,905.5694849209864
2001-10-05,908.9221929216144
2001-10-08,909.3546470007449
2001-10-09,908.141048571196
2001-10-10,924.8458993485102
2001-10-11,912.2689776243782
2001-10-12,919.6792620401385
2001-10-15,900.84544715464
2001-10-16,914.9399869677347
2001-10-17,927.1373033903964
2001-10-18,913.5129387728067
2001-10-19,898.3619895114325
2001-10-22,902.888714744842
2001-10-23,916.2784021322055
2001-10-24,922.0661455232442
2001-10-25,909.7322016965771
2001-10-26,920.2080561795792
2001-10-29,916.3897025536246
2001-10-30,896.8941583098326
2001-10-31,904.8118594038341
2001-11-01,914.9954013748113
2001-11-02,910.1545498762583
2001-11-05,920.1889495324561
2001-11-06,918.3711186218497
2001-11-07,927.7942043936716
2001-11-08,929.3886951212735
2001-11-09,921.4838111290526
2001-11-12,901.4267936352468
2001-11-13,917.6967336780232
2001-11-14,922.1304775326907
2001-11-15,920.864085640713
2001-11-16,922.7063210520669
2001-11-19,929.3565824619211
2001-11-20,924.2975654613306
2001-11-21,915.7143354949734
2001-11-22,923.1493319001324
2001-11-23,916.749356838254
2001-11-26,916.8668034169023
2001-11-27,909.0935874084902
2001-11-28,908.7681935663917
2001-11-29,911.0564261086878
2001-11-30,927.3583104571848
2001-12-03,921.530503262506
2001-12-04,930.5080978477679
2001-12-05,946.067322917319
2001-12-06,949.5858521601067
2001-12-07,944.130173315086
2001-12-10,929.8019195666427
2001-12-11,929.325791413521
2001-12-12,929.3411821353061
2001-12-13,918.7983805444676
2001-12-14,912.5418722722468
2001-12-17,936.8836891395438
2001-12-18,930.0275342320688
2001-12-19,927.3910202329638
2001-12-20,924.3305128005057
2001-12-21,927.4007442475043
2001-12-24,917.5612070928605
2001-12-25,917.5612070928605
2001-12-26,918.3449115744909
2001-12-27,942.6295808549906
2001-12-28,942.7853025590931
2001-12-31,951.9800787010847
2002-01-01,951.9800787010847
2002-01-02,959.5483598002779
2002-01-03,965.9310383250516
2002-01-04,960.3953087189408
2002-01-07,947.609752131469
2002-01-08,936.8260720273967
2002-01-09,938.4158648649683
2002-01-10,932.7478431577013
2002-01-11,936.872479986165
2002-01-14,925.3937939936476
2002-01-15,935.0001556484
2002-01-16,912.9344714199574
2002-01-17,917.5526591675681
2002-01-18,918.4012416382991
2002-01-21,917.6539748666416
2002-01-22,920.4710857437916
