Date,EUROPE & MIDDLE EAST SMALL VALUE
2010-05-26,1000.0
2010-05-27,1029.6395519816003
2010-05-28,1032.523840812346
2010-05-31,1032.8966720597032
2010-06-01,1035.719026509286
2010-06-02,1029.926501254259
2010-06-03,1046.2729369850983
2010-06-04,1016.3295317837096
2010-06-07,995.9627045097498
2010-06-08,981.9799139122372
2010-06-09,1008.9127468635737
2010-06-10,1029.1202590615455
2010-06-11,1032.0779649678987
2010-06-14,1063.6309786620584
2010-06-15,1073.6282318498818
2010-06-16,1070.288830177892
2010-06-17,1074.3719441920061
2010-06-18,1082.989583830447
2010-06-21,1089.144215114027
2010-06-22,1082.1922657710293
2010-06-23,1072.7210955133496
2010-06-24,1059.8691108462608
2010-06-25,1051.3004542948117
2010-06-28,1062.3385062541752
2010-06-29,1022.2505335225861
2010-06-30,1024.490738153087
2010-07-01,1015.523161360604
2010-07-02,1032.1512004645972
2010-07-05,1028.1998896525424
2010-07-06,1060.3785929992794
2010-07-07,1066.4648945651138
2010-07-08,1081.7616527169241
2010-07-09,1080.4128555724105
2010-07-12,1080.448558958819
2010-07-13,1103.8359313958251
2010-07-14,1107.2912155004396
2010-07-15,1112.3617993838925
2010-07-16,1101.5441590981673
2010-07-19,1091.8512277324644
2010-07-20,1081.6169419575483
2010-07-21,1092.492528419888
2010-07-22,1116.1781090438378
2010-07-23,1117.961669299132
2010-07-26,1136.022311249477
2010-07-27,1143.747830638593
2010-07-28,1141.2650475181897
2010-07-29,1150.2036317088225
2010-07-30,1142.3559757747025
2010-08-02,1179.5614430794178
2010-08-03,1184.5550795780007
2010-08-04,1177.5131071805126
2010-08-05,1179.8881034885337
2010-08-06,1183.2183024493534
2010-08-09,1189.7776188056864
2010-08-10,1160.978155277539
2010-08-11,1124.346137136833
2010-08-12,1110.6724926579827
2010-08-13,1107.498947156466
2010-08-16,1115.636012954171
2010-08-17,1131.8092798023542
2010-08-18,1127.9071820131546
2010-08-19,1121.1091107069965
2010-08-20,1094.7345687754994
2010-08-23,1099.0074177244917
2010-08-24,1081.2752339411245
2010-08-25,1069.8356674246827
2010-08-26,1087.5687058963695
2010-08-27,1094.0026955875194
2010-08-30,1094.3340987254887
2010-08-31,1094.083575585852
2010-09-01,1125.3325229486877
2010-09-02,1130.5096361703256
2010-09-03,1140.7095677038637
2010-09-06,1147.058192906801
2010-09-07,1128.2467019837898
2010-09-08,1140.0417724319902
2010-09-09,1148.7723770348148
2010-09-10,1150.868121072272
2010-09-13,1170.8839796815128
2010-09-14,1178.5514676692278
2010-09-15,1183.9933060146584
2010-09-16,1183.684586325708
2010-09-17,1179.1572510683532
2010-09-20,1191.5513821468721
2010-09-21,1197.8378052272212
2010-09-22,1208.1985107174694
2010-09-23,1201.5285141100737
2010-09-24,1225.2433527593194
2010-09-27,1228.1090266072817
2010-09-28,1234.8502059855027
2010-09-29,1237.733875695088
2010-09-30,1238.8168598900459
2010-10-01,1248.2543363258471
2010-10-04,1241.4895685049132
2010-10-05,1266.5392010003477
2010-10-06,1278.0715921166498
2010-10-07,1282.1702529641557
2010-10-08,1280.1080324078903
2010-10-11,1286.9264343101063
2010-10-12,1277.6254349157357
2010-10-13,1304.3273847424864
2010-10-14,1315.1717715978746
2010-10-15,1306.5043152706114
2010-10-18,1304.4631842850529
2010-10-19,1283.7103812817272
2010-10-20,1299.7263754687656
2010-10-21,1309.5022647170915
2010-10-22,1301.7010440693125
2010-10-25,1312.9934191829332
2010-10-26,1306.734529233361
2010-10-27,1289.799036487897
2010-10-28,1300.972084174766
2010-10-29,1303.1324955904015
2010-11-01,1304.9872768687176
2010-11-02,1316.2156095290513
2010-11-03,1313.543513004549
2010-11-04,1344.964277265752
2010-11-05,1333.7457742580139
2010-11-08,1322.1313189001723
2010-11-09,1327.5331507891576
2010-11-10,1298.549189385518
2010-11-11,1288.0351888148205
2010-11-12,1286.666018024161
2010-11-15,1287.3559091245427
2010-11-16,1256.904289454965
2010-11-17,1260.888156028261
2010-11-18,1279.1518460335813
2010-11-19,1281.642227460392
2010-11-22,1275.4275964852354
2010-11-23,1242.0655075616337
2010-11-24,1248.6182243705605
2010-11-25,1253.4329516216324
2010-11-26,1235.3213818549252
2010-11-29,1211.6581600257368
2010-11-30,1202.327860963183
2010-12-01,1230.8833335081913
2010-12-02,1268.02175171747
2010-12-03,1289.90427720099
2010-12-06,1289.5126802779164
2010-12-07,1310.9308288824163
2010-12-08,1302.072897538521
2010-12-09,1302.7901521419203
2010-12-10,1309.6106332243455
2010-12-13,1328.5738682680799
2010-12-14,1331.1176968466002
2010-12-15,1325.015481224988
2010-12-16,1314.3448360535263
2010-12-17,1312.4274502197588
2010-12-20,1314.1529602572884
2010-12-21,1326.7107692244438
2010-12-22,1328.176321304682
2010-12-23,1327.0968488853
2010-12-24,1327.227614639256
2010-12-27,1323.0981176422356
2010-12-28,1324.4022049645307
2010-12-29,1336.836167869595
2010-12-30,1342.80263402747
2010-12-31,1359.8536853443695
2011-01-03,1361.9731993099729
2011-01-04,1365.8687349961046
2011-01-05,1348.0741492333643
2011-01-06,1341.4645354092486
2011-01-07,1334.080638727108
2011-01-10,1320.5136175564248
2011-01-11,1338.7428894862007
2011-01-12,1362.5438692359296
2011-01-13,1383.6435235824417
2011-01-14,1386.0196218472681
2011-01-17,1382.3289675396572
2011-01-18,1400.6617468271365
2011-01-19,1397.652991806982
2011-01-20,1366.5884396278684
2011-01-21,1388.940175211459
2011-01-24,1396.1763464767162
2011-01-25,1388.401826334932
2011-01-26,1403.8379574407004
2011-01-27,1409.2197955296367
2011-01-28,1396.5687821289312
2011-01-31,1397.8865765455155
2011-02-01,1424.0840686541603
2011-02-02,1420.905633783965
2011-02-03,1403.2559310400359
2011-02-04,1403.9067423179536
2011-02-07,1421.847089449587
2011-02-08,1432.7039558517347
2011-02-09,1432.2244855445315
2011-02-10,1411.8807743021805
2011-02-11,1412.5471877244436
2011-02-14,1414.1289642670515
2011-02-15,1416.6504719232703
2011-02-16,1417.8846271954853
2011-02-17,1424.7727865574168
2011-02-18,1435.546543429406
2011-02-21,1417.9259186786317
2011-02-22,1410.5928346334479
2011-02-23,1404.4622652670655
2011-02-24,1391.152543272577
2011-02-25,1408.0059317273028
2011-02-28,1428.6480570167355
2011-03-01,1428.3315584672555
2011-03-02,1422.337511283647
2011-03-03,1429.9763025217617
2011-03-04,1437.3537664549094
2011-03-07,1442.7291988638829
2011-03-08,1430.8958699323273
2011-03-09,1438.3395006430233
2011-03-10,1406.7150801921891
2011-03-11,1394.695436158153
2011-03-14,1399.1912701242845
2011-03-15,1365.6150537012707
2011-03-16,1352.6458157758236
2011-03-17,1384.839711718568
2011-03-18,1405.9406692805678
2011-03-21,1434.477047394624
2011-03-22,1433.777865967188
2011-03-23,1425.713819804144
2011-03-24,1444.2531794953495
2011-03-25,1440.8389957077243
2011-03-28,1438.9932482590361
2011-03-29,1431.822045787016
2011-03-30,1442.7760692013671
2011-03-31,1442.0322461545823
2011-04-01,1451.111333367572
2011-04-04,1464.198190354169
2011-04-05,1463.8385784653258
2011-04-06,1481.6880697545027
2011-04-07,1468.991848509902
2011-04-08,1486.4102933497988
2011-04-11,1482.6640729999772
2011-04-12,1462.853418779106
2011-04-13,1475.535063758418
2011-04-14,1470.4407962040575
2011-04-15,1468.4755667940074
2011-04-18,1426.9054197265139
2011-04-19,1448.9348531250914
2011-04-20,1483.3648604480716
2011-04-21,1500.8901253564868
2011-04-22,1500.8901253564868
2011-04-25,1497.3905465915159
2011-04-26,1508.8294959571374
2011-04-27,1513.6522503199235
2011-04-28,1539.743971443355
2011-04-29,1546.8288620577873
2011-05-02,1554.383766400486
2011-05-03,1539.5115194536559
2011-05-04,1528.2399274456636
2011-05-05,1501.354963476949
2011-05-06,1505.8986394155675
2011-05-09,1485.218659494544
2011-05-10,1508.273739997786
2011-05-11,1509.0237343081299
2011-05-12,1488.281926345689
2011-05-13,1488.5046172769019
2011-05-16,1485.1534460090477
2011-05-17,1469.331772314019
2011-05-18,1476.2226539251726
2011-05-19,1482.1480616900792
2011-05-20,1476.5222139880034
2011-05-23,1441.4081529253883
2011-05-24,1451.2212472243712
2011-05-25,1450.101871364176
2011-05-26,1453.6238475461018
2011-05-27,1478.4747965743538
2011-05-30,1480.9382783384765
2011-05-31,1498.985097873605
2011-06-01,1499.1962121113029
2011-06-02,1489.9874713528054
2011-06-03,1494.3208935717892
2011-06-06,1488.3375231079688
2011-06-07,1492.7276454458597
2011-06-08,1463.1487761556748
2011-06-09,1462.9112343990485
2011-06-10,1435.5856892445195
2011-06-13,1435.6546164061945
2011-06-14,1453.3914676244312
2011-06-15,1422.6036067873117
2011-06-16,1392.865021417638
2011-06-17,1407.9087459501934
2011-06-20,1390.8692818937463
2011-06-21,1412.9082018147046
2011-06-22,1412.5913419203107
2011-06-23,1368.2941901964987
2011-06-24,1369.4990829232502
2011-06-27,1374.6099815868567
2011-06-28,1386.8384996301832
2011-06-29,1417.3421054075714
2011-06-30,1441.6214121705202
2011-07-01,1454.3685823218314
2011-07-04,1466.145186740536
2011-07-05,1462.2838382800744
2011-07-06,1441.5351684223226
2011-07-07,1449.2893566211767
2011-07-08,1430.1037557418174
2011-07-11,1375.8640511391934
2011-07-12,1366.1492664840905
2011-07-13,1390.8586919704906
2011-07-14,1377.7941479635326
2011-07-15,1369.1991875957108
2011-07-18,1329.81905722513
2011-07-19,1353.8151533784282
2011-07-20,1370.4192754458252
2011-07-21,1400.8503158816545
2011-07-22,1412.9361614121794
2011-07-25,1405.4659650981694
2011-07-26,1410.76348619073
2011-07-27,1384.859185985849
2011-07-28,1375.1100569472935
2011-07-29,1375.1854910262273
2011-08-01,1344.376536113163
2011-08-02,1305.8307398383663
2011-08-03,1283.3583661883401
2011-08-04,1219.1593972624853
2011-08-05,1196.9612419336715
2011-08-08,1134.5877737556498
2011-08-09,1157.967589343576
