Date,KOKUSAI INDEX (WORLD ex JP) SMALL VALUE
1994-05-31,182.20217873779342
1994-06-30,179.21239714373885
1994-07-29,183.46115979671262
1994-08-31,188.4296790354541
1994-09-30,185.69975178649713
1994-10-31,185.27439708714442
1994-11-30,177.46794792120727
1994-12-30,180.26722799910976
1995-01-31,179.2743464944468
1995-02-28,184.35402198748451
1995-03-31,187.25632120079868
1995-04-28,191.0764327603124
1995-05-31,196.02997585463098
1995-06-30,200.24851377021403
1995-07-31,208.3233810460345
1995-08-31,208.28456630304993
1995-09-29,212.12111586271047
1995-10-31,205.8852842924973
1995-11-30,208.76160634612836
1995-12-29,214.03738459442923
1996-01-31,216.29995845899333
1996-02-29,222.29234576996447
1996-03-29,225.7251763398749
1996-04-30,230.152267852782
1996-05-31,236.00739625126567
1996-06-28,234.5551202371981
1996-07-31,225.00119845091515
1996-08-30,233.6238666209986
1996-09-30,237.57708770457907
1996-10-31,241.165860546946
1996-11-29,251.43691315657372
1996-12-31,258.38029089206077
1997-01-01,258.3850497929051
1997-01-02,256.4750495854375
1997-01-03,257.354483175887
1997-01-06,257.6647787479515
1997-01-07,258.626710381587
1997-01-08,259.07197825080164
1997-01-09,259.83106195773917
1997-01-10,259.6885056304677
1997-01-13,260.507544104817
1997-01-14,261.71247286469276
1997-01-15,262.50162678408407
1997-01-16,262.6711249543067
1997-01-17,263.05845519966107
1997-01-20,263.2548762288505
1997-01-21,263.1365880179497
1997-01-22,262.9537886564788
1997-01-23,262.68906169001195
1997-01-24,262.1939964916255
1997-01-27,261.2121920262276
1997-01-28,260.8853840407468
1997-01-29,261.2444619339846
1997-01-30,262.48003999906183
1997-01-31,263.424524559064
1997-02-03,264.1053501389737
1997-02-04,264.0928731728161
1997-02-05,263.7981999137287
1997-02-06,264.14169240389015
1997-02-07,264.22520928239993
1997-02-10,265.07980924789996
1997-02-11,264.6836264929582
1997-02-12,264.86964622752566
1997-02-13,265.7331563127021
1997-02-14,266.21320425690493
1997-02-17,265.794231351211
1997-02-18,266.3465011035256
1997-02-19,266.89181688511195
1997-02-20,266.52348991966744
1997-02-21,267.0687198069243
1997-02-24,268.1184957398498
1997-02-25,268.5835485568998
