Date,EUROPE ex EMU SMALL VALUE
2007-05-31,1000.0
2007-06-01,1005.2583329141266
2007-06-04,1006.6086163924051
2007-06-05,1003.8652541369498
2007-06-06,985.0023835290077
2007-06-07,962.511578915989
2007-06-08,951.0558931039155
2007-06-11,958.1802166604508
2007-06-12,951.233859792209
2007-06-13,950.9240733136324
2007-06-14,963.6300471410804
2007-06-15,978.0018359085512
2007-06-18,975.7685983301557
2007-06-19,971.1835310428871
2007-06-20,972.483254312127
2007-06-21,959.7143730047177
2007-06-22,960.708182754712
2007-06-25,957.8425694305644
2007-06-26,954.9133013393775
2007-06-27,944.0574572437737
2007-06-28,957.3902687164397
2007-06-29,960.4433667941122
2007-07-02,965.0874814108619
2007-07-03,978.2315530981123
2007-07-04,985.4036813963729
2007-07-05,982.1779602123788
2007-07-06,983.4014575334003
2007-07-09,984.2420844302328
2007-07-10,983.0030762568089
2007-07-11,984.6121842721471
2007-07-12,990.2508950058027
2007-07-13,998.016181874342
2007-07-16,999.8643691795609
2007-07-17,996.862737799697
2007-07-18,994.2163480994916
2007-07-19,1002.4529239434928
2007-07-20,1000.5999241592491
2007-07-23,998.8061228834248
2007-07-24,984.8746608489973
2007-07-25,967.839754441727
2007-07-26,941.460474438962
2007-07-27,930.0590582048783
2007-07-30,933.6152718127576
2007-07-31,953.9826284708853
2007-08-01,939.3377032237256
2007-08-02,943.1592592783196
2007-08-03,939.8359994027633
2007-08-06,923.4348428284642
2007-08-07,934.1321736111048
2007-08-08,954.5036250142942
2007-08-09,929.6395460544426
2007-08-10,900.0539039289232
2007-08-13,915.341734812379
2007-08-14,900.2409222174626
2007-08-15,886.8023425937191
2007-08-16,851.3517506737719
2007-08-17,871.2649929406639
2007-08-20,874.2498943172553
2007-08-21,868.8037706460648
2007-08-22,890.0358556346164
2007-08-23,901.4358773991856
2007-08-24,907.0412791997255
2007-08-27,909.5802096581152
2007-08-28,893.4878764466583
2007-08-29,901.4629645753198
2007-08-30,912.9423350358529
2007-08-31,928.9310335813964
2007-09-03,932.1971326008063
2007-09-04,937.6802237688158
2007-09-05,927.8818069469148
2007-09-06,928.6906950210605
2007-09-07,916.8464756395629
2007-09-10,906.2439738331866
2007-09-11,922.945384046941
2007-09-12,924.7964452605503
2007-09-13,920.3439062898148
2007-09-14,900.0241145414398
2007-09-17,878.8590633228248
2007-09-18,881.8502562336357
2007-09-19,907.0054918563012
2007-09-20,904.2645835399676
2007-09-21,908.6054864002306
2007-09-24,906.2273004310099
2007-09-25,892.5160379483076
2007-09-26,895.2593487164543
2007-09-27,906.5879875939464
2007-09-28,911.8882270632378
2007-10-01,917.9557872982662
2007-10-02,926.7178685069582
2007-10-03,935.5058608178983
2007-10-04,936.6227183935684
2007-10-05,939.3091995289362
2007-10-08,933.7892316677837
2007-10-09,937.1903559789993
2007-10-10,949.0462164640077
2007-10-11,955.0438939931153
2007-10-12,948.2050217737379
2007-10-15,942.2409505980124
2007-10-16,930.4166471009166
2007-10-17,942.126910071011
2007-10-18,937.4591718679767
2007-10-19,929.5047897679391
2007-10-22,909.9907362865505
2007-10-23,934.2823264643681
2007-10-24,926.289855459516
2007-10-25,941.9825255090041
2007-10-26,946.8474812310518
2007-10-29,950.8829495837696
2007-10-30,947.2134335435369
2007-10-31,964.7461301493303
2007-11-01,950.66450238727
2007-11-02,946.1672865029304
2007-11-05,936.124721577434
2007-11-06,941.8730037167421
2007-11-07,932.8947197655549
2007-11-08,928.8627877792171
2007-11-09,910.7302007710468
2007-11-12,898.786253209443
2007-11-13,904.8796826858014
2007-11-14,912.7174996716348
2007-11-15,891.1255749130917
2007-11-16,879.8424124888559
2007-11-19,852.2020070146225
2007-11-20,861.1136801531435
2007-11-21,834.7141557101396
2007-11-22,843.9412645094525
2007-11-23,858.9099480378627
2007-11-26,856.7821837084389
2007-11-27,849.0054923599014
2007-11-28,867.9360512284272
2007-11-29,871.7087673873533
2007-11-30,875.4144538173732
2007-12-03,868.5883788419577
2007-12-04,845.3909734222918
2007-12-05,849.7432488388797
2007-12-06,849.865436398378
2007-12-07,861.6080050502261
2007-12-10,868.5669874178044
2007-12-11,867.6397625648963
2007-12-12,868.7067734473162
2007-12-13,844.0890751923374
2007-12-14,840.1148680927877
2007-12-17,814.1249783293325
2007-12-18,814.4210316541391
2007-12-19,812.7421239560869
2007-12-20,812.1699384959338
2007-12-21,822.1873102371337
2007-12-24,821.2341520608047
2007-12-25,821.2341520608047
2007-12-26,825.3743358189812
2007-12-27,832.3431347886287
2007-12-28,840.003186714161
2007-12-31,839.0278890643461
2008-01-01,839.0278890643461
2008-01-02,839.2481115485467
2008-01-03,830.145228943224
2008-01-04,812.8892232233931
2008-01-07,798.093116311852
2008-01-08,799.9539025051445
2008-01-09,778.3236076157374
2008-01-10,766.4796737950995
2008-01-11,765.5457768619157
2008-01-14,779.0037920768739
2008-01-15,762.8809101192223
2008-01-16,750.3524422519887
2008-01-17,757.8455302738246
2008-01-18,749.7007478729388
2008-01-21,714.9583107961033
2008-01-22,738.324200257924
2008-01-23,725.7630381318489
2008-01-24,758.392645483608
2008-01-25,761.142657444134
2008-01-28,755.8433543805013
2008-01-29,774.4536940892638
2008-01-30,775.8286240079017
2008-01-31,773.2833388002492
2008-02-01,790.8335895394987
2008-02-04,798.0149898620796
2008-02-05,771.7860561058088
2008-02-06,769.1348574868775
2008-02-07,750.633260068708
2008-02-08,755.0613696689926
2008-02-11,750.9990049892664
2008-02-12,777.6874958554316
2008-02-13,775.7525318863882
2008-02-14,783.7685284219395
2008-02-15,773.0333880034115
2008-02-18,780.3699475916688
2008-02-19,788.5140185889621
2008-02-20,776.5841143381778
2008-02-21,789.189666906803
2008-02-22,784.8357637961914
2008-02-25,798.8150401433413
2008-02-26,810.1255908884652
2008-02-27,817.4262346001916
2008-02-28,806.7504176874817
2008-02-29,796.1483005806856
2008-03-03,785.7084403910334
2008-03-04,784.3369573701118
2008-03-05,796.9337324188944
2008-03-06,794.8037736429344
2008-03-07,782.3780610490032
2008-03-10,770.6035282917169
2008-03-11,774.5691213675127
2008-03-12,794.1155636156857
2008-03-13,786.4638118523146
2008-03-14,780.5514701939088
2008-03-17,751.5384164981534
2008-03-18,772.1870351489063
2008-03-19,756.0791145130479
2008-03-20,743.0129495360973
2008-03-21,743.0129495360973
2008-03-24,742.1920852895241
2008-03-25,774.2110242926889
2008-03-26,776.8506962205823
2008-03-27,797.8418886477701
2008-03-28,789.4650658139637
2008-03-31,795.1764973694994
2008-04-01,808.1676684655785
2008-04-02,815.9315953533393
2008-04-03,807.8242500720601
2008-04-04,809.1160900182377
2008-04-07,812.6796183085255
2008-04-08,799.4275147652531
2008-04-09,799.4705515766119
2008-04-10,796.0602355220076
2008-04-11,788.3264599378424
2008-04-14,786.0820837788956
2008-04-15,781.8162371502707
2008-04-16,798.1000346777414
2008-04-17,798.1908950930165
2008-04-18,805.5843453937242
2008-04-21,798.3048047225841
2008-04-22,799.6093656533097
2008-04-23,794.4324001421018
2008-04-24,781.6969250345197
2008-04-25,790.4467297752758
2008-04-28,799.0306732322074
2008-04-29,784.7390885536496
2008-04-30,796.811844425868
2008-05-01,789.3996706564945
2008-05-02,803.3489129506974
2008-05-05,803.2724360942173
2008-05-06,807.5861170506537
2008-05-07,809.424080084543
2008-05-08,818.4627111315799
2008-05-09,808.643936319169
2008-05-12,817.294189469456
2008-05-13,805.1450417937535
2008-05-14,797.112875716323
2008-05-15,802.983676597489
2008-05-16,811.3005984515999
2008-05-19,814.6535077655358
2008-05-20,805.4229067299993
2008-05-21,801.2885494741703
