Date,WORLD ex ISRAEL SMALL VALUE
2010-05-26,1000.0
2010-05-27,1034.0258679649473
2010-05-28,1029.3813847694005
2010-05-31,1030.8065045901399
2010-06-01,1011.9722499507512
2010-06-02,1023.6921020527213
2010-06-03,1034.592136450897
2010-06-04,998.3040440820595
2010-06-07,976.1603137082454
2010-06-08,976.5667661466265
2010-06-09,982.8030487091661
2010-06-10,1009.7002345365116
2010-06-11,1018.5314043082949
2010-06-14,1030.8315008744678
2010-06-15,1049.1951226240444
2010-06-16,1047.4763234532738
2010-06-17,1047.29653594863
2010-06-18,1050.9975997347094
2010-06-21,1049.8912543386732
2010-06-22,1035.0910180569128
2010-06-23,1028.389069524
2010-06-24,1016.2422924534513
2010-06-25,1022.7012323919156
2010-06-28,1022.0985489600386
2010-06-29,988.4279494582197
2010-06-30,980.2823564158728
2010-07-01,973.2768146867505
2010-07-02,971.8063963633796
2010-07-05,970.5411334264656
2010-07-06,975.4085714502703
2010-07-07,997.1811078097568
2010-07-08,1010.7565763555551
2010-07-09,1020.2581539524498
2010-07-12,1014.853547955065
2010-07-13,1037.5853229730185
2010-07-14,1037.1504085099655
2010-07-15,1035.21682016217
2010-07-16,1010.4821210610693
2010-07-19,1010.4540845422265
2010-07-20,1017.7113744346786
2010-07-21,1011.3173714623408
2010-07-22,1036.5030539096908
2010-07-23,1049.3344417671697
2010-07-26,1067.7711326520669
2010-07-27,1066.451781410186
2010-07-28,1058.7241081936497
2010-07-29,1060.5955230451918
2010-07-30,1058.1411212119083
2010-08-02,1079.078760371166
2010-08-03,1075.4442133894809
2010-08-04,1077.9433557526286
2010-08-05,1075.1792940966502
2010-08-06,1074.526966184029
2010-08-09,1082.3934518858302
2010-08-10,1063.70107012266
2010-08-11,1030.0123511386898
2010-08-12,1021.0291926114749
2010-08-13,1017.1828846432863
2010-08-16,1022.0689904997699
2010-08-17,1036.8793260954988
2010-08-18,1039.2860585126605
2010-08-19,1024.5368170534928
2010-08-20,1013.8644869741406
2010-08-23,1009.2366502514293
2010-08-24,998.4261899388339
2010-08-25,1000.2021265348825
2010-08-26,1001.3763871558484
2010-08-27,1017.5709073390271
2010-08-30,1008.5797460563748
2010-08-31,1007.3932185161894
2010-09-01,1036.6171210406935
2010-09-02,1045.973276756918
2010-09-03,1058.6677754537805
2010-09-06,1063.3010533072193
2010-09-07,1047.1176168229047
2010-09-08,1051.4078936195397
2010-09-09,1057.1265473246808
2010-09-10,1059.2342838514483
2010-09-13,1078.3637598478078
2010-09-14,1079.7691813192307
2010-09-15,1080.6530261933267
2010-09-16,1075.7420723953678
2010-09-17,1077.7396728577564
2010-09-20,1094.8225079760123
2010-09-21,1091.778337677285
2010-09-22,1089.4652426659195
2010-09-23,1080.0129363593974
2010-09-24,1103.2723571127508
2010-09-27,1104.2246892700075
2010-09-28,1111.5209861371582
2010-09-29,1115.1650181429798
2010-09-30,1113.298788948128
2010-10-01,1118.5953034024985
2010-10-04,1109.0511294765608
2010-10-05,1131.7547504884326
2010-10-06,1134.4569474752689
2010-10-07,1135.6439681717272
2010-10-08,1142.1110024876775
2010-10-11,1143.6085944639028
2010-10-12,1141.1440586622891
2010-10-13,1156.7079946850024
2010-10-14,1159.9526050091945
2010-10-15,1153.5039180334713
2010-10-18,1160.0956647057794
2010-10-19,1141.48927834652
2010-10-20,1154.2722981503023
2010-10-21,1153.4801992588127
2010-10-22,1154.713480245811
2010-10-25,1161.5392446304395
2010-10-26,1156.0497720243977
2010-10-27,1146.4114737822365
2010-10-28,1148.920286955124
2010-10-29,1152.1344595494331
2010-11-01,1151.459634672743
2010-11-02,1163.42307703452
2010-11-03,1163.6695532582316
2010-11-04,1191.2325647515859
2010-11-05,1193.9398762375893
2010-11-08,1191.4093315531634
2010-11-09,1182.7131933608907
2010-11-10,1179.5151903576216
2010-11-11,1175.9397810875055
2010-11-12,1162.7775610961548
2010-11-15,1163.1635435441794
2010-11-16,1140.6398041371556
2010-11-17,1143.9624340698754
2010-11-18,1160.6021403796651
2010-11-19,1163.6243851359259
2010-11-22,1165.2568234038276
2010-11-23,1149.5901533936315
2010-11-24,1164.023364151271
2010-11-25,1165.5292986424054
2010-11-26,1155.6626046452964
2010-11-29,1149.8583445587417
2010-11-30,1143.0473610744143
2010-12-01,1164.1588808439258
2010-12-02,1186.0308634502185
2010-12-03,1198.4634474122372
2010-12-06,1201.3124422331664
2010-12-07,1207.4948706601745
2010-12-08,1204.4667852254986
2010-12-09,1208.5268387056813
2010-12-10,1217.3041723695712
2010-12-13,1222.821310877809
2010-12-14,1224.549432688672
2010-12-15,1219.0801461080391
2010-12-16,1221.0284538795822
2010-12-17,1222.3194948427088
2010-12-20,1224.330663047846
2010-12-21,1236.1965983193984
2010-12-22,1240.3354306796148
2010-12-23,1239.4279783992295
2010-12-24,1239.4058178935804
2010-12-27,1241.1789219217721
2010-12-28,1242.4690958063757
2010-12-29,1248.5804718154304
2010-12-30,1249.740685252333
2010-12-31,1251.2716727834286
2011-01-03,1262.845123841963
2011-01-04,1255.3574596445335
2011-01-05,1255.321610440475
2011-01-06,1252.8503507306427
2011-01-07,1249.3954285761502
2011-01-10,1248.4041962245358
2011-01-11,1255.2686545751144
2011-01-12,1268.1383405626777
2011-01-13,1274.0445894861748
2011-01-14,1279.9970239430631
2011-01-17,1279.7513918215882
2011-01-18,1286.2466853276424
2011-01-19,1273.0524835624992
2011-01-20,1256.3616025597116
2011-01-21,1257.4194699884463
2011-01-24,1266.6259153908222
2011-01-25,1267.85466845231
2011-01-26,1279.0742690507586
2011-01-27,1283.4483483909537
2011-01-28,1264.035441146257
2011-01-31,1267.4910640882622
2011-02-01,1290.5652651832954
2011-02-02,1289.3983357854913
2011-02-03,1287.6121688337892
2011-02-04,1290.246765806072
2011-02-07,1301.3567555346647
2011-02-08,1308.079498089406
2011-02-09,1303.0286680644354
2011-02-10,1297.8785231692534
2011-02-11,1305.1145343611245
2011-02-14,1310.2357820112595
2011-02-15,1306.583262709353
2011-02-16,1314.6464996993222
2011-02-17,1323.4948576720146
2011-02-18,1326.3460950942117
2011-02-21,1322.4134006635406
2011-02-22,1298.8369565144087
2011-02-23,1285.3323952914986
2011-02-24,1281.8500289348572
