Date,EUROPE ex SWITZERLAND SMALL VALUE
2007-05-31,1000.0
2007-06-01,1003.7894997904326
2007-06-04,1005.613232485515
2007-06-05,1003.9166342684995
2007-06-06,983.476260005147
2007-06-07,964.3194197851058
2007-06-08,954.0893159841279
2007-06-11,963.5243576331912
2007-06-12,956.3676922020296
2007-06-13,955.1232838322409
2007-06-14,968.1414070599102
2007-06-15,981.2732348981092
2007-06-18,981.722621876373
2007-06-19,980.2331630315144
2007-06-20,982.2512591073586
2007-06-21,970.1618078386359
2007-06-22,971.2524839091849
2007-06-25,968.4110368539001
2007-06-26,965.1019688234124
2007-06-27,956.6889686873512
2007-06-28,970.4556333422524
2007-06-29,975.8020989556277
2007-07-02,982.8959600779161
2007-07-03,992.1222891899106
2007-07-04,998.9606026727993
2007-07-05,994.6185054125378
2007-07-06,998.7178171045995
2007-07-09,1001.9127438925954
2007-07-10,1002.2579446020919
2007-07-11,1003.0933914821998
2007-07-12,1011.4812022246625
2007-07-13,1016.9260384309518
2007-07-16,1017.6141042201278
2007-07-17,1014.9521739767081
2007-07-18,1009.4121986157535
2007-07-19,1017.8195443813621
2007-07-20,1014.2576416077236
2007-07-23,1013.5970214182191
2007-07-24,999.6435264355229
2007-07-25,980.5635795593963
2007-07-26,955.2820433633632
2007-07-27,943.1001898397244
2007-07-30,946.1030144381415
2007-07-31,963.9640322427948
2007-08-01,946.7113528215989
2007-08-02,951.2421892539583
2007-08-03,948.9835561896997
2007-08-06,933.9792826454765
2007-08-07,941.589290180384
2007-08-08,958.568921083031
2007-08-09,931.3714049724324
2007-08-10,905.1878801308933
2007-08-13,919.117209553235
2007-08-14,906.8627125696253
2007-08-15,892.6250021662455
2007-08-16,855.9594757026764
2007-08-17,871.801830303615
2007-08-20,877.4591150740524
2007-08-21,873.947478482472
2007-08-22,895.8699582911592
2007-08-23,905.4620475193653
2007-08-24,911.8071634363761
2007-08-27,914.8133718512395
2007-08-28,899.8298878142018
2007-08-29,907.9413879465269
2007-08-30,918.6950377152288
2007-08-31,932.3771953220229
2007-09-03,935.2115387822417
2007-09-04,940.3623955558395
2007-09-05,930.0534594489684
2007-09-06,932.3031050445154
2007-09-07,919.4536551075319
2007-09-10,909.8560011676261
2007-09-11,926.0219578396066
2007-09-12,928.4302190613893
2007-09-13,925.6189020276034
2007-09-14,911.3337333647385
2007-09-17,891.7421101657045
2007-09-18,898.2594639063902
2007-09-19,924.4162129887101
2007-09-20,924.0641939860952
2007-09-21,930.7101985991285
2007-09-24,929.2791275517351
2007-09-25,915.3721528556896
2007-09-26,918.7743225502319
2007-09-27,930.439339010636
2007-09-28,934.873322489514
2007-10-01,941.1701842166735
2007-10-02,946.7363696754796
2007-10-03,951.1011754935661
2007-10-04,952.5173976275523
2007-10-05,957.1950850001273
2007-10-08,953.3035149151149
2007-10-09,958.7077639851508
2007-10-10,967.0746494247816
2007-10-11,976.0693310037228
2007-10-12,969.8730356323953
2007-10-15,967.2323966235059
2007-10-16,955.2106712617106
2007-10-17,966.8938279836827
2007-10-18,960.7760456354976
2007-10-19,954.0373619025427
2007-10-22,931.6754794025356
2007-10-23,954.2113218196362
2007-10-24,946.0330299511976
2007-10-25,962.0845569808698
2007-10-26,968.9202498365497
2007-10-29,973.7784167761458
2007-10-30,968.6551432587381
2007-10-31,985.0977699506743
2007-11-01,970.1446564513452
2007-11-02,967.3743277649946
2007-11-05,956.4861796552216
2007-11-06,965.4321041505159
2007-11-07,960.7655672409898
2007-11-08,953.3241004312237
2007-11-09,935.0042967331699
2007-11-12,921.5542525013317
2007-11-13,924.2631311169422
2007-11-14,934.4455172189428
2007-11-15,912.0641469744345
2007-11-16,900.2706704022606
2007-11-19,873.0893156027264
2007-11-20,884.0488454957683
2007-11-21,857.2471562178898
2007-11-22,864.1153132580575
2007-11-23,878.53390569661
2007-11-26,877.6409698227386
2007-11-27,873.8053502668777
2007-11-28,889.7288481765837
2007-11-29,896.1593181690247
2007-11-30,902.7290845222561
2007-12-03,897.086546415834
2007-12-04,879.514671149081
2007-12-05,885.1018192845652
2007-12-06,883.5943727238654
2007-12-07,895.3954745495073
2007-12-10,904.8101213544019
2007-12-11,903.3121573752103
2007-12-12,902.7206549833567
2007-12-13,878.4088192571162
2007-12-14,870.7752525000067
2007-12-17,845.3273543422546
2007-12-18,845.7346014589355
2007-12-19,841.5804826977218
2007-12-20,840.1263668898872
2007-12-21,850.292761751253
2007-12-24,852.0969653015026
2007-12-25,852.0969653015026
2007-12-26,857.1028281438569
2007-12-27,863.5970875823024
2007-12-28,873.6251617743544
2007-12-31,871.1908048946019
2008-01-01,871.1908048946019
2008-01-02,873.0250871741182
2008-01-03,864.0267542289826
2008-01-04,847.0983684044692
2008-01-07,829.7985707598732
2008-01-08,830.8150307097624
2008-01-09,807.2427994861347
2008-01-10,794.697949637751
2008-01-11,794.4292641020168
2008-01-14,807.6655618741336
2008-01-15,787.2784841969598
2008-01-16,770.5315084553216
2008-01-17,774.964425110765
2008-01-18,765.344909396501
2008-01-21,727.5841941023092
2008-01-22,749.3770342724868
2008-01-23,733.6486598568342
2008-01-24,768.7576258394411
2008-01-25,774.8332770947404
2008-01-28,770.3250153254858
2008-01-29,790.656229157246
2008-01-30,789.7664050443638
2008-01-31,789.1869783201122
2008-02-01,807.5158783116607
2008-02-04,816.1139466233208
2008-02-05,785.0228288911267
2008-02-06,785.7079984023796
2008-02-07,764.4942156950559
2008-02-08,767.4568609541421
2008-02-11,762.5309449678335
2008-02-12,789.6177940650995
2008-02-13,791.2051055057015
2008-02-14,798.1890635803072
2008-02-15,789.6720677445672
2008-02-18,797.271915501965
2008-02-19,807.3992515510481
2008-02-20,797.0186885469363
2008-02-21,810.9187734893869
2008-02-22,806.2367345994281
2008-02-25,819.7847916480616
2008-02-26,831.5719840881495
2008-02-27,841.1357678967206
2008-02-28,831.7933810920381
2008-02-29,820.5853804272599
2008-03-03,809.3217322918729
2008-03-04,805.2800195118281
2008-03-05,819.9366442622389
2008-03-06,816.8311715316224
2008-03-07,803.0041056238393
2008-03-10,791.6187222209787
2008-03-11,798.2418021564155
2008-03-12,816.7620706614393
2008-03-13,808.1237934468239
2008-03-14,804.2604208619299
2008-03-17,778.2738080382409
2008-03-18,797.0693352136922
2008-03-19,779.6200649182401
2008-03-20,767.6149758976829
2008-03-21,767.6149758976829
2008-03-24,767.3404872495548
2008-03-25,799.0382953043037
2008-03-26,805.2548489833806
2008-03-27,824.9026396585123
2008-03-28,818.9611042508448
2008-03-31,826.5871454890818
2008-04-01,838.6146363483433
2008-04-02,844.7126841032724
2008-04-03,835.6840057758961
2008-04-04,839.6479406898184
2008-04-07,844.038916391561
2008-04-08,831.8608659525596
2008-04-09,833.073062385275
2008-04-10,827.3439203233014
2008-04-11,821.4970323359679
2008-04-14,817.5448296733706
2008-04-15,815.3433188057506
2008-04-16,834.2306475237683
2008-04-17,833.100026931587
2008-04-18,838.2971479482798
2008-04-21,836.6924584079477
2008-04-22,836.1242725937682
2008-04-23,832.3865965733784
2008-04-24,819.4074100781492
2008-04-25,826.3358898345949
2008-04-28,833.1670153679602
2008-04-29,822.5725776230097
2008-04-30,829.9694706083801
2008-05-01,822.7800536236692
2008-05-02,835.7289291359455
2008-05-05,838.8285103350238
2008-05-06,841.4904079418036
2008-05-07,842.2301095132614
2008-05-08,847.4056444959274
2008-05-09,839.5217796320818
2008-05-12,848.9993174280817
2008-05-13,842.3029937951577
2008-05-14,838.6132967986406
2008-05-15,842.3061468988512
2008-05-16,850.7076405357582
2008-05-19,856.2176506242233
2008-05-20,846.892327873681
2008-05-21,845.3064846664272
2008-05-22,845.0227616262487
2008-05-23,839.3191973809818
2008-05-26,837.1745456087681
2008-05-27,828.2734308657919
2008-05-28,829.3560257776164
2008-05-29,827.3249096502517
2008-05-30,827.7585704109711
2008-06-02,818.5234293652352
2008-06-03,821.1878507186656
2008-06-04,816.532302466644
2008-06-05,824.5378767581623
2008-06-06,821.6398608506986
2008-06-09,810.5103811902302
2008-06-10,787.7602509646885
2008-06-11,776.8726546331887
2008-06-12,773.0435233564382
2008-06-13,776.5444357247624
2008-06-16,785.408580949609
2008-06-17,791.7310938856489
2008-06-18,773.8730798007695
2008-06-19,764.7024355966353
2008-06-20,762.4013144288228
2008-06-23,747.4639461199861
2008-06-24,739.9689992482432
2008-06-25,750.5796184973341
2008-06-26,741.5763459604724
2008-06-27,734.2499742888517
2008-06-30,732.7914968901975
2008-07-01,713.8423695218104
2008-07-02,703.9146580489794
2008-07-03,696.7332081501002
2008-07-04,689.8168938665541
2008-07-07,693.0735492827322
2008-07-08,680.2858305578966
2008-07-09,695.2754516378972
2008-07-10,687.0534574294734
2008-07-11,674.8061051702111
2008-07-14,678.091952815341
2008-07-15,666.5003804037549
2008-07-16,666.5766746595638
2008-07-17,692.848178952054
2008-07-18,708.2693266393816
2008-07-21,720.8532333704572
2008-07-22,712.5462469401305
2008-07-23,725.3621460977245
2008-07-24,709.2259146471863
2008-07-25,702.6282552421352
2008-07-28,695.0592887795636
2008-07-29,687.7693161346223
2008-07-30,700.1167728951648
2008-07-31,699.1713708448284
2008-08-01,695.7186709946055
2008-08-04,694.430403565393
2008-08-05,710.5945351010462
2008-08-06,717.1469629741592
2008-08-07,712.0324222647321
2008-08-08,707.6540458594434
2008-08-11,719.7231950211537
2008-08-12,715.0185940905754
2008-08-13,692.7623479244942
2008-08-14,694.6999450184503
2008-08-15,692.5124565595697
2008-08-18,691.0509717991621
2008-08-19,671.8509914014792
2008-08-20,670.6701862058072
2008-08-21,674.4187506978599
2008-08-22,684.7131632715788
2008-08-25,681.4506420003398
2008-08-26,675.5857304234529
2008-08-27,676.4622157692492
2008-08-28,684.6479426664912
2008-08-29,689.3684475958647
2008-09-01,683.3916829739512
2008-09-02,690.3376562265249
2008-09-03,680.6991388448732
2008-09-04,661.9250370361474
2008-09-05,645.6225244430229
2008-09-08,660.7983893185383
2008-09-09,652.298214847356
2008-09-10,641.452339183666
2008-09-11,626.5135907382919
2008-09-12,644.1081147128398
2008-09-15,629.1033765164602
2008-09-16,610.2004946087607
2008-09-17,604.492528588905
2008-09-18,605.6004744212088
2008-09-19,639.647506110365
2008-09-22,639.6240596936419
2008-09-23,624.3471842273448
2008-09-24,620.0099861702189
2008-09-25,621.3288870988872
2008-09-26,606.1499748226167
2008-09-29,563.5500853714916
2008-09-30,554.1730136805078
2008-10-01,552.1121765935287
2008-10-02,545.3573768517166
2008-10-03,547.7971100055
2008-10-06,499.49853763033786
2008-10-07,494.7318679373402
2008-10-08,470.69693671664595
2008-10-09,469.37930072089205
2008-10-10,440.1009127555675
2008-10-13,471.9288082266547
2008-10-14,487.1333190855623
2008-10-15,461.11025815960943
2008-10-16,435.03346227183306
2008-10-17,434.5188249331031
2008-10-20,434.2652719763302
