Date,EAFE SMALL VALUE
1994-05-31,279.9792594357853
1994-06-30,290.25791745254054
1994-07-29,290.03943088511534
1994-08-31,290.4575613623995
1994-09-30,282.6550938218204
1994-10-31,286.37370863376236
1994-11-30,268.8223675803482
1994-12-30,272.22253807725735
1995-01-31,268.16970301861886
1995-02-28,260.95008157981607
1995-03-31,272.0893604528721
1995-04-28,277.0020304001196
1995-05-31,270.1916971388355
1995-06-30,265.12245049576177
1995-07-31,277.5370580779851
1995-08-31,268.5579685234924
1995-09-29,269.1509325457702
1995-10-31,261.26034735218536
1995-11-30,263.7587941452223
1995-12-29,273.89994690285613
1996-01-31,278.60121074406453
1996-02-29,282.91773082493785
1996-03-29,287.2999794179311
1996-04-30,303.41064292280515
1996-05-31,302.0236271968992
1996-06-28,303.31234801168574
1996-07-31,293.82493785215934
1996-08-30,291.88720739321553
1996-09-30,289.32318357179764
1996-10-31,284.63905078241487
1996-11-29,285.9626570234937
1996-12-31,278.49903586260007
1997-01-01,278.5068696847497
1997-01-02,277.91283909966296
1997-01-03,277.3576041524524
1997-01-06,278.19584928460876
1997-01-07,279.1344096301368
1997-01-08,277.7588065268223
1997-01-09,275.82009028471015
1997-01-10,273.3405784765359
1997-01-13,274.72412041528327
1997-01-14,275.3097791543921
1997-01-15,276.36209347504894
1997-01-16,278.317101922333
1997-01-17,277.3300313086381
1997-01-20,275.4887308051802
1997-01-21,274.35688058923074
1997-01-22,273.67575159286974
1997-01-23,272.3142642235522
1997-01-24,272.5205801468072
1997-01-27,270.62535991120257
1997-01-28,268.1076039186644
1997-01-29,268.08997710724765
1997-01-30,268.36175838259675
1997-01-31,270.2840898520256
1997-02-03,270.5264286495689
1997-02-04,271.6081650700745
1997-02-05,270.572496584697
1997-02-06,270.31716847735544
1997-02-07,268.0568372479365
1997-02-10,271.3099883594119
1997-02-11,270.5667321492319
1997-02-12,269.0729014676002
1997-02-13,267.9736185265741
1997-02-14,268.3166281590927
1997-02-17,267.62080073909476
1997-02-18,267.51902212432344
1997-02-19,267.3606532938173
1997-02-20,269.57172933066045
1997-02-21,270.89203688805463
1997-02-24,273.44337950690476
1997-02-25,273.65427301167813
1997-02-26,272.66548208306233
1997-02-27,272.8635455372925
1997-02-28,272.55381642419
1997-03-03,271.1419771954486
1997-03-04,270.1597647288013
1997-03-05,270.13304718863213
1997-03-06,270.04807748076877
1997-03-07,269.44869555399646
1997-03-10,270.91434743705963
1997-03-11,271.02013640182264
1997-03-12,269.09328879864734
1997-03-13,268.143796848011
1997-03-14,266.6647428537544
1997-03-17,266.74890420938397
1997-03-18,267.7540926030494
1997-03-19,267.3129613162658
1997-03-20,264.68984263674685
1997-03-21,266.7456761308063
1997-03-24,266.3012044198755
1997-03-25,266.49528479896554
1997-03-26,267.18178116837475
1997-03-27,268.3599954925616
1997-03-28,268.37594383527465
1997-03-31,268.91548079862037
1997-04-01,265.8296150983653
1997-04-02,266.36790435574426
1997-04-03,265.2329609477532
1997-04-04,263.74612312505104
1997-04-07,260.0934401678337
1997-04-08,258.9048094100017
1997-04-09,257.4689842513708
1997-04-10,256.77778645154694
1997-04-11,256.1820448085269
1997-04-14,255.0441880729185
1997-04-15,255.13865969404833
1997-04-16,256.54383206992867
1997-04-17,258.08313427471944
1997-04-18,260.44351345942795
1997-04-21,263.57912047141974
1997-04-22,263.4666441083106
1997-04-23,264.20099505896496
1997-04-24,264.230469839275
1997-04-25,263.3644381284962
1997-04-28,262.6083530158881
1997-04-29,263.105678989521
1997-04-30,263.9098320707137
1997-05-01,266.0440317017024
1997-05-02,266.0574570661436
1997-05-05,266.35902043184825
1997-05-06,270.4004348896482
1997-05-07,271.56403865170756
1997-05-08,272.3808942526258
1997-05-09,275.0565649985929
1997-05-12,278.47695771571995
1997-05-13,279.65334948512464
1997-05-14,280.5557366346604
1997-05-15,282.7673023151047
1997-05-16,285.0931872822864
1997-05-19,284.1214455286122
1997-05-20,287.06636467644074
1997-05-21,286.73444862537764
1997-05-22,284.85169302936293
1997-05-23,285.9737785335186
1997-05-26,285.3272690213587
1997-05-27,284.0808688337535
1997-05-28,285.52901077725534
