Date,WORLD ex EUROPE SMALL VALUE
1994-05-31,291.40152606798665
1994-06-30,300.5190159579774
1994-07-29,300.2561540525946
1994-08-31,304.5296416656642
1994-09-30,298.7205954586738
1994-10-31,297.6205275350579
1994-11-30,280.85990387322477
1994-12-30,287.427041881437
1995-01-31,283.8791982144569
1995-02-28,282.2804960108488
1995-03-31,289.70327243941296
1995-04-28,295.55363265259314
1995-05-31,290.4831569236993
1995-06-30,290.78216397822405
1995-07-31,305.12045436246785
1995-08-31,307.21127122940055
1995-09-29,308.64877398918946
1995-10-31,297.0959849717751
1995-11-30,308.9194662822603
1995-12-29,321.5175491063672
1996-01-31,326.1413270787704
1996-02-29,329.06464325529396
1996-03-29,334.70081029549823
1996-04-30,353.3590703480312
1996-05-31,354.35856379785105
1996-06-28,352.1992832484018
1996-07-31,335.0470527237176
1996-08-30,339.6919159104737
1996-09-30,345.10043072322617
1996-10-31,339.7818981215198
1996-11-29,348.2966752373761
1996-12-31,344.623552581633
1997-01-01,344.63420001890375
1997-01-02,342.93888679251035
1997-01-03,343.9303764502585
1997-01-06,344.8403435797566
1997-01-07,345.5633836934093
1997-01-08,344.19745002794417
1997-01-09,342.7243125190047
1997-01-10,340.8759385023213
1997-01-13,341.6874610849749
1997-01-14,342.6111788211566
1997-01-15,342.5210654902953
1997-01-16,343.5032794497355
1997-01-17,344.2838597567592
1997-01-20,343.56604186110155
1997-01-21,343.3306860011079
1997-01-22,343.49742878437996
1997-01-23,342.6502775653541
1997-01-24,341.3486036111554
1997-01-27,339.27135355464276
1997-01-28,338.61513336621096
1997-01-29,338.2360517659132
1997-01-30,339.0513919843058
1997-01-31,340.88263327344896
1997-02-03,341.65434975440024
1997-02-04,341.61257152566736
1997-02-05,338.92406946435733
1997-02-06,338.5407281471946
1997-02-07,337.92290884999676
1997-02-10,338.72662350933086
1997-02-11,338.50061525102177
1997-02-12,338.7479381492292
1997-02-13,339.9179783081955
1997-02-14,340.4976401953797
1997-02-17,340.5994011054696
1997-02-18,341.49087700328766
1997-02-19,341.67975944072515
1997-02-20,342.4246182963243
1997-02-21,342.99773741359763
1997-02-24,344.3893761882971
1997-02-25,344.98235953137294
1997-02-26,343.5341212932304
1997-02-27,343.02490295951253
1997-02-28,342.231503368435
1997-03-03,342.36949106464414
1997-03-04,342.15468260772514
1997-03-05,342.9081135159903
1997-03-06,342.27538743471484
1997-03-07,342.9727741000453
1997-03-10,344.21295256606027
1997-03-11,344.5832376992716
1997-03-12,342.24756944719803
1997-03-13,339.1365804982146
1997-03-14,338.21160805017405
1997-03-17,337.2127308999265
1997-03-18,337.19884586250953
1997-03-19,335.7952769587661
1997-03-20,334.99829401633656
1997-03-21,335.5242873812554
1997-03-24,334.48005975274975
1997-03-25,334.6558943332582
1997-03-26,335.0157606258469
1997-03-27,332.60502521407426
1997-03-28,332.3557700877805
1997-03-31,328.6420734217192
1997-04-01,327.2564705045164
1997-04-02,326.0143108106565
1997-04-03,324.3178508172872
1997-04-04,324.2012300078098
1997-04-07,324.2404065155629
1997-04-08,323.7410858654543
1997-04-09,323.02298447273205
1997-04-10,321.85076242611785
1997-04-11,318.07232474980964
1997-04-14,316.7997587595968
1997-04-15,318.63419822983144
1997-04-16,319.8416297884824
1997-04-17,320.93247548231886
1997-04-18,323.7413959018992
1997-04-21,324.15794360431073
1997-04-22,324.45417228261203
1997-04-23,324.5773359312596
1997-04-24,324.5173397398432
1997-04-25,323.41657751851915
1997-04-28,323.34334301009153
1997-04-29,325.7538187376756
1997-04-30,327.6895240991526
1997-05-01,330.2604627784922
1997-05-02,334.80128521065575
1997-05-05,338.47350142232926
1997-05-06,340.70604245548657
1997-05-07,340.6231722725664
1997-05-08,340.8215534677868
1997-05-09,342.89448533402935
1997-05-12,347.2526521452178
1997-05-13,347.59589112939454
1997-05-14,348.9063645468915
1997-05-15,350.6995399285329
1997-05-16,351.9588383154996
1997-05-19,352.53390119718694
1997-05-20,355.2254115425709
1997-05-21,354.9946687798922
1997-05-22,354.4781949281089
1997-05-23,357.4510341482163
1997-05-26,356.8126105248553
1997-05-27,356.5067776179887
1997-05-28,358.18858372384494
1997-05-29,358.0043695513304
1997-05-30,359.1502073020071
1997-06-02,360.73321909036815
1997-06-03,361.5097707782599
1997-06-04,361.7680865787892
1997-06-05,363.345735257565
1997-06-06,364.81101439002407
1997-06-09,367.7881158201948
1997-06-10,368.5752161436005
1997-06-11,370.29707722415543
1997-06-12,369.4681464552005
1997-06-13,370.3159312333508
1997-06-16,371.6630229696626
1997-06-17,372.15085664475635
1997-06-18,372.6956295561823
1997-06-19,374.26827984891645
1997-06-20,372.8800937005108
1997-06-23,370.5384756965557
1997-06-24,372.1146057508852
1997-06-25,373.00867825198327
1997-06-26,373.2649640693534
1997-06-27,373.85166639794454
1997-06-30,376.8023963744708
1997-07-01,376.2265592503857
1997-07-02,377.01435443948947
1997-07-03,378.5684869548601
1997-07-04,377.69581594993326
1997-07-07,377.9922777733191
1997-07-08,378.1904004177543
1997-07-09,376.9055664921477
1997-07-10,377.96902886285415
1997-07-11,378.8422937623101
1997-07-14,379.2509160608105
1997-07-15,378.4494043446513
1997-07-16,379.5435844673405
1997-07-17,378.5344468858781
1997-07-18,377.9676207532675
1997-07-21,376.38848434895533
1997-07-22,377.4979247089723
1997-07-23,377.9355410873559
1997-07-24,377.8190875346
1997-07-25,377.9725195303878
1997-07-28,377.74969653976444
1997-07-29,378.11475828945663
1997-07-30,379.44610160214825
1997-07-31,379.4643260655891
1997-08-01,378.56637405865456
1997-08-04,378.28187344663166
1997-08-05,378.28519887505405
1997-08-06,379.50974825888824
1997-08-07,378.9751046527602
1997-08-08,376.73090792268965
1997-08-11,375.2071918029023
1997-08-12,374.9402031545698
1997-08-13,375.15201615603866
1997-08-14,374.16739910690893
1997-08-15,372.72984606457675
1997-08-18,371.51132534673195
1997-08-19,373.4266663981519
1997-08-20,376.5078976982591
1997-08-21,376.01016129261313
1997-08-22,374.8845589200645
1997-08-25,375.57610983581054
1997-08-26,376.0039756283599
1997-08-27,376.7483033582527
1997-08-28,376.48336075508007
1997-08-29,375.1716053599677
1997-09-01,373.54225910436406
1997-09-02,375.0907704077244
1997-09-03,377.3493610600348
1997-09-04,377.25598060986607
1997-09-05,378.46114780258824
1997-09-08,380.41028489509904
1997-09-09,383.15059106264073
1997-09-10,382.7841179508331
1997-09-11,380.85669705794504
1997-09-12,381.74837043812084
1997-09-15,382.84326319354386
1997-09-16,384.8953382354781
1997-09-17,385.19425599603903
1997-09-18,383.9043569554092
1997-09-19,383.785836881165
1997-09-22,383.5381638913982
1997-09-23,384.30358201559017
1997-09-24,384.89772193426154
1997-09-25,384.15457463420415
1997-09-26,383.56186694565207
1997-09-29,383.0245097383255
1997-09-30,384.06154955024783
1997-10-01,384.9321650686328
1997-10-02,385.5708317721814
1997-10-03,385.69680676460234
1997-10-06,387.7548354374512
1997-10-07,388.06715487945087
1997-10-08,387.78053010654537
1997-10-09,386.95430594621183
1997-10-10,388.1125080986085
1997-10-13,387.14430091118874
1997-10-14,385.9986841098014
1997-10-15,385.09322122704265
1997-10-16,384.06830710636547
1997-10-17,379.7210337968076
1997-10-20,380.9815875806695
1997-10-21,384.0448430867502
1997-10-22,383.3561335306652
1997-10-23,376.6488954890132
1997-10-24,377.50326865522214
1997-10-27,362.7652790289642
1997-10-28,363.93630204007445
1997-10-29,369.71518869581473
1997-10-30,365.96179585566193
1997-10-31,369.62056976852494
1997-11-03,374.2027302373926
1997-11-04,374.01712683811496
1997-11-05,374.37673740897355
1997-11-06,372.7531399303573
1997-11-07,366.60442060832065
1997-11-10,365.9556164435451
1997-11-11,364.99826643644343
1997-11-12,359.07777171324256
1997-11-13,358.2888707115759
1997-11-14,359.39995050910886
1997-11-17,365.75847076757805
1997-11-18,365.2524202854109
1997-11-19,362.58557483552676
1997-11-20,364.9654096806633
1997-11-21,366.3083018306907
1997-11-24,362.35349638432945
1997-11-25,358.8238345835181
1997-11-26,359.153526549178
1997-11-27,358.73344617753725
1997-11-28,359.9617117229862
1997-12-01,362.5837114686236
1997-12-02,362.8918920310656
1997-12-03,363.0340811847154
1997-12-04,362.5230348392885
1997-12-05,363.25863421535445
1997-12-08,364.22574808571886
1997-12-09,363.30969050180533
1997-12-10,361.28813138768703
1997-12-11,356.31229223644016
1997-12-12,355.09773721646417
1997-12-15,354.45680607789484
1997-12-16,355.3696273163564
1997-12-17,358.48761343431585
1997-12-18,354.7910298977351
1997-12-19,351.2184309873333
1997-12-22,349.8567207531868
1997-12-23,351.0642185800247
1997-12-24,349.7261006035516
1997-12-25,350.2625070674664
1997-12-26,350.7342231445139
1997-12-29,353.2129579820196
1997-12-30,358.2585219826432
1997-12-31,359.2808783015238
1998-01-01,359.26641011880776
1998-01-02,358.32745172709576
1998-01-05,357.808932050997
1998-01-06,354.63587886799314
1998-01-07,352.7943012620879
1998-01-08,350.15147111625043
1998-01-09,343.47116717076653
1998-01-12,340.18447473592204
1998-01-13,343.52167132302674
1998-01-14,346.38399555862526
1998-01-15,346.162817128514
1998-01-16,351.2667051745646
1998-01-19,353.5070829080305
1998-01-20,355.9735966895553
1998-01-21,357.13125892335177
1998-01-22,355.6686556185572
1998-01-23,356.40199024997594
1998-01-26,358.60266341535
1998-01-27,361.06312546244203
1998-01-28,366.70119740714773
1998-01-29,366.4341064222669
1998-01-30,363.6009029793311
1998-02-02,365.7665690267965
1998-02-03,369.05838209731627
1998-02-04,371.48197080876105
1998-02-05,374.1751233747793
1998-02-06,376.1748267057032
1998-02-09,378.4016371835059
1998-02-10,382.6521824794262
1998-02-11,383.4856822533635
1998-02-12,384.21542558873375
1998-02-13,382.0684661307568
1998-02-16,380.15055517390863
1998-02-17,379.7890088789645
1998-02-18,380.88710329024053
1998-02-19,380.4601776287049
1998-02-20,379.51844027839746
1998-02-23,380.2516112830214
1998-02-24,379.2845847731048
1998-02-25,380.8699858070764
1998-02-26,383.84230669156125
1998-02-27,386.3324383161137
1998-03-02,388.60537482360047
1998-03-03,389.3391737586383
1998-03-04,387.9832058704971
1998-03-05,383.2265186737572
1998-03-06,386.76049934102565
1998-03-09,385.74729301828546
1998-03-10,387.70209888480997
1998-03-11,387.93949214451123
1998-03-12,387.43369209374384
1998-03-13,389.7017148182123
1998-03-16,389.9405467748716
1998-03-17,390.74504103945134
1998-03-18,390.4658678429787
1998-03-19,391.23828239251895
1998-03-20,391.83203454887655
1998-03-23,391.0391451772459
1998-03-24,392.1467770181342
1998-03-25,393.54114567823257
1998-03-26,394.83406222868194
1998-03-27,393.7018693930705
1998-03-30,391.2319210441496
1998-03-31,392.253860194764
1998-04-01,392.21976611546427
1998-04-02,390.2019414279488
1998-04-03,389.4906135968616
1998-04-06,389.077147127823
1998-04-07,387.351782575586
1998-04-08,388.724001201181
1998-04-09,392.76166337492674
1998-04-10,392.7055131047848
1998-04-13,392.83625316149084
1998-04-14,395.3140576946611
1998-04-15,396.51967167721483
1998-04-16,393.16388978581557
1998-04-17,394.60165830563597
1998-04-20,394.4888718082519
1998-04-21,396.18014760611385
1998-04-22,396.75449747506246
1998-04-23,393.99150064852176
1998-04-24,391.7411016065165
1998-04-27,383.3947930002584
1998-04-28,384.2382661742934
1998-04-29,386.3766583811806
1998-04-30,390.041360718854
1998-05-01,391.21190950695086
1998-05-04,391.3555899433176
1998-05-05,390.0253939609269
1998-05-06,387.24717619157184
1998-05-07,385.02811018409216
1998-05-08,386.68164258899213
1998-05-11,386.04332764697347
1998-05-12,385.11981407559455
1998-05-13,385.01059408999583
1998-05-14,383.68542059277246
1998-05-15,382.02995289929254
1998-05-18,378.82147456632555
1998-05-19,380.8449026683889
1998-05-20,380.422614349017
1998-05-21,381.1100624058107
1998-05-22,379.1363350517729
1998-05-25,378.5997083516402
1998-05-26,374.26987815283337
1998-05-27,370.44348464336264
1998-05-28,373.1540988312197
1998-05-29,374.6380960543179
1998-06-01,371.10504395497156
1998-06-02,370.8037460123272
1998-06-03,370.50571822395653
1998-06-04,371.02216332407846
1998-06-05,370.82861179179025
1998-06-08,370.492678376627
1998-06-09,369.8635312661373
