Date,WORLD ex EMU SMALL VALUE
1994-05-31,259.38745310692144
1994-06-30,265.4556682694504
1994-07-29,266.5075923929993
1994-08-31,270.2993191719806
1994-09-30,264.7936018625196
1994-10-31,265.0680089474322
1994-11-30,250.7041770387333
1994-12-30,256.0218401709857
1995-01-31,253.42764160973428
1995-02-28,252.36566454375665
1995-03-31,259.7112225766228
1995-04-28,265.0760458812296
1995-05-31,262.43195153949495
1995-06-30,262.67872633549314
1995-07-31,275.6216007612335
1995-08-31,275.982848718439
1995-09-29,278.75751573946565
1995-10-31,269.4231219036355
1995-11-30,277.81718195910867
1995-12-29,288.38113065015693
1996-01-31,292.02416026763007
1996-02-29,295.67459815053985
1996-03-29,300.94310121773634
1996-04-30,316.7516526012494
1996-05-31,318.6467064767402
1996-06-28,316.8746408118667
1996-07-31,302.19773515176905
1996-08-30,307.5699123394213
1996-09-30,311.9000755744842
1996-10-31,309.47343580968277
1996-11-29,317.5205700120018
1996-12-31,316.1099878222194
1997-01-01,316.1154889280726
1997-01-02,314.2355279833878
1997-01-03,315.1451588498175
1997-01-06,315.9153854311518
1997-01-07,316.81204910393893
1997-01-08,315.9287420765641
1997-01-09,315.0296587422656
1997-01-10,313.35361499734427
1997-01-13,314.0865508913583
1997-01-14,315.1330688763397
1997-01-15,315.468247133431
1997-01-16,316.43352991006196
1997-01-17,316.87852478633596
1997-01-20,316.0886513521231
1997-01-21,315.68416033362973
1997-01-22,315.6173852975497
1997-01-23,314.5669157799095
1997-01-24,313.6545399012237
1997-01-27,311.9067095467729
1997-01-28,310.99276888481455
1997-01-29,310.89709829989545
1997-01-30,311.6118922177624
1997-01-31,313.16204537048
1997-02-03,314.0205045699962
1997-02-04,314.1657068167045
1997-02-05,312.4367125359176
1997-02-06,312.2758668687936
1997-02-07,311.6622964114108
1997-02-10,312.8194022650508
1997-02-11,312.7012689518076
1997-02-12,312.6322006479007
1997-02-13,313.3031761846302
1997-02-14,313.79316109002866
1997-02-17,313.7505263925178
1997-02-18,314.2485581521975
1997-02-19,314.68833044765404
1997-02-20,315.2963490551783
1997-02-21,316.0100617568894
1997-02-24,317.4701859684054
1997-02-25,317.92215556627673
1997-02-26,316.6510055675857
1997-02-27,316.1025361686818
1997-02-28,315.4978719097059
1997-03-03,315.3277300601799
1997-03-04,315.18317428800333
1997-03-05,315.71240293998596
1997-03-06,315.4823767601325
1997-03-07,315.93726390999524
1997-03-10,317.18971159706786
1997-03-11,317.58291620678295
1997-03-12,315.5250288372823
1997-03-13,313.154534722984
1997-03-14,312.40095518722944
1997-03-17,311.48784793425403
1997-03-18,311.4055243584153
1997-03-19,310.433386906023
1997-03-20,309.16172606712007
1997-03-21,309.8224996428735
1997-03-24,309.08034875312563
1997-03-25,309.4257814288908
1997-03-26,309.92955417287214
1997-03-27,308.39927185351183
1997-03-28,308.3200166167982
1997-03-31,305.7385653145176
1997-04-01,303.75949863771376
1997-04-02,302.8144896846851
1997-04-03,301.4498959101087
1997-04-04,301.4813964041299
1997-04-07,301.1913284291013
1997-04-08,300.7331279588022
1997-04-09,300.2701687963086
1997-04-10,299.5436027324991
1997-04-11,296.6706092496676
1997-04-14,295.5033592464612
1997-04-15,297.0147315737037
1997-04-16,297.9611003373304
1997-04-17,299.05266349330304
1997-04-18,301.3914886698418
1997-04-21,301.998725500421
1997-04-22,302.196374654943
1997-04-23,302.18005263098945
1997-04-24,302.21551475475405
1997-04-25,301.05634797103505
1997-04-28,301.0436684880416
1997-04-29,303.14802729863203
1997-04-30,304.46829978649953
1997-05-01,306.5972317268472
1997-05-02,309.93069712395425
1997-05-05,312.7677366559715
1997-05-06,315.1221852505467
1997-05-07,315.24158354710437
1997-05-08,315.1938147390597
1997-05-09,316.9777490168743
1997-05-12,320.3738795889955
1997-05-13,320.96000198630463
1997-05-14,322.14344758617403
1997-05-15,323.52449784528346
1997-05-16,324.61411632769676
1997-05-19,324.86350145458766
1997-05-20,327.1044576427969
1997-05-21,327.07540352952503
1997-05-22,326.3904569222192
1997-05-23,328.6714683917151
1997-05-26,328.46937793146026
1997-05-27,327.86333166345145
1997-05-28,329.308822788673
1997-05-29,329.2840717889799
1997-05-30,329.9117763867984
1997-06-02,331.0095988495474
1997-06-03,331.5609012361129
1997-06-04,331.6007179754943
1997-06-05,332.89369485374533
1997-06-06,334.04617289840013
1997-06-09,336.8338153262454
1997-06-10,337.5398726699672
1997-06-11,338.92164243433047
1997-06-12,338.4179613291928
1997-06-13,339.2999647481667
1997-06-16,340.3997606536782
1997-06-17,340.619123217763
1997-06-18,341.0609875294214
1997-06-19,342.459101237184
1997-06-20,341.50547653797344
1997-06-23,339.84077281254275
1997-06-24,340.865603908993
1997-06-25,341.68487238505827
1997-06-26,341.735678252522
1997-06-27,341.99003090131407
1997-06-30,344.15006153207247
1997-07-01,343.6464239875608
1997-07-02,344.1599088250264
1997-07-03,346.2807289703763
1997-07-04,345.7967758937405
1997-07-07,346.0483767253309
1997-07-08,346.07917266694125
1997-07-09,344.9586095635399
1997-07-10,345.7384184387041
1997-07-11,346.5079597954282
1997-07-14,346.61996448455074
1997-07-15,345.6528209158504
1997-07-16,346.74228176377824
1997-07-17,346.04428466441044
1997-07-18,345.5609014943419
1997-07-21,344.14770871190143
1997-07-22,344.97812733266255
1997-07-23,345.5340706264888
1997-07-24,345.1713648270276
1997-07-25,344.9602832293994
1997-07-28,344.08572563102086
1997-07-29,344.39630145265977
1997-07-30,345.53470788959
1997-07-31,345.82674240955254
1997-08-01,344.9523360878953
1997-08-04,344.5694392386256
1997-08-05,344.3285450534814
1997-08-06,344.83519581958086
1997-08-07,344.5920522550448
1997-08-08,343.17941124166265
1997-08-11,342.2386794827314
1997-08-12,341.9231313271048
1997-08-13,342.255812325861
1997-08-14,341.4515055406465
1997-08-15,341.12020565986745
1997-08-18,339.6633496819418
1997-08-19,341.23989297415153
1997-08-20,343.47721305050874
1997-08-21,343.22535970290613
1997-08-22,342.6806646980031
1997-08-25,343.2244436110091
1997-08-26,343.72095761452516
1997-08-27,344.13841790249865
1997-08-28,344.05088194339345
1997-08-29,342.9310139797611
1997-09-01,341.4853368613559
1997-09-02,342.34009396828014
1997-09-03,344.0282265569349
1997-09-04,344.03567569553167
1997-09-05,345.2662610942616
1997-09-08,346.7077538135268
1997-09-09,348.9966322165908
1997-09-10,348.6364674673881
1997-09-11,347.0204357720992
1997-09-12,348.28621729702934
1997-09-15,349.2921683516691
1997-09-16,350.7264625361807
1997-09-17,351.35786993661173
1997-09-18,350.77711022741
1997-09-19,350.65958973895937
1997-09-22,350.2492513780879
1997-09-23,351.06882924689546
1997-09-24,351.890789308884
1997-09-25,351.67698009343997
1997-09-26,351.07505352928587
1997-09-29,351.07013287689637
1997-09-30,352.03622903161835
1997-10-01,352.7335332561056
1997-10-02,353.5997996022696
1997-10-03,354.01975012511497
1997-10-06,355.8351791705039
1997-10-07,356.5326781227038
1997-10-08,356.3700139423572
1997-10-09,355.5979942914425
1997-10-10,356.3110712135561
1997-10-13,355.80533473386197
1997-10-14,354.8818176918035
1997-10-15,354.32352828122436
1997-10-16,353.7187250304329
1997-10-17,349.8674706973274
1997-10-20,351.06784948443425
1997-10-21,353.4925973483388
1997-10-22,353.0064828723725
1997-10-23,347.00994812335483
1997-10-24,347.86605726334733
