Date,NORDIC COUNTRIES SMALL VALUE
2007-05-31,1000.0
2007-06-01,998.1090960070015
2007-06-04,1000.459386359822
2007-06-05,1002.2133286392702
2007-06-06,989.5030413163374
2007-06-07,961.533502424593
2007-06-08,950.4845606139202
2007-06-11,962.0528406834997
2007-06-12,943.3140948201543
2007-06-13,943.8707621301432
2007-06-14,959.9541712706193
2007-06-15,967.7546771026321
2007-06-18,967.1727291214162
2007-06-19,969.940263772555
2007-06-20,977.5076990157481
2007-06-21,965.1318251045357
2007-06-22,967.8882228286989
2007-06-25,962.1831115126122
2007-06-26,959.3363625445322
2007-06-27,951.8713028341165
2007-06-28,966.5010733960358
2007-06-29,972.1087863798396
2007-07-02,985.3689320999185
2007-07-03,993.3197543569942
2007-07-04,999.7133358959052
2007-07-05,995.7328317708484
2007-07-06,995.1351304512843
2007-07-09,998.3559635721042
2007-07-10,1002.1476829959391
2007-07-11,1008.5784229132191
2007-07-12,1014.8390569107091
2007-07-13,1019.5015573746654
2007-07-16,1019.997535885837
2007-07-17,1017.5401620155932
2007-07-18,1013.5686889094789
2007-07-19,1017.0819537756855
2007-07-20,1013.3644025457811
2007-07-23,1011.3525083144448
2007-07-24,996.1565303592978
2007-07-25,979.8717916873456
2007-07-26,956.145193147414
2007-07-27,943.2663386602904
2007-07-30,948.2250986924516
2007-07-31,963.6333682967921
2007-08-01,940.2932294852468
2007-08-02,943.9720652433393
2007-08-03,939.5098752440588
2007-08-06,922.5392772325629
2007-08-07,925.7463110430401
2007-08-08,949.0021231527395
2007-08-09,922.634843927425
2007-08-10,897.4942842402736
2007-08-13,907.4986482002715
2007-08-14,901.3919782602279
2007-08-15,883.6121758591962
2007-08-16,848.8938907885041
2007-08-17,872.6973210035434
2007-08-20,881.2309014383277
2007-08-21,876.7025085823202
2007-08-22,893.3957553907436
2007-08-23,902.5452774744896
2007-08-24,912.9573138385391
2007-08-27,916.2343789475391
2007-08-28,903.8437796363976
2007-08-29,910.4738894820885
2007-08-30,917.7351203794443
2007-08-31,928.0289519008951
2007-09-03,927.3720636302584
2007-09-04,930.6233171890416
2007-09-05,920.0570297892224
2007-09-06,924.2495717700448
2007-09-07,912.5162726588917
2007-09-10,899.9335193960314
2007-09-11,916.1464351010449
2007-09-12,921.3529366953142
2007-09-13,924.230159810609
2007-09-14,915.5556129231627
2007-09-17,903.1340456902766
2007-09-18,907.7436315022321
2007-09-19,935.8783084477949
2007-09-20,935.2444350202829
2007-09-21,941.9801103280038
2007-09-24,941.156640562892
2007-09-25,927.4639171639676
2007-09-26,931.2882824053588
2007-09-27,939.7429344068169
2007-09-28,947.5046536359752
2007-10-01,954.7519068138148
2007-10-02,951.2706358086485
2007-10-03,951.6293042071559
2007-10-04,950.1028364148224
2007-10-05,957.056075890818
2007-10-08,953.4521814893488
2007-10-09,960.5254042035369
2007-10-10,970.1329225905456
2007-10-11,986.1931437059006
2007-10-12,974.889093563686
2007-10-15,976.178369491977
2007-10-16,960.7099765964483
2007-10-17,968.3207032305147
2007-10-18,961.8780049942297
2007-10-19,952.6615643224552
2007-10-22,923.4775536914876
2007-10-23,952.3368915049668
2007-10-24,943.0108092869984
2007-10-25,959.5948345230628
2007-10-26,969.5308557281603
2007-10-29,972.5754439287728
2007-10-30,966.5077001640418
2007-10-31,980.5064884890896
2007-11-01,965.373057059586
2007-11-02,960.1916025624098
2007-11-05,953.1212022027782
2007-11-06,961.1656042639614
2007-11-07,962.1159417935568
2007-11-08,957.494530027805
2007-11-09,937.9803433397819
2007-11-12,921.8931258635932
2007-11-13,923.7608760500584
2007-11-14,932.4283502385201
2007-11-15,911.3268056733033
2007-11-16,896.8494682498432
2007-11-19,866.1706563042467
2007-11-20,879.4335427134687
2007-11-21,854.9491979144009
2007-11-22,863.8908507891475
2007-11-23,875.9739355576667
2007-11-26,881.7821352703933
2007-11-27,871.3678236383374
2007-11-28,883.9189517584667
2007-11-29,891.8208560936455
2007-11-30,896.2626013557241
2007-12-03,895.0410392206987
2007-12-04,877.3809166103168
2007-12-05,881.851829658571
2007-12-06,884.4712374546821
2007-12-07,897.8487690618705
2007-12-10,912.1733092792515
2007-12-11,912.7946894400485
2007-12-12,915.7046066297034
2007-12-13,891.1938229249685
2007-12-14,879.9247835987569
2007-12-17,849.8226666703046
2007-12-18,843.7771885264899
2007-12-19,836.0446703201835
2007-12-20,834.0094983597623
2007-12-21,846.6926085723619
2007-12-24,848.1556435137302
2007-12-25,848.1556435137302
2007-12-26,855.5667684121809
2007-12-27,864.0528318298738
2007-12-28,880.4317349760806
2007-12-31,876.163250478891
2008-01-01,876.163250478891
2008-01-02,879.4832720179265
2008-01-03,881.0365862039143
2008-01-04,861.4072286639941
2008-01-07,839.7755661912158
2008-01-08,842.7168048904548
2008-01-09,812.8162967085739
2008-01-10,798.9293921253403
2008-01-11,792.5165201930561
2008-01-14,802.7205439465416
2008-01-15,773.7061975318337
2008-01-16,753.4175364618192
2008-01-17,756.6711293191335
2008-01-18,739.7511056166605
2008-01-21,700.7388967796583
2008-01-22,711.9425073604236
2008-01-23,699.3973859232183
2008-01-24,732.4125723913861
2008-01-25,748.9455908632043
2008-01-28,741.0318991863288
2008-01-29,767.0517584171986
2008-01-30,768.1383217309308
2008-01-31,765.3724755430629
2008-02-01,787.3135257715438
2008-02-04,798.4909410934198
2008-02-05,765.1012362416285
2008-02-06,769.3167893764623
2008-02-07,746.2013456614658
2008-02-08,749.6226117564075
2008-02-11,744.4128363163877
2008-02-12,773.6104924966204
2008-02-13,780.3454385776135
2008-02-14,787.2311824895196
2008-02-15,785.4399148451629
2008-02-18,796.1611060379884
2008-02-19,802.7799064508467
2008-02-20,787.5168762082079
2008-02-21,806.2262644963663
2008-02-22,799.5462968082943
2008-02-25,810.1424531064586
2008-02-26,822.3092132488086
2008-02-27,837.331696973002
2008-02-28,829.0459492340282
2008-02-29,822.2292593607107
2008-03-03,808.9440683820847
2008-03-04,804.9420519434476
2008-03-05,818.9600811928381
2008-03-06,816.586247562039
2008-03-07,799.1249287093797
2008-03-10,783.8771955031622
2008-03-11,793.0389812990312
2008-03-12,809.8788320161182
2008-03-13,801.0957811504632
2008-03-14,794.5464802469328
2008-03-17,779.2787040197685
2008-03-18,794.6834668387522
2008-03-19,784.6994363797961
2008-03-20,774.6722924263197
2008-03-21,774.6722924263197
2008-03-24,773.641928985901
2008-03-25,812.7566350581919
2008-03-26,822.5766058748762
2008-03-27,840.895897954094
2008-03-28,838.1227857292988
2008-03-31,845.2689487339883
2008-04-01,849.2646539454698
2008-04-02,860.8669543695842
2008-04-03,852.1557692060496
2008-04-04,858.5156009660593
2008-04-07,867.4727308911796
2008-04-08,861.3196253058643
2008-04-09,862.2906453569536
2008-04-10,854.1628934996777
2008-04-11,845.7973979392497
2008-04-14,837.4303380954752
2008-04-15,840.4219909356386
2008-04-16,852.8765915790812
2008-04-17,846.3496975299898
2008-04-18,843.9585692164062
2008-04-21,850.0666552589316
2008-04-22,855.5937231953943
2008-04-23,851.0550438676395
2008-04-24,831.4439257880723
2008-04-25,839.5220436855667
2008-04-28,845.3895900375392
2008-04-29,831.9268417427922
2008-04-30,832.5716638367184
2008-05-01,825.3454216224169
2008-05-02,842.8280162028708
2008-05-05,848.8321315476089
2008-05-06,849.2138942245157
2008-05-07,852.4612708389977
2008-05-08,853.7879306946274
2008-05-09,847.0320944727868
2008-05-12,854.5650890157459
2008-05-13,852.2061041316271
2008-05-14,849.1930931592777
2008-05-15,854.194705933527
2008-05-16,862.5112182166959
2008-05-19,873.9961518886143
2008-05-20,864.3070146542274
2008-05-21,868.9619854628031
2008-05-22,863.7887522708736
2008-05-23,858.0257995947155
2008-05-26,851.3132269990036
2008-05-27,841.0261154026914
2008-05-28,837.2039865351175
2008-05-29,831.7224149950868
2008-05-30,831.0602330672485
2008-06-02,827.5704097830833
2008-06-03,825.1343905067023
2008-06-04,819.9495595450999
2008-06-05,828.6483784143738
2008-06-06,836.6754744671103
2008-06-09,821.1572041993558
2008-06-10,798.2205113334976
2008-06-11,789.6831034648948
2008-06-12,779.6304440064512
2008-06-13,779.8084535861688
2008-06-16,790.547683018469
2008-06-17,799.8223300581119
2008-06-18,781.0412057733361
2008-06-19,770.6760338015958
2008-06-20,772.8403511960823
2008-06-23,758.0429230171758
2008-06-24,749.5794434358734
2008-06-25,758.4613464822562
2008-06-26,752.7288337408796
2008-06-27,743.590167674938
2008-06-30,739.5100578274165
2008-07-01,723.7373744563077
2008-07-02,726.8466819613008
2008-07-03,713.9652446167413
2008-07-04,711.2542219914345
2008-07-07,714.4735379037244
2008-07-08,701.756915464763
2008-07-09,713.5777997045844
2008-07-10,705.6566394755686
2008-07-11,697.7609044530625
2008-07-14,695.5973148212312
2008-07-15,683.8720425280509
2008-07-16,675.0184554570818
2008-07-17,702.8222818798956
2008-07-18,710.2583903975184
2008-07-21,722.5016299913184
2008-07-22,708.5174617683439
2008-07-23,718.3186726466604
2008-07-24,706.1177426078655
2008-07-25,701.5512062566228
2008-07-28,699.5217273817643
2008-07-29,691.3191872334245
2008-07-30,705.531212704835
2008-07-31,705.4339255060778
2008-08-01,700.6724587058463
2008-08-04,699.40565116447
2008-08-05,706.3307837654822
2008-08-06,715.4770407691279
2008-08-07,715.6105723649395
2008-08-08,705.4333558831986
2008-08-11,712.8395262720642
2008-08-12,709.8769157566924
2008-08-13,694.6942267043697
2008-08-14,699.7557034748357
2008-08-15,697.3034751663847
2008-08-18,697.6769913672042
2008-08-19,678.7141404441934
2008-08-20,677.4308139351241
2008-08-21,679.0460064229599
2008-08-22,684.6073357194292
2008-08-25,682.4390711716353
2008-08-26,673.1725958141429
2008-08-27,675.4298047385394
2008-08-28,684.8990103289541
2008-08-29,685.154182406584
2008-09-01,677.9208942437052
2008-09-02,677.2851336112532
2008-09-03,666.8611379838811
2008-09-04,644.6721387309693
2008-09-05,627.7459375818976
2008-09-08,638.7756598561534
2008-09-09,625.0202143276258
2008-09-10,613.2031136439089
2008-09-11,595.2261399152783
2008-09-12,617.4029440244665
2008-09-15,601.7722968033677
2008-09-16,578.5875033545818
2008-09-17,565.1664692664231
2008-09-18,566.8806245407698
2008-09-19,598.4726299701446
2008-09-22,606.5878217943712
2008-09-23,591.9958918307066
2008-09-24,585.012942939586
2008-09-25,588.2796846400521
2008-09-26,574.3755864003103
2008-09-29,535.3085175450822
2008-09-30,520.806716763123
2008-10-01,520.0287859603974
2008-10-02,508.40043820870267
2008-10-03,509.7428264055272
2008-10-06,457.66341801427075
2008-10-07,449.06329105191236
2008-10-08,418.24709722130507
2008-10-09,420.83848656626157
2008-10-10,392.21445541713626
2008-10-13,426.0869991007225
2008-10-14,450.759965831874
2008-10-15,420.6607883518523
2008-10-16,396.0628975853851
2008-10-17,403.82634276876416
2008-10-20,404.5015825033087
2008-10-21,402.4560974600817
2008-10-22,376.1278089959897
2008-10-23,365.8339240639644
2008-10-24,339.42820572523345
2008-10-27,314.4253283761223
2008-10-28,315.02457044644484
2008-10-29,343.7246038372395
2008-10-30,358.22410885941
2008-10-31,361.31118000897385
2008-11-03,381.221092217018
2008-11-04,399.8006532924401
2008-11-05,395.3419157022442
2008-11-06,366.9394983893994
2008-11-07,367.14081545466286
2008-11-10,375.47352522191863
2008-11-11,351.6805180946623
2008-11-12,337.50836883251816
2008-11-13,335.366816781109
2008-11-14,338.6398009794677
2008-11-17,329.5863788280871
2008-11-18,320.8067113548777
2008-11-19,308.78139347420444
2008-11-20,291.49966767357154
2008-11-21,285.8913082076685
2008-11-24,308.1843841199012
2008-11-25,312.48454664426316
2008-11-26,310.3132115554889
2008-11-27,321.1211051305505
2008-11-28,314.0684522092933
2008-12-01,296.94868010895
2008-12-02,302.955237607988
2008-12-03,303.3338571518146
2008-12-04,304.3566253710708
2008-12-05,291.8123248293133
2008-12-08,317.14445504773494
2008-12-09,319.5347146923602
2008-12-10,327.16353400358133
2008-12-11,329.61130728629814
2008-12-12,321.7818356153235
2008-12-15,323.94810951858943
2008-12-16,326.3188301608919
2008-12-17,341.5197365905389
2008-12-18,345.0349225344397
2008-12-19,329.12539039162874
2008-12-22,323.07784263964373
2008-12-23,323.45937228800807
2008-12-24,322.3328392999799
2008-12-25,322.3328392999799
2008-12-26,323.2863808580125
2008-12-29,334.5777266622732
2008-12-30,343.0478647110847
2008-12-31,337.6564024398914
2009-01-01,337.6564024398914
2009-01-02,361.5541997555871
2009-01-05,361.5373963749926
2009-01-06,360.94595101951006
2009-01-07,364.87796513344676
2009-01-08,360.24463436787033
2009-01-09,358.7493170724184
2009-01-12,350.4017657127325
2009-01-13,336.8826114193081
2009-01-14,322.2789232544883
2009-01-15,320.6971329758287
2009-01-16,331.31460132659817
2009-01-19,322.4614856446179
2009-01-20,308.7349854807464
2009-01-21,312.3596934143724
2009-01-22,314.1899290787921
2009-01-23,309.9834738776107
2009-01-26,330.5006112736691
2009-01-27,327.47647659779034
2009-01-28,342.9800003368871
2009-01-29,334.31198189283674
2009-01-30,326.95935831159386
2009-02-02,315.8331486749725
2009-02-03,322.3703232606727
2009-02-04,331.47472738954707
2009-02-05,330.9877378053162
2009-02-06,345.61527924915873
2009-02-09,361.9714411944128
2009-02-10,353.881137272671
2009-02-11,343.9223797074392
2009-02-12,338.7669545076197
2009-02-13,351.04336172887673
2009-02-16,342.45144150173957
2009-02-17,324.6000143158443
2009-02-18,320.4370935864103
2009-02-19,322.92548954609526
2009-02-20,310.1166501435316
2009-02-23,305.3202146258234
2009-02-24,301.512043619073
2009-02-25,300.42834856991556
2009-02-26,307.975500477797
2009-02-27,306.081545318211
2009-03-02,291.94416018844754
2009-03-03,282.201478858997
2009-03-04,296.01819949255565
2009-03-05,282.76206617212216
2009-03-06,279.74941793125595
2009-03-09,278.67245048986473
2009-03-10,297.0757612246931
2009-03-11,301.8181500973368
2009-03-12,304.4406683560684
2009-03-13,310.0005445990559
2009-03-16,319.1538613844421
2009-03-17,316.0924370133089
2009-03-18,317.10237551414684
2009-03-19,338.9656041230321
2009-03-20,335.51649122430047
2009-03-23,342.2085799341742
2009-03-24,335.7856635370372
2009-03-25,339.9290105470108
2009-03-26,341.35897586298904
2009-03-27,332.85941858005947
2009-03-30,317.89010315066304
2009-03-31,324.8745215515212
2009-04-01,329.0482472270772
2009-04-02,355.0625183726157
2009-04-03,360.78350709723344
2009-04-06,362.76577701026605
2009-04-07,354.9685675772802
2009-04-08,352.41844218035027
2009-04-09,358.47117985135594
2009-04-10,358.47117985135594
2009-04-13,361.44991312410804
2009-04-14,374.1708529211064
2009-04-15,371.280902846833
2009-04-16,377.01729606563646
2009-04-17,383.38033537708384
2009-04-20,360.724132607753
2009-04-21,366.5061239364377
2009-04-22,381.09476369441103
2009-04-23,389.2093093234481
2009-04-24,407.1455458454422
2009-04-27,406.6065407610407
2009-04-28,397.3528516813507
2009-04-29,412.50468926551264
