Date,EASEA INDEX (EAFE ex JAPAN) SMALL VALUE
1994-05-31,158.3869594735864
1994-06-30,154.98838511081127
1994-07-29,159.38070157672772
1994-08-31,162.0274315617781
1994-09-30,158.7029959305416
1994-10-31,161.2003773088413
1994-11-30,153.5367757974164
1994-12-30,153.70440843607327
1995-01-31,152.18753001993215
1995-02-28,154.54952479397969
1995-03-31,158.96656746934627
1995-04-28,161.69362817460583
1995-05-31,166.50809213090537
1995-06-30,167.53856587862776
1995-07-31,173.75906303705847
1995-08-31,167.1364264941639
1995-09-29,170.38563480208512
1995-10-31,167.11616153776663
1995-11-30,163.69372035201488
1995-12-29,166.73345193307054
1996-01-31,169.5777112390597
1996-02-29,176.02933916610016
1996-03-29,178.13438359354754
1996-04-30,179.93241559465218
1996-05-31,183.9736522592986
1996-06-28,184.82524335512613
1996-07-31,180.92952771064293
1996-08-30,185.49773583739204
1996-09-30,184.57630305338097
1996-10-31,189.2413730456797
1996-11-29,195.38126700700874
1996-12-31,199.94418762562955
1997-01-01,199.95325107535723
1997-01-02,198.87009830299763
1997-01-03,198.76060815246578
1997-01-06,199.0956965659993
1997-01-07,200.08782069539492
1997-01-08,200.62420341413582
1997-01-09,201.073051744428
1997-01-10,200.7060971326446
1997-01-13,201.8117368903535
1997-01-14,202.68639726365348
1997-01-15,204.17133663728205
1997-01-16,204.85430743757792
1997-01-17,204.20575161597682
1997-01-20,203.80197928003028
1997-01-21,203.10915061945073
1997-01-22,202.449013937957
1997-01-23,201.8753823224602
1997-01-24,202.27269081953642
1997-01-27,201.5174650260628
1997-01-28,200.23445650651232
1997-01-29,200.77051689537146
1997-01-30,201.59638734259417
1997-01-31,202.48216543859155
1997-02-03,202.77631684020608
1997-02-04,203.43116449940635
1997-02-05,204.32063542869878
1997-02-06,204.7500479793148
1997-02-07,203.8963783957082
1997-02-10,206.10864132268142
1997-02-11,205.4530328683105
1997-02-12,204.70238736077766
1997-02-13,204.15771848821478
1997-02-14,204.39262316497187
1997-02-17,203.59921747508298
1997-02-18,203.358752236091
1997-02-19,203.6765738927201
1997-02-20,204.23165271344484
1997-02-21,205.18519016928502
1997-02-24,206.77684803721365
1997-02-25,206.9826769047643
1997-02-26,206.16901933565916
1997-02-27,205.75503756498074
1997-02-28,205.71494154865923
1997-03-03,204.91002727959065
1997-03-04,204.74980342419167
1997-03-05,205.05589611481153
1997-03-06,205.8905691950559
1997-03-07,205.81441227403727
1997-03-10,207.53974060578452
1997-03-11,207.96401288847392
1997-03-12,206.97667633189107
1997-03-13,206.52463424550737
1997-03-14,206.10292529019085
1997-03-17,206.1414097230836
1997-03-18,205.91117645568366
1997-03-19,205.7476948234055
1997-03-20,203.27171646217892
1997-03-21,204.1508545900443
1997-03-24,204.1937683054709
1997-03-25,204.82378895180756
1997-03-26,205.72467731272798
1997-03-27,207.41137487704182
1997-03-28,207.73396183778405
1997-03-31,208.48106185178503
1997-04-01,205.49056737295376
1997-04-02,205.7058304838564
