Date,WORLD ex UK SMALL VALUE
1994-05-31,257.66152159211157
1994-06-30,263.5198965868365
1994-07-29,264.65158832180157
1994-08-31,268.0695929277305
1994-09-30,262.9806961085709
1994-10-31,262.8884418587413
1994-11-30,248.97710263813974
1994-12-30,253.94685358053937
1995-01-31,251.3429291737631
1995-02-28,251.23591792250676
1995-03-31,257.2901616576622
1995-04-28,262.4251009337652
1995-05-31,260.0578438052859
1995-06-30,261.222677219727
1995-07-31,272.6369005744198
1995-08-31,271.0005601241401
1995-09-29,272.9848058898441
1995-10-31,263.60934654694046
1995-11-30,270.33843130156424
1995-12-29,279.9630779961189
1996-01-31,283.3416567366316
1996-02-29,288.1309714165273
1996-03-29,292.75583882188096
1996-04-30,305.14491051176174
1996-05-31,307.4066528402359
1996-06-28,306.5746230584815
1996-07-31,294.0888195829252
1996-08-30,298.3530162975861
1996-09-30,301.15003948739775
1996-10-31,298.3344979283559
1996-11-29,305.58787508292716
1996-12-31,304.35484744682
1997-01-01,304.36217870894774
1997-01-02,303.05557452208774
1997-01-03,303.5165933979933
1997-01-06,304.18187207382334
1997-01-07,305.02325336864897
1997-01-08,304.2948439049507
1997-01-09,303.45890971821444
1997-01-10,302.1247266343137
1997-01-13,303.26564062693313
1997-01-14,304.19470960837964
1997-01-15,304.6154035113871
1997-01-16,305.58068452285073
1997-01-17,305.71415359815273
1997-01-20,305.04001482746145
1997-01-21,304.65491984616466
1997-01-22,304.5286143114733
1997-01-23,304.0811449219167
1997-01-24,303.5322889720954
1997-01-27,301.79400078588736
1997-01-28,300.83213446105384
1997-01-29,300.7636348064105
1997-01-30,301.8448219351456
1997-01-31,303.5838561185363
1997-02-03,304.0810329950359
1997-02-04,304.25281774725164
1997-02-05,302.5037747116907
1997-02-06,302.49503012583403
1997-02-07,301.7175972155468
1997-02-10,303.15089791064497
1997-02-11,302.46977291913663
1997-02-12,302.3029756903137
1997-02-13,302.9962798897854
1997-02-14,303.5748597805428
1997-02-17,303.16717640254956
1997-02-18,304.08153870911536
1997-02-19,304.1295431056704
1997-02-20,304.8148757177762
1997-02-21,305.54784876731776
1997-02-24,307.05834658560997
1997-02-25,307.479964956621
1997-02-26,306.0387677693482
1997-02-27,305.6141605634829
1997-02-28,304.9497261308048
1997-03-03,304.6754756265971
1997-03-04,304.45897914210127
1997-03-05,305.27046371331767
1997-03-06,305.14654913469866
1997-03-07,305.68769851321696
1997-03-10,307.50146817347354
1997-03-11,307.96164630575794
1997-03-12,306.10215757555505
1997-03-13,303.7538264976029
1997-03-14,302.99920443441306
1997-03-17,302.4203863679028
1997-03-18,302.43686072394144
1997-03-19,301.3531112997981
1997-03-20,300.0844332592713
1997-03-21,300.87214902223855
1997-03-24,299.9531663178547
1997-03-25,300.2932920137138
1997-03-26,300.82256223493584
1997-03-27,300.04470997235694
1997-03-28,299.9786051647112
1997-03-31,297.72075311326137
1997-04-01,295.64425727509763
1997-04-02,294.8641726916449
1997-04-03,293.3976221933788
1997-04-04,293.39947830266925
1997-04-07,292.6716471355303
1997-04-08,292.37099893088464
1997-04-09,291.8687685791825
1997-04-10,291.14877802233207
1997-04-11,288.4178789331172
1997-04-14,287.43106151728335
1997-04-15,288.51269641536726
1997-04-16,289.58314716663125
1997-04-17,290.5072659459507
1997-04-18,292.63343547724673
1997-04-21,293.30996214641664
1997-04-22,293.14509625207796
1997-04-23,293.5433537814086
1997-04-24,293.5056972975086
1997-04-25,292.34014030498366
1997-04-28,292.1534606624471
1997-04-29,293.99440188036493
1997-04-30,295.31455521053454
1997-05-01,297.5697136709882
1997-05-02,300.7248524274645
1997-05-05,303.28165348550795
1997-05-06,305.31893218498976
1997-05-07,305.53505956890655
1997-05-08,306.1702160118868
1997-05-09,308.3226396610811
1997-05-12,311.298694161221
1997-05-13,311.97830542129066
1997-05-14,312.99446834469626
1997-05-15,314.5493030496056
1997-05-16,315.86462696859775
1997-05-19,315.9046271086331
1997-05-20,318.17150435114064
1997-05-21,318.3808370543273
1997-05-22,318.1184644218136
1997-05-23,320.49090296173375
1997-05-26,319.9054647628423
1997-05-27,319.32089543207445
1997-05-28,320.3272390716466
1997-05-29,320.16093111481314
1997-05-30,320.4115553269604
1997-06-02,320.9075577368959
1997-06-03,321.74166974700535
1997-06-04,322.1347258811002
1997-06-05,323.52778199311524
1997-06-06,324.69206501819264
1997-06-09,327.6442731838658
1997-06-10,327.8223001882474
1997-06-11,329.2773479494462
1997-06-12,328.7586115026826
1997-06-13,329.1185759240174
1997-06-16,330.4626029339864
1997-06-17,330.409767632077
1997-06-18,331.01858770446927
1997-06-19,332.57937948314435
1997-06-20,331.4829386002623
1997-06-23,330.19280283654234
1997-06-24,331.1472469997772
1997-06-25,332.2675530238648
1997-06-26,332.15698521699545
1997-06-27,332.2879529684891
1997-06-30,334.1864568820025
1997-07-01,334.16074197681957
1997-07-02,334.5242050267653
1997-07-03,336.1029357675956
1997-07-04,335.67296623491967
1997-07-07,336.69044670950626
1997-07-08,336.51488523753653
1997-07-09,335.7553343249342
1997-07-10,336.62537016839457
1997-07-11,336.8250907290998
1997-07-14,336.5209758221676
1997-07-15,335.59225687407945
1997-07-16,336.80388569097
1997-07-17,336.4555019559276
1997-07-18,335.7382873512124
1997-07-21,333.9897919796924
1997-07-22,334.60829367834697
1997-07-23,334.8695820293059
1997-07-24,334.5309814347416
1997-07-25,334.50787831991084
1997-07-28,334.2684999278387
1997-07-29,334.89075990557626
1997-07-30,335.8484564492322
1997-07-31,336.23650088115716
1997-08-01,334.8470347970825
1997-08-04,333.97840072649865
1997-08-05,333.2930993395236
1997-08-06,334.5532213003512
1997-08-07,334.68671782471614
1997-08-08,333.85019009238493
1997-08-11,332.3627197134105
1997-08-12,332.1148634066814
1997-08-13,332.99634918675
1997-08-14,331.61611043363934
1997-08-15,331.491748635594
1997-08-18,329.5536933164656
1997-08-19,331.03698238261427
1997-08-20,332.9747839065992
1997-08-21,333.2420965851525
1997-08-22,332.7015363726795
1997-08-25,333.1536733219699
1997-08-26,333.74782592106624
1997-08-27,333.7855552973965
1997-08-28,333.9136283593643
1997-08-29,332.47247163118476
1997-09-01,331.2738779580243
1997-09-02,331.9441211636317
1997-09-03,334.09786878475666
1997-09-04,334.08583574606735
1997-09-05,335.69359744767354
1997-09-08,337.114556838734
1997-09-09,339.2735478305719
1997-09-10,339.17872556720135
1997-09-11,337.70158176357853
1997-09-12,339.08350711590583
1997-09-15,340.28309376814184
1997-09-16,341.6453582173416
1997-09-17,342.14066128425327
1997-09-18,341.40621777092497
1997-09-19,341.5962104781003
1997-09-22,341.0443542320058
1997-09-23,341.6545582635673
1997-09-24,343.2277868893485
1997-09-25,342.9498587701945
1997-09-26,342.76022223488496
1997-09-29,342.70802167074004
1997-09-30,343.53163457510516
1997-10-01,343.8608602162
1997-10-02,344.77006637967435
1997-10-03,345.53013236667294
1997-10-06,346.97668680971634
1997-10-07,347.49589850191745
1997-10-08,347.576442433405
1997-10-09,346.63368128799976
1997-10-10,346.8771457321835
1997-10-13,346.63785313108417
1997-10-14,345.8389773446119
1997-10-15,345.4615795047771
1997-10-16,345.0837767129906
1997-10-17,340.7186061799973
1997-10-20,341.5729061055588
1997-10-21,343.5238877205002
1997-10-22,343.27872804710773
1997-10-23,337.7155663541478
1997-10-24,338.5108699538879
1997-10-27,327.65491056307866
1997-10-28,326.2053330804428
1997-10-29,332.10299634567974
1997-10-30,329.40404601261434
1997-10-31,332.58129789841274
1997-11-03,335.7858252897685
