Date,PACIFIC SMALL VALUE
1994-05-31,616.1362771475648
1994-06-30,664.2333507622329
1994-07-29,650.0040695404954
1994-08-31,645.0611430240021
1994-09-30,626.2942673150887
1994-10-31,632.682585797489
1994-11-30,584.5684899132199
1994-12-30,595.702708830868
1995-01-31,581.2101535867016
1995-02-28,547.4850821242559
1995-03-31,576.3619259728257
1995-04-28,586.0156912068884
1995-05-31,545.8457732441327
1995-06-30,522.6398193179368
1995-07-31,553.4355509209189
1995-08-31,540.3109622684997
1995-09-29,532.2931733085001
1995-10-31,511.652146943353
1995-11-30,533.0270312060727
1995-12-29,563.288802858817
1996-01-31,578.0581534743379
1996-02-29,574.0221954054151
1996-03-29,583.1786782540922
1996-04-30,639.8948203383944
1996-05-31,620.8347807389996
1996-06-28,623.6226212496908
1996-07-31,598.0501290468028
1996-08-30,577.9488400772086
1996-09-30,572.99780713136
1996-10-31,542.4894840714163
1996-11-29,533.7586663443186
1996-12-31,489.0947475145481
1997-01-01,489.14046668794253
1997-01-02,490.5225883462139
1997-01-03,488.72844297760577
1997-01-06,491.76418991265774
1997-01-07,492.0269572607012
1997-01-08,485.12442398331626
1997-01-09,475.4475969551056
1997-01-10,467.21053089954717
1997-01-13,469.1586297566808
1997-01-14,468.32107602391415
1997-01-15,467.8914421402771
1997-01-16,473.3153918574477
1997-01-17,471.9635076941467
1997-01-20,466.2625563174305
1997-01-21,463.6693612352034
1997-01-22,463.32154178049313
1997-01-23,459.45796344610164
1997-01-24,458.42246255798074
1997-01-27,453.2960973990046
1997-01-28,448.2448386511327
1997-01-29,446.1300229657542
1997-01-30,444.46742028419465
1997-01-31,449.2229805460697
1997-02-03,449.14016674764736
1997-02-04,451.2635238234411
1997-02-05,444.6969399032916
1997-02-06,442.30882051667413
1997-02-07,436.2396913345512
1997-02-10,441.6801599661827
1997-02-11,441.0382177539387
1997-02-12,438.3533601335776
1997-02-13,435.9527193980155
1997-02-14,436.13939144084355
1997-02-17,436.57349163519626
1997-02-18,436.0150894262255
1997-02-19,434.3992173024766
1997-02-20,441.81871076087754
1997-02-21,443.99598009880646
1997-02-24,448.5877238351257
1997-02-25,448.8292103769852
1997-02-26,447.64820358990994
1997-02-27,449.3859208367092
1997-02-28,448.61171941825876
1997-03-03,446.2933654450238
1997-03-04,442.8898320916075
1997-03-05,441.7055756009406
1997-03-06,438.3215376478551
1997-03-07,436.1517980074235
1997-03-10,435.8862775945818
1997-03-11,434.85788548430577
1997-03-12,430.2060003411781
1997-03-13,427.2804227852293
1997-03-14,422.12413716184096
1997-03-17,422.776134508612
1997-03-18,426.98452599311304
1997-03-19,425.4571676172298
1997-03-20,422.2393140293264
1997-03-21,426.9562614309206
1997-03-24,425.9448954372743
1997-03-25,424.4982885142896
1997-03-26,424.16740150178265
1997-03-27,422.6823310126083
1997-03-28,421.62019304490286
1997-03-31,421.0142444894406
1997-04-01,417.8766458591736
1997-04-02,419.221528197378
1997-04-03,416.79265340504395
1997-04-04,410.1336833859019
1997-04-07,401.33109885603716
1997-04-08,397.1076518134887
1997-04-09,390.96227144699793
1997-04-10,387.0456514507378
1997-04-11,385.2227723068349
1997-04-14,382.20927959401445
1997-04-15,382.8877451813983
1997-04-16,386.92582461310207
1997-04-17,390.9137242118321
1997-04-18,398.526770248129
1997-04-21,407.58133016848086
1997-04-22,409.16781854856225
1997-04-23,411.1109858337086
1997-04-24,410.7734778554448
1997-04-25,410.62619195886697
1997-04-28,408.2084129621393
1997-04-29,407.80102586902467
1997-04-30,411.8518872848741
1997-05-01,416.96441520750597
1997-05-02,417.49834761060515
1997-05-05,418.1664556307
1997-05-06,428.487082271349
1997-05-07,431.0623109823879
1997-05-08,433.14313532782995
1997-05-09,438.87487819306847
1997-05-12,451.43079461489884
1997-05-13,452.2814017965471
1997-05-14,454.24553744128946
1997-05-15,461.0916541625363
1997-05-16,467.6041581817681
1997-05-19,466.25029636460704
1997-05-20,475.2912437170191
1997-05-21,471.50331500566176
1997-05-22,465.31021400745465
1997-05-23,468.1560620621287
1997-05-26,465.440043716111
1997-05-27,463.9058501737848
1997-05-28,469.3667840779591
1997-05-29,466.7063524602762
1997-05-30,465.91611977237613
1997-06-02,466.82136415413214
1997-06-03,468.8504233785419
1997-06-04,469.3228877045771
1997-06-05,471.35740806612796
1997-06-06,472.41635534107064
1997-06-09,480.57699634935324
1997-06-10,482.10725610705094
1997-06-11,485.7065940621602
1997-06-12,476.50296250484683
1997-06-13,474.8174557094531
1997-06-16,480.5498396739682
1997-06-17,481.470994448603
1997-06-18,482.2721599982135
1997-06-19,480.07681085516754
1997-06-20,478.8516310364335
1997-06-23,475.4673589884111
1997-06-24,475.51534428770793
1997-06-25,481.01746565324527
1997-06-26,481.9485801389687
1997-06-27,478.7294520707515
1997-06-30,480.3765734093565
1997-07-01,477.54391265605653
1997-07-02,479.0402085023657
1997-07-03,480.87860964799455
1997-07-04,477.547201632152
1997-07-07,478.2068838601198
1997-07-08,476.1976371098662
1997-07-09,472.6649771627198
1997-07-10,472.39525414066463
1997-07-11,470.56187933626495
1997-07-14,469.5586105708311
1997-07-15,463.11162728788236
1997-07-16,460.2746719634199
1997-07-17,458.5746841643241
1997-07-18,460.3342521254385
1997-07-21,459.72260276382093
1997-07-22,458.6213503567362
1997-07-23,456.45343587993125
1997-07-24,454.6680638258433
1997-07-25,453.1871416264632
1997-07-28,451.72203876606056
1997-07-29,450.41869419120707
1997-07-30,446.955882094773
1997-07-31,444.6242217034292
1997-08-01,442.1313735270432
1997-08-04,438.89289547461914
1997-08-05,433.886958594632
1997-08-06,433.2440050338494
1997-08-07,430.9002149571375
1997-08-08,435.3458531878212
1997-08-11,431.1418718390661
1997-08-12,431.4082302933544
1997-08-13,432.5834466602691
1997-08-14,427.59102876813955
1997-08-15,429.99686730124495
1997-08-18,425.27595248052813
1997-08-19,422.7960956882095
1997-08-20,425.69284806851147
1997-08-21,427.7534024479643
1997-08-22,426.0848914996962
1997-08-25,424.6468390402807
1997-08-26,425.12370062241473
1997-08-27,422.26050462622135
1997-08-28,419.0080925814527
1997-08-29,410.6249697915189
1997-09-01,404.5154541967017
1997-09-02,400.3264808518113
1997-09-03,406.40836651870205
1997-09-04,404.028904684376
1997-09-05,403.39359462807363
1997-09-08,404.1415173797769
1997-09-09,410.22650716581
1997-09-10,408.9782772348816
1997-09-11,403.593821626793
1997-09-12,398.0860522331426
1997-09-15,399.9972279887381
1997-09-16,396.8792951258376
1997-09-17,395.51624988238154
1997-09-18,388.6768473584764
1997-09-19,388.1658905749477
1997-09-22,385.8559197441641
1997-09-23,387.02112871524946
1997-09-24,389.41570583882634
1997-09-25,386.9419957581422
1997-09-26,380.0823433081525
1997-09-29,373.44274156521925
1997-09-30,372.43830910699484
1997-10-01,369.7475896247597
1997-10-02,366.155680054197
1997-10-03,361.9735048520105
1997-10-06,362.83651798219705
1997-10-07,361.6357061303265
1997-10-08,363.0483108646312
1997-10-09,360.55831108900344
1997-10-10,362.7282116382933
1997-10-13,357.0384160877158
1997-10-14,352.78156808740357
1997-10-15,351.00917455290505
1997-10-16,355.78136141184683
1997-10-17,355.2914943484352
1997-10-20,351.93017175360205
1997-10-21,352.90852750054313
1997-10-22,352.5728165510966
1997-10-23,343.54467610902464
