Date,WORLD ex USA SMALL VALUE
1994-05-31,281.33099053735054
1994-06-30,291.65927359330186
1994-07-29,291.4397321795675
1994-08-31,291.85988137770903
1994-09-30,284.0197437680512
1994-10-31,287.7563119359174
1994-11-30,270.12023355723176
1994-12-30,273.5368199708791
1995-01-31,269.464417951426
1995-02-28,262.20994040628153
1995-03-31,273.40299936909156
1995-04-28,278.33938753308416
1995-05-31,271.49617419596916
1995-06-30,266.40245338876366
1995-07-31,278.8769983078327
1995-08-31,269.8545579900049
1995-09-29,270.4503848240233
1995-10-31,262.521704132089
1995-11-30,265.0322133480445
1995-12-29,275.22232727378713
1996-01-31,279.94628866967736
1996-02-29,284.28364877439964
1996-03-29,288.68705472644115
1996-04-30,304.87550001047373
1996-05-31,303.4817878160549
1996-06-28,304.7767305345999
1996-07-31,295.24351545576707
1996-08-30,293.29642969481597
1996-09-30,290.7200268466389
1996-10-31,286.0132792107563
1996-11-29,287.3432757813399
1996-12-31,279.8436204910833
1997-01-01,279.851492134681
1997-01-02,279.25459358852186
1997-01-03,278.6966779843643
1997-01-06,279.53897013778277
1997-01-07,280.4820618232833
1997-01-08,279.09981735124063
1997-01-09,277.15174104779084
1997-01-10,274.6602582342123
1997-01-13,276.0504798701368
1997-01-14,276.6389661513077
1997-01-15,277.6963610125686
1997-01-16,279.6608081794469
1997-01-17,278.6689720197231
1997-01-20,276.8187817750648
1997-01-21,275.68146702169827
1997-01-22,274.9970495558613
1997-01-23,273.62898896813743
1997-01-24,273.8363009782126
1997-01-27,271.93193067862836
1997-01-28,269.40201903896076
1997-01-29,269.38430712585017
1997-01-30,269.65740055269026
1997-01-31,271.58901297828703
1997-02-03,271.83252177995996
1997-02-04,272.9194807900468
1997-02-05,271.87881212963697
1997-02-06,271.62225130618464
1997-02-07,269.35100726833554
1997-02-10,272.6198644915577
1997-02-11,271.8730198636579
1997-02-12,270.3719770142503
1997-02-13,269.26738676959104
1997-02-14,269.6120524418797
1997-02-17,268.9128655888765
1997-02-18,268.8105955901386
1997-02-19,268.65146215987545
1997-02-20,270.8732132026207
1997-02-21,272.19989516357805
1997-02-24,274.76355558473824
1997-02-25,274.97546727675194
1997-02-26,273.98190249648064
1997-02-27,274.1809221948688
1997-02-28,273.86969771930234
1997-03-03,272.4510421749533
1997-03-04,271.46408761725905
1997-03-05,271.43724108564214
1997-03-06,271.35186114668863
1997-03-07,270.7495854227338
1997-03-10,272.2223134272154
1997-03-11,272.3286131377892
1997-03-12,270.3924627746936
1997-03-13,269.43838670663746
1997-03-14,267.952191885989
1997-03-17,268.0367595700095
1997-03-18,269.04680098177846
1997-03-19,268.60353992694905
1997-03-20,265.9677569125456
1997-03-21,268.03351590636953
1997-03-24,267.5868982999297
1997-03-25,267.7819156930155
1997-03-26,268.4717264454098
1997-03-27,269.6556291514772
1997-03-28,269.6716544922897
1997-03-31,270.2137963232077
1997-04-01,267.1130321599354
1997-04-02,267.6539202610012
1997-04-03,266.5134973817586
1997-04-04,265.01948115258455
1997-04-07,261.34916315637406
1997-04-08,260.15479372644586
1997-04-09,258.71203644888857
1997-04-10,258.0175015677208
1997-04-11,257.41888370269413
1997-04-14,256.2755334303797
1997-04-15,256.3704611575395
1997-04-16,257.78241766167054
1997-04-17,259.32915156932785
1997-04-18,261.70092659086333
1997-04-21,264.8516722153685
1997-04-22,264.7386528198987
1997-04-23,265.4765491939586
1997-04-24,265.50616627758535
1997-04-25,264.6359533928126
1997-04-28,263.87621792494537
1997-04-29,264.3759449728132
1997-04-30,265.18398047991303
1997-05-01,267.32848395992244
1997-05-02,267.341974141603
1997-05-05,267.64499344579866
1997-05-06,271.7059197261098
1997-05-07,272.87514133071306
1997-05-08,273.6959406849061
1997-05-09,276.38452948548957
1997-05-12,279.82143575160103
1997-05-13,281.00350710364893
1997-05-14,281.91025095009905
1997-05-15,284.1324940004294
1997-05-16,286.4696082674355
1997-05-19,285.49317497498885
1997-05-20,288.4523121002909
1997-05-21,288.1187935689218
1997-05-22,286.22694808781733
1997-05-23,287.3544509856673
1997-05-26,286.70482014581756
1997-05-27,285.4524023771174
1997-05-28,286.90753590459747
1997-05-29,286.2461659585369
1997-05-30,285.0345117029872
1997-06-02,284.30315029759714
1997-06-03,285.25226673996553
1997-06-04,285.4264474237818
1997-06-05,286.5065586732394
1997-06-06,286.9535965556459
1997-06-09,290.88468292880003
1997-06-10,290.97942618225767
1997-06-11,292.3544993442158
1997-06-12,289.9130533191753
1997-06-13,289.41558478204956
1997-06-16,291.68063725683817
1997-06-17,291.2402105673643
1997-06-18,291.72474901444474
1997-06-19,291.90503877565
1997-06-20,291.5240859461179
1997-06-23,291.1743493586889
1997-06-24,290.83774764909924
1997-06-25,293.1389052642769
1997-06-26,292.93153698213104
1997-06-27,291.4477121400886
1997-06-30,291.6403512998735
1997-07-01,291.2709353314481
1997-07-02,291.2875553744136
1997-07-03,293.5876420998675
1997-07-04,292.99774750417794
1997-07-07,294.22829435873064
1997-07-08,293.09366548259476
1997-07-09,291.9807599497027
1997-07-10,292.02456719077367
1997-07-11,291.13683917523565
1997-07-14,289.8672212414123
1997-07-15,287.15908885121695
1997-07-16,287.23675642140535
1997-07-17,287.2345235957465
1997-07-18,287.27885776046816
1997-07-21,286.1694903385112
1997-07-22,285.54568274718855
1997-07-23,285.02361810783685
1997-07-24,283.82734283310384
1997-07-25,282.9330033801655
1997-07-28,281.4806187524107
1997-07-29,281.5704883840976
1997-07-30,280.7609764241156
