Date,EU SMALL VALUE
2007-05-31,1000.0
2007-06-01,1003.7871339113759
2007-06-04,1005.2004188209427
2007-06-05,1003.4666964626315
2007-06-06,983.1721968365542
2007-06-07,963.9317480984454
2007-06-08,953.9588565002648
2007-06-11,963.4953031178179
2007-06-12,956.5528358990213
2007-06-13,955.0863105486992
2007-06-14,968.0594531384867
2007-06-15,981.2032626316285
2007-06-18,981.722356155345
2007-06-19,980.2090551654034
2007-06-20,981.9285073920241
2007-06-21,969.8021593931315
2007-06-22,971.0628061990809
2007-06-25,968.3604608774646
2007-06-26,965.5020114059085
2007-06-27,957.1067962128958
2007-06-28,970.8672639155768
2007-06-29,976.214164766193
2007-07-02,982.950542135576
2007-07-03,992.078426127654
2007-07-04,998.8195090540858
2007-07-05,994.3322362791987
2007-07-06,999.4214834278971
2007-07-09,1002.4120289516952
2007-07-10,1002.6906681711341
2007-07-11,1003.3320731885959
2007-07-12,1011.4603358152385
2007-07-13,1017.1726903722943
2007-07-16,1017.2399437171733
2007-07-17,1014.894798775592
2007-07-18,1009.0991777417745
2007-07-19,1017.7470180794877
2007-07-20,1013.8881921559804
2007-07-23,1013.3481301798072
2007-07-24,999.3324068182734
2007-07-25,980.3142250489053
2007-07-26,954.8515219467542
2007-07-27,943.0561831521811
2007-07-30,946.0789857624357
2007-07-31,963.8733308594788
2007-08-01,946.6275452671916
2007-08-02,951.144230502417
2007-08-03,949.0442293356383
2007-08-06,934.0632896459866
2007-08-07,941.7132958849171
2007-08-08,958.383210893269
2007-08-09,931.3953116455259
2007-08-10,905.2882144945465
2007-08-13,919.0691815560942
2007-08-14,906.3627313695217
2007-08-15,892.4424128670487
2007-08-16,855.6365848753628
2007-08-17,871.2892943728255
2007-08-20,876.3614400607642
2007-08-21,872.7746528591603
2007-08-22,895.1573667314539
2007-08-23,904.4034934018985
2007-08-24,911.0220091707462
2007-08-27,914.0606370340496
2007-08-28,899.0429869266846
2007-08-29,907.4062697064452
2007-08-30,917.8364115015438
2007-08-31,931.388578345193
2007-09-03,934.4728960427638
2007-09-04,939.6454179720278
2007-09-05,929.4165077885071
2007-09-06,931.3441792517144
2007-09-07,918.1836686437306
2007-09-10,908.4975818480575
2007-09-11,924.7243007151305
2007-09-12,927.0987376559444
2007-09-13,924.4515003131386
2007-09-14,909.9823342460768
2007-09-17,890.2135906928562
2007-09-18,897.1685083020542
2007-09-19,923.345838849846
2007-09-20,923.0618343465111
2007-09-21,929.579103962196
2007-09-24,927.9176527428218
2007-09-25,913.9760985355309
2007-09-26,917.3866387083182
2007-09-27,929.088517880979
2007-09-28,933.2415025823391
2007-10-01,939.2228759151249
2007-10-02,944.9191454617154
2007-10-03,949.4296572945377
2007-10-04,951.0370089067807
2007-10-05,955.8334889880473
2007-10-08,951.9946336647321
2007-10-09,957.3728092349538
2007-10-10,965.8558715155393
2007-10-11,974.9148017393303
2007-10-12,968.9518596867241
2007-10-15,966.2654084333467
2007-10-16,954.0760709202439
2007-10-17,966.2453882146465
2007-10-18,960.2002782010995
2007-10-19,953.3700750479081
2007-10-22,931.5810671636168
2007-10-23,953.2692852492869
2007-10-24,945.2301287372693
2007-10-25,961.2194197445913
2007-10-26,967.9541664156698
