Date,NETHERLANDS
1998-12-31,100.0
1999-01-29,95.63468832485526
1999-02-26,98.25702828752769
1999-03-31,100.93996091672483
1999-04-30,109.57327236740451
1999-05-31,104.7999705862459
1999-06-30,106.28930350325486
1999-07-30,105.71394235839449
1999-08-31,109.60333572408528
1999-09-30,104.76368227115994
1999-10-29,109.80390365844382
1999-11-30,113.89125022403233
1999-12-31,125.21499529828372
2000-01-31,112.97274127192233
2000-02-29,122.13136098682513
2000-03-31,126.47881946955543
2000-04-28,128.38231921392185
2000-05-31,129.54180156986794
2000-06-30,132.28840543661767
2000-07-31,130.90400144849696
2000-08-31,136.21531472025188
2000-09-29,131.94182428856465
2000-10-31,136.24570901089757
2000-11-30,131.56446388831108
2000-12-29,128.2199833249515
2001-01-01,128.2199833249515
2001-01-02,127.68381610606603
2001-01-03,127.15813741160147
2001-01-04,128.32210497176752
2001-01-05,127.57079914333998
2001-01-08,126.71603284534594
2001-01-09,126.7835937255704
2001-01-10,125.85183911326257
2001-01-11,127.5143835770055
2001-01-12,127.89578850852173
2001-01-15,128.5328026090277
2001-01-16,126.74601097756994
2001-01-17,128.47135327321266
2001-01-18,126.73935661614735
2001-01-19,125.81475129434078
2001-01-22,125.93557245567646
2001-01-23,126.12524509706877
2001-01-24,127.56146608557572
2001-01-25,128.00854507964223
2001-01-26,127.38640449501288
2001-01-29,128.3749981886958
2001-01-30,127.5215725905023
2001-01-31,128.57263328728865
2001-02-01,127.01340552126698
2001-02-02,126.79249650124682
2001-02-05,126.98807878991227
2001-02-06,127.4508626719484
2001-02-07,126.06394962062478
2001-02-08,126.71677820506305
2001-02-09,126.5649924218075
2001-02-12,126.55063806925504
2001-02-13,126.85178184995597
2001-02-14,126.00173115508822
2001-02-15,126.3754100391382
2001-02-16,125.48227934932463
2001-02-19,124.39312871732042
2001-02-20,124.20612943825698
2001-02-21,122.61512400816146
2001-02-22,121.04911399349047
2001-02-23,119.33541575596203
2001-02-26,120.96491651169772
2001-02-27,121.73413632092546
2001-02-28,121.572813549044
2001-03-01,120.26992447267085
2001-03-02,120.21220740927696
2001-03-05,120.5020156461526
2001-03-06,122.17495104746888
2001-03-07,121.97215532199743
2001-03-08,121.46718050734762
2001-03-09,121.60057403617267
2001-03-12,119.39535689444959
2001-03-13,117.79620110189153
2001-03-14,116.60444990480478
2001-03-15,117.23500710367779
2001-03-16,114.32625390462614
2001-03-19,113.04088364243769
2001-03-20,114.01840890151011
2001-03-21,112.23205773541096
2001-03-22,107.79131854570987
2001-03-23,109.42342597861665
2001-03-26,113.14315242733186
2001-03-27,115.05312004580712
2001-03-28,113.86391976544472
2001-03-29,114.04138238489875
2001-03-30,115.03652793638945
2001-04-02,114.9989734350091
2001-04-03,111.46916640952934
2001-04-04,110.92820132306112
2001-04-05,113.75931934484649
2001-04-06,113.83315341346025
2001-04-09,115.50690776525155
2001-04-10,118.29705125320781
2001-04-11,118.9173585302068
2001-04-12,118.98366138375542
2001-04-13,118.98366138375542
2001-04-16,118.98366138375543
2001-04-17,118.33148676068001
2001-04-18,120.99318576101157
2001-04-19,119.52075937849725
2001-04-20,118.72222948782237
2001-04-23,117.57437876028493
2001-04-24,119.22769175355124
2001-04-25,119.3337749775122
2001-04-26,121.04339082389322
2001-04-27,122.77309974637083
2001-04-30,122.77309974637086
2001-05-01,123.17027113793017
2001-05-02,123.07050187244062
2001-05-03,120.39408068449109
2001-05-04,119.54671082315531
2001-05-07,120.58355241920016
2001-05-08,120.49339959683954
2001-05-09,119.88967112081922
2001-05-10,123.31157503377219
2001-05-11,122.7478234817407
2001-05-14,122.08683663298476
2001-05-15,122.91545703190597
2001-05-16,121.89098245204545
2001-05-17,123.26526330868458
2001-05-18,125.13025703123384
2001-05-21,124.95941102198832
2001-05-22,126.14461955050054
2001-05-23,124.99718589650138
2001-05-24,124.89895968997438
2001-05-25,123.78184234306208
2001-05-28,124.75027329881122
2001-05-29,124.35262839781352
2001-05-30,122.70344292287238
2001-05-31,123.3966544680878
2001-06-01,122.51632689602863
2001-06-04,122.51632689602866
2001-06-05,124.34880589144919
2001-06-06,124.17461725595562
2001-06-07,123.89794553851063
2001-06-08,123.75528616299626
2001-06-11,122.71855934417097
2001-06-12,120.99527531512824
2001-06-13,121.9961525931889
2001-06-14,120.28191281337533
2001-06-15,118.46704970129893
2001-06-18,118.50258677879442
2001-06-19,118.06160219815088
2001-06-20,117.62843382347498
2001-06-21,118.1418486966875
2001-06-22,119.49940520964238
2001-06-25,120.10541369220712
2001-06-26,118.89624703575198
2001-06-27,118.27463991568916
2001-06-28,118.40735769314482
2001-06-29,120.63159125549679
2001-07-02,122.44250831354316
2001-07-03,120.93396262063439
2001-07-04,120.6427976436934
2001-07-05,120.95355165717514
2001-07-06,118.71347334196739
2001-07-09,118.29460129521307
2001-07-10,117.56435436224983
2001-07-11,115.81480891782634
2001-07-12,116.29904781263434
2001-07-13,116.28574905332671
2001-07-16,115.00052928881551
2001-07-17,115.00917510179691
2001-07-18,112.81486601285255
2001-07-19,113.46028100319488
2001-07-20,112.73261979497758
2001-07-23,113.43871630893877
2001-07-24,112.72153745428226
2001-07-25,110.59337982351703
2001-07-26,111.4123163201605
2001-07-27,113.11575739840632
2001-07-30,114.76718196268544
2001-07-31,115.71341631448787
2001-08-01,116.3487730191768
2001-08-02,115.28048306591444
2001-08-03,113.54978617503357
2001-08-06,114.2542296815612
2001-08-07,114.67130647572506
2001-08-08,113.54493437056433
2001-08-09,111.94787753482366
2001-08-10,111.19850024528671
2001-08-13,112.14132259832141
2001-08-14,113.35501984843334
2001-08-15,112.23897049898719
2001-08-16,112.02610663803226
2001-08-17,110.2446440503268
2001-08-20,110.49401270648845
2001-08-21,111.71717584670053
2001-08-22,111.48660373537967
2001-08-23,112.85367954870176
2001-08-24,114.14887683420733
2001-08-27,114.96217460982778
2001-08-28,112.94957627742276
2001-08-29,113.4700299090477
2001-08-30,111.65076414891666
2001-08-31,110.86256968942318
2001-09-03,109.39067310070305
2001-09-04,110.3933586037403
2001-09-05,108.71592884860185
2001-09-06,106.16492618245509
2001-09-07,102.85837314378472
2001-09-10,102.19417579695332
2001-09-11,96.2719578244391
2001-09-12,96.14905625162673
2001-09-13,97.2429355725663
2001-09-14,90.43365554932065
2001-09-17,93.5102791325995
2001-09-18,93.8406757274878
2001-09-19,91.05272715781034
2001-09-20,85.80301936649127
2001-09-21,82.16531410561166
2001-09-24,87.44752921799416
2001-09-25,89.7122825920584
2001-09-26,91.09385102065337
2001-09-27,91.46884199387007
2001-09-28,95.83098300845704
