Date,DENMARK
1998-12-31,100.0
1999-01-29,99.74562053306586
1999-02-26,94.30111564361452
1999-03-31,94.24251744013857
1999-04-30,103.15094823628264
1999-05-31,101.72648518989588
1999-06-30,104.01684646304449
1999-07-30,107.24945220968459
1999-08-31,109.00570892251618
1999-09-30,111.40340972997798
1999-10-29,114.34186740652052
1999-11-30,123.44603280993707
1999-12-31,131.28217139854
2000-01-31,127.26271321910268
2000-02-29,134.05307136780672
2000-03-31,147.31912645933048
2000-04-28,140.58688118271795
2000-05-31,147.48531342870294
2000-06-30,142.5020705688383
2000-07-31,150.50615370553948
2000-08-31,165.96665049696074
2000-09-29,164.02322677962547
2000-10-31,162.9488736731377
2000-11-30,150.8124410652214
2000-12-29,144.98815297890422
2001-01-01,144.98815297890422
2001-01-02,146.76590133968858
2001-01-03,148.56313639489971
2001-01-04,150.86354634721712
2001-01-05,151.99848251187228
2001-01-08,152.9132474959493
2001-01-09,152.6187012561844
2001-01-10,152.59952370996965
2001-01-11,151.6626132352153
2001-01-12,153.4963095647202
2001-01-15,153.89253783181945
2001-01-16,153.8245461681788
2001-01-17,158.36550784992167
2001-01-18,158.4766986337619
2001-01-19,158.5647799672762
2001-01-22,161.07484993292664
2001-01-23,160.98886763220318
2001-01-24,163.4960886817649
2001-01-25,163.72904410607634
2001-01-26,163.63626883788376
2001-01-29,163.811368842681
2001-01-30,163.11777134829453
2001-01-31,163.5483919131916
2001-02-01,161.50533838024307
2001-02-02,158.34933787409116
2001-02-05,157.61158202211067
2001-02-06,159.16929594649764
2001-02-07,158.59377727720545
2001-02-08,157.88122209763907
2001-02-09,157.79087381975094
2001-02-12,157.3511488656963
2001-02-13,156.17028006769166
2001-02-14,156.2157482538603
2001-02-15,159.34124993879243
2001-02-16,159.9477754438808
2001-02-19,158.65823174793556
2001-02-20,159.43817677531152
2001-02-21,159.10559041184808
2001-02-22,153.80845993470476
2001-02-23,151.50892598709694
2001-02-26,150.37268927955046
2001-02-27,151.76699026415417
2001-02-28,150.43198817675776
2001-03-01,149.7826148556643
2001-03-02,147.37118660508173
2001-03-05,147.66765380661414
2001-03-06,148.2253810069797
2001-03-07,148.92752066174359
2001-03-08,149.48338363834677
2001-03-09,148.1834938368622
2001-03-12,146.20197262860302
2001-03-13,143.38121331142216
2001-03-14,139.59785329113882
2001-03-15,140.29990016952883
2001-03-16,138.61530799527037
2001-03-19,136.32133771014963
2001-03-20,136.69105756415547
2001-03-21,136.99380664418976
2001-03-22,135.16161139781747
2001-03-23,136.76601143588562
2001-03-26,141.71562005460518
2001-03-27,141.1465913231465
2001-03-28,141.91110313699778
2001-03-29,140.07746696453765
2001-03-30,141.56293716737702
2001-04-02,139.11659051921032
2001-04-03,136.19865453092123
2001-04-04,133.09391879857705
2001-04-05,136.53672042685048
2001-04-06,137.99553435467243
2001-04-09,138.09914655894596
2001-04-10,139.07208834831482
2001-04-11,140.540759437528
2001-04-12,139.6083371959712
2001-04-13,139.6083371959712
2001-04-16,141.23766611799576
2001-04-17,142.23657175468608
2001-04-18,144.97573990958648
2001-04-19,144.2389622843088
2001-04-20,142.5686652092352
2001-04-23,142.5667692780453
2001-04-24,142.83297946840048
2001-04-25,142.03680355383676
2001-04-26,141.35887538918772
2001-04-27,142.41855865506002
2001-04-30,144.6752983784346
2001-05-01,144.10536261747782
2001-05-02,142.47946750578893
2001-05-03,143.38490455664973
2001-05-04,141.49777888349195
2001-05-07,143.01618258531735
2001-05-08,144.74694833806507
2001-05-09,143.97084836680375
2001-05-10,144.54832979648958
2001-05-11,144.54833986823428
2001-05-14,143.94537605566282
2001-05-15,144.40469044924208
2001-05-16,144.6294249511781
2001-05-17,146.8701224362514
2001-05-18,148.0910163837151
2001-05-21,147.28580574177096
2001-05-22,149.19869664648235
2001-05-23,149.5895466835399
2001-05-24,149.60225756907417
2001-05-25,151.04538254989103
2001-05-28,150.77498881762028
2001-05-29,150.09771451269688
2001-05-30,149.53712844134958
2001-05-31,151.1995550969559
2001-06-01,150.9738976881966
2001-06-04,150.97816086537262
2001-06-05,150.96443605364792
2001-06-06,150.9550478789365
2001-06-07,149.939862224268
2001-06-08,148.93051302241477
2001-06-11,148.6503362541073
2001-06-12,148.67113024220552
2001-06-13,150.81020320381757
2001-06-14,149.01482389537014
2001-06-15,147.0128701680609
2001-06-18,148.64108338012966
2001-06-19,148.90613307084772
2001-06-20,149.75187721693638
2001-06-21,148.16979548075807
2001-06-22,148.27220326111717
2001-06-25,147.84871196612613
2001-06-26,145.88640366386508
2001-06-27,146.47074933282443
2001-06-28,149.15329168089607
2001-06-29,148.76596286862295
2001-07-02,148.8762320881429
2001-07-03,150.0621000498607
2001-07-04,150.62623604050813
2001-07-05,150.99962538931868
2001-07-06,149.3607200085812
2001-07-09,151.1447316912417
2001-07-10,151.54488782381225
2001-07-11,150.4058325034774
2001-07-12,148.82269398614824
2001-07-13,148.2208483762521
2001-07-16,146.98137046249641
2001-07-17,146.5601685818049
2001-07-18,146.25427673342838
2001-07-19,149.51139413214304
2001-07-20,147.0660051621892
2001-07-23,146.23102467280708
2001-07-24,146.0360443052013
2001-07-25,143.81645893769257
2001-07-26,144.44890022631785
2001-07-27,146.5361782423783
2001-07-30,148.15717020406868
2001-07-31,148.876732541206
2001-08-01,149.9867249911498
2001-08-02,149.9918503224397
2001-08-03,148.3484752773144
2001-08-06,148.26735907345537
2001-08-07,146.72195158409338
2001-08-08,145.208280582156
2001-08-09,142.8958236356743
2001-08-10,142.90278927560635
2001-08-13,143.5345308956422
2001-08-14,143.0752337602398
2001-08-15,143.69175620228745
2001-08-16,142.54265357605632
2001-08-17,142.82280518832553
2001-08-20,142.5349435700516
2001-08-21,142.67323061738028
2001-08-22,140.91873710328176
2001-08-23,141.31555615047333
2001-08-24,142.57601611143852
2001-08-27,141.7992943467577
2001-08-28,138.90173727327368
2001-08-29,137.3183177871565
2001-08-30,135.03885843824224
2001-08-31,135.55299897938
2001-09-03,134.04611670099598
2001-09-04,133.54093251128774
2001-09-05,133.1937156621104
2001-09-06,134.78072830384124
2001-09-07,134.24054655630843
2001-09-10,130.90866760609137
2001-09-11,128.52368258925893
2001-09-12,129.69397126771236
2001-09-13,131.69154732352166
2001-09-14,128.7952266975138
2001-09-17,126.82556936192037
2001-09-18,122.82793982884081
2001-09-19,123.77970501200808
