Date,BELGIUM
1998-12-31,100.0
1999-01-29,100.11229488413899
1999-02-26,98.88512355275104
1999-03-31,94.82681141601086
1999-04-30,93.63941291630235
1999-05-31,89.71560756945127
1999-06-30,91.79489864744181
1999-07-30,89.39944975935025
1999-08-31,95.16452883787802
1999-09-30,91.5306513333485
1999-10-29,92.33629711518034
1999-11-30,93.5616942697012
1999-12-31,100.44519818106386
2000-01-31,83.69656519134654
2000-02-29,81.40833291377554
2000-03-31,82.07203524549551
2000-04-28,83.76326204783203
2000-05-31,85.40183768085338
2000-06-30,88.19005491431747
2000-07-31,92.28950501208857
2000-08-31,94.56412879788061
2000-09-29,91.4029880132989
2000-10-31,93.77696784711631
2000-11-30,88.19727596430579
2000-12-29,89.17325065002669
2001-01-01,89.17325065002669
2001-01-02,89.54919571769257
2001-01-03,87.67179519360502
2001-01-04,87.9769908023079
2001-01-05,87.93264187782596
2001-01-08,87.58771202644675
2001-01-09,87.53272882503958
2001-01-10,87.00969410111927
2001-01-11,87.49322522480847
2001-01-12,87.63388988857874
2001-01-15,87.3004292041024
2001-01-16,87.09171001824227
2001-01-17,87.22260390655089
2001-01-18,86.67847356018036
2001-01-19,86.53069213191405
2001-01-22,86.78554084988971
2001-01-23,86.88321031044785
2001-01-24,86.90673896259314
2001-01-25,86.92137448900964
2001-01-26,86.85143357045558
2001-01-29,87.07408662610807
2001-01-30,87.34642106443548
2001-01-31,87.73422754507442
2001-02-01,88.43123405763644
2001-02-02,89.0517346064917
2001-02-05,89.35253614786764
2001-02-06,89.4404848484482
2001-02-07,89.147249705197
2001-02-08,88.40166181565795
2001-02-09,88.54614583885004
2001-02-12,88.52775682057077
2001-02-13,89.00023700638674
2001-02-14,89.17910796491493
2001-02-15,89.57470520948523
2001-02-16,88.95753638324935
2001-02-19,89.1214024066645
2001-02-20,89.08456446867243
2001-02-21,88.20674128429525
2001-02-22,87.4367789108355
2001-02-23,87.02140740217577
2001-02-26,87.647022094976
2001-02-27,88.09350516413011
2001-02-28,88.82612205029973
2001-03-01,87.44430813044478
2001-03-02,87.1602906590875
2001-03-05,87.76490576042178
2001-03-06,87.8076849098931
2001-03-07,87.73297163407588
2001-03-08,87.43141030234263
2001-03-09,87.57677840797918
2001-03-12,86.51937928422355
2001-03-13,85.11716319195783
2001-03-14,83.96802955521385
2001-03-15,82.80081477175608
2001-03-16,80.37186651194519
2001-03-19,79.20883442863665
2001-03-20,80.32644573987686
2001-03-21,78.82775400060677
2001-03-22,75.8938206960289
2001-03-23,77.04630245483001
2001-03-26,80.94964216982434
2001-03-27,81.51636305721897
2001-03-28,81.21120173223629
2001-03-29,81.81614149467984
2001-03-30,84.07952276946622
2001-04-02,85.36523073324405
2001-04-03,84.08775051318656
2001-04-04,83.55895377448637
2001-04-05,84.63868061015039
2001-04-06,84.06869569788766
2001-04-09,85.43542931437187
2001-04-10,86.09491007897775
2001-04-11,85.33224750050455
2001-04-12,84.1390437608669
2001-04-13,84.1390437608669
2001-04-16,84.13904376086691
2001-04-17,84.00714061267918
2001-04-18,84.87694234744525
2001-04-19,84.45746009204214
2001-04-20,83.02648041626414
2001-04-23,81.83166081941013
2001-04-24,82.33877543571514
2001-04-25,82.29772704568808
2001-04-26,82.4931837222197
2001-04-27,82.83647447605729
2001-04-30,83.1208752190595
2001-05-01,83.12087521905951
2001-05-02,83.04313076179342
2001-05-03,81.85148348899708
2001-05-04,80.45307001523933
2001-05-07,80.68305320508922
2001-05-08,80.61704688461825
2001-05-09,80.51527158735678
2001-05-10,81.70653140441355
2001-05-11,82.02189536106559
2001-05-14,81.38549075275083
2001-05-15,81.25011491295439
2001-05-16,80.76092097562172
2001-05-17,80.86589147908822
2001-05-18,81.15516833898826
2001-05-21,80.83134864984947
2001-05-22,81.55455190634005
2001-05-23,82.70852251387797
2001-05-24,83.39677264062105
2001-05-25,82.75742287303356
2001-05-28,83.01017041594726
2001-05-29,82.94965783348071
2001-05-30,83.70969239903283
2001-05-31,82.91412946079495
2001-06-01,82.80512810659927
2001-06-04,82.80512810659928
2001-06-05,84.89508327679303
2001-06-06,86.44200613729056
2001-06-07,85.47017572584919
2001-06-08,85.92763704523426
2001-06-11,85.28778735890234
2001-06-12,84.60673217156544
2001-06-13,85.15791439060689
2001-06-14,84.5343119506394
2001-06-15,83.7759918882132
2001-06-18,84.0737569868431
2001-06-19,84.26710209399582
2001-06-20,84.81851912294513
2001-06-21,84.75879887355431
2001-06-22,85.13080728120914
2001-06-25,84.3310347313444
2001-06-26,84.20238228526003
