Date,SINGAPORE
1998-12-31,100.00000000000001
1999-01-29,103.84430025193062
1999-02-26,106.12080824656708
1999-03-31,119.90075125753718
1999-04-30,151.43797838852737
1999-05-31,155.9414391098367
1999-06-30,182.62480692790666
1999-07-30,178.39388237680464
1999-08-31,180.18962871832096
1999-09-30,175.76445747508632
1999-10-29,187.36975234807196
1999-11-30,207.59015867593
1999-12-31,233.5962954120005
2000-01-31,207.4858708242983
2000-02-29,191.8937460356511
2000-03-31,193.3332447498507
2000-04-28,215.25489687316556
2000-05-31,172.0053562005716
2000-06-30,188.90274887600862
2000-07-31,195.51879017992584
2000-08-31,210.77412178052526
2000-09-29,194.365107820838
2000-10-31,202.19510836412698
2000-11-30,193.24112800095068
2000-12-29,180.25700226859024
2001-01-01,180.25700226859024
2001-01-02,175.53024837777
2001-01-03,173.07057719377872
2001-01-04,177.945618972146
2001-01-05,182.23377236776554
2001-01-08,179.95057202941956
2001-01-09,183.67217662502384
2001-01-10,181.821393470118
2001-01-11,175.7412067700174
2001-01-12,177.03391012697415
2001-01-15,179.06530055737394
2001-01-16,177.90122613463768
2001-01-17,179.0906001704313
2001-01-18,172.5690726480355
2001-01-19,175.781045355841
2001-01-22,175.7630293626995
2001-01-23,174.48488289622458
2001-01-24,177.58565992336662
2001-01-25,178.2704889502916
2001-01-26,176.24925765722858
2001-01-29,179.5869882812271
2001-01-30,180.61339780403293
2001-01-31,182.529585176052
2001-02-01,180.0504369647616
2001-02-02,180.3323201409628
2001-02-05,176.73666707385254
2001-02-06,178.09859051857333
2001-02-07,177.57075146512724
2001-02-08,184.39903418358716
2001-02-09,182.62630317987876
2001-02-12,183.4168842045616
2001-02-13,184.7948399977366
2001-02-14,183.28252397929342
2001-02-15,186.66234572435397
2001-02-16,184.00917242947287
2001-02-19,180.54890594925084
2001-02-20,185.33994007171523
2001-02-21,183.16952222401815
2001-02-22,182.36818854055332
2001-02-23,182.5713444576357
2001-02-26,184.52823028815598
2001-02-27,180.20605692308752
2001-02-28,180.27272335507476
2001-03-01,175.43326541451884
2001-03-02,174.29632019416505
2001-03-05,173.94300505498185
2001-03-06,173.82971347321205
2001-03-07,174.4724823727197
2001-03-08,173.6194122910196
2001-03-09,173.82779222653448
2001-03-12,169.63349467741745
2001-03-13,166.13561450822536
2001-03-14,166.157720789254
2001-03-15,166.6448220452356
2001-03-16,164.99524419506622
2001-03-19,160.76024243757487
2001-03-20,160.01835377710177
2001-03-21,159.18348227919728
2001-03-22,157.24185360360008
2001-03-23,159.83177247667746
2001-03-26,159.01154803693717
2001-03-27,154.6414638181711
2001-03-28,153.49884623713103
2001-03-29,151.87236238530878
2001-03-30,155.9166270709887
2001-04-02,152.58921731476897
2001-04-03,151.83378977540357
2001-04-04,147.8240129045863
2001-04-05,153.72736232794446
2001-04-06,151.914549232203
2001-04-09,143.69730735963307
2001-04-10,147.282758691435
2001-04-11,149.05634306462375
2001-04-12,144.90023872204665
2001-04-13,144.90023872204665
2001-04-16,146.38916193970556
2001-04-17,144.7406654934124
2001-04-18,150.6851219326454
2001-04-19,150.77681630324486
2001-04-20,149.11479709859668
2001-04-23,153.10057167760286
2001-04-24,152.62082388569377
2001-04-25,150.30321426062108
2001-04-26,149.46611756786714
2001-04-27,152.8798030015528
2001-04-30,157.2819127101712
2001-05-01,157.09934203358196
2001-05-02,157.21704761721983
2001-05-03,156.37177512862408
2001-05-04,153.54597675001423
2001-05-07,153.96355840649062
2001-05-08,153.97442436662092
2001-05-09,152.06326247079912
2001-05-10,153.7021726342637
2001-05-11,157.26546244393967
2001-05-14,154.86677577396608
2001-05-15,154.49605780020843
2001-05-16,151.81379466055492
2001-05-17,154.4723047394634
2001-05-18,154.0679625316418
2001-05-21,154.32156512410697
2001-05-22,156.71058538092294
2001-05-23,158.23030751648935
2001-05-24,159.74777774010516
2001-05-25,158.28749679099636
2001-05-28,156.57554158694842
2001-05-29,159.40412894378258
2001-05-30,156.45130009439308
2001-05-31,157.6796938055011
2001-06-01,157.2447991436116
2001-06-04,158.26991403448957
2001-06-05,159.36730424535256
2001-06-06,159.51986434007426
2001-06-07,159.95148375251466
2001-06-08,163.1203931484859
2001-06-11,162.04272890141928
2001-06-12,159.3789349130104
2001-06-13,159.98401907677055
2001-06-14,158.2044757304687
2001-06-15,159.41223333645698
2001-06-18,159.39707355044763
2001-06-19,158.7528391536695
2001-06-20,157.88712693461656
2001-06-21,156.96619779440613
2001-06-22,159.82731604273093
2001-06-25,156.95675863147798
2001-06-26,157.1346664132439
2001-06-27,155.9421304928973
2001-06-28,158.8005104525463
2001-06-29,160.5190829832609
2001-07-02,158.2874183107946
2001-07-03,158.15717223730508
2001-07-04,157.5147050965014
2001-07-05,158.52483574995375
2001-07-06,154.28491932360888
2001-07-09,152.58646856463844
2001-07-10,153.65051237814896
2001-07-11,151.24864152687525
2001-07-12,153.65269398287973
2001-07-13,151.24044990854503
2001-07-16,150.7223609815296
2001-07-17,149.6541672167409
2001-07-18,145.27937760488578
2001-07-19,145.84146852680135
2001-07-20,147.140457472115
2001-07-23,147.1151261681137
2001-07-24,146.68159829373616
2001-07-25,146.290065973847
2001-07-26,148.1162312478261
2001-07-27,149.50094197709203
2001-07-30,151.05191170299437
2001-07-31,153.40486651949644
2001-08-01,153.28048429317283
2001-08-02,153.12332813213183
2001-08-03,150.86053138093058
2001-08-06,152.19674628483136
2001-08-07,153.4849012013082
2001-08-08,152.35180315116722
2001-08-09,150.24307382561128
2001-08-10,151.3747754236572
2001-08-13,149.4402069828676
2001-08-14,151.5870059548988
2001-08-15,150.191206276116
2001-08-16,149.35996545466926
2001-08-17,147.66111536598058
2001-08-20,146.9562970056956
2001-08-21,147.76496785491247
2001-08-22,146.73481631060164
2001-08-23,148.37320798034213
2001-08-24,147.52245452811442
2001-08-27,149.8918188011389
2001-08-28,149.3139126951718
2001-08-29,149.6543660253043
2001-08-30,147.63925229778073
2001-08-31,149.2559290216772
2001-09-03,149.379598509271
2001-09-04,152.02955955488628
2001-09-05,152.18328565108598
2001-09-06,149.60667534835898
2001-09-07,144.9593468614486
2001-09-10,143.4878841045924
2001-09-11,143.54997005713992
2001-09-12,136.86961812182437
2001-09-13,134.92620945236143
2001-09-14,129.46897191016592
2001-09-17,122.65541755156093
2001-09-18,120.76619027030463
2001-09-19,120.48103481801746
2001-09-20,118.02173975563403
2001-09-21,111.52902350872878
2001-09-24,115.71339564850064
2001-09-25,113.11399425287915
2001-09-26,112.83629796505602
2001-09-27,115.86956472140504
2001-09-28,118.45003661383372
2001-10-01,118.68512456450628
2001-10-02,119.24629823611531
2001-10-03,117.80234389952241
2001-10-04,123.31918921649863
2001-10-05,122.53303485501156
2001-10-08,118.62676974053875
2001-10-09,121.44281042190838
2001-10-10,120.03674678324336
2001-10-11,124.05924269476931
2001-10-12,125.14080229924465
2001-10-15,125.99203984387833
2001-10-16,125.82926630017487
2001-10-17,127.31651106109817
2001-10-18,124.50202229387872
2001-10-19,123.40509693832698
2001-10-22,123.97819074006739
2001-10-23,126.38243237626548
2001-10-24,127.152022173759
2001-10-25,125.62977849371636
2001-10-26,126.22176502643843
2001-10-29,122.45752487624368
2001-10-30,121.57040411577553
2001-10-31,120.81929184273265
2001-11-01,118.5878883698375
2001-11-02,118.33360807960894
2001-11-05,119.31658429809765
2001-11-06,119.0220883810217
2001-11-07,118.15403893052991
2001-11-08,119.80013171879979
2001-11-09,122.71836682523298
2001-11-12,123.36472798353212
2001-11-13,124.10428788099725
2001-11-14,123.85150105494115
2001-11-15,130.18650212269296
2001-11-16,128.1609935274045
2001-11-19,132.29477243732487
2001-11-20,130.9298901317977
2001-11-21,133.35441433427533
2001-11-22,131.14993146678006
2001-11-23,132.4792959213119
2001-11-26,133.73590017847724
2001-11-27,135.6528261212203
2001-11-28,133.206880883722
2001-11-29,130.73302666401216
2001-11-30,130.7972743610711
2001-12-03,132.9546549619269
2001-12-04,137.84108922306777
2001-12-05,143.23761829571416
2001-12-06,146.07728872811253
2001-12-07,147.28204014187665
2001-12-10,146.4983338213867
2001-12-11,145.1942632230631
2001-12-12,144.11101606473645
2001-12-13,141.50072275655998
2001-12-14,139.02011842846346
2001-12-17,138.54666795450098
2001-12-18,141.07347167712348
2001-12-19,143.38925114976155
2001-12-20,142.70357457120323
2001-12-21,142.69761567923058
2001-12-24,144.46272363543872
2001-12-25,144.4627236354387
2001-12-26,143.8415371760725
2001-12-27,144.4648298608771
2001-12-28,146.75418377217463
2001-12-31,145.55552484496056
2002-01-01,145.55552484496056
2002-01-02,143.42013650759438
2002-01-03,147.29360872494192
2002-01-04,151.2472901091418
2002-01-07,153.3518286471147
2002-01-08,154.2029747101484
2002-01-09,152.94773058893878
2002-01-10,154.2267329781721
2002-01-11,154.53382830189148
2002-01-14,156.58032714755046
2002-01-15,154.4116423302824
2002-01-16,153.30998017245724
2002-01-17,152.14772050568143
2002-01-18,151.94464251132757
2002-01-21,153.1676382501704
2002-01-22,151.85860547861537
2002-01-23,152.06496610929278
2002-01-24,152.95524869769181
2002-01-25,162.79631000389674
2002-01-28,167.51852755956696
2002-01-29,167.23844257941886
2002-01-30,165.6810558227164
2002-01-31,168.91077781837933
2002-02-01,168.31760761740108
2002-02-04,165.3240323595974
2002-02-05,161.8153008309503
2002-02-06,163.9461761434264
