Date,CANADA
1998-12-31,100.00000000000001
1999-01-29,111.96532220665584
1999-02-26,109.22601064598662
1999-03-31,115.63468636294107
1999-04-30,129.9990974719888
1999-05-31,128.24893401213683
1999-06-30,135.0907298981738
1999-07-30,131.1045026467443
1999-08-31,130.68795095566003
1999-09-30,133.36044337314306
1999-10-29,144.20879818357062
1999-11-30,156.59359451547775
1999-12-31,180.1034929558137
2000-01-31,185.08528346595193
2000-02-29,199.30363544469944
2000-03-31,218.43335705044035
2000-04-28,220.94991075719147
2000-05-31,213.01750745717683
2000-06-30,231.97884030086942
2000-07-31,247.2477333803432
2000-08-31,280.32509222940706
2000-09-29,253.8867952874497
2000-10-31,241.21340978040757
2000-11-30,213.80276085501265
2000-12-29,202.54722046156238
2001-01-01,202.54722046156238
2001-01-02,194.2689103963898
2001-01-03,202.41490346208187
2001-01-04,202.0595522143368
2001-01-05,194.6717819128132
2001-01-08,195.33584250904147
2001-01-09,194.71536792812122
2001-01-10,195.00181460020076
2001-01-11,197.8679916199463
2001-01-12,195.78022481213122
2001-01-15,197.68411529069797
2001-01-16,197.5790216102361
2001-01-17,201.87326891411337
2001-01-18,199.58128597735467
2001-01-19,208.30502524342154
2001-01-22,207.66469701989823
2001-01-23,210.72081826662216
2001-01-24,214.1769746491801
2001-01-25,212.00473463077967
2001-01-26,211.5078069876116
2001-01-29,216.74568617442054
2001-01-30,216.84263844789635
2001-01-31,214.472144109895
2001-02-01,212.28792413966818
2001-02-02,212.0753895488857
2001-02-05,211.00723586265832
2001-02-06,212.05041648255994
2001-02-07,206.9486774394337
2001-02-08,208.64042076499499
2001-02-09,204.5997106852783
2001-02-12,202.99175269338104
2001-02-13,203.05485402250633
2001-02-14,202.56367228697206
2001-02-15,207.02704270949616
2001-02-16,188.48186245548015
2001-02-19,188.73979529779666
2001-02-20,185.94506604814063
2001-02-21,181.4144646625682
2001-02-22,184.68127405123576
2001-02-23,182.06817130484012
2001-02-26,185.237444966743
2001-02-27,182.01038155666623
2001-02-28,182.3024253647747
2001-03-01,179.98916427956837
2001-03-02,175.36141405138662
2001-03-05,178.71108432809868
2001-03-06,181.6807083445907
2001-03-07,182.9568284096112
2001-03-08,180.12501545765147
2001-03-09,177.49487352129415
2001-03-12,173.0705593053147
2001-03-13,176.37131562586305
2001-03-14,173.5972997300162
2001-03-15,174.72335419625236
2001-03-16,174.01648994407302
2001-03-19,176.973465702882
2001-03-20,173.15482870947272
2001-03-21,170.91873483284576
2001-03-22,175.07301993612396
2001-03-23,172.56177939977758
2001-03-26,174.05617180360193
2001-03-27,174.03912314335784
2001-03-28,169.0951748006267
2001-03-29,168.92911660399258
2001-03-30,172.26429639791922
2001-04-02,173.72911321655678
2001-04-03,167.25706162488288
2001-04-04,164.98427584189977
2001-04-05,168.65955145914222
2001-04-06,166.30711816157643
2001-04-09,168.39934022016502
2001-04-10,176.49763464582247
2001-04-11,175.8500126129528
2001-04-12,177.17573649612092
2001-04-13,177.17573649612092
2001-04-16,177.27991540787127
2001-04-17,179.31772461586763
2001-04-18,187.73574685638815
2001-04-19,187.10881776039244
2001-04-20,184.41515042312312
2001-04-23,181.6657598823259
2001-04-24,180.14935938589426
2001-04-25,181.5758310846264
2001-04-26,180.5541050634003
2001-04-27,183.05670139849062
2001-04-30,184.00630588430434
2001-05-01,183.62021289806782
2001-05-02,185.64041148815986
2001-05-03,183.55210303203575
2001-05-04,183.48122960133094
2001-05-07,184.40582693080944
2001-05-08,186.12301865738425
2001-05-09,187.09430909296776
2001-05-10,188.4954400685815
2001-05-11,186.61343127512575
2001-05-14,186.2508976604734
2001-05-15,186.7344543221098
2001-05-16,188.6066577542329
2001-05-17,191.79578267168944
2001-05-18,193.77510235012102
2001-05-21,194.42718685723972
2001-05-22,197.89624823823473
2001-05-23,197.6540702488344
2001-05-24,197.97469234556667
2001-05-25,197.09260393228982
2001-05-28,196.77103028972638
2001-05-29,197.77881299935294
2001-05-30,193.34708930289992
2001-05-31,195.9999282642813
2001-06-01,200.47087062026148
