Date,HONG KONG
1998-12-31,99.99999999999999
1999-01-29,96.51729500557934
1999-02-26,100.84416065379256
1999-03-31,115.99221818491027
1999-04-30,144.76531909405276
1999-05-31,135.09952555733304
1999-06-30,149.68670113871434
1999-07-30,139.59191798150633
1999-08-31,142.73820817998512
1999-09-30,135.9131298508426
1999-10-29,144.92345879481658
1999-11-30,170.91844802720559
1999-12-31,186.88115258384963
2000-01-31,176.92178691188346
2000-02-29,190.3568764869732
2000-03-31,196.67281368570312
2000-04-28,187.19635448234425
2000-05-31,162.94657824909152
2000-06-30,169.91444144561814
2000-07-31,187.70927788699336
2000-08-31,197.41226360273825
2000-09-29,182.626671930506
2000-10-31,177.40548969181384
2000-11-30,166.68381791465706
2000-12-29,170.10816691651357
2001-01-01,170.10816691651357
2001-01-02,166.09248809723434
2001-01-03,162.8616474876399
2001-01-04,170.75711609158034
2001-01-05,171.62001210935557
2001-01-08,170.05824610806144
2001-01-09,171.73152813004882
2001-01-10,171.18289549074134
2001-01-11,165.63182060639315
2001-01-12,167.93793397336063
2001-01-15,167.66940494532165
2001-01-16,167.99650891032886
2001-01-17,169.35880180288916
2001-01-18,169.34060480771714
2001-01-19,177.33403855727573
2001-01-22,179.77678536093842
2001-01-23,177.01728486938288
2001-01-24,180.1642202522576
2001-01-25,180.69403523304837
2001-01-26,180.33893900273094
2001-01-29,179.1064907425767
2001-01-30,174.86638851499947
2001-01-31,176.74261947446053
2001-02-01,176.67165685938178
2001-02-02,176.1643858316154
2001-02-05,172.27416917215425
2001-02-06,173.80190221749328
2001-02-07,174.92757409364495
2001-02-08,175.56198203015438
2001-02-09,174.56456799157644
2001-02-12,172.28665067861226
2001-02-13,176.16908850709015
2001-02-14,177.21646251701503
2001-02-15,178.3915417213283
2001-02-16,175.44418335625772
2001-02-19,175.14902198123383
2001-02-20,177.341700936922
2001-02-21,176.56490472473476
2001-02-22,175.9408129486146
2001-02-23,176.8916725287065
2001-02-26,177.56745815165667
2001-02-27,174.3200972124749
2001-02-28,174.64868934727232
2001-03-01,168.37403584980848
2001-03-02,166.59373455001756
2001-03-05,169.27531527741132
2001-03-06,171.913775289843
2001-03-07,171.2184627407427
2001-03-08,169.5759288328719
2001-03-09,168.53467501250853
2001-03-12,162.91800088200478
2001-03-13,161.37302341553817
2001-03-14,161.13725191901707
2001-03-15,165.59013313362175
2001-03-16,166.34277081375654
2001-03-19,167.93925126443935
2001-03-20,163.84351023451276
2001-03-21,162.06363821858162
2001-03-22,159.10119040657796
2001-03-23,159.91770672255146
2001-03-26,162.9392833453576
2001-03-27,160.60803180524667
2001-03-28,162.4700077511112
2001-03-29,161.85612097426787
2001-03-30,162.54315774715099
2001-04-02,162.54643976500572
2001-04-03,160.78186590295107
2001-04-04,153.07029236887607
2001-04-05,154.1258107525453
2001-04-06,154.07616104983316
2001-04-09,150.61813094338314
2001-04-10,151.5299372503642
2001-04-11,157.34222558088533
2001-04-12,159.09185890113636
2001-04-13,159.09185890113636
2001-04-16,160.7328566848289
2001-04-17,157.85363757807522
2001-04-18,162.98791073498904
2001-04-19,166.1702204768823
2001-04-20,163.07602108659134
2001-04-23,162.2834283433634
2001-04-24,161.61911386066265
2001-04-25,159.66486700224507
2001-04-26,158.72959374317318
2001-04-27,160.93253696687796
2001-04-30,162.02585238009473
2001-05-01,161.17347688899156
2001-05-02,163.79498138977692
2001-05-03,163.52572520808698
2001-05-04,160.38808951791788
2001-05-07,163.40213617061804
2001-05-08,164.52413401700025
2001-05-09,164.61938649604485
2001-05-10,165.89624677597328
2001-05-11,168.23527544537072
2001-05-14,164.77495014635724
2001-05-15,164.64953082556312
2001-05-16,165.008040330653
2001-05-17,167.4417949757792
2001-05-18,165.8804389327078
2001-05-21,168.6132613184902
2001-05-22,171.9053867532165
2001-05-23,173.13651228411916
2001-05-24,172.43399300629517
2001-05-25,171.2873618702077
2001-05-28,170.65379774622528
2001-05-29,171.14500270409286
2001-05-30,168.64259624572605
2001-05-31,167.55343860088095
2001-06-01,167.60260014684894
2001-06-04,168.83377259368402
2001-06-05,171.5043585097576
2001-06-06,172.6354484935351
2001-06-07,173.1030264818831
2001-06-08,173.79690390751352
2001-06-11,172.27747499792565
2001-06-12,168.55410800842606
2001-06-13,166.66649912469475
2001-06-14,161.8479268560344
2001-06-15,158.61975765692614
2001-06-18,158.88150889694057
2001-06-19,160.9278844995129
2001-06-20,159.7627729935459
2001-06-21,160.59086865043096
2001-06-22,158.72090284335107
2001-06-25,157.4513851858613
2001-06-26,155.82979020321437
2001-06-27,156.15434967381836
2001-06-28,156.5815506948772
2001-06-29,158.79147753467356
2001-07-02,158.85082479710917
2001-07-03,159.771311055509
2001-07-04,162.45095275556235
2001-07-05,162.1082336334281
2001-07-06,160.6472958760238
2001-07-09,156.08525604539554
2001-07-10,156.60044047454932
2001-07-11,155.31174585991732
2001-07-12,158.0804847451361
2001-07-13,157.3694433271889
2001-07-16,156.99782299462834
2001-07-17,157.23623258591354
2001-07-18,153.804797795498
2001-07-19,152.93604189895768
2001-07-20,153.06894951536847
2001-07-23,153.70406536801096
2001-07-24,150.71991881037607
2001-07-25,149.90270435011342
2001-07-26,148.11866014218802
2001-07-27,149.9746608982552
2001-07-30,149.0191366998207
2001-07-31,153.30693468924508
2001-08-01,154.17220889828303
2001-08-02,152.4337042267543
2001-08-03,149.16928304184458
2001-08-06,149.0653444816594
2001-08-07,148.34539991198696
2001-08-08,146.2160312375194
2001-08-09,140.6315988371993
2001-08-10,141.30069550428584
2001-08-13,138.7819377435874
2001-08-14,141.49845272311197
2001-08-15,140.25500406192657
2001-08-16,139.5104925077247
2001-08-17,140.97838074295865
2001-08-20,140.12793748918367
2001-08-21,138.61868700485977
2001-08-22,136.99404244163105
2001-08-23,139.41716353064157
2001-08-24,138.59924392711105
