Date,NORWAY
1998-12-31,100.0
1999-01-29,114.11587397487384
1999-02-26,107.26749871573024
1999-03-31,119.78082417525061
1999-04-30,132.00103646586288
1999-05-31,126.4566280883058
1999-06-30,125.66895204033939
1999-07-30,126.30609385238397
1999-08-31,133.1134740917791
1999-09-30,134.88921155693816
1999-10-29,130.02289701311585
1999-11-30,139.10698791157873
1999-12-31,154.28096410884368
2000-01-31,145.43167340865955
2000-02-29,147.985656733995
2000-03-31,150.0855068515683
2000-04-28,148.30179942896
2000-05-31,151.72224818811893
2000-06-30,158.9381843037898
2000-07-31,162.70151412266551
2000-08-31,179.74258800359476
2000-09-29,177.3612623702203
2000-10-31,179.7141893357057
2000-11-30,168.63534753857047
2000-12-29,163.25336623053616
2001-01-01,163.25336623053616
2001-01-02,166.1090301882034
2001-01-03,161.06967041468135
2001-01-04,164.5356531182832
2001-01-05,165.702592597474
2001-01-08,165.94444100001445
2001-01-09,165.65990576653695
2001-01-10,165.24045334158873
2001-01-11,164.5877069243022
2001-01-12,164.4622716465052
2001-01-15,164.4005345723445
2001-01-16,163.16837890284546
2001-01-17,166.31553516130376
2001-01-18,164.57566159076873
2001-01-19,163.92886264471656
2001-01-22,162.94088479077533
2001-01-23,162.14922152982305
2001-01-24,163.78059637908197
2001-01-25,163.35350086986924
2001-01-26,164.6129162219725
2001-01-29,164.2839576876498
2001-01-30,166.70041133516204
2001-01-31,167.72956212531238
2001-02-01,168.63881311288225
2001-02-02,169.45451589180522
2001-02-05,168.75605458037134
2001-02-06,171.31601761591827
2001-02-07,170.55961505160283
2001-02-08,171.09582768337518
2001-02-09,169.79860289193238
2001-02-12,166.47390073902486
2001-02-13,167.13095213079555
2001-02-14,165.03260278620897
2001-02-15,165.21573434577502
2001-02-16,165.09074292801878
2001-02-19,167.12285314014036
2001-02-20,166.21004579013996
2001-02-21,165.44145915764278
2001-02-22,166.80797629214223
2001-02-23,166.83271498025738
2001-02-26,167.9872259574666
2001-02-27,167.77998547385926
2001-02-28,166.82912770329017
2001-03-01,163.3247050225442
2001-03-02,163.72949885042345
2001-03-05,166.22519278721606
2001-03-06,170.89832074658605
2001-03-07,169.59360174767875
2001-03-08,170.5252401735734
2001-03-09,170.12999996529516
2001-03-12,166.95030504351598
2001-03-13,164.30829539229174
2001-03-14,159.35998833341392
2001-03-15,161.50582027635647
2001-03-16,159.90489920426688
2001-03-19,158.70811732371666
2001-03-20,160.69824565278313
2001-03-21,159.1760664837998
2001-03-22,155.28221530559594
2001-03-23,154.24774359391998
2001-03-26,156.21413861093606
2001-03-27,158.4148457157362
2001-03-28,157.85943540806034
2001-03-29,157.74367209847756
2001-03-30,159.82230389385794
2001-04-02,160.15450208360227
2001-04-03,157.1708240115251
2001-04-04,155.47696052470152
2001-04-05,159.9200236364068
2001-04-06,159.720444803858
2001-04-09,159.82238575647114
2001-04-10,164.92901574361892
2001-04-11,166.6901473745039
2001-04-12,166.61524829162582
2001-04-13,166.61524829162582
2001-04-16,166.62493152469514
2001-04-17,166.36903741846547
2001-04-18,168.7842356253234
2001-04-19,165.820556405135
2001-04-20,164.30375805255784
2001-04-23,165.01918532460024
2001-04-24,167.28213908162095
2001-04-25,166.69928394422644
2001-04-26,166.74261166682558
2001-04-27,169.77617121057165
2001-04-30,171.3137487255087
2001-05-01,171.4166131403543
2001-05-02,170.7607038134824
2001-05-03,167.61637656261854
2001-05-04,167.67977613665875
2001-05-07,170.03962516883843
2001-05-08,170.98443023607626
2001-05-09,170.2241278440413
2001-05-10,172.505867783585
2001-05-11,174.11949333723592
2001-05-14,170.9074234404761
2001-05-15,172.06939153584267
2001-05-16,171.38913868446258
2001-05-17,171.98960098616777
2001-05-18,176.26771005270956
2001-05-21,180.62858688925232
2001-05-22,180.20804905246723
2001-05-23,179.26590657142057
2001-05-24,180.03123278608945
2001-05-25,182.13812731905
2001-05-28,181.61701659362996
2001-05-29,179.87689985446866
2001-05-30,178.29651452233287
2001-05-31,177.6617376774089
2001-06-01,176.72969756657105
2001-06-04,176.74008716836238
2001-06-05,178.0195976002707
2001-06-06,178.74039942761712
2001-06-07,178.27041186858148
2001-06-08,178.4729100149124
2001-06-11,176.33044760982625
2001-06-12,172.405875554791
2001-06-13,175.78557153492542
2001-06-14,172.42415480930865
2001-06-15,171.19723060559983
2001-06-18,171.80081820820968
2001-06-19,174.7216900392818
2001-06-20,174.04023816342442
2001-06-21,171.9368823917955
2001-06-22,173.28574779876664
2001-06-25,172.3836196458256
2001-06-26,170.01862779318435
2001-06-27,170.23981399463568
2001-06-28,171.65389215943526
2001-06-29,171.68127073997684
2001-07-02,172.53522471288616
2001-07-03,173.11779211351254
2001-07-04,173.1880339278787
2001-07-05,172.8041964652173
2001-07-06,171.49199080617325
2001-07-09,171.91056040719585
2001-07-10,170.47555702417665
2001-07-11,169.14320449996882
2001-07-12,170.39552699455456
2001-07-13,167.86133179488044
2001-07-16,165.0385747849067
2001-07-17,163.51641168109336
2001-07-18,161.48375605866534
2001-07-19,164.9705719563583
2001-07-20,164.25188206360355
2001-07-23,165.83644011020473
2001-07-24,163.60128543024206
2001-07-25,161.1493148703584
2001-07-26,162.76019065486625
2001-07-27,164.31069464907378
2001-07-30,164.99467484770648
2001-07-31,164.5106501952357
2001-08-01,164.69481099298702
2001-08-02,164.93966735428737
2001-08-03,163.89323714567874
2001-08-06,163.38163982102947
2001-08-07,163.21724207716906
2001-08-08,162.67960259044995
2001-08-09,161.7776850000199
2001-08-10,161.4182441620941
2001-08-13,160.79430575795058
2001-08-14,161.88869603002047
2001-08-15,160.19526626317307
2001-08-16,160.13418001765558
2001-08-17,158.54717511596726
2001-08-20,156.6945252957063
2001-08-21,157.80077688635342
2001-08-22,158.27263066717134
2001-08-23,157.09557125623175
2001-08-24,158.73892703537953
2001-08-27,158.39450022047373
2001-08-28,158.53204639985012
2001-08-29,156.79915400339576
2001-08-30,156.55929759847308
2001-08-31,156.16499306707584
2001-09-03,156.11314705876975
2001-09-04,159.49798207864416
2001-09-05,160.46753260412746
2001-09-06,159.6951719461664
2001-09-07,156.73936985815342
2001-09-10,152.65467966167424
2001-09-11,156.50635102637452
2001-09-12,148.40598625418266
2001-09-13,149.70060090186217
2001-09-14,146.416989853585
2001-09-17,144.74248914764064
2001-09-18,141.82197953230656
2001-09-19,138.57268237995916
2001-09-20,132.09628820540078
2001-09-21,124.19691839896683
2001-09-24,128.74266091863473
2001-09-25,130.91964930826023
2001-09-26,130.546412520614
2001-09-27,131.22555033850995
2001-09-28,132.6647736196633
2001-10-01,130.17797363743918
2001-10-02,130.61229443010146
2001-10-03,129.374113235789
2001-10-04,130.96949371166875
2001-10-05,129.35042941810076
2001-10-08,128.56157923479364
2001-10-09,130.13941233006318
2001-10-10,131.56513462656923
2001-10-11,134.89270632839495
2001-10-12,133.89845621633586
2001-10-15,131.6625328628237
2001-10-16,132.66703648361107
2001-10-17,136.12962455796742
2001-10-18,133.51592158300832
2001-10-19,131.49234448541532
2001-10-22,133.18743975194727
2001-10-23,136.0682814803267
2001-10-24,136.6403079125167
2001-10-25,134.41459098667252
2001-10-26,137.82303101117932
2001-10-29,137.57540914311133
2001-10-30,136.09591047434105
2001-10-31,135.97689251413212
2001-11-01,134.91024355098887
2001-11-02,134.4628498188218
2001-11-05,137.70211687196561
2001-11-06,138.19310051442147
2001-11-07,139.5075520400814
2001-11-08,141.32293088075411
2001-11-09,142.93103560041826
2001-11-12,139.9140783267659
2001-11-13,143.76849253334169
2001-11-14,145.31514018125958
2001-11-15,142.58825908239166
2001-11-16,140.52973367918375
2001-11-19,141.07342225172917
2001-11-20,141.88446446339557
2001-11-21,141.4015559377526
2001-11-22,143.33465227032363
2001-11-23,142.14932592747587
2001-11-26,142.1477429379937
2001-11-27,142.93342064280074
2001-11-28,142.76465044648668
2001-11-29,143.06881959283416
2001-11-30,143.39194394937607
2001-12-03,142.81719174372154
2001-12-04,144.6119296726305
2001-12-05,146.60511296110167
2001-12-06,147.04246937418813
2001-12-07,146.82490558340314
2001-12-10,146.09327614701067
2001-12-11,146.09784826104897
2001-12-12,146.78901351001463
2001-12-13,144.33254498152172
2001-12-14,144.23841286862012
2001-12-17,142.6716657572095
2001-12-18,144.06340944158174
2001-12-19,142.9088686595477
2001-12-20,144.59849987316298
2001-12-21,146.63909438117838
2001-12-24,146.2258722593014
2001-12-25,146.2258722593014
2001-12-26,146.29952736682614
2001-12-27,150.25997854262465
2001-12-28,151.4698209848388
2001-12-31,151.09560088962922
2002-01-01,151.09560088962922
2002-01-02,150.7119432655817
2002-01-03,152.4631286421507
2002-01-04,154.2132052980641
2002-01-07,153.9445851786763
2002-01-08,151.51265160468094
2002-01-09,153.05950988203614
2002-01-10,151.98533743462173
2002-01-11,152.04719257451322
2002-01-14,151.55655532830406
2002-01-15,147.9502116532434
2002-01-16,146.58693294338536
2002-01-17,148.454803746527
2002-01-18,147.06696004560882
2002-01-21,146.8169299209111
2002-01-22,147.9249808710496
2002-01-23,147.1547357568618
2002-01-24,150.0402259849373
2002-01-25,149.96548197693767
2002-01-28,151.4201522986688
2002-01-29,151.2992572574024
2002-01-30,149.1723620209141
2002-01-31,150.3018753464743
2002-02-01,150.1640414727402
2002-02-04,150.20019095803275
2002-02-05,148.56519959439015
2002-02-06,149.12134223536157
2002-02-07,148.74872696242826
2002-02-08,147.57968709804567
2002-02-11,148.14322812340646
2002-02-12,148.13759100667514
2002-02-13,149.50151324328138
2002-02-14,151.04190927910045
2002-02-15,151.02954755328065
2002-02-18,150.88733469066204
2002-02-19,149.59842239502873
2002-02-20,149.2096732712075
2002-02-21,150.24423746565765
2002-02-22,151.19401805288632
2002-02-25,151.78660885577247
2002-02-26,153.09763963411626
2002-02-27,155.69669187259314
2002-02-28,155.2794407061616
2002-03-01,155.4367244327238
2002-03-04,156.61027808294025
2002-03-05,157.9005371154575
2002-03-06,157.23076726045144
2002-03-07,160.5892664804943
2002-03-08,163.45849586156035
2002-03-11,162.0455722344261
2002-03-12,162.0080444670573
2002-03-13,161.20110705633198
2002-03-14,161.65827482693788
2002-03-15,161.7998998571252
2002-03-18,162.87183142584524
2002-03-19,164.78968558706717
2002-03-20,163.6124157722562
2002-03-21,165.70084346372414
2002-03-22,165.6539066941072
2002-03-25,165.36632708663126
2002-03-26,165.70359749403303
2002-03-27,166.89383935845268
2002-03-28,167.04492184466682
2002-03-29,167.04492184466682
2002-04-01,166.937358992738
2002-04-02,168.42896169380734
2002-04-03,169.62438341925736
2002-04-04,167.03449906146795
2002-04-05,167.17353669196876
2002-04-08,167.0250053099742
2002-04-09,166.53728319107606
2002-04-10,164.88121897250264
2002-04-11,165.33456840552245
2002-04-12,165.5025785944938
2002-04-15,165.40186316007072
2002-04-16,166.8291412472869
2002-04-17,167.17207381127417
2002-04-18,167.81454157910144
2002-04-19,167.41345805732055
2002-04-22,166.3720833706432
2002-04-23,165.52876242848427
2002-04-24,165.4952164549488
2002-04-25,163.21400718648366
2002-04-26,162.99191424729844
2002-04-29,161.5745400168851
2002-04-30,162.64334842406743
2002-05-01,162.72497320549732
2002-05-02,167.38628841730568
2002-05-03,166.6657507000565
2002-05-06,164.9776086710889
2002-05-07,163.04432679739404
2002-05-08,166.99539913429092
2002-05-09,167.32689915343641
