Date,NIHONKABU
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,975.0930871740584
1999-01-05,969.921255497834
1999-01-06,975.7830726012634
1999-01-07,1002.9422702441001
1999-01-08,999.9021959128575
1999-01-11,1018.6600937350743
1999-01-12,995.8732585290845
1999-01-13,966.994605886013
1999-01-14,983.4154044344941
1999-01-15,988.3002818177569
1999-01-18,988.7744745903343
1999-01-19,989.7436098370476
1999-01-20,1010.1321810667071
1999-01-21,1025.807600371217
1999-01-22,1010.0716652592134
1999-01-25,1015.0020910199294
1999-01-26,1024.7211262700635
1999-01-27,1025.6137633215935
1999-01-28,1020.1194585673969
1999-01-29,1040.8912953771292
1999-02-01,1048.1090508144339
1999-02-02,1063.1274153571003
1999-02-03,1050.088801949909
1999-02-04,1049.1018572997273
1999-02-05,1036.961288996317
1999-02-08,1040.7893895909376
1999-02-09,1024.0187943907367
1999-02-10,1018.3471932036337
1999-02-11,1022.4747703605462
1999-02-12,1031.7814876697166
1999-02-15,1030.1873140564549
1999-02-16,1019.4763948988804
1999-02-17,1004.9598989329731
1999-02-18,996.1487672632325
1999-02-19,1001.489740180825
1999-02-22,1021.9625471760563
1999-02-23,1027.510954665729
1999-02-24,1025.9566254030108
1999-02-25,1036.5267284122915
1999-02-26,1052.654725257118
1999-03-01,1040.7144212659503
1999-03-02,1018.1780470327479
1999-03-03,1017.4030037174506
1999-03-04,1013.1936296593568
1999-03-05,1060.62773158152
1999-03-08,1062.0832292788102
1999-03-09,1082.2028950039912
1999-03-10,1114.6778972269237
1999-03-11,1132.4764655068052
1999-03-12,1131.2509607412744
1999-03-15,1161.931129204643
1999-03-16,1193.307151412728
1999-03-17,1196.8370759292147
1999-03-18,1172.8183807076402
1999-03-19,1221.9943786916897
1999-03-22,1215.9902088226952
1999-03-23,1208.1487736039712
1999-03-24,1175.2008610779967
1999-03-25,1199.6020343746668
1999-03-26,1215.8880473284776
1999-03-29,1219.2678537115023
1999-03-30,1206.3978652058508
1999-03-31,1222.1700634027154
1999-04-01,1244.2155746878775
1999-04-02,1239.5385812445231
1999-04-05,1236.3183094651652
1999-04-06,1260.3581838020655
1999-04-07,1255.153878036519
1999-04-08,1269.58345783991
1999-04-09,1267.7911843521902
1999-04-12,1241.4440770948804
1999-04-13,1264.6956093369486
1999-04-14,1292.1939145467218
1999-04-15,1289.7245472848304
1999-04-16,1310.7952072523635
1999-04-19,1316.8705260948234
1999-04-20,1304.577140142726
1999-04-21,1274.9924784742502
1999-04-22,1279.383338711886
1999-04-23,1293.3002592310218
1999-04-26,1307.8184339307334
1999-04-27,1299.043314873463
1999-04-28,1309.338575894399
1999-04-29,1314.861976411493
1999-04-30,1298.55959753321
1999-05-03,1291.8092039906
1999-05-04,1278.2505789561048
1999-05-05,1268.6124988709582
1999-05-06,1305.7618645051286
1999-05-07,1291.586804904981
1999-05-10,1292.7604518548471
1999-05-11,1277.5823200917116
1999-05-12,1286.1888008790825
1999-05-13,1273.9185738852448
1999-05-14,1253.8076657861802
1999-05-17,1219.7935371901117
1999-05-18,1226.977573517413
1999-05-19,1188.478124478503
1999-05-20,1197.5736192379359
1999-05-21,1216.0826512920116
1999-05-24,1221.5629152543704
1999-05-25,1218.0493805284468
1999-05-26,1240.0013141344994
1999-05-27,1241.2082681272539
1999-05-28,1247.504854818371
1999-05-31,1242.472290779231
1999-06-01,1270.7151236906689
1999-06-02,1290.8969926960433
1999-06-03,1269.86548228369
1999-06-04,1274.320140891062
1999-06-07,1293.0460181451886
1999-06-08,1302.642778002476
1999-06-09,1315.5979886210998
1999-06-10,1333.7558348640703
1999-06-11,1358.4400252985208
1999-06-14,1339.8487936965305
1999-06-15,1347.3045137775982
1999-06-16,1359.2330190298992
1999-06-17,1381.496572832781
1999-06-18,1356.0530239788102
1999-06-21,1366.990839750983
1999-06-22,1380.731450378126
1999-06-23,1357.6515974126703
1999-06-24,1354.1474080435378
1999-06-25,1337.1989050639293
1999-06-28,1363.5806610891655
1999-06-29,1383.0662250416397
1999-06-30,1374.8506578979398
1999-07-01,1415.6562221989402
1999-07-02,1427.217943752062
1999-07-05,1434.0864001379887
1999-07-06,1424.6775914054733
1999-07-07,1426.793914557775
1999-07-08,1423.1308142728356
1999-07-09,1423.2321937979864
1999-07-12,1447.5833837902346
1999-07-13,1452.4232339706195
1999-07-14,1469.3893074982198
1999-07-15,1483.162987090874
1999-07-16,1475.458203609082
1999-07-19,1510.8733077496008
1999-07-20,1474.8267722154765
1999-07-21,1454.429737311477
1999-07-22,1426.7534290627561
1999-07-23,1416.0093116613534
1999-07-26,1390.310079261605
1999-07-27,1390.694011198334
1999-07-28,1415.9451192868228
1999-07-29,1433.2634217902073
1999-07-30,1456.3777602248185
1999-08-02,1449.7122525804436
1999-08-03,1455.3921847718123
1999-08-04,1426.4452116477555
