Date,SPAIN
1998-12-31,100.0
1999-01-29,101.64331128087096
1999-02-26,103.14216686553654
1999-03-31,100.99288279078777
1999-04-30,103.54517785700543
1999-05-31,104.66966316210295
1999-06-30,106.36818583164883
1999-07-30,98.00500132478085
1999-08-31,101.77349212033738
1999-09-30,99.49891874514626
1999-10-29,101.98360557264779
1999-11-30,115.6227027142942
1999-12-31,122.8135207525119
2000-01-31,116.04876212916373
2000-02-29,129.7092618763081
2000-03-31,130.26603238271048
2000-04-28,126.91439008132852
2000-05-31,120.98609580945724
2000-06-30,120.29524075970114
2000-07-31,121.17486615363642
2000-08-31,123.80854242843023
2000-09-29,125.9817757954784
2000-10-31,121.5240645134928
2000-11-30,109.73936026750665
2000-12-29,110.32362415989427
2001-01-01,110.32362415989427
2001-01-02,110.15966587855473
2001-01-03,111.92856790342216
2001-01-04,116.8729551357538
2001-01-05,117.20025422961974
2001-01-08,117.39625780610731
2001-01-09,116.96278773893364
2001-01-10,116.83614012686266
2001-01-11,118.11240450118841
2001-01-12,120.73365306488364
2001-01-15,120.69441336268052
2001-01-16,118.59630418749224
2001-01-17,122.01361394507444
2001-01-18,122.20815086170043
2001-01-19,120.55965747380455
2001-01-22,121.24469165719748
2001-01-23,122.16984237018588
2001-01-24,122.02613987269854
2001-01-25,122.26117253119693
2001-01-26,121.89561836960821
2001-01-29,120.27412156900039
2001-01-30,120.81459160037068
2001-01-31,121.93359963233749
2001-02-01,122.4377658773143
2001-02-02,119.36247195230341
2001-02-05,119.54083401459678
2001-02-06,120.48460137264877
2001-02-07,119.96855764196866
2001-02-08,121.89916998229097
2001-02-09,120.87020416723803
2001-02-12,122.64559050632745
2001-02-13,121.88700852599109
2001-02-14,118.45029666721634
2001-02-15,119.48824409185629
2001-02-16,118.8305546786208
2001-02-19,119.80141889045858
2001-02-20,117.40253955920498
2001-02-21,116.43112685277839
2001-02-22,114.32536998243674
2001-02-23,113.5425390299001
2001-02-26,115.14995142499643
2001-02-27,116.28948776056836
2001-02-28,116.32162245828268
2001-03-01,115.68155551257126
2001-03-02,116.6721267017698
2001-03-05,117.82460913534835
2001-03-06,120.04719511708494
2001-03-07,120.55381995846246
2001-03-08,119.34649499483636
2001-03-09,118.40435177025147
2001-03-12,115.71492231952718
2001-03-13,115.85269057628486
2001-03-14,114.40587293550301
2001-03-15,115.60383600084788
2001-03-16,113.301718598919
2001-03-19,112.83902831003329
2001-03-20,112.24536446608033
2001-03-21,108.55325128043276
2001-03-22,104.30608833691579
2001-03-23,107.37352489167856
2001-03-26,110.48435188077823
2001-03-27,113.2751483680222
2001-03-28,112.24991807749112
2001-03-29,113.14519522944993
2001-03-30,114.26716264843778
2001-04-02,114.41999857742766
2001-04-03,110.73280950313037
2001-04-04,112.65970179495186
2001-04-05,114.69186995665444
2001-04-06,114.84156071810901
2001-04-09,116.14445404844892
2001-04-10,118.07529017195415
2001-04-11,118.01837116523633
2001-04-12,118.6349841324831
2001-04-13,118.6349841324831
2001-04-16,118.6349841324831
2001-04-17,117.05848199741114
2001-04-18,120.13745200430178
2001-04-19,120.02430632697526
2001-04-20,116.86167345732412
2001-04-23,113.4833056540667
2001-04-24,115.17878161315038
2001-04-25,114.29797478555541
2001-04-26,116.54174705084624
2001-04-27,117.92312119372667
2001-04-30,119.52386841486806
2001-05-01,119.52386841486805
2001-05-02,117.80097917822447
2001-05-03,116.04385042532917
2001-05-04,116.62193677695946
2001-05-07,117.13390489377343
2001-05-08,117.92688818425633
2001-05-09,117.91924740360928
2001-05-10,119.71174713617584
2001-05-11,118.56031119559725
2001-05-14,117.62734589136642
2001-05-15,118.614548512162
2001-05-16,117.6539482670695
2001-05-17,118.3985575764251
2001-05-18,119.15350359173979
2001-05-21,118.56814314555403
2001-05-22,118.04707882985646
2001-05-23,117.94893830155874
2001-05-24,117.81603824818752
2001-05-25,116.00951600951663
2001-05-28,117.04137491339752
2001-05-29,116.30621217177116
2001-05-30,115.71337550639524
2001-05-31,116.59120950202349
2001-06-01,115.31082908460506
2001-06-04,117.31556456241665
2001-06-05,117.71201577468517
2001-06-06,116.88015863445082
2001-06-07,116.430731636088
2001-06-08,117.60730083420603
2001-06-11,117.57981039434499
2001-06-12,115.69598230371643
2001-06-13,116.66191779236316
2001-06-14,116.24711431469439
2001-06-15,115.00335993086358
2001-06-18,110.67731279661373
2001-06-19,110.91124832174013
2001-06-20,110.56489374430483
2001-06-21,109.13136789550528
2001-06-22,109.16936791472912
2001-06-25,109.5932840440363
2001-06-26,107.61393953424694
2001-06-27,107.08126677498741
2001-06-28,107.9481280705506
2001-06-29,108.46559618085946
2001-07-02,111.13023942065696
2001-07-03,110.47073605184228
2001-07-04,108.92073259710143
2001-07-05,107.92241102899412
2001-07-06,104.39145156591988
2001-07-09,104.46542250931547
2001-07-10,103.88444978653062
2001-07-11,101.4588043618104
2001-07-12,100.2764190369672
2001-07-13,102.25211744418834
2001-07-16,102.09981244116805
2001-07-17,102.97775262762227
2001-07-18,101.15869409241083
2001-07-19,102.93058666984501
2001-07-20,102.31002719026692
2001-07-23,103.28562372656451
2001-07-24,103.10912951061378
2001-07-25,100.552719762083
2001-07-26,101.58148042793462
2001-07-27,101.32896633869743
2001-07-30,103.60771025344604
2001-07-31,104.52966548692693
2001-08-01,105.35656255057641
2001-08-02,105.69998270273783
2001-08-03,104.92562732109471
2001-08-06,105.77589703859543
2001-08-07,105.08737225730827
2001-08-08,103.57204027648069
2001-08-09,101.71096114120397
2001-08-10,100.49866562403756
2001-08-13,102.38609127904995
2001-08-14,103.8607581759032
2001-08-15,103.86075817590326
2001-08-16,102.28276170067177
2001-08-17,100.53424521737695
2001-08-20,100.27780070800708
2001-08-21,100.38131767036161
2001-08-22,101.73738771212847
2001-08-23,103.15566813641139
2001-08-24,104.82964465569898
2001-08-27,104.61068984892614
2001-08-28,102.74851143769044
2001-08-29,103.48938547969493
2001-08-30,101.30899897723721
2001-08-31,102.42647098215592
2001-09-03,100.48792586910987
2001-09-04,102.26832911739017
2001-09-05,100.22251166512808
2001-09-06,97.67358239417169
2001-09-07,95.41177849842636
2001-09-10,94.87096982865917
2001-09-11,91.33303492366905
2001-09-12,91.10954606614027
2001-09-13,91.12127897499595
2001-09-14,85.82959850903994
2001-09-17,88.19099499872559
2001-09-18,87.82397850725734
2001-09-19,86.56020001619115
2001-09-20,84.11453982335702
2001-09-21,81.25923263212809
2001-09-24,85.74289276066041
2001-09-25,86.65141183560081
2001-09-26,87.11988740285722
2001-09-27,89.20306958599953
2001-09-28,90.53243965979473
2001-10-01,88.94988084444275
2001-10-02,90.62143948785132
2001-10-03,89.75515449786123
2001-10-04,92.38485629857334
2001-10-05,88.65705649701616
2001-10-08,88.94502060719486
2001-10-09,89.94773172721393
2001-10-10,93.08363554089857
2001-10-11,93.14445673054844
2001-10-12,93.14445673054846
2001-10-15,92.64752548284532
2001-10-16,94.41322562688228
2001-10-17,97.62903590094152
2001-10-18,96.13608502415178
2001-10-19,93.62109127369355
2001-10-22,95.84724888591234
2001-10-23,98.05811503786207
2001-10-24,100.02125998600906
2001-10-25,97.44759089781536
2001-10-26,98.16858741179666
2001-10-29,96.04886264690775
2001-10-30,93.29099832656264
2001-10-31,95.68922667317821
2001-11-01,95.71341056904745
2001-11-02,94.75345021902841
2001-11-05,97.78243819164558
2001-11-06,98.98472498742134
2001-11-07,100.11600377705606
2001-11-08,103.00111052953685
2001-11-09,101.1781561154806
2001-11-12,99.25556758288609
2001-11-13,103.03119264628846
2001-11-14,103.94836153848593
2001-11-15,104.32486358987158
2001-11-16,104.602002888738
2001-11-19,106.12678420740842
2001-11-20,104.35901992896294
2001-11-21,103.12748786904343
2001-11-22,103.81285038664589
2001-11-23,104.27883728841053
2001-11-26,104.43724846473269
2001-11-27,103.04486452973579
2001-11-28,102.0586816538502
2001-11-29,101.32887328482263
2001-11-30,102.68808646514455
2001-12-03,101.8749644816805
2001-12-04,104.39350755108778
2001-12-05,108.40381799716941
2001-12-06,108.4038179971694
2001-12-07,106.8553251920972
2001-12-10,104.98832936072571
2001-12-11,105.8818990815889
2001-12-12,104.65559529805869
2001-12-13,102.10593980805123
2001-12-14,101.59332901933405
2001-12-17,104.7280503139553
2001-12-18,103.93963588582614
2001-12-19,101.91475827836526
2001-12-20,100.75305880650834
2001-12-21,101.3970340648399
2001-12-24,101.39703406483989
2001-12-25,101.39703406483989
2001-12-26,101.39703406483989
2001-12-27,103.40335093696133
2001-12-28,103.11017655657926
2001-12-31,103.11017655657923
2002-01-01,103.11017655657923
2002-01-02,103.09816340874073
2002-01-03,105.15480506254632
2002-01-04,103.84566357765557
2002-01-07,100.10863083423534
2002-01-08,100.20759880635109
2002-01-09,98.65627853880332
2002-01-10,97.06824503539194
2002-01-11,97.86604772022397
2002-01-14,95.41647728333045
2002-01-15,97.54882848821929
2002-01-16,95.45895024121884
2002-01-17,97.57691609475641
2002-01-18,97.9073897633953
2002-01-21,96.58787007760314
2002-01-22,98.34579473961547
2002-01-23,98.9035211414649
2002-01-24,100.62564857817964
2002-01-25,100.24429120088074
2002-01-28,101.26631957083035
2002-01-29,100.00367464290262
2002-01-30,98.05016862475782
2002-01-31,98.57871942332066
2002-02-01,100.03833516307805
2002-02-04,98.00745189226308
2002-02-05,95.71952512318967
2002-02-06,93.90837687535922
2002-02-07,96.2167100697522
2002-02-08,95.72283958204738
2002-02-11,95.58104152207096
2002-02-12,95.15411089338505
2002-02-13,96.0413114764582
2002-02-14,97.91814222634292
2002-02-15,96.54356239002769
2002-02-18,95.52250328338619
2002-02-19,94.00213979637499
2002-02-20,94.16443109688612
2002-02-21,94.28973398680641
2002-02-22,93.4042687637506
2002-02-25,94.81659176731259
2002-02-26,95.7992798432854
2002-02-27,99.03731441225946
2002-02-28,99.50417998168024
2002-03-01,100.70381236557586
