Date,SWEDEN
1998-12-31,100.0
1999-01-29,109.50701379918881
1999-02-26,110.55368519635489
1999-03-31,114.62580073095373
1999-04-30,123.59842309835456
1999-05-31,122.70748231557377
1999-06-30,136.02999123439002
1999-07-30,136.34966287664346
1999-08-31,137.52329572274473
1999-09-30,135.52229165328225
1999-10-29,153.07191788925334
1999-11-30,176.93074629137467
1999-12-31,210.5686463703582
2000-01-31,217.31274987337585
2000-02-29,271.3608226368699
2000-03-31,259.62894107579734
2000-04-28,269.85370794265253
2000-05-31,253.4540106976695
2000-06-30,241.26136205803542
2000-07-31,240.742497736037
2000-08-31,247.8795542034042
2000-09-29,217.13148532088454
2000-10-31,210.84142661937543
2000-11-30,185.11486861092945
2000-12-29,176.95745096033022
2001-01-01,176.95745096033022
2001-01-02,172.81151133406976
2001-01-03,164.28538204014993
2001-01-04,178.74005627256548
2001-01-05,180.23748952569454
2001-01-08,177.87173062364934
2001-01-09,174.48720535735893
2001-01-10,173.6300718426032
2001-01-11,178.69647087724218
2001-01-12,182.27383003412385
2001-01-15,183.87159140612303
2001-01-16,177.90916039386798
2001-01-17,186.49309214911668
2001-01-18,188.31101050462107
2001-01-19,189.5457466088574
2001-01-22,186.86074074708947
2001-01-23,182.71849188695438
2001-01-24,186.8429461630919
2001-01-25,191.3886317093321
2001-01-26,182.44812169091654
2001-01-29,185.20277473291318
2001-01-30,188.5239397446435
2001-01-31,192.54328061673004
2001-02-01,188.63376692554476
2001-02-02,185.93816670026737
2001-02-05,181.00446985072253
2001-02-06,184.49987912975732
2001-02-07,181.72125512273715
2001-02-08,180.57609161710866
2001-02-09,173.02505828243324
2001-02-12,173.35963217725077
2001-02-13,173.3380617412725
2001-02-14,166.06216030943474
2001-02-15,174.2096419120398
2001-02-16,168.34987884972045
2001-02-19,167.94123145715506
2001-02-20,167.11885816948143
2001-02-21,164.19359289359568
2001-02-22,159.86244234003556
2001-02-23,156.217585009225
2001-02-26,161.82552453242377
2001-02-27,164.12256081477673
2001-02-28,163.02349539288792
2001-03-01,157.46054018823207
2001-03-02,158.8212034115249
2001-03-05,163.3441358700318
2001-03-06,168.64673740624718
2001-03-07,168.5487348359325
2001-03-08,165.43997236460413
2001-03-09,161.42955155544507
2001-03-12,146.9674402479969
2001-03-13,143.55084027440202
2001-03-14,141.82196695549732
2001-03-15,144.4755385816895
2001-03-16,136.0767470063995
2001-03-19,135.23779150696276
2001-03-20,139.91134529182108
2001-03-21,135.0537459551381
2001-03-22,126.75435497090754
2001-03-23,132.73646517140972
2001-03-26,139.44613232334345
2001-03-27,142.81398824185894
2001-03-28,137.49214287145324
2001-03-29,132.30445632171634
2001-03-30,131.76046479846602
2001-04-02,129.72167098579337
2001-04-03,126.02036191943539
2001-04-04,124.31390771075955
2001-04-05,133.6341064666806
2001-04-06,131.6688988483338
2001-04-09,136.02448995293616
2001-04-10,140.6336331450222
2001-04-11,140.135558588783
2001-04-12,137.2697754833322
2001-04-13,137.2697754833322
2001-04-16,137.23638235670523
2001-04-17,136.24563797340468
2001-04-18,144.96333052350826
2001-04-19,149.50192418091734
2001-04-20,142.16004272680686
2001-04-23,137.88175244087756
2001-04-24,137.79351776622656
2001-04-25,140.94523163369945
2001-04-26,143.03283742129457
2001-04-27,146.79905390500647
2001-04-30,150.9237169713694
2001-05-01,150.7560332101464
2001-05-02,150.0115157242718
2001-05-03,146.74036794537386
2001-05-04,148.0466650866327
2001-05-07,150.79125548621832
2001-05-08,148.14257149269767
2001-05-09,146.10451251204967
2001-05-10,150.44004020718924
2001-05-11,150.37174617671195
2001-05-14,148.9305097577625
2001-05-15,147.71284938835706
2001-05-16,146.67957424336336
2001-05-17,151.2664109370707
2001-05-18,155.87841750462866
2001-05-21,159.64445005107427
2001-05-22,160.77201255507484
2001-05-23,157.22839818919903
2001-05-24,157.3156438414493
2001-05-25,156.22189536952564
2001-05-28,155.9104921173349
2001-05-29,155.31031704380484
2001-05-30,151.07866937133727
2001-05-31,149.17797224616544
2001-06-01,147.1457577977633
2001-06-04,146.18124444772434
2001-06-05,149.6951788822985
2001-06-06,148.49188596597193
2001-06-07,145.03888554259495
2001-06-08,142.94500496716108
2001-06-11,139.8778438488882
2001-06-12,136.89910514069808
2001-06-13,139.2785867321455
2001-06-14,135.74518360075433
2001-06-15,139.112148893044
2001-06-18,137.90996029089402
2001-06-19,136.59435289531413
2001-06-20,132.74942207679567
2001-06-21,134.58071687805815
2001-06-22,134.7279372810763
2001-06-25,135.75013005402639
2001-06-26,133.96871960571377
2001-06-27,135.8370195789478
2001-06-28,139.97185522980453
2001-06-29,141.18059056011043
2001-07-02,143.29739978907975
2001-07-03,142.88025578436356
2001-07-04,139.9041887521933
2001-07-05,136.5723159255859
2001-07-06,130.17200819671953
2001-07-09,128.54123777709577
2001-07-10,129.5462761087988
2001-07-11,127.49683063903387
2001-07-12,131.5805636266423
2001-07-13,133.31332351389023
2001-07-16,135.5363414802467
2001-07-17,131.53245852664188
2001-07-18,128.84031311736473
2001-07-19,131.72938787321138
2001-07-20,129.95891004970358
2001-07-23,129.82310046292199
2001-07-24,128.4545222664275
2001-07-25,126.80091610306303
2001-07-26,128.21483335668856
2001-07-27,132.4723145436587
2001-07-30,135.52942992623957
2001-07-31,137.80045974689384
2001-08-01,137.2739622811689
2001-08-02,138.80774815387812
2001-08-03,137.68196576943012
2001-08-06,137.54215189118088
2001-08-07,139.0833780678673
2001-08-08,137.61391711858352
2001-08-09,133.25315543864755
2001-08-10,130.92499723162913
2001-08-13,131.90307220985028
2001-08-14,134.61656730513215
2001-08-15,133.4949381746977
2001-08-16,130.88496454535
2001-08-17,127.7950659119746
2001-08-20,124.7186215242066
2001-08-21,126.43600247987744
2001-08-22,128.3445873428151
2001-08-23,130.79754598824525
2001-08-24,133.98531236627252
2001-08-27,134.620823145483
2001-08-28,132.30492445819553
2001-08-29,130.40737358806916
2001-08-30,126.45485281995994
2001-08-31,125.23542148473221
2001-09-03,122.68938092281802
2001-09-04,120.58790020086452
2001-09-05,119.63566956500745
2001-09-06,118.33230634366268
2001-09-07,114.33581266686444
2001-09-10,114.15134167719701
2001-09-11,105.01729579427887
2001-09-12,109.00998785087121
2001-09-13,108.34692755539972
2001-09-14,106.77542402021784
2001-09-17,107.9364273477377
2001-09-18,104.07629506949917
2001-09-19,102.73101653852883
2001-09-20,97.11990154872281
2001-09-21,94.54205684165615
2001-09-24,99.84801222502922
2001-09-25,102.7504912690019
2001-09-26,101.4197383270603
2001-09-27,100.61279284942617
2001-09-28,104.75819342730195
2001-10-01,102.87837725399382
2001-10-02,103.68554719483578
2001-10-03,102.22849554100156
2001-10-04,108.35175375762282
2001-10-05,108.85384918548266
2001-10-08,109.60447839949862
2001-10-09,109.62630969415147
2001-10-10,111.1709420772473
2001-10-11,117.32153142028363
2001-10-12,117.45451138278483
2001-10-15,115.05472341960115
2001-10-16,115.69368187519292
2001-10-17,121.53628979135534
2001-10-18,117.6623259502039
2001-10-19,114.50026363314497
2001-10-22,113.91398292308874
2001-10-23,118.31099499846556
2001-10-24,119.29541534747214
2001-10-25,117.11284410807205
2001-10-26,121.80779088503063
2001-10-29,117.83527763612075
2001-10-30,112.26890517940491
2001-10-31,113.98774970555495
2001-11-01,113.84873201926682
2001-11-02,114.391655463686
2001-11-05,118.69564209670749
2001-11-06,120.47198525650143
2001-11-07,122.00425124255057
2001-11-08,125.74065800599136
2001-11-09,123.27789681360473
2001-11-12,121.27948936073581
2001-11-13,127.37825293819121
2001-11-14,128.66143057314835
2001-11-15,131.1358878603424
2001-11-16,132.72689604465654
2001-11-19,133.72876486390405
2001-11-20,130.12172113301727
2001-11-21,129.89533978154145
2001-11-22,133.6690461643076
2001-11-23,134.01398599053869
2001-11-26,136.1334395168016
2001-11-27,134.48057728010411
2001-11-28,131.96535305336235
2001-11-29,131.00997881792483
2001-11-30,131.4524288844898
2001-12-03,130.9089999909346
2001-12-04,134.6531268085334
2001-12-05,142.36241392927494
2001-12-06,141.9580417271377
2001-12-07,141.43407925160372
2001-12-10,139.02294714442567
2001-12-11,139.3856064078944
2001-12-12,136.83032696080394
2001-12-13,133.48968693121142
2001-12-14,130.0709306466736
2001-12-17,132.71254856798427
2001-12-18,133.1626634980398
2001-12-19,130.40319832422182
2001-12-20,127.52263181459188
2001-12-21,130.2897262298492
2001-12-24,129.86367030203252
2001-12-25,129.86367030203252
2001-12-26,129.31170137801053
2001-12-27,132.66884326711707
2001-12-28,136.0930536614337
2001-12-31,135.87393621710206
2002-01-01,135.87393621710206
2002-01-02,135.09893928468352
2002-01-03,141.61146289617787
2002-01-04,142.49069966915482
2002-01-07,142.34285447298294
2002-01-08,137.6273557654686
2002-01-09,137.4761927370645
2002-01-10,136.02423219693884
2002-01-11,138.04040815261277
2002-01-14,131.6512576177525
2002-01-15,130.42318987916232
2002-01-16,127.54545319731749
2002-01-17,129.27084714743523
2002-01-18,128.69247157524114
2002-01-21,127.25560262654581
2002-01-22,126.9492970015341
2002-01-23,126.8185895685214
2002-01-24,129.0629780026793
2002-01-25,127.36788515501154
2002-01-28,126.01609729915029
2002-01-29,124.15775217712665
