Date,AUSTRIA
1998-12-31,100.0
1999-01-29,97.21692614517274
1999-02-26,106.15206392541442
1999-03-31,107.61520772028896
1999-04-30,114.49114190399015
1999-05-31,101.6199838394752
1999-06-30,107.35054317566235
1999-07-30,104.03441082042093
1999-08-31,105.56521556489248
1999-09-30,99.18088407243775
1999-10-29,99.2657764211982
1999-11-30,98.97883323725402
1999-12-31,106.47312377038813
2000-01-31,99.51785723064374
2000-02-29,96.42549491253133
2000-03-31,99.46197149997437
2000-04-28,98.98616139622231
2000-05-31,100.69959857396717
2000-06-30,100.726151028125
2000-07-31,104.16494592395823
2000-08-31,105.53950371218122
2000-09-29,106.85433660648472
2000-10-31,105.18842806146813
2000-11-30,98.51947352212531
2000-12-29,100.08223368602337
2001-01-01,100.08223368602337
2001-01-02,99.82406032803229
2001-01-03,98.28203321967831
2001-01-04,100.0498339947489
2001-01-05,102.20266000773155
2001-01-08,101.65762663529117
2001-01-09,101.54136131325079
2001-01-10,102.29505738927394
2001-01-11,101.8835864409802
2001-01-12,102.83437391046968
2001-01-15,103.19286984277166
2001-01-16,102.10412367982748
2001-01-17,102.82234942339363
2001-01-18,101.81170689868611
2001-01-19,102.01869032431874
2001-01-22,102.21482640624018
2001-01-23,101.64288662322312
2001-01-24,100.96586013330989
2001-01-25,100.92110747115106
2001-01-26,101.340933242757
2001-01-29,101.98761836850852
2001-01-30,102.87246824299076
2001-01-31,104.02660617198708
2001-02-01,106.37707991737398
2001-02-02,104.70080564555877
2001-02-05,105.41527124736372
2001-02-06,105.06542881895585
2001-02-07,107.16391475506757
2001-02-08,108.32064100153426
2001-02-09,107.09091739145617
2001-02-12,108.46663869460083
2001-02-13,108.73454054424599
2001-02-14,107.88633771078662
2001-02-15,109.11265563876358
2001-02-16,110.42247748468075
2001-02-19,111.79598763997022
2001-02-20,113.76335046277207
2001-02-21,113.38691164851244
2001-02-22,113.54479105131026
2001-02-23,112.35167952494945
2001-02-26,112.26464281038133
2001-02-27,113.86152366225475
2001-02-28,112.0322949752524
2001-03-01,111.84531080047134
2001-03-02,111.53519242179385
2001-03-05,111.42051431122117
2001-03-06,111.86972367909172
2001-03-07,114.55330822367587
2001-03-08,113.86997829666066
2001-03-09,112.86778592342351
2001-03-12,112.8629804659211
2001-03-13,112.63339882625343
2001-03-14,111.4066705675661
2001-03-15,110.7059070144603
2001-03-16,108.19980141729674
2001-03-19,107.34396188670905
2001-03-20,107.74498437793821
2001-03-21,107.22729534699994
2001-03-22,105.21403983548718
2001-03-23,106.68257562441087
2001-03-26,107.86453061715623
2001-03-27,109.0820011657257
2001-03-28,109.33483540352069
2001-03-29,109.83864902079914
2001-03-30,110.97349077353238
2001-04-02,109.5038852767774
2001-04-03,109.23139916381132
2001-04-04,109.93933536098099
2001-04-05,112.74664188564128
2001-04-06,110.99043318835746
2001-04-09,112.24342002269873
2001-04-10,112.95492276521789
2001-04-11,111.60272283639533
2001-04-12,111.5895918037133
2001-04-13,111.5895918037133
2001-04-16,111.5895918037133
2001-04-17,112.10668728084241
2001-04-18,112.96564382710939
2001-04-19,111.82920070711502
2001-04-20,112.17891789982022
2001-04-23,111.5367462222678
2001-04-24,112.59166979216735
2001-04-25,111.73408287029109
2001-04-26,112.24524703688289
2001-04-27,113.01889669860095
2001-04-30,113.24014213690374
2001-05-01,113.24014213690376
2001-05-02,113.92415358964128
2001-05-03,112.53133972421338
2001-05-04,111.15802917755389
2001-05-07,111.14856883657126
2001-05-08,111.5131490755347
2001-05-09,111.59707602154822
2001-05-10,112.7466092514419
2001-05-11,113.01468094029865
2001-05-14,112.47796712034358
2001-05-15,111.36723467775714
2001-05-16,111.77570769958301
2001-05-17,113.65499957807397
2001-05-18,113.68080435790478
2001-05-21,112.00787427000424
2001-05-22,112.58082103287197
2001-05-23,111.07945595483429
2001-05-24,111.07945595483427
2001-05-25,110.45346050424327
2001-05-28,110.61296262243503
2001-05-29,109.52739609237305
2001-05-30,110.32916338444838
2001-05-31,111.07896697466118
2001-06-01,112.64355986761537
2001-06-04,112.64355986761538
2001-06-05,115.41809145832427
2001-06-06,114.90066358993792
2001-06-07,114.45541234393933
2001-06-08,114.75378795134282
2001-06-11,113.42887420445467
2001-06-12,113.80544191681646
2001-06-13,115.13381652156241
2001-06-14,115.13381652156241
2001-06-15,113.91825722023908
2001-06-18,114.13256600386721
2001-06-19,114.32760436795672
2001-06-20,113.63226049576635
2001-06-21,112.30469816591145
2001-06-22,113.46760526518834
2001-06-25,113.34164442707632
2001-06-26,113.44495087324889
2001-06-27,111.71960668117572
