Date,ITALY
1998-12-31,99.99999999999999
1999-01-29,97.98814598209964
1999-02-26,99.88598397844126
1999-03-31,105.49232213786503
1999-04-30,104.41486760990315
1999-05-31,100.24002004713066
1999-06-30,99.04161277711907
1999-07-30,92.35867665064586
1999-08-31,95.64966588086038
1999-09-30,96.79764508232886
1999-10-29,95.05129519702871
1999-11-30,101.57607727417603
1999-12-31,116.84122325289111
2000-01-31,113.56118573883005
2000-02-29,129.51505788313983
2000-03-31,122.10483840205036
2000-04-28,119.84367111493432
2000-05-31,122.91090674070051
2000-06-30,126.98882171327102
2000-07-31,125.85057887946779
2000-08-31,129.44752857757558
2000-09-29,122.82725349943063
2000-10-31,130.90557520449303
2000-11-30,129.93277702633327
2000-12-29,123.0861562024809
2001-01-01,123.0861562024809
2001-01-02,121.942425816024
2001-01-03,119.4856000879436
2001-01-04,121.38485764567967
2001-01-05,121.72663656287412
2001-01-08,121.79825063590067
2001-01-09,121.5690779132591
2001-01-10,122.06234631556633
2001-01-11,123.55830755216778
2001-01-12,125.03872415573899
2001-01-15,124.94883292513401
2001-01-16,123.73556325942482
2001-01-17,125.59408511309505
2001-01-18,125.75572185328754
2001-01-19,125.10010021981228
2001-01-22,125.4627220410573
2001-01-23,124.49190459994064
2001-01-24,126.03709529144295
2001-01-25,126.1903781358595
2001-01-26,126.03021842174294
2001-01-29,125.19515875202647
2001-01-30,125.9054768836929
2001-01-31,126.43388429290368
2001-02-01,125.3124658924483
2001-02-02,123.9994581141582
2001-02-05,123.33651402099112
2001-02-06,123.2339561997366
2001-02-07,121.68193275169757
2001-02-08,122.01239640469427
2001-02-09,120.63037492205964
2001-02-12,122.21807683536788
2001-02-13,121.47420653050577
2001-02-14,120.07976925115672
2001-02-15,120.34098547229827
2001-02-16,118.38193860665679
2001-02-19,118.23055781949397
2001-02-20,116.54915614287907
2001-02-21,115.95068478981608
2001-02-22,115.21089199821607
2001-02-23,113.73606442001285
2001-02-26,115.38056311966295
2001-02-27,114.6523719308834
2001-02-28,115.01541766817022
2001-03-01,113.46468523661783
2001-03-02,112.09605429031447
2001-03-05,111.94739557818401
2001-03-06,114.02658193691462
2001-03-07,114.57759889490144
2001-03-08,114.54253015460063
2001-03-09,113.02897539854318
2001-03-12,110.1031633900513
2001-03-13,110.17965193852923
2001-03-14,108.97055631262216
2001-03-15,109.37835616444953
2001-03-16,107.94064293216846
2001-03-19,107.86154162082198
2001-03-20,109.26347945666956
2001-03-21,108.7719540873273
2001-03-22,103.86614665816457
2001-03-23,106.07240738473583
2001-03-26,108.67145287731113
2001-03-27,111.34729722047533
2001-03-28,110.13768564337026
2001-03-29,111.43530699450115
2001-03-30,112.11390073455127
2001-04-02,112.63578943440636
2001-04-03,109.8033223337602
2001-04-04,110.98538144134454
2001-04-05,112.76321584926258
2001-04-06,112.61704590755818
2001-04-09,114.04290880073805
2001-04-10,115.20693149666953
2001-04-11,113.93672915020146
2001-04-12,114.29788810288518
2001-04-13,114.29788810288518
2001-04-16,114.29788810288521
2001-04-17,114.42598034487668
2001-04-18,116.48610172511584
2001-04-19,116.14035460714508
2001-04-20,115.196315702806
2001-04-23,113.94389853054797
2001-04-24,115.36702823852048
2001-04-25,115.78975284844353
2001-04-26,115.38910008909001
2001-04-27,116.29593148782459
2001-04-30,117.82086872169059
2001-05-01,117.8208687216906
2001-05-02,117.67757378316284
2001-05-03,115.31799933677625
2001-05-04,115.27499779340103
2001-05-07,115.79262253249871
2001-05-08,114.96950631635677
2001-05-09,113.90869942006742
2001-05-10,115.12720354106888
2001-05-11,115.03520144944896
2001-05-14,115.71917556618862
2001-05-15,115.2557510599709
2001-05-16,114.54779719760036
2001-05-17,114.61083889315996
2001-05-18,114.83538798443648
2001-05-21,114.61626538948227
2001-05-22,115.88805331846046
2001-05-23,115.7545211905185
2001-05-24,116.46870869651761
2001-05-25,115.44312038072282
2001-05-28,115.94361975895619
2001-05-29,115.05841216406837
2001-05-30,113.23063746682207
2001-05-31,112.60877313080212
2001-06-01,112.36284590506902
2001-06-04,111.62729572247865
2001-06-05,112.35782767857474
2001-06-06,111.43600822563138
2001-06-07,112.15758639680064
2001-06-08,112.85781856262285
2001-06-11,112.70456559560502
2001-06-12,111.3435539093075
2001-06-13,111.90238200115297
2001-06-14,110.10002825298696
2001-06-15,109.17219579822793
2001-06-18,107.73274436408872
2001-06-19,107.7738106938641
2001-06-20,106.8107850036815
2001-06-21,105.79388159845665
2001-06-22,106.41160341076825
2001-06-25,107.36604275665431
2001-06-26,106.00398991171714
2001-06-27,106.69944361612322
2001-06-28,107.38396220374685
2001-06-29,107.99298329687082
2001-07-02,109.9520262754211
2001-07-03,109.59343729617191
2001-07-04,109.12635079953914
2001-07-05,109.1992253682248
2001-07-06,106.8962287930861
2001-07-09,107.2637354821701
2001-07-10,106.52385793865393
2001-07-11,105.47779204441547
2001-07-12,105.41666109897113
2001-07-13,105.40788271938482
2001-07-16,105.42337591966427
2001-07-17,103.62558444695114
2001-07-18,102.23353018132002
2001-07-19,103.96404233575448
2001-07-20,103.57925677911784
