Date,IRELAND
1998-12-31,100.0
1999-01-29,105.13914352097021
1999-02-26,108.53491403277734
1999-03-31,108.49123114039135
1999-04-30,113.76187166940437
1999-05-31,102.1521909872184
1999-06-30,100.94024495044336
1999-07-30,101.27358473037967
1999-08-31,101.01508604286252
1999-09-30,95.97670231401563
1999-10-29,94.74376465798854
1999-11-30,100.11513044720411
1999-12-31,102.34992985598359
2000-01-31,99.06281792425143
2000-02-29,98.05854344052605
2000-03-31,105.23849368685826
2000-04-28,100.49838182723231
2000-05-31,93.4637126736151
2000-06-30,87.98240260845404
2000-07-31,85.43547194959768
2000-08-31,89.58929250759803
2000-09-29,97.05858316598604
2000-10-31,101.35963530586805
2000-11-30,96.1382360426647
2000-12-29,95.35893192624408
2001-01-01,95.35893192624408
2001-01-02,95.8951950933765
2001-01-03,93.36495012234838
2001-01-04,94.85101038979903
2001-01-05,94.17769950299613
2001-01-08,93.05171148162812
2001-01-09,92.97378512985173
2001-01-10,91.86887737227133
2001-01-11,93.1408502420185
2001-01-12,93.0312387341438
2001-01-15,93.30263553773975
2001-01-16,92.88579023551605
2001-01-17,93.72229305139577
2001-01-18,93.73503266296251
2001-01-19,94.22092390047531
2001-01-22,94.20212361807677
2001-01-23,93.99571037562445
2001-01-24,97.21581382239253
2001-01-25,98.11861335636074
2001-01-26,98.16334776165833
2001-01-29,98.71176110377107
2001-01-30,96.92035909078777
2001-01-31,97.76372906901206
2001-02-01,96.81058392743395
2001-02-02,96.74749874404613
2001-02-05,97.01616561223189
2001-02-06,97.24215749689631
2001-02-07,98.6360433109701
2001-02-08,98.94012412289914
2001-02-09,97.67901758034346
2001-02-12,98.48336560864931
2001-02-13,99.30273354018708
2001-02-14,98.0175085950572
2001-02-15,98.97049106887795
2001-02-16,99.00962286546542
2001-02-19,98.6244242648103
2001-02-20,99.33568375086008
2001-02-21,98.55165294186263
2001-02-22,98.67888727368904
2001-02-23,98.9916303852227
2001-02-26,97.87636886321305
2001-02-27,98.34301983157206
2001-02-28,97.97695773687965
2001-03-01,98.31613495608234
2001-03-02,96.62026487138495
2001-03-05,97.19536491982531
2001-03-06,96.20420864635
2001-03-07,95.88104544049482
2001-03-08,94.4238943786699
2001-03-09,93.50889323322454
2001-03-12,92.57767904537303
2001-03-13,91.63622062884245
2001-03-14,90.80856361262109
2001-03-15,91.67756215812496
2001-03-16,90.79577231213594
2001-03-19,90.16211332316253
2001-03-20,91.53067934219449
2001-03-21,89.46931661121779
2001-03-22,85.02173611829802
2001-03-23,87.0793942935852
2001-03-26,90.29361795342881
