Date,JAPAN
1998-12-31,100.0
1999-01-29,104.14883432847297
1999-02-26,105.38021166727222
1999-03-31,122.01440319020146
1999-04-30,129.70908138672382
1999-05-31,124.1716626061294
1999-06-30,137.45439457214488
1999-07-30,145.66911467774992
1999-08-31,146.56896331304117
1999-09-30,154.1924873845121
1999-10-29,162.92923163312724
1999-11-30,177.3656315856954
1999-12-31,189.22826374114376
2000-01-31,185.47353760354392
2000-02-29,183.59246075590087
2000-03-31,199.94707161079756
2000-04-28,194.17521826968985
2000-05-31,181.08258383007183
2000-06-30,187.242575777865
2000-07-31,171.39227091073704
2000-08-31,190.19628875469817
2000-09-29,182.09782420286106
2000-10-31,178.59065948979836
2000-11-30,166.6676180422394
2000-12-29,145.135663986955
2001-01-01,145.135663986955
2001-01-02,143.447715793433
2001-01-03,143.83615744770347
2001-01-04,142.6111912705116
2001-01-05,142.1259313341752
2001-01-08,142.36462664782658
2001-01-09,140.99731680362484
2001-01-10,139.52359113160702
2001-01-11,134.40833204529886
2001-01-12,134.63705875180815
2001-01-15,135.6425089758386
2001-01-16,139.0816615103349
2001-01-17,141.96032089019704
2001-01-18,141.43401519139434
2001-01-19,144.06075179917374
2001-01-22,144.36372425746646
2001-01-23,143.172510818889
2001-01-24,144.1216642513225
2001-01-25,145.4401676109885
2001-01-26,144.33930853935342
2001-01-29,145.83470132187873
2001-01-30,145.02138823599046
2001-01-31,144.78177767037576
2001-02-01,144.29874024009425
2001-02-02,143.39616421685332
2001-02-05,140.59055373214042
2001-02-06,141.1045740274273
2001-02-07,140.6089800743117
2001-02-08,141.2080336833378
2001-02-09,140.53260636987596
2001-02-12,139.7163472815708
2001-02-13,140.88754384072226
2001-02-14,141.48411828506215
2001-02-15,145.23722663841193
2001-02-16,142.49654210178264
2001-02-19,139.93560086686196
2001-02-20,143.39687663788752
2001-02-21,140.57851761522437
2001-02-22,142.26625321780978
2001-02-23,143.9433029197705
2001-02-26,144.30851850266205
2001-02-27,142.37771902521632
2001-02-28,139.8259362190173
2001-03-01,136.6974330072927
2001-03-02,130.82516520504976
2001-03-05,131.72803278550236
2001-03-06,134.47519123630926
2001-03-07,135.47269925194155
2001-03-08,135.20372368013867
2001-03-09,135.17254291141228
2001-03-12,131.14416152359448
2001-03-13,129.9170806108176
2001-03-14,128.71529744248505
2001-03-15,131.6086566580073
2001-03-16,132.85661411261924
2001-03-19,133.6203880199274
2001-03-20,132.43991097327273
2001-03-21,141.1140763806678
2001-03-22,139.80638193884835
2001-03-23,142.68115993278963
2001-03-26,147.55719550072354
2001-03-27,146.6053384181368
2001-03-28,150.35498863205214
2001-03-29,144.40842355996293
2001-03-30,141.13891973328398
2001-04-02,139.03938760168182
2001-04-03,141.69070098527203
2001-04-04,140.9842906699599
2001-04-05,144.06270322511313
2001-04-06,143.65449993059508
2001-04-09,138.2066434546448
2001-04-10,138.28617056202748
2001-04-11,141.99160658643336
2001-04-12,143.07197906681336
2001-04-13,142.46748374069512
2001-04-16,142.23503472430923
2001-04-17,142.80973333475688
2001-04-18,149.5806788903461
2001-04-19,149.1978784858123
2001-04-20,145.56647910679973
2001-04-23,146.86781261091647
2001-04-24,146.64125572931133
2001-04-25,147.3172718863679
2001-04-26,148.13073330842838
2001-04-27,148.98001362013127
2001-04-30,150.29423194563307
2001-05-01,156.07655296618034
2001-05-02,157.49593311785674
2001-05-03,158.3767786776237
2001-05-04,158.13748735341565
2001-05-07,159.4566504904313
2001-05-08,156.76031716253826
2001-05-09,154.72270392699633
2001-05-10,153.06650228608382
2001-05-11,154.6686006573308
2001-05-14,152.52603545145553
2001-05-15,152.64388988862075
2001-05-16,148.8678756264117
2001-05-17,152.15216383407238
2001-05-18,151.62609501139877
2001-05-21,154.37851555916268
2001-05-22,155.90101592407194
2001-05-23,159.34430718410337
2001-05-24,159.3173144714384
2001-05-25,158.02335810369595
2001-05-28,155.8519159185703
2001-05-29,159.05005784899816
2001-05-30,155.18848286768488
2001-05-31,156.8238591539544
2001-06-01,156.6568131468654
2001-06-04,156.0421879073919
2001-06-05,154.46736576107497
2001-06-06,154.41223872327026
2001-06-07,154.60811929617253
2001-06-08,154.46602999494942
2001-06-11,153.33390879621993
2001-06-12,148.31737218479907
2001-06-13,147.8616229373321
2001-06-14,146.96447790490808
2001-06-15,144.72883731592316
2001-06-18,143.79690107499485
2001-06-19,143.91307463630326
2001-06-20,144.59013020305355
2001-06-21,146.4623562927093
2001-06-22,147.54768900757995
2001-06-25,145.43575755855005
2001-06-26,145.79277601886326
2001-06-27,145.0308321215014
2001-06-28,144.91319351980795
2001-06-29,147.66610224348014
2001-07-02,147.11107028638332
2001-07-03,147.39441512742476
2001-07-04,146.12399163673896
2001-07-05,146.020227953661
2001-07-06,141.48145957358614
2001-07-09,140.20985310487023
2001-07-10,140.53273596494878
2001-07-11,138.48881068613443
2001-07-12,142.47122904263782
2001-07-13,141.17971543919225
2001-07-16,140.20301288384596
2001-07-17,139.01095853391715
2001-07-18,133.9843237131256
2001-07-19,134.58688125971702
2001-07-20,134.53147531494207
2001-07-23,130.6712299035083
2001-07-24,131.60754257562738
2001-07-25,132.41360635971824
2001-07-26,132.72495310330655
2001-07-27,132.53310444598785
2001-07-30,129.3149165707698
2001-07-31,132.22772171078248
2001-08-01,132.82911499642117
2001-08-02,136.46105452256128
2001-08-03,134.53374888039033
2001-08-06,135.03297010409239
2001-08-07,136.4549110406333
2001-08-08,136.24798036053105
2001-08-09,130.98663671318263
2001-08-10,130.72593511455986
2001-08-13,128.22908996056432
2001-08-14,132.42266218181354
2001-08-15,131.99497623374424
2001-08-16,129.3546721518176
2001-08-17,128.16453094191152
2001-08-20,126.8987472660078
2001-08-21,128.20963950048915
2001-08-22,128.30654237800158
2001-08-23,127.46940048084012
2001-08-24,127.22986912199566
2001-08-27,128.64745492742884
2001-08-28,127.78135830372811
2001-08-29,126.12908020536419
2001-08-30,124.26148449603104
2001-08-31,124.17946202228426
2001-09-03,121.4064194635734
2001-09-04,126.688003541272
2001-09-05,124.3014085441786
2001-09-06,123.65289813552961
2001-09-07,121.96514350324252
2001-09-10,118.88474791090037
2001-09-11,120.34617010505464
2001-09-12,112.24915364065316
2001-09-13,113.45165309778719
2001-09-14,116.50549856457273
2001-09-17,111.43861013114511
2001-09-18,112.72115099377008
2001-09-19,114.74234243543005
2001-09-20,114.39857618839635
2001-09-21,111.90491221619668
2001-09-24,111.17933757619433
2001-09-25,111.30369428454702
2001-09-26,109.63581270309518
2001-09-27,108.62840212787422
2001-09-28,112.28711953470793
2001-10-01,112.94966976854052
2001-10-02,114.77664192129252
2001-10-03,112.13614372823353
2001-10-04,115.56496693771354
2001-10-05,114.81046102279487
2001-10-08,115.18920645007194
2001-10-09,112.26186712665053
2001-10-10,111.7096174071073
2001-10-11,115.56162042870191
2001-10-12,117.49506913935271
2001-10-15,116.1533680496079
2001-10-16,116.32218701665914
2001-10-17,117.87860748214328
2001-10-18,116.08663968109964
2001-10-19,116.9866801862898
2001-10-22,117.3853153670974
2001-10-23,119.45264189542266
2001-10-24,119.38948472057382
2001-10-25,119.80750802258704
2001-10-26,118.73710417528474
2001-10-29,115.69218713743417
2001-10-30,114.01985661322736
2001-10-31,113.29998786008987
2001-11-01,113.46919723114665
2001-11-02,113.72587650627521
2001-11-05,115.03192839556591
2001-11-06,116.78020475811982
2001-11-07,113.06651592329494
2001-11-08,115.68057246911825
2001-11-09,114.58625172736316
2001-11-12,113.04272995705378
2001-11-13,112.40215107156254
2001-11-14,112.15860601393392
2001-11-15,114.79831779924923
2001-11-16,114.70723161259221
2001-11-19,116.90591882584151
2001-11-20,116.66936698774435
2001-11-21,117.59297269996507
2001-11-22,116.78375121091106
2001-11-23,116.58694162262587
2001-11-26,118.77989633749851
2001-11-27,118.00969128957098
2001-11-28,115.19347163012003
2001-11-29,114.95256959737044
2001-11-30,115.2136604577188
2001-12-03,112.61420324096567
2001-12-04,111.98323485368196
2001-12-05,114.64396934360092
2001-12-06,114.97113714279838
2001-12-07,112.90262145327756
2001-12-10,110.27454806643559
2001-12-11,109.49977986817292
2001-12-12,111.43319756397929
2001-12-13,108.20107378546784
2001-12-14,106.7507757301791
