Date,MSCI Greece Rebased Index
1998-12-31,100000.0
1999-01-01,100000.0
1999-01-04,107425.84872258031
1999-01-05,108036.73770372388
1999-01-06,107986.71287982601
1999-01-07,112776.08100677884
1999-01-08,113489.72645443316
1999-01-11,112279.22610846799
1999-01-12,111918.13762808553
1999-01-13,103901.11216371317
1999-01-14,107830.79736989524
1999-01-15,107052.97765974008
1999-01-18,111464.68193260519
1999-01-19,110287.03499534466
1999-01-20,112281.58445891917
1999-01-21,112425.22596632653
1999-01-22,111835.43208439882
1999-01-25,109153.7628653284
1999-01-26,112900.05317720458
1999-01-27,113680.66363513717
1999-01-28,115954.98168155522
1999-01-29,118486.96717728573
1999-02-01,121704.41801677631
1999-02-02,123911.21960196094
1999-02-03,123518.34507183637
1999-02-04,122361.13539273287
1999-02-05,122266.0237867681
1999-02-08,122701.69866667544
1999-02-09,118334.79392950713
1999-02-10,118790.5786029092
1999-02-11,121624.78118372813
1999-02-12,123439.3854001696
1999-02-15,124611.80792783992
1999-02-16,122585.24027215302
1999-02-17,122739.26946879228
1999-02-18,120490.91317734741
1999-02-19,117136.79512394269
1999-02-22,117136.73062133833
1999-02-23,110591.1809665427
1999-02-24,118158.78522050932
1999-02-25,121195.05048362535
1999-02-26,120992.97752979833
1999-03-01,120795.7540242812
1999-03-02,117850.7260131145
1999-03-03,118344.1252843278
1999-03-04,114666.32775761197
1999-03-05,114826.85979686855
1999-03-08,117686.9258905492
1999-03-09,122066.10210145821
1999-03-10,122382.50278525494
1999-03-11,123382.69296477019
1999-03-12,125974.58602124688
1999-03-15,129019.30873287651
1999-03-16,128790.45217898664
1999-03-17,129610.16920473786
1999-03-18,130668.13147359593
1999-03-19,134131.86282163134
1999-03-22,132888.28333465275
1999-03-23,127868.40541945389
1999-03-24,120982.19699271666
1999-03-25,120976.14740791544
1999-03-26,122893.38963745878
1999-03-29,121348.45111182875
1999-03-30,122927.4295296069
1999-03-31,118772.65700640997
1999-04-01,109647.57630029078
1999-04-02,116787.54257260155
1999-04-05,114274.20221675307
1999-04-06,117064.86990825809
1999-04-07,124703.48921640974
1999-04-08,127618.60922247256
1999-04-09,127726.05266506095
1999-04-12,127608.3675364248
1999-04-13,130299.67933456883
1999-04-14,130959.60230739426
1999-04-15,127595.27381585109
1999-04-16,124588.36966248612
1999-04-19,118127.58362153551
1999-04-20,117794.48526389763
1999-04-21,117228.57905557989
1999-04-22,115344.22000653164
1999-04-23,116778.83869558995
1999-04-26,114653.58274506334
1999-04-27,121158.67029883032
1999-04-28,124927.31723980924
1999-04-29,123780.89878764229
1999-04-30,127793.88006399712
1999-05-03,131976.55243352096
1999-05-04,131288.58410563107
1999-05-05,133333.4980708418
1999-05-06,138898.77644386073
1999-05-07,140603.81640482327
1999-05-10,139154.6220858038
1999-05-11,142378.92780872926
1999-05-12,141964.03694141918
1999-05-13,139011.67489625636
1999-05-14,140357.55491257858
1999-05-17,136647.87931768602
1999-05-18,142183.33230461192
1999-05-19,142158.6282379181
1999-05-20,143771.37865853426
1999-05-21,144851.27425859027
1999-05-24,144598.35731154523
1999-05-25,143045.4252497069
1999-05-26,137549.66200164956
1999-05-27,136155.27152066366
1999-05-28,135177.95213828477
1999-05-31,135399.44223455823
1999-06-01,141445.75080329276
1999-06-02,140563.64059799345
1999-06-03,142854.63256663823
1999-06-04,140585.70135844208
1999-06-07,142095.18665172326
1999-06-08,140749.40025094835
1999-06-09,140921.5575258548
1999-06-10,140187.91825884092
1999-06-11,139919.83450133592
1999-06-14,139167.92086731654
1999-06-15,137623.35142927774
1999-06-16,138259.22048494808
1999-06-17,137582.00467516226
1999-06-18,137874.3347383933
1999-06-21,138503.76709301228
1999-06-22,136460.30630124704
1999-06-23,134113.33544354446
1999-06-24,134271.17845188742
1999-06-25,134781.685400486
1999-06-28,134985.1597027454
1999-06-29,134923.5907006412
1999-06-30,136228.0731711179
1999-07-01,138874.68879023846
1999-07-02,139633.82646428284
1999-07-05,145640.12623693593
1999-07-06,144154.28688236742
1999-07-07,143536.6424557703
1999-07-08,141869.69153614715
1999-07-09,141208.80921330044
1999-07-12,142381.95388150553
1999-07-13,141326.02524239605
1999-07-14,142079.08460213887
1999-07-15,145455.11880227507
1999-07-16,148968.51324823147
1999-07-19,152554.24909970583
1999-07-20,150183.42281331032
1999-07-21,149096.02294045495
1999-07-22,150186.14905495397
1999-07-23,149068.84798139974
1999-07-26,148285.65202178142
1999-07-27,145583.99523604862
1999-07-28,144179.133381952
1999-07-29,143551.8963235851
1999-07-30,142033.81773090563
1999-08-02,140620.11076689456
1999-08-03,141224.79931995118
1999-08-04,143303.92213679387
1999-08-05,143433.25098749733
1999-08-06,143865.8484890441
1999-08-09,145938.16734695726
1999-08-10,149783.41344782745
1999-08-11,149731.69498142615
1999-08-12,152927.76316194006
1999-08-13,156048.2908213446
1999-08-16,158904.06801228272
1999-08-17,158747.24446234628
1999-08-18,160295.10726411504
1999-08-19,157420.38475979507
1999-08-20,157962.08020304996
1999-08-23,161214.59199587835
1999-08-24,162227.53643227564
1999-08-25,168844.659026965
1999-08-26,165116.54413141168
1999-08-27,165206.08684093386
1999-08-30,166644.29913285183
1999-08-31,166404.87987496084
1999-09-01,172299.1132234153
1999-09-02,174295.15342082185
1999-09-03,172593.26955751496
1999-09-06,179102.88632769333
1999-09-07,181254.93906699592
1999-09-08,181133.734212977
1999-09-09,181450.95460034514
1999-09-10,184124.11790413968
1999-09-13,194305.88845950153
1999-09-14,196044.65056010868
1999-09-15,197866.89618731837
1999-09-16,200241.34959083924
1999-09-17,199025.71546439687
1999-09-20,198363.74887147415
1999-09-21,187577.2802084687
1999-09-22,187586.41303862742
1999-09-23,179902.81868209445
1999-09-24,170386.3339818408
1999-09-27,164240.11353751944
1999-09-28,173713.3161623708
1999-09-29,173152.44343642495
1999-09-30,175938.7487531465
1999-10-01,175265.21078607117
1999-10-04,176007.47425688672
1999-10-05,181294.9670975261
1999-10-06,183417.72799438317
1999-10-07,185454.65697861178
1999-10-08,186569.22821131986
1999-10-11,186880.5803445751
1999-10-12,190459.2171155768
1999-10-13,191125.65784668323
1999-10-14,185647.25656579126
1999-10-15,181155.3776248733
1999-10-18,170001.39924785917
1999-10-19,168147.7856909713
1999-10-20,177255.70922552614
1999-10-21,175031.21507846416
1999-10-22,173715.1504532755
1999-10-25,172713.2788930892
1999-10-26,171005.6949341812
1999-10-27,167540.47383752218
1999-10-28,167603.2592149353
1999-10-29,168943.56817729186
1999-11-01,175291.78877499647
1999-11-02,175868.00670900356
1999-11-03,172984.03636249757
1999-11-04,171859.38826881524
1999-11-05,174615.57706452988
1999-11-08,178614.54786846365
1999-11-09,177555.4687036658
1999-11-10,178256.57561488615
1999-11-11,175765.95017699743
1999-11-12,176848.70550175893
1999-11-15,177322.11913275855
1999-11-16,176172.39745368998
1999-11-17,175235.97436186718
1999-11-18,172739.9392823039
1999-11-19,173465.8816727674
1999-11-22,173098.96239959355
1999-11-23,170864.19709497338
1999-11-24,166288.6456184602
1999-11-25,167506.65857075874
1999-11-26,173692.4690423514
1999-11-29,180960.43242841942
1999-11-30,178498.70436383365
1999-12-01,177078.86129117865
1999-12-02,174573.78262377562
1999-12-03,174490.45005755444
1999-12-06,171840.9347586809
1999-12-07,167274.8585234833
1999-12-08,165055.41610545537
1999-12-09,165934.88896076355
1999-12-10,170479.55367306733
1999-12-13,176063.0283645597
1999-12-14,174263.7676355256
1999-12-15,169509.85617211933
1999-12-16,162730.71450396453
1999-12-17,164633.46013827514
1999-12-20,158614.47143924743
1999-12-21,157558.14928369285
1999-12-22,159045.2361689869
1999-12-23,152302.46626996688
1999-12-24,153431.47402548272
1999-12-27,160472.0077454542
1999-12-28,165283.45212649964
1999-12-29,169921.64856783394
1999-12-30,175539.204417018
1999-12-31,175539.204417018
2000-01-03,184138.27225983219
2000-01-04,178463.49791739526
2000-01-05,171677.78287394016
2000-01-06,171704.05738538594
2000-01-07,172402.499243189
2000-01-10,170736.98149336033
2000-01-11,165996.91560307375
2000-01-12,166621.22957729467
2000-01-13,165944.02741676942
2000-01-14,169496.3012787472
2000-01-17,172549.89801268582
2000-01-18,168434.18154664952
2000-01-19,163193.45600320652
2000-01-20,163328.52899764682
2000-01-21,164951.9827186567
2000-01-24,164592.2414584148
2000-01-25,162270.58006554726
2000-01-26,159484.5754014852
2000-01-27,159883.3698030247
2000-01-28,162128.1948917233
2000-01-31,160646.5143775459
2000-02-01,165327.36048204525
2000-02-02,167184.66463518175
2000-02-03,170513.93136565355
2000-02-04,173231.7600137981
2000-02-07,177632.58347478005
2000-02-08,179973.85527244696
2000-02-09,182460.01007112444
2000-02-10,179828.97213013814
2000-02-11,180159.62324459228
2000-02-14,178708.82856122826
2000-02-15,177900.714348354
2000-02-16,175300.75731354978
2000-02-17,171530.0733684824
2000-02-18,173312.08803808645
2000-02-21,170381.43930241402
2000-02-22,168392.49862629845
2000-02-23,168191.1909763987
2000-02-24,173445.24422687473
2000-02-25,172384.1768484992
2000-02-28,167735.7553660303
2000-02-29,167328.60228032558
2000-03-01,169380.29240404567
2000-03-02,172701.78267230198
2000-03-03,170823.00993860525
2000-03-06,170839.09196305746
2000-03-07,165526.50124375202
2000-03-08,162824.5307219563
2000-03-09,162411.23592150715
2000-03-10,162687.03166270017
2000-03-13,162758.5629086879
2000-03-14,151521.3548943189
2000-03-15,152654.85844520002
2000-03-16,157576.59985477032
2000-03-17,160204.88388994196
2000-03-20,160575.50519340017
2000-03-21,157688.2695967309
2000-03-22,156873.91731462997
2000-03-23,154139.52756413934
2000-03-24,154924.2620362136
2000-03-27,155044.19173716466
2000-03-28,155172.8525527559
2000-03-29,157391.08723043377
2000-03-30,158321.6143374071
