Date,SWITZERLAND
1998-12-31,100.0
1999-01-29,100.97505618753058
1999-02-26,101.05923325348883
1999-03-31,101.61081207530849
1999-04-30,103.41518514467391
1999-05-31,99.60867171722603
1999-06-30,99.07649293853359
1999-07-30,99.22722975143941
1999-08-31,100.42495513165571
1999-09-30,99.3669562989481
1999-10-29,102.514162985449
1999-11-30,106.18680353321189
1999-12-31,108.92658715390193
2000-01-31,99.33661668539185
2000-02-29,98.69933177615663
2000-03-31,107.32885751966681
2000-04-28,108.84077425574233
2000-05-31,112.821326513417
2000-06-30,113.35143834879767
2000-07-31,117.63370540836311
2000-08-31,119.84223673610539
2000-09-29,114.08916971177734
2000-10-31,119.80828135489718
2000-11-30,121.54422104327168
2000-12-29,123.09769838039344
2001-01-01,123.09769838039344
2001-01-02,122.95151002408814
2001-01-03,123.30953540715177
2001-01-04,123.58693288546853
2001-01-05,120.77995839999113
2001-01-08,120.83024086530597
2001-01-09,120.68013203102065
2001-01-10,119.0442410376514
2001-01-11,118.71083689117336
2001-01-12,117.67051108729005
2001-01-15,117.82614726278912
2001-01-16,118.03166355141033
2001-01-17,119.65756421391254
2001-01-18,119.81713309813861
2001-01-19,118.7831453929985
2001-01-22,118.6908742423065
2001-01-23,119.11807404860559
2001-01-24,119.88364221519107
2001-01-25,120.74344705893024
2001-01-26,121.4494488578213
2001-01-29,121.91348420233095
2001-01-30,121.89022526987856
2001-01-31,121.64424417128684
2001-02-01,120.11863231264262
2001-02-02,120.25601743996404
2001-02-05,120.77893808597271
2001-02-06,121.07375620807136
2001-02-07,120.50500945973329
2001-02-08,119.46615946778923
2001-02-09,119.07073961048054
2001-02-12,118.29912107545424
2001-02-13,118.3453002818329
2001-02-14,117.27173977714773
2001-02-15,118.26730833251075
2001-02-16,116.04605533326004
2001-02-19,116.17167950684295
2001-02-20,115.65572110007473
2001-02-21,114.85081959528681
2001-02-22,115.10171460217644
2001-02-23,114.14292291243392
2001-02-26,114.88515314973267
2001-02-27,114.88755892378173
2001-02-28,114.8893122237967
2001-03-01,113.10501591351392
2001-03-02,112.6743571022814
2001-03-05,113.50674820793624
2001-03-06,113.85264481967792
2001-03-07,113.71027863753272
2001-03-08,112.89129067758101
2001-03-09,112.15692527420532
2001-03-12,110.49209312374074
2001-03-13,110.14119959212735
2001-03-14,108.00733788884648
2001-03-15,108.97658221608286
2001-03-16,106.50606004479324
2001-03-19,105.38185842595134
2001-03-20,105.73329097387891
2001-03-21,104.33568372999893
2001-03-22,98.71115194934056
2001-03-23,100.87177408208385
2001-03-26,104.47775749309777
2001-03-27,104.77506516196988
2001-03-28,104.31656620288506
2001-03-29,105.6957754287558
2001-03-30,107.75202102856522
2001-04-02,105.73812866340478
2001-04-03,103.36478139292834
2001-04-04,102.6730967210691
2001-04-05,105.10411098274717
2001-04-06,104.50632106027535
2001-04-09,106.3743405690192
2001-04-10,108.1476097815276
2001-04-11,109.57668035870309
2001-04-12,109.67053880112935
2001-04-13,109.67053880112935
2001-04-16,109.67826614894132
2001-04-17,109.62877535701283
2001-04-18,110.66621121901585
2001-04-19,109.870644144397
2001-04-20,109.18466196951817
2001-04-23,108.07617088191712
2001-04-24,109.40994763759369
2001-04-25,108.55422581719304
2001-04-26,108.21064296750461
2001-04-27,108.90237577166306
2001-04-30,110.0802034146114
2001-05-01,109.8257201510238
2001-05-02,110.30077945760961
2001-05-03,109.23052940675971
2001-05-04,109.88458955867198
2001-05-07,111.71617565420456
2001-05-08,111.35712381558979
2001-05-09,110.38628654981537
2001-05-10,112.38161120485142
2001-05-11,113.22273018337498
2001-05-14,112.56992261719192
2001-05-15,113.74769945609714
2001-05-16,113.96094924325587
2001-05-17,114.72974182771576
2001-05-18,114.84018801038911
2001-05-21,115.26948562705037
2001-05-22,115.89690147760194
2001-05-23,116.24048765364583
