Date,UNITED KINGDOM
1998-12-31,100.0
1999-01-29,102.3299679179514
1999-02-26,108.21295098743805
1999-03-31,113.46329831476947
1999-04-30,120.26549759461344
1999-05-31,115.25131235251709
1999-06-30,116.85380781210945
1999-07-30,114.30274719844326
1999-08-31,115.36945334551028
1999-09-30,112.5803366587137
1999-10-29,117.40275029089453
1999-11-30,124.0630237205696
1999-12-31,131.73511173627332
2000-01-31,122.60633198534693
2000-02-29,120.6590941357544
2000-03-31,130.34261757789469
2000-04-28,131.16307038346994
2000-05-31,124.52751633514157
2000-06-30,121.60372059907621
2000-07-31,126.6508602702445
2000-08-31,133.40180985067866
2000-09-29,130.71858176014626
2000-10-31,137.05667164032565
2000-11-30,125.6035379295564
2000-12-29,124.42544333353744
2001-01-01,124.42544333353744
2001-01-02,122.49802000649962
2001-01-03,120.74651892399342
2001-01-04,122.67665295464157
2001-01-05,121.95318222964487
2001-01-08,121.49751005996127
2001-01-09,120.87670445713465
2001-01-10,120.25842596094527
2001-01-11,120.43429346822073
2001-01-12,120.22366094489601
2001-01-15,121.20904069723228
2001-01-16,119.15548535356037
2001-01-17,122.8509201989443
2001-01-18,121.4866059055018
2001-01-19,121.99120035597363
2001-01-22,121.77008102916058
2001-01-23,121.81348317184991
2001-01-24,123.83555826145545
2001-01-25,124.19377613135354
2001-01-26,124.60398168422249
2001-01-29,125.3435758951812
2001-01-30,124.94565024870477
2001-01-31,123.54744469609015
2001-02-01,122.90714687197688
2001-02-02,123.28810890724266
2001-02-05,123.21881410005327
2001-02-06,123.51819592487665
2001-02-07,122.27758455209701
2001-02-08,122.30729522596958
2001-02-09,120.72373114789264
2001-02-12,122.10148986670886
2001-02-13,122.99634694439928
2001-02-14,123.14644937312869
2001-02-15,124.60885232435834
2001-02-16,120.8377629551459
2001-02-19,119.85544617072063
2001-02-20,118.94933953245868
2001-02-21,118.77560125854396
2001-02-22,120.18384886181605
2001-02-23,119.08104870370013
2001-02-26,117.5791690381838
2001-02-27,116.9509176125481
2001-02-28,116.67041913444037
2001-03-01,116.34935034954765
2001-03-02,116.24163817307448
2001-03-05,118.0526825638876
2001-03-06,119.18523128440727
2001-03-07,119.0150211418565
2001-03-08,119.06657054388198
2001-03-09,117.46076170217441
2001-03-12,115.83453390712995
2001-03-13,114.6152181834428
2001-03-14,113.60505216896499
2001-03-15,116.11141564392642
2001-03-16,112.80229238632704
2001-03-19,112.17371495636036
2001-03-20,113.68531264151414
2001-03-21,112.37806890688991
2001-03-22,108.69072469468223
2001-03-23,109.9328281683018
2001-03-26,113.46558158531236
2001-03-27,116.63234198618676
2001-03-28,115.36375732479193
2001-03-29,116.11300065096435
2001-03-30,115.89006134088858
2001-04-02,115.69699260239805
2001-04-03,112.44229771174146
2001-04-04,112.51097723473303
2001-04-05,114.53786492471033
2001-04-06,114.52769435874222
2001-04-09,116.46734638301103
2001-04-10,119.83595828538178
2001-04-11,119.77054984466663
2001-04-12,118.70234325680671
2001-04-13,118.70234325680671
2001-04-16,119.42682370490047
2001-04-17,119.51199976355251
2001-04-18,122.73393778317448
2001-04-19,121.38794844864297
2001-04-20,120.1804218464705
2001-04-23,120.45849043584683
2001-04-24,119.92023282832692
2001-04-25,119.46042238323277
2001-04-26,119.6627830594758
2001-04-27,122.21908064956784
2001-04-30,122.80699880611147
2001-05-01,121.55962712940473
2001-05-02,121.0518235815694
2001-05-03,118.07018252961005
2001-05-04,120.34731962570699
2001-05-07,121.07129214688825
2001-05-08,121.62609664329237
2001-05-09,121.09466835660837
2001-05-10,123.09507583552693
2001-05-11,122.53982577809255
2001-05-14,118.38021164961883
2001-05-15,121.09019588620019
2001-05-16,121.67564509850523
2001-05-17,122.48611850499292
2001-05-18,123.14230849706229
2001-05-21,124.52490117155949
2001-05-22,125.78671456329924
2001-05-23,124.7161904700733
2001-05-24,124.25814394926721
2001-05-25,124.72459519750561
2001-05-28,124.23141408408817
2001-05-29,124.38453363563322
2001-05-30,122.95878958095676
2001-05-31,124.1773389446499
2001-06-01,124.14441989891526
2001-06-04,124.88701909290428
2001-06-05,125.83676733946609
2001-06-06,124.27158199801468
2001-06-07,124.14653313529809
2001-06-08,123.81559441096375
2001-06-11,122.14339157217371
2001-06-12,120.39627996426587
2001-06-13,121.15050885359845
2001-06-14,119.88988108628445
2001-06-15,119.0216902331814
2001-06-18,118.2136252352121
2001-06-19,118.86031476166778
2001-06-20,119.35744859204527
2001-06-21,119.6527176940915
2001-06-22,119.90932466715586
2001-06-25,118.97022978893608
2001-06-26,116.8831368727748
2001-06-27,118.05012681448106
2001-06-28,119.96066176715871
2001-06-29,120.09321193717737
2001-07-02,122.52362993656057
2001-07-03,120.32688032708997
2001-07-04,119.6146744143349
2001-07-05,119.1461884196312
2001-07-06,117.02983103847215
2001-07-09,116.53061775409046
2001-07-10,115.85465013946506
2001-07-11,113.76828348837206
2001-07-12,116.21059866633014
2001-07-13,117.0453660407159
2001-07-16,116.06102858004039
2001-07-17,114.71049610281797
2001-07-18,113.11887458979828
2001-07-19,114.18558036003598
2001-07-20,113.56899589779555
2001-07-23,113.80928903345203
2001-07-24,111.31896457904116
2001-07-25,110.44984369873706
2001-07-26,111.05080308469186
2001-07-27,113.67932014063157
2001-07-30,114.55562501771351
2001-07-31,116.31010417130317
2001-08-01,116.71052953354744
2001-08-02,117.38328747088832
2001-08-03,116.05166816332357
2001-08-06,115.4022449346386
2001-08-07,116.1611757508526
2001-08-08,114.72165588686036
2001-08-09,112.22008555555622
2001-08-10,112.32232771333973
2001-08-13,111.57093931408198
2001-08-14,113.20355520879713
2001-08-15,112.19203772587805
2001-08-16,110.80418295993317
2001-08-17,109.4059650163708
2001-08-20,110.29931212395857
2001-08-21,112.18094613722661
2001-08-22,111.34873040296422
2001-08-23,111.30444017146105
2001-08-24,112.70691158670346
2001-08-27,112.87306542966061
2001-08-28,112.5577740086535
2001-08-29,112.3158191841587
2001-08-30,110.57763388696927
2001-08-31,110.97107756340591
2001-09-03,110.69564111066364
2001-09-04,113.49413642593848
2001-09-05,112.99684317073793
2001-09-06,110.1458346310018
2001-09-07,106.71666204431983
2001-09-10,106.10933004109441
2001-09-11,99.77926625717726
2001-09-12,102.79537456627779
2001-09-13,104.26440761350918
2001-09-14,98.92788959514975
2001-09-17,101.76313843684542
2001-09-18,100.19101124646785
2001-09-19,97.34758132785346
2001-09-20,94.26213106197095
2001-09-21,92.37377031800665
2001-09-24,96.47373680248704
2001-09-25,97.06950364301547
2001-09-26,98.55023194132247
2001-09-27,100.05013802849639
2001-09-28,103.40280838375207
2001-10-01,101.0130805200602
2001-10-02,101.04739021150247
2001-10-03,102.26007722073722
2001-10-04,105.92530932919979
2001-10-05,106.1345515916969
2001-10-08,105.61824136874897
2001-10-09,104.79058254261518
2001-10-10,107.19118177991304
2001-10-11,108.12935777962298
2001-10-12,107.63157393576638
2001-10-15,105.65429227555845
2001-10-16,105.82545432744105
2001-10-17,108.87691820564494
2001-10-18,107.17229988776094
2001-10-19,105.29278547856103
2001-10-22,106.26429720705856
2001-10-23,108.66192366221954
2001-10-24,107.90776833208274
2001-10-25,106.20240950702798
2001-10-26,109.11334301314885
2001-10-29,106.65009108940423
2001-10-30,104.80549566196377
2001-10-31,106.5687256324377
2001-11-01,107.06737415823892
2001-11-02,108.74094589990243
2001-11-05,110.9148390621917
2001-11-06,111.3528046476825
2001-11-07,111.63583770204606
2001-11-08,113.16655710215564
2001-11-09,112.46546114461717
2001-11-12,110.13635991756799
2001-11-13,113.37642851469789
2001-11-14,112.58253194236818
2001-11-15,112.28165958081445
2001-11-16,112.68530112515263
2001-11-19,113.41607277760991
2001-11-20,112.10448689805793
2001-11-21,112.96383439612869
2001-11-22,113.23527987091093
2001-11-23,112.05445436089717
2001-11-26,112.29622761509863
2001-11-27,111.33604965046385
2001-11-28,110.31043003584844
2001-11-29,110.16257847022474
2001-11-30,109.54244325999909
2001-12-03,108.78117014630152
2001-12-04,109.81166775061367
2001-12-05,112.54206254066662
2001-12-06,113.5453591314357
2001-12-07,111.86887460856366
2001-12-10,110.64932351724175
2001-12-11,110.17613738871376
2001-12-12,109.34223220733341
2001-12-13,108.08948332949454
2001-12-14,107.52779458559053
2001-12-17,109.23773669569432
2001-12-18,109.98892445593988
2001-12-19,109.15775729592906
2001-12-20,108.26076048986195
2001-12-21,110.51112842008946
2001-12-24,112.12664384622508
2001-12-25,112.12664384622508
2001-12-26,112.6847426423061
2001-12-27,112.86207484859851
2001-12-28,113.77087866433176
2001-12-31,112.76539439738812
2002-01-01,112.76539439738812
2002-01-02,110.30840527897657
2002-01-03,112.59957910990026
2002-01-04,113.43542782557904
2002-01-07,112.73541671200934
2002-01-08,112.17551839164574
2002-01-09,111.66385743452751
2002-01-10,110.68405307619865
2002-01-11,111.04123447456506
2002-01-14,109.26669851853485
2002-01-15,110.3739380744661
2002-01-16,109.98746567394863
2002-01-17,110.45136192006714
2002-01-18,109.77502954835767
2002-01-21,110.04023428671357
2002-01-22,109.70956657498046
2002-01-23,109.93319557510553
2002-01-24,111.6013511322485
2002-01-25,111.49597587164976
2002-01-28,112.44703610784991
