Date,AC FAR EAST ex JAPAN IMI VALUE
1994-05-31,615.6723303803587
1994-06-30,589.6012982268109
1994-07-29,618.5452344639854
1994-08-31,664.7793250493842
1994-09-30,663.2262294177104
1994-10-31,671.9471765378986
1994-11-30,609.9547835281293
1994-12-30,599.2310778507103
1995-01-31,540.1908479187989
1995-02-28,588.1424360215682
1995-03-31,585.3545966579763
1995-04-28,577.860762157871
1995-05-31,643.9012311159837
1995-06-30,642.0375499839198
1995-07-31,659.1806661457781
1995-08-31,628.9652979700154
1995-09-29,635.9071805495083
1995-10-31,625.0931748723914
1995-11-30,619.0653439770914
1995-12-29,645.2731805081844
1996-01-31,709.3057930854375
1996-02-29,704.4090628718021
1996-03-29,705.7373134461388
1996-04-30,733.3391157026396
1996-05-31,722.4235990003282
1996-06-28,706.9265975712617
1996-07-31,661.810729081106
1996-08-30,686.941602590873
1996-09-30,700.59801886624
1996-10-31,687.5612102839926
1996-11-29,729.0303048202687
1996-12-31,719.8139662123091
1997-01-01,719.8221565477437
1997-01-02,714.1249325394429
1997-01-03,714.3617570060749
1997-01-06,718.1198615432509
1997-01-07,722.190735363956
1997-01-08,728.2857810465588
1997-01-09,728.5361945614904
1997-01-10,729.5542639171352
1997-01-13,731.1404065146925
1997-01-14,729.1020874981333
1997-01-15,738.6933100096963
1997-01-16,741.4613614553557
1997-01-17,744.9360063214203
1997-01-20,750.6473271446306
1997-01-21,745.7244079081499
1997-01-22,747.8410606186736
1997-01-23,747.2204378170841
1997-01-24,741.810749924469
1997-01-27,738.1059982351909
1997-01-28,738.8785589547058
1997-01-29,735.2651002663606
1997-01-30,738.4236329456099
1997-01-31,739.0042704330174
1997-02-03,738.6513731637357
1997-02-04,738.9372977639988
1997-02-05,739.3773382991919
1997-02-06,740.905293384387
1997-02-07,740.6840090750087
1997-02-10,741.7416195834738
1997-02-11,740.0626950547747
1997-02-12,744.5106251138203
1997-02-13,744.5369045318536
1997-02-14,742.1443483246526
1997-02-17,743.3391160682002
1997-02-18,739.2195286914957
1997-02-19,743.2204743667412
1997-02-20,750.441163126913
1997-02-21,750.988465763692
1997-02-24,749.5186110393811
1997-02-25,752.1487326549138
1997-02-26,749.515919493231
1997-02-27,748.0162006728453
1997-02-28,748.0243859231035
1997-03-03,746.5400117178172
1997-03-04,742.8715085459171
1997-03-05,742.9720952983
1997-03-06,741.5181836676765
1997-03-07,742.4198780093149
1997-03-10,740.4351696927295
1997-03-11,744.0054654514433
1997-03-12,740.8387476844894
1997-03-13,737.0529729927302
1997-03-14,729.7369007985423
1997-03-17,732.7973769184774
1997-03-18,730.6235567316331
1997-03-19,727.994342898134
1997-03-20,722.2189238393929
1997-03-21,713.8835865681438
1997-03-24,713.7319388098564
1997-03-25,715.7166857448192
1997-03-26,718.6595238373424
1997-03-27,714.8491933154558
1997-03-28,713.621775827817
1997-03-31,711.1635712572113
1997-04-01,703.0746313052477
1997-04-02,705.6190125875896
1997-04-03,701.8905388660197
1997-04-04,701.8605256586159
1997-04-07,704.2238842171118
1997-04-08,707.8827780080419
1997-04-09,710.5347112092722
1997-04-10,706.4581691673774
1997-04-11,706.7842713063242
1997-04-14,699.8472262626511
1997-04-15,696.2401467634055
1997-04-16,700.034467629994
1997-04-17,697.977157681826
1997-04-18,696.4711357467232
1997-04-21,701.648217524403
1997-04-22,698.4934724453254
1997-04-23,701.0589746958915
1997-04-24,696.7586791729719
1997-04-25,695.8250714559887
1997-04-28,692.9711612885626
1997-04-29,686.3211899147217
1997-04-30,691.8760778445837
1997-05-01,694.1931992985657
1997-05-02,693.7002178332788
1997-05-05,700.0031951377204
1997-05-06,703.0689370693894
1997-05-07,704.563303649496
1997-05-08,703.5950024460071
1997-05-09,703.6600606915796
1997-05-12,700.3526644279398
1997-05-13,700.5033491784895
1997-05-14,702.827637310397
1997-05-15,694.0118772893173
1997-05-16,694.5086575976022
1997-05-19,696.2277323695397
1997-05-20,700.0196510637329
1997-05-21,701.9544243896542
1997-05-22,702.9744116284082
1997-05-23,706.6600324641142
1997-05-26,711.0376608837855
1997-05-27,710.1779417841664
1997-05-28,711.6970883497518
1997-05-29,709.781560237261
1997-05-30,715.2631540529756
1997-06-02,726.670124763704
1997-06-03,725.3665551960498
1997-06-04,724.2668466967542
1997-06-05,723.6193042156531
1997-06-06,725.6014016697181
1997-06-09,726.9959996125949
1997-06-10,722.0192821552583
