Date,AC PACIFIC IMI VALUE
1994-05-31,591.7276219682359
1994-06-30,615.8164977809566
1994-07-29,603.1776348970568
1994-08-31,610.8983209626927
1994-09-30,597.381162752769
1994-10-31,610.7469622422323
1994-11-30,572.053215693426
1994-12-30,578.1199411337628
1995-01-31,541.2033240098024
1995-02-28,525.545525714243
1995-03-31,566.1435242272394
1995-04-28,582.6718556736441
1995-05-31,561.3408545272521
1995-06-30,544.1647278317149
1995-07-31,576.92342723541
1995-08-31,558.7468972288293
1995-09-29,561.947851786334
1995-10-31,539.0016518051623
1995-11-30,557.8529566495661
1995-12-29,583.4240771539046
1996-01-31,592.2073220774084
1996-02-29,587.0365533254378
1996-03-29,599.4822512983586
1996-04-30,638.3231927311617
1996-05-31,612.2158953384437
1996-06-28,614.7123281342514
1996-07-31,587.3575478515398
1996-08-30,573.8200151525333
1996-09-30,587.7568911551691
1996-10-31,558.9807289940894
1996-11-29,573.4756949828509
1996-12-31,543.5270791889894
1997-01-01,543.5286418861323
1997-01-02,543.4239698871507
1997-01-03,541.7514584964413
1997-01-06,546.7736479050703
1997-01-07,542.7007393574804
1997-01-08,537.190747401516
1997-01-09,526.7189899033453
1997-01-10,514.0433622801933
1997-01-13,522.9546010920466
1997-01-14,521.9270628323565
1997-01-15,522.9596607179179
1997-01-16,527.1972436447227
1997-01-17,525.1333963725783
1997-01-20,517.4983789136132
1997-01-21,514.5887909035984
1997-01-22,518.6870227613995
1997-01-23,515.3317884407795
1997-01-24,512.3697266178617
1997-01-27,504.910390517378
1997-01-28,504.6068166486987
1997-01-29,505.9004222518235
1997-01-30,502.72965686224177
1997-01-31,510.0885141296844
1997-02-03,508.03879111847067
1997-02-04,508.82871419073354
1997-02-05,501.2743039144874
1997-02-06,499.7608634235938
1997-02-07,495.0085752433927
1997-02-10,502.2353492116332
1997-02-11,501.4887169960086
1997-02-12,503.237218672224
1997-02-13,504.20386056655803
1997-02-14,506.63799701295557
1997-02-17,507.526183978329
1997-02-18,504.75816016654403
1997-02-19,505.38788607311494
1997-02-20,515.3160314292365
1997-02-21,516.9790014215016
1997-02-24,518.533458032884
1997-02-25,520.2320642230743
1997-02-26,517.6480922363652
1997-02-27,519.2975342001156
1997-02-28,515.3485871577657
1997-03-03,512.5342480440826
1997-03-04,510.62778236244134
1997-03-05,507.61327005866406
1997-03-06,503.5441168341592
1997-03-07,504.42451429110133
1997-03-10,504.69934726195714
1997-03-11,506.5825517838779
1997-03-12,503.37353130908144
1997-03-13,498.93799691670364
1997-03-14,496.36005033219254
1997-03-17,497.32655928152747
1997-03-18,503.0725863751343
1997-03-19,502.5563774521783
1997-03-20,499.7077417438163
1997-03-21,502.8976039506678
1997-03-24,497.8315434445508
1997-03-25,499.68368643349055
1997-03-26,502.00152484012165
1997-03-27,500.1258739088193
1997-03-28,498.89993736074354
1997-03-31,498.4271828011922
1997-04-01,495.7225927099152
1997-04-02,500.363322879946
1997-04-03,499.3502045324112
1997-04-04,492.9916509992731
1997-04-07,485.7550778389894
1997-04-08,487.35808592943505
1997-04-09,483.10606843663555
1997-04-10,479.13945432107755
1997-04-11,482.2377073148151
1997-04-14,478.2416995525354
1997-04-15,480.1774031435424
1997-04-16,484.7487145632125
1997-04-17,485.9738347079626
1997-04-18,490.53337174081025
