Date,AC ASIA PACIFIC ex JAPAN IMI VALUE
1994-05-31,436.4585443433927
1994-06-30,419.6469119905465
1994-07-29,438.6126437371876
1994-08-31,467.1639598631995
1994-09-30,460.5524917490836
1994-10-31,465.09736334982256
1994-11-30,430.10599419802935
1994-12-30,425.17145233541663
1995-01-31,388.78214789193004
1995-02-28,414.3895116164823
1995-03-31,412.00461786926917
1995-04-28,411.29753867192886
1995-05-31,443.64816970791315
1995-06-30,440.40566500019594
1995-07-31,456.7393366761247
1995-08-31,441.984057064553
1995-09-29,447.0817150386717
1995-10-31,439.86944649110706
1995-11-30,433.7120478783235
1995-12-29,450.79378542358705
1996-01-31,486.22412536731275
1996-02-29,490.30989897113125
1996-03-29,490.2683168504259
1996-04-30,511.0753189341206
1996-05-31,502.6427988978167
1996-06-28,495.61854031058897
1996-07-31,466.08150311858475
1996-08-30,484.26050632742266
1996-09-30,489.65369301688423
1996-10-31,484.69542519461316
1996-11-29,508.8594301490428
1996-12-31,505.9770246312933
1997-01-01,505.9814784502579
1997-01-02,503.667003672832
1997-01-03,503.8785624960701
1997-01-06,506.08538895472935
1997-01-07,508.1747380565514
1997-01-08,511.3154627750917
1997-01-09,512.115517872356
1997-01-10,513.1002052714442
1997-01-13,514.1731399967756
1997-01-14,513.5749676854954
1997-01-15,520.200042226685
1997-01-16,520.4240347188052
1997-01-17,522.4973790631874
1997-01-20,525.3658965285438
1997-01-21,521.6643889367142
1997-01-22,523.269675999636
1997-01-23,522.7406267376534
1997-01-24,519.6601199520823
1997-01-27,518.3436957658475
1997-01-28,518.2054831491822
1997-01-29,516.5994341765837
1997-01-30,517.9285322552664
1997-01-31,517.1955964234247
1997-02-03,517.5230445296819
1997-02-04,517.0017547894662
1997-02-05,517.7882719332928
1997-02-06,519.1797461012557
1997-02-07,519.1594508107944
1997-02-10,519.5583207984101
1997-02-11,519.6381774112172
1997-02-12,522.6103902831915
1997-02-13,524.6120861120039
1997-02-14,522.7296841105973
1997-02-17,524.8848865022264
1997-02-18,522.8446665046428
1997-02-19,525.0238322595119
1997-02-20,528.5850145210051
1997-02-21,528.9840951829465
1997-02-24,528.0373229981536
1997-02-25,529.7983166633376
1997-02-26,527.7672529173021
1997-02-27,526.7578762414425
1997-02-28,527.9289342048042
1997-03-03,529.3661592740244
1997-03-04,528.1479888576963
1997-03-05,527.8953729727111
1997-03-06,527.263788557736
1997-03-07,527.9081000110352
1997-03-10,527.3205468305729
1997-03-11,529.2412945650862
1997-03-12,527.1695581526935
1997-03-13,524.7989097227825
1997-03-14,520.0123885985614
1997-03-17,521.9474841454264
1997-03-18,519.15259199597
1997-03-19,516.4109176454663
1997-03-20,513.682557810697
1997-03-21,508.94098712301655
1997-03-24,509.6995007361645
1997-03-25,510.55772000761505
1997-03-26,512.0216686114416
1997-03-27,510.71599809663786
1997-03-28,509.8375275390932
1997-03-31,506.07872901816995
1997-04-01,500.3196969573537
1997-04-02,502.34797388344214
1997-04-03,500.18134791814015
1997-04-04,499.58818040638783
1997-04-07,500.4607928950579
1997-04-08,503.3214502099468
1997-04-09,506.6582857362869
1997-04-10,503.86440368290994
1997-04-11,504.33696488671427
1997-04-14,499.111125502036
1997-04-15,497.5279274892407
1997-04-16,500.04564524366276
1997-04-17,499.870429947432
1997-04-18,500.3639915974415
1997-04-21,504.319200572019
1997-04-22,503.07643083976325
1997-04-23,505.19667394781254
1997-04-24,502.71555879441274
1997-04-25,502.3498127118965
1997-04-28,500.8518325772832
1997-04-29,497.5641968185713
1997-04-30,501.13656630432223
1997-05-01,502.63955894268446
1997-05-02,502.7768547472942
1997-05-05,505.654822908745
1997-05-06,507.81402814423143
1997-05-07,508.6988654038266
1997-05-08,508.26957324731944
1997-05-09,509.1173650226323
1997-05-12,506.9817197311684
1997-05-13,507.01767530703
1997-05-14,508.815524508277
1997-05-15,503.4797022737577
1997-05-16,503.3310269712792
1997-05-19,503.7813788803392
1997-05-20,505.0427473130062
1997-05-21,507.7470486655122
1997-05-22,508.184492415475
1997-05-23,509.08244563762054
1997-05-26,512.4817626435074
1997-05-27,511.68382300725096
1997-05-28,512.3117947773662
1997-05-29,511.71650514235154
1997-05-30,515.392668082781
1997-06-02,521.8639338934919
1997-06-03,521.1368153316522
1997-06-04,520.7598474639095
1997-06-05,520.6678886291244
1997-06-06,521.585963479055
1997-06-09,522.8249203327679
1997-06-10,521.8262020743201
1997-06-11,519.2246261085986
1997-06-12,514.5499494930723
1997-06-13,515.7984072986349
1997-06-16,520.617446552504
1997-06-17,521.3249211748827
1997-06-18,520.0085766603984
1997-06-19,523.0367186129762
1997-06-20,530.150515753869
1997-06-23,531.3257605322946
1997-06-24,528.8114254776895
1997-06-25,529.5578726815806
1997-06-26,529.9815991804242
1997-06-27,529.2875305936451
1997-06-30,532.9222951390879
1997-07-01,534.8397475749305
1997-07-02,537.2623362345479
1997-07-03,536.7506053720584
1997-07-04,534.8868439510135
1997-07-07,533.3330942107743
1997-07-08,532.0652566514033
1997-07-09,530.0341974504586
1997-07-10,529.4488292293213
1997-07-11,531.4259926104687
1997-07-14,528.0516114178641
1997-07-15,525.3358067913567
1997-07-16,520.1175204128305
1997-07-17,522.6971860221082
1997-07-18,522.6329520300408
1997-07-21,525.2642753861413
1997-07-22,523.7591398426953
1997-07-23,526.5328088410567
1997-07-24,526.7083110700194
1997-07-25,526.5745739088635
1997-07-28,528.9820459662808
1997-07-29,530.7968867222891
1997-07-30,531.4003616105626
1997-07-31,533.083491081429
1997-08-01,530.0061767724311
1997-08-04,529.0402303998158
1997-08-05,526.3214978441949
1997-08-06,527.182626672964
1997-08-07,523.7820798449442
1997-08-08,520.2375535262765
1997-08-11,515.3626745909941
1997-08-12,510.45476862140634
1997-08-13,508.7498813119399
1997-08-14,504.98145448567067
1997-08-15,502.1282230049379
1997-08-18,495.1134454814876
1997-08-19,491.035404629738
1997-08-20,500.20184469869486
1997-08-21,500.1289318633136
1997-08-22,494.44650626210245
1997-08-25,493.85535791621874
1997-08-26,492.1646941960092
1997-08-27,488.29570566868716
1997-08-28,470.31184414033675
1997-08-29,459.99291725479003
1997-09-01,449.2381044796368
1997-09-02,446.60980924835724
1997-09-03,455.06509243099794
1997-09-04,451.0564348434837
1997-09-05,466.2646312065297
1997-09-08,477.08139478122393
1997-09-09,481.4912557111259
1997-09-10,475.91959470497534
1997-09-11,468.1434744318897
1997-09-12,469.5653812616054
1997-09-15,469.62485038124765
1997-09-16,465.3846886623869
1997-09-17,464.3969040434234
1997-09-18,462.7422763120912
1997-09-19,464.6458196836041
1997-09-22,459.2943466168025
1997-09-23,460.5626423366451
1997-09-24,460.7866513552478
1997-09-25,464.2488044604508
1997-09-26,462.21629718363266
1997-09-29,459.28699296193577
1997-09-30,459.9996697766147
1997-10-01,455.3621560152882
1997-10-02,454.5144894555516
1997-10-03,450.18819253153737
1997-10-06,445.3943845520615
1997-10-07,444.4805864147694
1997-10-08,448.8923696703383
1997-10-09,448.0101118555471
1997-10-10,450.9906419378707
1997-10-13,446.4575967684593
1997-10-14,443.9777191062829
1997-10-15,435.82764847478734
1997-10-16,434.6718518160594
1997-10-17,432.4389639956448
1997-10-20,419.0442395816239
1997-10-21,414.0497032609835
1997-10-22,405.3502837294096
1997-10-23,391.9007179090612
1997-10-24,388.97866026972713
1997-10-27,379.2781967940005
1997-10-28,349.699795761041
1997-10-29,370.26648101628143
1997-10-30,366.8436876692732
1997-10-31,374.01417540942117
1997-11-03,391.7383169175519
1997-11-04,392.5481763324565
1997-11-05,390.3660794531629
1997-11-06,387.38262671288464
1997-11-07,377.4916207388389
1997-11-10,375.1753835234016
1997-11-11,373.9158509236442
1997-11-12,368.83157790567043
1997-11-13,367.08075380026594
1997-11-14,367.32059092863705
1997-11-17,369.3741203366443
1997-11-18,362.3203820690077
1997-11-19,354.4498916136327
1997-11-20,346.73053685248703
1997-11-21,357.9760504276695
1997-11-24,355.29745522511786
1997-11-25,347.5019977656164
1997-11-26,349.11583040345545
1997-11-27,350.4714114804185
1997-11-28,348.9578856516002
1997-12-01,346.54188855451577
1997-12-02,350.80824632761994
1997-12-03,352.7688101932694
1997-12-04,356.98115328803783
1997-12-05,360.9973187202928
1997-12-08,367.298390825274
1997-12-09,359.5835419201569
1997-12-10,355.2522056762982
1997-12-11,341.13986659029956
1997-12-12,336.6943180831449
1997-12-15,330.84739665039507
1997-12-16,328.5340846454993
1997-12-17,336.8292449495892
1997-12-18,341.2832196739767
1997-12-19,333.9040305108551
1997-12-22,329.30271688874075
1997-12-23,330.2959637297673
1997-12-24,328.5008383618883
1997-12-25,328.50292785847984
1997-12-26,331.3962811918043
1997-12-29,333.53853541299026
1997-12-30,335.6507269565363
1997-12-31,336.9180876908403
1998-01-01,336.89931483684757
1998-01-02,334.197321507049
1998-01-05,326.17444155063635
1998-01-06,318.61939853845655
1998-01-07,309.62448885623945
1998-01-08,299.19396388276834
1998-01-09,292.69020619966744
1998-01-12,277.6826423559187
1998-01-13,288.22833331935004
1998-01-14,300.1149171554835
1998-01-15,293.53763665798294
1998-01-16,300.657513384839
1998-01-19,313.56536514883004
1998-01-20,311.023966494611
1998-01-21,307.69091079972816
1998-01-22,299.09603442698324
1998-01-23,297.47990976078364
1998-01-26,300.6616461223422
1998-01-27,304.28222564796664
1998-01-28,305.4333784022161
1998-01-29,306.05615266203944
1998-01-30,311.5276053446537
1998-02-02,333.1053820139824
1998-02-03,337.48347510652815
1998-02-04,332.82310108132106
1998-02-05,337.65502527769604
1998-02-06,340.66080184997276
1998-02-09,346.13874012031255
1998-02-10,351.633641005923
1998-02-11,353.21992873277156
1998-02-12,345.2523180924619
1998-02-13,336.2443355381639
1998-02-16,327.60756995829774
1998-02-17,333.11168140142286
1998-02-18,339.72387578429675
1998-02-19,344.63404857404964
1998-02-20,343.5313162151959
1998-02-23,343.98679678138444
1998-02-24,345.7394501949429
1998-02-25,345.6210843384755
1998-02-26,353.84787204447446
1998-02-27,360.10234957643087
1998-03-02,362.3499190336043
1998-03-03,357.7274611728552
1998-03-04,353.8354782932389
1998-03-05,341.45623573377543
1998-03-06,341.63825895032784
1998-03-09,341.5898571345372
1998-03-10,344.8351870262235
1998-03-11,345.9257141526472
1998-03-12,345.8078094132952
1998-03-13,351.47028915389865
1998-03-16,350.5753549624731
1998-03-17,352.34426484632763
1998-03-18,352.1566737372679
1998-03-19,357.41335239859114
1998-03-20,358.6365139891474
1998-03-23,362.28293360624144
1998-03-24,361.7197799917073
1998-03-25,365.8734202055873
1998-03-26,364.091220480717
1998-03-27,364.8329562578087
1998-03-30,357.88643285842846
1998-03-31,357.3251005360787
1998-04-01,353.5948017484843
1998-04-02,349.3807712236903
1998-04-03,348.0263439200227
1998-04-06,351.21684455678627
1998-04-07,352.15830617507686
1998-04-08,354.7478131154108
1998-04-09,356.5347036587567
1998-04-10,356.64199225068774
1998-04-13,356.11745144983405
1998-04-14,353.7946080748941
1998-04-15,355.068474856754
1998-04-16,350.8299927042033
1998-04-17,349.7162311609298
1998-04-20,348.9539028571036
1998-04-21,347.99748917389064
1998-04-22,347.48355442719355
1998-04-23,346.462797891236
1998-04-24,344.8429753980963
1998-04-27,338.51274495541384
1998-04-28,337.5423982683785
1998-04-29,334.5943051897705
1998-04-30,334.33658617912215
1998-05-01,337.2405460036912
1998-05-04,334.82373385017524
1998-05-05,331.1633064951564
1998-05-06,323.91903299173424
1998-05-07,321.88171730115306
1998-05-08,322.1774244930209
1998-05-11,322.5782328511379
1998-05-12,318.10267075528475
1998-05-13,308.8780347936186
1998-05-14,310.0332743224259
1998-05-15,310.26983833543164
1998-05-18,304.5907578421337
1998-05-19,305.6934580015076
1998-05-20,309.0889216403998
1998-05-21,313.97107646004315
1998-05-22,312.4285127685362
1998-05-25,309.3938656171182
1998-05-26,306.38512049536774
1998-05-27,298.30143778378954
1998-05-28,296.31578981950776
1998-05-29,295.7842806176023
1998-06-01,286.41642402966096
1998-06-02,284.4713149790546
1998-06-03,286.6119149215336
1998-06-04,282.85297486275533
1998-06-05,278.6008665076047
1998-06-08,275.1550676613002
1998-06-09,271.6079436452535
1998-06-10,260.9161308213239
1998-06-11,259.68776275060515
1998-06-12,258.47740831430485
1998-06-15,250.59959659853774
1998-06-16,250.1608956702153
1998-06-17,261.6835319383349
1998-06-18,271.7211549369252
1998-06-19,272.5645174265131
1998-06-22,264.2561673042448
1998-06-23,263.48455675040464
1998-06-24,264.0105725444804
1998-06-25,265.37262780742674
1998-06-26,264.0786636524754
1998-06-29,263.0582478477141
1998-06-30,266.12749642980225
1998-07-01,268.8580484401238
1998-07-02,273.17981295694904
1998-07-03,271.9424282948529
1998-07-06,271.887181839932
1998-07-07,273.3088949106918
1998-07-08,273.8363606990043
1998-07-09,271.5831766999191
1998-07-10,267.861664884833
1998-07-13,264.3163778588077
1998-07-14,268.15331237851973
1998-07-15,272.1562211819411
1998-07-16,277.9368022730861
1998-07-17,279.19479897155503
1998-07-20,277.9675017337774
1998-07-21,275.9157642571666
1998-07-22,271.3474122509259
1998-07-23,267.3216105783186
1998-07-24,268.17979760299903
1998-07-27,262.77166919388566
1998-07-28,262.9038313865027
1998-07-29,260.3747611136169
1998-07-30,261.3989467881921
1998-07-31,259.7821380926836
1998-08-03,253.46878812256253
1998-08-04,254.73866319672527
1998-08-05,252.3474404401319
1998-08-06,247.4834716468259
1998-08-07,244.33509573159685
1998-08-10,241.04566953175234
1998-08-11,234.6381060069425
1998-08-12,234.74639781038226
1998-08-13,232.03120929681353
1998-08-14,236.6150844865521
1998-08-17,233.54401469724314
1998-08-18,233.3342041413453
1998-08-19,241.33536509590957
1998-08-20,243.67691161266302
1998-08-21,238.1104633566068
1998-08-24,235.8954635838408
1998-08-25,237.57951537079123
1998-08-26,236.02909536409211
1998-08-27,231.58296545975614
1998-08-28,227.64116762269845
1998-08-31,222.17468492113716
1998-09-01,220.09153358237162
1998-09-02,225.56375959736326
1998-09-03,224.58970217849702
1998-09-04,230.5934507643784
1998-09-07,246.6250843331604
1998-09-08,243.46229779448583
1998-09-09,241.78673469695076
1998-09-10,241.5822803300877
1998-09-11,236.63838236409794
1998-09-14,239.16507453625542
1998-09-15,241.96743482372221
1998-09-16,245.0207168138614
1998-09-17,242.93276756947418
1998-09-18,239.8660121889648
1998-09-21,236.23559489343955
1998-09-22,237.18300854068443
1998-09-23,237.85420877900197
1998-09-24,245.48350797205967
1998-09-25,244.03685493192393
1998-09-28,245.39625901076658
1998-09-29,247.46887061726315
1998-09-30,241.01242769686283
1998-10-01,239.45526504120494
1998-10-02,236.7026108499988
1998-10-05,234.69269754085155
1998-10-06,234.45816751008988
1998-10-07,244.4013528777834
1998-10-08,247.55022952298094
1998-10-09,254.25489989039625
1998-10-12,261.1407527628943
1998-10-13,259.84088795037513
1998-10-14,256.80550661820047
1998-10-15,260.8178040218058
1998-10-16,272.81167293055336
1998-10-19,273.4977706340972
1998-10-20,274.3021512196257
1998-10-21,276.8855150056181
1998-10-22,275.6393360409754
1998-10-23,276.0107262741972
1998-10-26,277.1375900205932
1998-10-27,278.6563551981257
1998-10-28,280.5766405317711
1998-10-29,283.8635241397167
1998-10-30,287.7664863048653
1998-11-02,292.52445552098175
1998-11-03,293.1917108988744
1998-11-04,295.37476063398685
1998-11-05,295.8236884500265
1998-11-06,296.75164413647303
1998-11-09,293.8584486716862
1998-11-10,287.1785262652148
1998-11-11,294.57237959225483
